23, 18, 11, 30, 44, 54, 45, 32, 20, 67, 17, 4, 10, 36, 56, 14, 43, 65, 16, 63, 47, 59, 42, 1, 25, 35, 72, 41, 64, 26, 52, 15, 21, 22, 27, 66, 34, 5, 37, 19, 3, 8, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
7, 50, 9, 53, 47, 8, 14, 68, 73, 57, 40, 26, 52, 15, 32, 21, 42, 70, 39, 29, 2, 38, 61, 62, 71, 31, 28, 25, 45, 54, 48, 13, 36, 6, 59, 24, 17, 30, 11, 16, 63, 10, 55, 58, 43, 65, 69, 1, 23, 35, 72, 41, 64, 46, 56, 19, 3, 49, 51, 74, 33, 37, 5, 34, 66, 27, 20, 67, 12, 4, 44, 18, 60, 22
42, 59, 47, 63, 16, 11, 30, 44, 54, 45, 10, 4, 17, 67, 20, 32, 36, 56, 14, 43, 65, 18, 23, 1, 25, 35, 72, 41, 64, 26, 52, 15, 21, 3, 27, 66, 34, 8, 22, 19, 37, 5, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
14, 8, 47, 53, 9, 50, 7, 68, 73, 57, 40, 26, 52, 15, 32, 21, 42, 70, 39, 2, 29, 38, 61, 62, 71, 31, 28, 25, 45, 54, 48, 13, 36, 6, 59, 24, 17, 30, 11, 16, 63, 10, 55, 58, 43, 65, 69, 1, 23, 35, 72, 41, 64, 46, 56, 19, 3, 49, 51, 74, 33, 37, 5, 34, 66, 27, 20, 67, 12, 4, 44, 18, 60, 22
25, 1, 23, 18, 65, 43, 14, 56, 36, 32, 20, 67, 17, 4, 10, 45, 54, 44, 30, 11, 16, 63, 47, 59, 42, 35, 72, 41, 64, 26, 52, 15, 21, 3, 27, 66, 34, 5, 37, 19, 22, 8, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
25, 1, 42, 59, 47, 63, 16, 11, 30, 44, 54, 45, 10, 4, 17, 67, 20, 32, 36, 56, 14, 43, 65, 18, 23, 35, 72, 41, 64, 26, 52, 15, 21, 22, 27, 66, 34, 5, 37, 19, 3, 8, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
23, 18, 65, 43, 14, 56, 36, 32, 20, 67, 17, 4, 10, 45, 54, 44, 30, 11, 16, 63, 47, 59, 42, 1, 25, 35, 72, 41, 64, 26, 52, 15, 21, 22, 27, 66, 34, 8, 3, 19, 37, 5, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
23, 18, 65, 43, 14, 56, 36, 32, 20, 67, 17, 4, 10, 45, 54, 44, 30, 11, 16, 63, 47, 59, 42, 1, 25, 35, 72, 41, 64, 26, 52, 15, 21, 22, 27, 66, 34, 5, 37, 19, 3, 8, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
25, 1, 23, 18, 11, 30, 44, 54, 45, 32, 20, 67, 17, 4, 10, 36, 56, 14, 43, 65, 16, 63, 47, 59, 42, 35, 72, 41, 64, 26, 52, 15, 21, 22, 27, 66, 34, 8, 3, 19, 37, 5, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
42, 59, 47, 63, 16, 11, 30, 44, 54, 45, 10, 4, 17, 67, 20, 32, 36, 56, 14, 43, 65, 18, 23, 1, 25, 35, 72, 41, 64, 26, 52, 15, 21, 22, 27, 66, 34, 8, 3, 19, 37, 5, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
7, 50, 9, 53, 47, 8, 14, 68, 73, 57, 40, 26, 52, 15, 32, 21, 42, 70, 39, 13, 48, 54, 45, 25, 28, 31, 71, 62, 61, 38, 29, 2, 36, 6, 59, 24, 17, 30, 11, 16, 63, 10, 55, 58, 43, 65, 69, 1, 23, 35, 72, 41, 64, 46, 56, 19, 3, 49, 51, 74, 33, 37, 5, 34, 66, 27, 20, 67, 12, 4, 44, 18, 60, 22
25, 1, 42, 59, 47, 63, 16, 65, 43, 14, 56, 36, 10, 4, 17, 67, 20, 32, 45, 54, 44, 30, 11, 18, 23, 35, 72, 41, 64, 26, 52, 15, 21, 3, 27, 66, 34, 5, 37, 19, 22, 8, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
6, 45, 15, 52, 26, 17, 12, 53, 31, 71, 47, 1, 23, 18, 44, 54, 9, 40, 55, 10, 63, 51, 30, 21, 42, 70, 39, 13, 48, 24, 59, 66, 2, 49, 29, 8, 22, 60, 58, 25, 35, 72, 41, 64, 32, 36, 56, 19, 3, 74, 33, 73, 68, 46, 7, 50, 67, 20, 27, 28, 4, 69, 38, 16, 11, 61, 34, 5, 37, 65, 43, 14, 62, 57
23, 18, 65, 43, 14, 56, 36, 32, 20, 67, 17, 4, 10, 45, 54, 44, 30, 11, 16, 63, 47, 59, 42, 1, 25, 35, 72, 41, 64, 26, 52, 15, 21, 3, 27, 66, 34, 8, 22, 19, 37, 5, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
42, 59, 47, 63, 16, 65, 43, 14, 56, 36, 10, 4, 17, 67, 20, 32, 45, 54, 44, 30, 11, 18, 23, 1, 25, 35, 72, 41, 64, 26, 52, 15, 21, 22, 27, 66, 34, 8, 3, 19, 37, 5, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
25, 1, 23, 18, 11, 30, 44, 54, 45, 32, 20, 67, 17, 4, 10, 36, 56, 14, 43, 65, 16, 63, 47, 59, 42, 35, 72, 41, 64, 26, 52, 15, 21, 22, 27, 66, 34, 5, 37, 19, 3, 8, 70, 39, 6, 12, 53, 9, 50, 7, 68, 73, 49, 2, 29, 71, 62, 61, 38, 58, 60, 46, 13, 48, 24, 69, 55, 40, 51, 74, 33, 31, 28, 57
9, 53, 12, 17, 26, 52, 15, 45, 6, 54, 44, 18, 23, 1, 47, 71, 31, 40, 55, 10, 63, 51, 30, 21, 42, 70, 39, 13, 48, 24, 59, 66, 2, 49, 29, 8, 22, 60, 58, 25, 35, 72, 41, 64, 32, 36, 56, 19, 3, 74, 33, 73, 68, 46, 7, 50, 67, 20, 27, 28, 4, 69, 38, 16, 11, 61, 34, 5, 37, 65, 43, 14, 62, 57
