6, 25, 29, 18, 20, 3, 2, 10, 31, 19, 32, 12, 7, 24, 22, 14, 30, 15, 9, 16, 28, 17, 26, 23, 33, 1, 4, 11, 13, 8, 27, 21, 5
17, 3, 7, 1, 4, 5, 13, 23, 33, 8, 24, 14, 16, 27, 11, 18, 2, 28, 26, 6, 29, 20, 19, 31, 32, 25, 30, 22, 21, 10, 15, 9, 12
5, 9, 26, 23, 18, 8, 29, 25, 2, 31, 15, 3, 14, 12, 32, 30, 24, 17, 20, 11, 33, 4, 28, 13, 27, 21, 10, 7, 16, 6, 19, 1, 22
8, 5, 12, 14, 3, 24, 31, 10, 29, 7, 6, 22, 18, 21, 27, 25, 2, 26, 32, 16, 28, 17, 1, 19, 13, 20, 23, 33, 9, 4, 11, 15, 30
10, 28, 6, 33, 24, 17, 21, 27, 1, 19, 20, 30, 15, 13, 25, 2, 9, 4, 3, 5, 12, 31, 8, 16, 32, 22, 18, 29, 14, 11, 26, 23, 7
17, 28, 7, 1, 4, 8, 33, 23, 13, 5, 24, 14, 16, 27, 11, 2, 18, 3, 26, 6, 29, 20, 19, 31, 32, 25, 30, 22, 21, 10, 15, 9, 12
4, 26, 9, 18, 11, 24, 17, 28, 8, 5, 1, 22, 16, 29, 25, 31, 10, 6, 20, 2, 27, 19, 33, 7, 13, 3, 23, 21, 32, 12, 14, 15, 30
17, 3, 7, 1, 4, 8, 33, 23, 13, 5, 24, 14, 16, 27, 11, 18, 2, 28, 26, 6, 29, 20, 19, 31, 32, 25, 30, 22, 21, 10, 15, 9, 12
12, 32, 19, 31, 10, 2, 6, 25, 29, 30, 20, 18, 7, 24, 22, 14, 3, 15, 9, 16, 28, 17, 26, 23, 33, 1, 4, 11, 13, 8, 27, 21, 5
10, 31, 15, 20, 33, 32, 8, 30, 14, 18, 2, 16, 28, 29, 24, 17, 4, 11, 25, 19, 1, 7, 22, 6, 3, 9, 21, 27, 5, 12, 26, 23, 13
13, 27, 21, 10, 7, 9, 2, 25, 29, 8, 5, 31, 15, 23, 26, 3, 14, 12, 32, 30, 24, 17, 18, 20, 11, 33, 4, 28, 16, 6, 19, 1, 22
28, 4, 33, 11, 20, 18, 17, 24, 30, 32, 12, 14, 3, 26, 23, 10, 7, 9, 2, 25, 29, 8, 5, 31, 15, 21, 27, 13, 16, 6, 19, 1, 22
5, 9, 32, 12, 14, 8, 29, 25, 31, 13, 27, 21, 4, 28, 3, 22, 1, 19, 6, 24, 17, 20, 11, 10, 7, 30, 26, 23, 16, 15, 33, 18, 2
6, 13, 27, 2, 31, 21, 7, 10, 11, 20, 12, 32, 9, 5, 8, 29, 25, 17, 24, 30, 26, 4, 28, 16, 15, 33, 23, 14, 3, 22, 1, 19, 18
9, 16, 29, 8, 10, 6, 22, 1, 5, 18, 31, 25, 28, 17, 24, 11, 4, 26, 20, 27, 2, 19, 33, 7, 13, 3, 23, 21, 32, 12, 14, 15, 30
2, 18, 11, 27, 16, 14, 24, 5, 13, 23, 33, 8, 4, 1, 7, 28, 17, 3, 26, 6, 29, 20, 19, 31, 32, 25, 30, 22, 21, 10, 15, 9, 12
7, 13, 4, 16, 20, 3, 26, 29, 8, 5, 28, 17, 24, 22, 14, 18, 9, 2, 6, 10, 31, 15, 30, 27, 21, 32, 23, 33, 1, 19, 25, 11, 12
7, 4, 20, 11, 33, 27, 13, 10, 21, 28, 16, 6, 19, 23, 26, 9, 5, 8, 29, 1, 22, 3, 14, 12, 32, 30, 24, 17, 18, 25, 2, 31, 15
33, 2, 9, 25, 32, 12, 14, 3, 22, 1, 19, 6, 16, 28, 4, 21, 27, 13, 23, 26, 30, 24, 17, 18, 20, 10, 29, 8, 5, 31, 15, 11, 7
11, 28, 4, 21, 27, 13, 23, 26, 30, 7, 10, 20, 17, 24, 6, 19, 1, 22, 3, 14, 12, 32, 9, 31, 25, 29, 8, 5, 16, 15, 33, 18, 2
17, 28, 7, 1, 4, 5, 13, 23, 33, 8, 24, 14, 16, 27, 11, 18, 2, 3, 26, 6, 29, 20, 19, 31, 32, 25, 30, 22, 21, 10, 15, 9, 12
5, 18, 19, 1, 22, 33, 15, 16, 28, 4, 21, 31, 2, 27, 13, 6, 7, 10, 11, 20, 23, 26, 3, 14, 12, 32, 30, 24, 17, 25, 29, 8, 9
25, 31, 9, 32, 12, 14, 3, 22, 1, 19, 6, 24, 17, 20, 10, 7, 30, 26, 23, 13, 27, 21, 4, 28, 11, 29, 8, 5, 16, 15, 33, 2, 18
9, 7, 10, 23, 26, 11, 33, 28, 4, 25, 2, 20, 18, 17, 24, 30, 32, 12, 14, 3, 22, 1, 19, 6, 16, 29, 8, 5, 31, 15, 21, 27, 13
8, 33, 23, 13, 5, 24, 28, 21, 27, 16, 29, 20, 30, 26, 18, 2, 11, 19, 31, 32, 25, 6, 7, 1, 4, 14, 22, 3, 17, 10, 15, 9, 12
3, 5, 8, 14, 12, 24, 31, 10, 29, 7, 6, 22, 18, 21, 27, 25, 2, 26, 32, 16, 28, 17, 1, 19, 13, 20, 23, 33, 9, 4, 11, 15, 30
17, 28, 7, 1, 4, 5, 13, 23, 33, 18, 2, 11, 27, 16, 14, 24, 8, 3, 26, 6, 29, 20, 19, 31, 32, 25, 30, 22, 21, 10, 15, 9, 12
27, 8, 33, 23, 13, 19, 16, 14, 24, 5, 2, 18, 26, 4, 1, 7, 6, 22, 31, 32, 25, 30, 20, 29, 3, 17, 28, 11, 21, 10, 15, 9, 12
6, 10, 31, 19, 32, 12, 2, 25, 29, 18, 20, 3, 7, 24, 22, 14, 30, 15, 9, 16, 28, 17, 26, 23, 33, 1, 4, 11, 13, 8, 27, 21, 5
3, 17, 28, 29, 20, 30, 25, 32, 31, 22, 6, 7, 1, 4, 26, 18, 2, 5, 24, 14, 16, 19, 13, 23, 33, 8, 27, 11, 21, 10, 15, 9, 12
6, 16, 28, 21, 10, 7, 19, 4, 20, 11, 33, 27, 13, 23, 26, 9, 5, 8, 29, 1, 22, 3, 14, 12, 32, 30, 24, 17, 18, 25, 2, 31, 15
6, 16, 28, 21, 10, 7, 19, 4, 20, 11, 33, 27, 13, 23, 26, 9, 2, 25, 29, 1, 22, 3, 14, 12, 32, 30, 24, 17, 18, 8, 5, 31, 15
8, 24, 14, 16, 27, 11, 18, 2, 33, 23, 13, 5, 4, 1, 7, 28, 17, 3, 26, 6, 29, 20, 19, 31, 32, 25, 30, 22, 21, 10, 15, 9, 12
2, 7, 21, 31, 27, 13, 6, 10, 11, 20, 12, 32, 26, 30, 24, 17, 25, 29, 8, 5, 9, 4, 28, 16, 15, 33, 23, 14, 3, 22, 1, 19, 18
2, 18, 11, 27, 8, 33, 23, 13, 5, 24, 14, 16, 4, 1, 7, 28, 17, 3, 26, 6, 29, 20, 19, 31, 32, 25, 30, 22, 21, 10, 15, 9, 12
3, 13, 7, 20, 16, 4, 26, 29, 8, 5, 28, 17, 24, 22, 14, 18, 9, 2, 6, 10, 31, 15, 30, 27, 21, 32, 23, 33, 1, 19, 25, 11, 12
8, 29, 25, 2, 31, 15, 21, 27, 5, 9, 7, 10, 23, 26, 3, 14, 12, 32, 30, 24, 17, 18, 20, 11, 33, 4, 28, 13, 16, 6, 19, 1, 22
10, 31, 15, 20, 33, 32, 8, 30, 14, 18, 2, 16, 28, 29, 24, 3, 4, 11, 25, 19, 1, 7, 22, 6, 17, 9, 21, 27, 5, 12, 26, 23, 13
27, 8, 33, 23, 13, 19, 16, 14, 24, 5, 2, 18, 26, 6, 29, 20, 30, 22, 31, 32, 25, 4, 1, 7, 28, 17, 3, 11, 21, 10, 15, 9, 12
6, 25, 29, 3, 20, 18, 2, 10, 31, 19, 32, 12, 7, 24, 22, 14, 30, 15, 9, 16, 28, 17, 26, 23, 33, 1, 4, 11, 13, 8, 27, 21, 5
17, 3, 7, 1, 4, 5, 13, 23, 33, 18, 2, 11, 27, 16, 14, 24, 8, 28, 26, 6, 29, 20, 19, 31, 32, 25, 30, 22, 21, 10, 15, 9, 12
12, 32, 19, 31, 10, 2, 6, 25, 29, 3, 20, 18, 7, 24, 22, 14, 30, 15, 9, 16, 28, 17, 26, 23, 33, 1, 4, 11, 13, 8, 27, 21, 5
26, 23, 20, 11, 10, 7, 6, 13, 27, 2, 31, 21, 4, 28, 16, 15, 33, 5, 18, 19, 1, 22, 3, 14, 12, 32, 30, 24, 17, 25, 29, 8, 9
6, 10, 31, 19, 32, 12, 2, 25, 29, 3, 20, 18, 7, 24, 22, 14, 30, 15, 9, 16, 28, 17, 26, 23, 33, 1, 4, 11, 13, 8, 27, 21, 5
20, 11, 10, 7, 6, 13, 27, 31, 2, 21, 4, 28, 16, 15, 33, 5, 18, 19, 1, 22, 23, 26, 3, 14, 12, 32, 30, 24, 17, 25, 29, 8, 9
5, 8, 29, 16, 9, 1, 22, 6, 10, 18, 31, 25, 28, 17, 24, 11, 4, 26, 20, 2, 27, 19, 33, 7, 13, 3, 23, 21, 32, 12, 14, 15, 30
13, 27, 33, 11, 20, 4, 19, 6, 16, 28, 21, 10, 7, 23, 26, 9, 2, 25, 29, 1, 22, 3, 14, 12, 32, 30, 24, 17, 18, 8, 5, 31, 15
12, 32, 19, 31, 10, 6, 2, 25, 29, 18, 20, 3, 7, 24, 22, 14, 30, 15, 9, 16, 28, 17, 26, 23, 33, 1, 4, 11, 13, 8, 27, 21, 5
5, 13, 23, 33, 8, 24, 28, 21, 27, 16, 29, 20, 30, 26, 18, 2, 11, 19, 31, 32, 25, 4, 1, 7, 6, 14, 22, 3, 17, 10, 15, 9, 12
9, 16, 29, 8, 10, 6, 22, 1, 5, 18, 31, 25, 28, 17, 24, 11, 4, 26, 20, 2, 27, 19, 33, 7, 13, 3, 23, 21, 32, 12, 14, 15, 30
5, 13, 23, 33, 8, 24, 28, 21, 27, 16, 29, 20, 30, 26, 18, 2, 11, 19, 31, 32, 25, 4, 1, 7, 6, 3, 22, 14, 17, 10, 15, 9, 12
5, 8, 29, 16, 9, 1, 22, 6, 10, 18, 31, 25, 28, 17, 24, 11, 4, 26, 20, 27, 2, 19, 33, 7, 13, 3, 23, 21, 32, 12, 14, 15, 30
7, 4, 20, 11, 33, 27, 13, 10, 21, 28, 16, 6, 19, 23, 26, 9, 2, 25, 29, 1, 22, 3, 14, 12, 32, 30, 24, 17, 18, 8, 5, 31, 15
8, 24, 14, 16, 27, 11, 18, 2, 33, 23, 13, 5, 4, 1, 7, 3, 17, 28, 26, 6, 29, 20, 19, 31, 32, 25, 30, 22, 21, 10, 15, 9, 12
18, 14, 30, 8, 32, 33, 20, 15, 31, 10, 2, 16, 28, 29, 24, 11, 4, 3, 25, 19, 1, 7, 22, 6, 17, 9, 21, 27, 5, 12, 26, 23, 13
6, 10, 8, 29, 16, 9, 22, 1, 5, 18, 31, 25, 28, 17, 24, 11, 4, 26, 20, 2, 27, 19, 33, 3, 13, 7, 23, 21, 32, 12, 14, 15, 30
