7, 25, 30, 46, 38, 2, 3, 9, 1, 42, 24, 16, 12, 26, 20, 39, 8, 47, 13, 48, 6, 50, 5, 36, 18, 40, 17, 35, 21, 45, 11, 43, 29, 22, 34, 19, 37, 49, 27, 15, 33, 44, 32, 14, 31, 51, 41, 10, 52, 28, 23, 4
38, 23, 51, 34, 50, 5, 36, 42, 24, 16, 44, 9, 7, 11, 45, 21, 35, 17, 40, 18, 41, 49, 28, 27, 43, 29, 10, 8, 47, 13, 1, 52, 37, 4, 32, 33, 15, 25, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
17, 37, 35, 25, 13, 27, 50, 5, 14, 12, 20, 10, 42, 1, 9, 2, 26, 16, 52, 32, 47, 8, 39, 29, 33, 21, 51, 3, 36, 48, 6, 45, 22, 4, 23, 43, 18, 40, 38, 46, 30, 19, 15, 11, 49, 44, 31, 24, 41, 28, 34, 7
32, 11, 10, 23, 45, 21, 35, 16, 26, 12, 37, 31, 52, 49, 28, 34, 7, 4, 29, 9, 1, 42, 19, 33, 38, 8, 47, 25, 15, 44, 27, 14, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
34, 50, 5, 36, 18, 40, 17, 35, 21, 45, 11, 43, 29, 10, 41, 49, 28, 27, 44, 16, 24, 42, 8, 47, 13, 1, 9, 7, 25, 15, 33, 32, 4, 37, 51, 23, 38, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
17, 37, 35, 25, 5, 14, 12, 20, 10, 42, 1, 9, 26, 2, 50, 27, 13, 16, 52, 32, 47, 8, 39, 29, 33, 21, 51, 3, 36, 48, 6, 45, 22, 4, 23, 43, 18, 40, 38, 46, 30, 19, 15, 11, 49, 44, 31, 24, 41, 28, 34, 7
32, 11, 10, 21, 35, 16, 29, 9, 1, 42, 19, 33, 23, 45, 38, 8, 47, 25, 15, 4, 14, 27, 44, 7, 34, 28, 49, 52, 31, 37, 12, 26, 6, 22, 24, 43, 39, 20, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
32, 11, 10, 23, 45, 38, 8, 47, 25, 15, 44, 27, 14, 4, 7, 34, 28, 49, 52, 31, 37, 12, 26, 16, 35, 21, 33, 19, 42, 1, 9, 29, 6, 22, 24, 43, 39, 20, 2, 3, 46, 13, 48, 30, 51, 41, 50, 17, 40, 18, 36, 5
32, 11, 10, 14, 4, 7, 34, 28, 49, 52, 31, 37, 12, 26, 16, 35, 21, 27, 44, 15, 25, 47, 8, 38, 45, 23, 33, 19, 42, 1, 9, 29, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 17, 40, 18, 36, 5
32, 11, 10, 23, 45, 21, 35, 16, 26, 12, 37, 31, 52, 49, 28, 34, 7, 4, 14, 27, 44, 15, 25, 47, 29, 9, 1, 42, 19, 33, 38, 8, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
16, 24, 38, 42, 8, 47, 13, 1, 9, 7, 25, 15, 33, 32, 4, 37, 44, 27, 28, 49, 41, 10, 29, 43, 11, 45, 21, 35, 17, 40, 18, 36, 23, 51, 34, 50, 5, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
16, 24, 38, 42, 8, 47, 13, 1, 9, 37, 4, 32, 33, 15, 25, 7, 44, 27, 28, 49, 41, 10, 29, 43, 11, 45, 21, 35, 17, 40, 18, 36, 23, 51, 34, 50, 5, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
13, 1, 9, 37, 4, 32, 16, 44, 27, 42, 36, 33, 28, 47, 8, 35, 21, 45, 11, 43, 29, 38, 23, 51, 34, 50, 10, 24, 49, 41, 18, 40, 17, 15, 25, 7, 5, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
8, 39, 22, 34, 19, 11, 45, 10, 47, 13, 41, 49, 28, 48, 6, 44, 27, 38, 2, 3, 46, 30, 4, 37, 31, 14, 32, 29, 23, 43, 20, 26, 12, 16, 24, 42, 1, 9, 7, 25, 15, 33, 52, 51, 50, 5, 36, 18, 40, 17, 35, 21
31, 14, 32, 51, 50, 5, 36, 18, 30, 46, 3, 2, 38, 27, 7, 9, 44, 49, 41, 10, 29, 43, 11, 45, 21, 20, 39, 8, 47, 13, 48, 26, 12, 16, 24, 52, 4, 23, 28, 1, 42, 40, 17, 35, 37, 33, 15, 25, 6, 22, 34, 19
32, 11, 10, 21, 35, 16, 26, 12, 37, 31, 52, 49, 28, 34, 7, 44, 27, 14, 4, 15, 25, 47, 8, 38, 45, 23, 33, 19, 42, 1, 9, 29, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
36, 42, 24, 10, 50, 34, 51, 23, 38, 29, 43, 11, 45, 21, 35, 17, 40, 18, 41, 49, 28, 27, 44, 16, 8, 47, 13, 1, 9, 7, 25, 15, 33, 32, 4, 37, 5, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
14, 27, 44, 15, 25, 47, 29, 9, 1, 42, 19, 33, 38, 8, 4, 7, 34, 28, 49, 52, 31, 37, 12, 26, 16, 35, 21, 45, 23, 10, 11, 32, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
29, 9, 1, 42, 19, 33, 14, 4, 7, 34, 28, 49, 52, 31, 37, 12, 26, 16, 35, 21, 27, 44, 15, 25, 47, 8, 38, 45, 23, 10, 11, 32, 6, 22, 24, 43, 39, 20, 2, 3, 46, 13, 48, 30, 51, 41, 50, 17, 40, 18, 36, 5
17, 37, 35, 25, 5, 14, 12, 20, 10, 42, 1, 9, 51, 26, 50, 27, 13, 16, 52, 32, 47, 8, 39, 29, 33, 21, 3, 2, 36, 48, 6, 45, 22, 4, 23, 43, 18, 40, 38, 46, 30, 19, 15, 11, 49, 44, 31, 24, 41, 28, 34, 7
16, 24, 38, 42, 8, 47, 13, 1, 9, 7, 25, 15, 33, 32, 4, 37, 44, 27, 28, 49, 41, 10, 29, 43, 11, 45, 21, 35, 17, 40, 18, 36, 5, 50, 34, 51, 23, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
32, 11, 10, 23, 45, 38, 8, 47, 25, 15, 4, 14, 27, 44, 7, 34, 28, 49, 52, 31, 37, 12, 26, 16, 35, 21, 33, 19, 42, 1, 9, 29, 6, 22, 24, 43, 39, 20, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
32, 11, 10, 29, 9, 1, 42, 19, 33, 21, 35, 16, 26, 12, 37, 31, 52, 49, 28, 34, 7, 44, 27, 14, 4, 15, 25, 47, 8, 38, 45, 23, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 17, 40, 18, 36, 5
29, 43, 11, 45, 21, 35, 17, 40, 18, 36, 5, 50, 34, 51, 23, 38, 42, 8, 47, 13, 1, 9, 7, 25, 15, 33, 32, 4, 37, 10, 41, 49, 28, 27, 44, 16, 24, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
32, 11, 10, 23, 45, 38, 8, 47, 25, 15, 44, 27, 21, 35, 16, 26, 12, 37, 31, 52, 49, 28, 34, 7, 4, 14, 33, 19, 42, 1, 9, 29, 6, 22, 24, 43, 39, 20, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
21, 35, 17, 40, 18, 41, 49, 28, 27, 44, 16, 8, 47, 13, 1, 9, 7, 25, 15, 33, 32, 45, 11, 43, 29, 10, 24, 42, 36, 5, 50, 34, 4, 37, 51, 23, 38, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
33, 36, 42, 24, 10, 50, 34, 51, 23, 38, 29, 43, 11, 45, 21, 35, 17, 40, 18, 41, 49, 28, 27, 44, 16, 8, 47, 13, 1, 9, 37, 4, 32, 15, 25, 7, 5, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
32, 11, 10, 23, 45, 21, 35, 16, 26, 12, 37, 31, 52, 49, 28, 34, 7, 4, 8, 38, 33, 19, 42, 1, 9, 29, 47, 25, 15, 44, 27, 14, 6, 22, 24, 43, 39, 20, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
22, 14, 31, 37, 4, 32, 33, 26, 12, 19, 30, 46, 52, 44, 16, 24, 42, 1, 9, 7, 25, 15, 6, 48, 13, 47, 20, 34, 50, 5, 36, 18, 51, 23, 40, 17, 35, 21, 45, 11, 43, 29, 10, 41, 49, 28, 27, 8, 39, 38, 3, 2
13, 27, 50, 2, 26, 9, 1, 42, 10, 20, 12, 14, 5, 25, 35, 37, 17, 16, 52, 32, 47, 8, 39, 29, 33, 21, 51, 3, 36, 48, 6, 45, 22, 4, 23, 43, 18, 40, 38, 46, 30, 19, 15, 11, 49, 44, 31, 24, 41, 28, 34, 7
11, 4, 37, 31, 34, 42, 24, 36, 5, 50, 33, 45, 8, 7, 23, 28, 49, 41, 10, 51, 48, 6, 16, 12, 29, 43, 27, 38, 2, 3, 46, 30, 19, 22, 39, 20, 26, 18, 40, 17, 35, 21, 1, 9, 44, 32, 14, 52, 13, 47, 25, 15
17, 37, 10, 20, 12, 14, 5, 50, 27, 13, 25, 35, 42, 1, 9, 26, 2, 16, 52, 32, 47, 8, 39, 29, 33, 21, 51, 3, 36, 48, 6, 45, 22, 4, 23, 43, 18, 40, 38, 46, 30, 19, 15, 11, 49, 44, 31, 24, 41, 28, 34, 7
34, 50, 5, 36, 42, 24, 10, 29, 43, 11, 45, 21, 35, 17, 40, 18, 41, 49, 28, 27, 44, 16, 8, 47, 13, 1, 9, 37, 4, 32, 33, 15, 25, 7, 51, 23, 38, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
24, 10, 50, 34, 51, 23, 38, 29, 43, 11, 45, 21, 35, 32, 4, 37, 9, 1, 13, 47, 8, 16, 44, 27, 42, 36, 33, 28, 49, 41, 18, 40, 17, 15, 25, 7, 5, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
14, 27, 44, 15, 25, 47, 8, 38, 33, 19, 42, 1, 9, 29, 4, 7, 34, 28, 49, 52, 31, 37, 12, 26, 16, 35, 21, 45, 23, 10, 11, 32, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
32, 11, 10, 29, 9, 1, 42, 19, 33, 14, 4, 7, 34, 28, 49, 52, 31, 37, 12, 26, 16, 35, 21, 27, 44, 15, 25, 47, 8, 38, 45, 23, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
17, 37, 35, 25, 5, 14, 12, 20, 10, 42, 1, 9, 2, 26, 50, 27, 13, 16, 52, 32, 47, 8, 39, 29, 33, 21, 51, 3, 36, 48, 6, 45, 22, 4, 23, 43, 18, 40, 38, 46, 30, 19, 15, 11, 49, 44, 31, 24, 41, 28, 34, 7
11, 45, 21, 35, 17, 40, 18, 36, 5, 50, 34, 43, 29, 10, 41, 49, 28, 27, 44, 16, 24, 42, 8, 47, 13, 1, 9, 37, 4, 32, 33, 15, 25, 7, 51, 23, 38, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
35, 17, 40, 18, 41, 49, 28, 27, 43, 29, 10, 8, 47, 13, 1, 52, 37, 4, 32, 33, 15, 25, 7, 9, 44, 16, 24, 42, 36, 5, 50, 34, 51, 23, 38, 21, 45, 11, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
9, 1, 13, 47, 8, 42, 38, 24, 16, 7, 25, 15, 33, 32, 4, 37, 44, 27, 28, 49, 41, 10, 29, 43, 11, 45, 21, 35, 17, 40, 18, 36, 23, 51, 34, 50, 5, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
28, 49, 52, 31, 37, 12, 26, 16, 35, 21, 27, 44, 15, 25, 47, 8, 38, 45, 23, 33, 19, 42, 1, 9, 29, 10, 11, 32, 34, 7, 4, 14, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
9, 26, 2, 25, 35, 37, 17, 20, 12, 1, 42, 10, 14, 5, 50, 27, 13, 16, 52, 32, 47, 8, 39, 29, 33, 21, 51, 3, 36, 48, 6, 45, 22, 4, 23, 43, 18, 40, 38, 46, 30, 19, 15, 11, 49, 44, 31, 24, 41, 28, 34, 7
12, 20, 17, 37, 35, 25, 26, 51, 9, 1, 42, 10, 14, 5, 50, 27, 13, 16, 52, 32, 47, 8, 39, 29, 33, 21, 3, 2, 36, 48, 6, 45, 22, 4, 23, 43, 18, 40, 38, 46, 30, 19, 15, 11, 49, 44, 31, 24, 41, 28, 34, 7
32, 11, 10, 21, 35, 16, 29, 9, 1, 42, 19, 33, 23, 45, 38, 8, 47, 25, 15, 44, 27, 14, 4, 7, 34, 28, 49, 52, 31, 37, 12, 26, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 17, 40, 18, 36, 5
32, 11, 10, 21, 35, 16, 29, 9, 1, 42, 19, 33, 23, 45, 38, 8, 47, 25, 15, 44, 27, 14, 4, 7, 34, 28, 49, 52, 31, 37, 12, 26, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
32, 11, 10, 23, 45, 21, 35, 16, 26, 12, 37, 31, 52, 49, 28, 34, 7, 4, 14, 27, 44, 15, 25, 47, 29, 9, 1, 42, 19, 33, 38, 8, 6, 22, 24, 43, 39, 20, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
7, 25, 30, 46, 38, 3, 2, 9, 1, 42, 24, 16, 12, 26, 20, 39, 8, 47, 13, 48, 6, 50, 5, 36, 18, 40, 17, 35, 21, 45, 11, 43, 29, 22, 34, 19, 37, 49, 27, 15, 33, 44, 32, 14, 31, 51, 41, 10, 52, 28, 23, 4
13, 27, 50, 5, 14, 12, 20, 10, 42, 1, 9, 2, 26, 25, 35, 37, 17, 16, 52, 32, 47, 8, 39, 29, 33, 21, 51, 3, 36, 48, 6, 45, 22, 4, 23, 43, 18, 40, 38, 46, 30, 19, 15, 11, 49, 44, 31, 24, 41, 28, 34, 7
29, 9, 1, 42, 19, 33, 21, 35, 16, 26, 12, 37, 31, 52, 49, 28, 34, 7, 44, 27, 14, 4, 15, 25, 47, 8, 38, 45, 23, 10, 11, 32, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 17, 40, 18, 36, 5
32, 11, 10, 23, 45, 38, 8, 47, 25, 15, 44, 27, 14, 4, 7, 34, 28, 49, 52, 31, 37, 12, 26, 16, 35, 21, 33, 19, 42, 1, 9, 29, 6, 22, 24, 43, 39, 20, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
14, 27, 44, 15, 25, 47, 8, 38, 33, 19, 42, 1, 9, 29, 4, 7, 34, 28, 49, 52, 31, 37, 12, 26, 16, 35, 21, 45, 23, 10, 11, 32, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 17, 40, 18, 36, 5
7, 25, 15, 33, 32, 4, 37, 9, 1, 13, 47, 8, 42, 38, 24, 16, 44, 27, 28, 49, 41, 10, 29, 43, 11, 45, 21, 35, 17, 40, 18, 36, 23, 51, 34, 50, 5, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
7, 25, 15, 33, 32, 4, 37, 9, 1, 13, 47, 8, 16, 44, 27, 28, 49, 41, 18, 40, 38, 23, 51, 34, 50, 5, 36, 42, 24, 10, 29, 43, 11, 45, 21, 35, 17, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
33, 36, 42, 24, 10, 50, 34, 51, 23, 38, 29, 43, 11, 45, 21, 35, 32, 4, 37, 9, 1, 13, 47, 8, 16, 44, 27, 28, 49, 41, 18, 40, 17, 15, 25, 7, 5, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
32, 11, 10, 21, 35, 16, 26, 12, 37, 31, 52, 49, 28, 34, 7, 44, 27, 14, 4, 15, 25, 47, 8, 38, 45, 23, 33, 19, 42, 1, 9, 29, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 17, 40, 18, 36, 5
26, 12, 37, 31, 52, 49, 28, 34, 7, 44, 27, 14, 4, 15, 25, 47, 8, 38, 45, 23, 33, 19, 42, 1, 9, 29, 16, 35, 21, 10, 11, 32, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
32, 11, 10, 21, 35, 16, 29, 9, 1, 42, 19, 33, 23, 45, 38, 8, 47, 25, 15, 4, 14, 27, 44, 7, 34, 28, 49, 52, 31, 37, 12, 26, 20, 39, 43, 24, 22, 6, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
11, 34, 31, 37, 4, 42, 24, 36, 48, 6, 33, 45, 8, 7, 23, 28, 49, 41, 10, 51, 5, 50, 16, 12, 29, 43, 27, 38, 2, 3, 46, 30, 19, 22, 39, 20, 26, 18, 40, 17, 35, 21, 1, 9, 44, 32, 14, 52, 13, 47, 25, 15
27, 44, 16, 8, 47, 13, 1, 9, 37, 4, 32, 35, 21, 45, 11, 43, 29, 38, 23, 51, 34, 50, 10, 24, 42, 36, 33, 28, 49, 41, 18, 40, 17, 15, 25, 7, 5, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
34, 50, 5, 36, 18, 40, 17, 35, 21, 45, 11, 43, 29, 10, 41, 49, 28, 27, 44, 16, 24, 42, 8, 47, 13, 1, 9, 37, 4, 32, 33, 15, 25, 7, 51, 23, 38, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
6, 16, 12, 29, 43, 27, 48, 51, 10, 41, 49, 28, 23, 7, 8, 45, 11, 34, 31, 37, 4, 42, 24, 36, 5, 50, 33, 38, 2, 3, 46, 30, 19, 22, 39, 20, 26, 18, 40, 17, 35, 21, 1, 9, 44, 32, 14, 52, 13, 47, 25, 15
14, 5, 42, 1, 9, 26, 2, 50, 27, 13, 25, 35, 37, 17, 12, 20, 10, 16, 52, 32, 47, 8, 39, 29, 33, 21, 51, 3, 36, 48, 6, 45, 22, 4, 23, 43, 18, 40, 38, 46, 30, 19, 15, 11, 49, 44, 31, 24, 41, 28, 34, 7
5, 50, 51, 32, 14, 36, 18, 40, 17, 35, 37, 33, 15, 25, 31, 26, 12, 16, 24, 52, 4, 23, 28, 1, 42, 30, 46, 3, 2, 38, 27, 7, 9, 44, 49, 41, 10, 29, 43, 11, 45, 21, 20, 39, 19, 34, 22, 6, 48, 13, 47, 8
27, 43, 29, 12, 16, 6, 48, 51, 10, 41, 49, 28, 23, 7, 8, 45, 11, 34, 31, 37, 4, 42, 24, 36, 5, 50, 33, 38, 2, 3, 46, 30, 19, 22, 39, 20, 26, 18, 40, 17, 35, 21, 1, 9, 44, 32, 14, 52, 13, 47, 25, 15
27, 38, 2, 3, 46, 30, 25, 7, 51, 22, 34, 19, 16, 24, 42, 1, 9, 12, 26, 20, 39, 8, 47, 13, 48, 6, 31, 15, 50, 5, 36, 14, 32, 44, 33, 52, 18, 40, 17, 35, 21, 45, 11, 43, 29, 10, 41, 49, 28, 23, 4, 37
32, 11, 10, 23, 45, 21, 35, 16, 26, 12, 37, 31, 52, 49, 28, 34, 7, 44, 27, 14, 4, 15, 25, 47, 29, 9, 1, 42, 19, 33, 38, 8, 6, 22, 24, 43, 39, 20, 2, 3, 46, 13, 48, 30, 51, 41, 50, 5, 36, 18, 40, 17
27, 43, 29, 12, 16, 50, 5, 51, 10, 41, 49, 28, 23, 7, 8, 45, 33, 6, 48, 36, 24, 42, 4, 37, 31, 34, 11, 38, 2, 3, 46, 30, 19, 22, 39, 20, 26, 18, 40, 17, 35, 21, 1, 9, 44, 32, 14, 52, 13, 47, 25, 15
7, 25, 15, 33, 32, 4, 37, 9, 1, 13, 47, 8, 16, 44, 27, 28, 49, 41, 18, 40, 10, 24, 42, 36, 5, 50, 34, 51, 23, 38, 29, 43, 11, 45, 21, 35, 17, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
48, 13, 47, 8, 39, 20, 21, 45, 11, 43, 29, 10, 41, 49, 44, 9, 7, 27, 38, 2, 3, 46, 30, 18, 36, 5, 50, 51, 32, 14, 31, 26, 12, 16, 24, 52, 4, 23, 28, 1, 42, 40, 17, 35, 37, 33, 15, 25, 6, 22, 34, 19
11, 45, 21, 35, 17, 40, 18, 36, 5, 50, 34, 43, 29, 10, 41, 49, 28, 27, 44, 16, 24, 42, 8, 47, 13, 1, 9, 7, 25, 15, 33, 32, 4, 37, 51, 23, 38, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
22, 14, 31, 37, 4, 32, 33, 26, 12, 19, 30, 46, 52, 44, 16, 24, 42, 1, 9, 7, 25, 15, 6, 48, 13, 47, 20, 34, 50, 5, 36, 18, 51, 23, 40, 17, 35, 21, 45, 11, 43, 29, 10, 41, 49, 28, 27, 8, 39, 2, 38, 3
28, 33, 36, 42, 27, 44, 16, 8, 47, 13, 1, 52, 37, 4, 32, 35, 21, 45, 11, 43, 29, 38, 23, 51, 34, 50, 10, 24, 49, 41, 18, 40, 17, 15, 25, 7, 5, 9, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
16, 24, 42, 1, 9, 7, 25, 30, 46, 3, 2, 38, 27, 15, 33, 44, 12, 26, 20, 39, 8, 47, 13, 48, 6, 50, 5, 36, 18, 40, 17, 35, 21, 45, 11, 43, 10, 52, 29, 22, 34, 19, 37, 49, 32, 14, 31, 51, 41, 28, 23, 4
14, 5, 42, 1, 9, 51, 26, 50, 27, 13, 25, 35, 37, 17, 12, 20, 10, 16, 52, 32, 47, 8, 39, 29, 33, 21, 2, 3, 36, 48, 6, 45, 22, 4, 23, 43, 18, 40, 38, 46, 30, 19, 15, 11, 49, 44, 31, 24, 41, 28, 34, 7
10, 42, 1, 9, 51, 26, 25, 35, 37, 17, 20, 12, 14, 5, 50, 27, 13, 16, 52, 32, 47, 8, 39, 29, 33, 21, 2, 3, 36, 48, 6, 45, 22, 4, 23, 43, 18, 40, 38, 46, 30, 19, 15, 11, 49, 44, 31, 24, 41, 28, 34, 7
7, 25, 15, 33, 32, 4, 37, 9, 1, 13, 47, 8, 42, 38, 23, 51, 34, 50, 5, 36, 18, 40, 17, 35, 21, 45, 11, 43, 29, 10, 41, 49, 28, 27, 44, 16, 24, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
16, 24, 38, 42, 8, 47, 13, 1, 9, 37, 4, 32, 33, 15, 25, 7, 44, 27, 28, 49, 41, 10, 29, 43, 11, 45, 21, 35, 17, 40, 18, 36, 5, 50, 34, 51, 23, 52, 2, 3, 6, 48, 20, 26, 12, 19, 30, 46, 31, 14, 22, 39
