19, 7, 1, 43, 18, 30, 15, 27, 6, 17, 33, 14, 8, 28, 34, 5, 45, 23, 41, 13, 24, 3, 12, 40, 21, 36, 22, 20, 39, 32, 35, 38, 44, 29, 25, 2, 31, 11, 46, 16, 42, 26, 10, 9, 37, 4
18, 36, 13, 24, 40, 43, 1, 7, 19, 14, 33, 9, 29, 34, 28, 25, 31, 2, 30, 38, 44, 39, 35, 15, 27, 8, 37, 4, 16, 17, 6, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
18, 36, 28, 34, 29, 9, 33, 14, 19, 7, 1, 43, 40, 24, 13, 25, 31, 2, 30, 38, 44, 39, 35, 15, 27, 6, 17, 16, 4, 37, 8, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
4, 35, 8, 28, 46, 10, 33, 14, 11, 17, 6, 27, 15, 21, 5, 23, 41, 26, 36, 18, 30, 38, 44, 37, 39, 32, 16, 19, 12, 34, 29, 9, 42, 7, 1, 43, 40, 24, 13, 25, 2, 31, 20, 22, 3, 45
2, 31, 25, 6, 17, 16, 4, 37, 8, 27, 15, 35, 39, 44, 38, 30, 18, 36, 28, 34, 29, 9, 33, 14, 19, 7, 1, 43, 40, 24, 13, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
8, 14, 33, 17, 6, 44, 38, 35, 28, 34, 3, 7, 1, 43, 18, 30, 42, 16, 46, 11, 31, 25, 2, 29, 12, 40, 24, 13, 19, 27, 15, 39, 20, 22, 36, 32, 26, 41, 23, 45, 5, 21, 10, 9, 37, 4
18, 36, 13, 24, 40, 43, 1, 7, 19, 14, 33, 9, 29, 34, 28, 25, 31, 2, 30, 38, 44, 39, 35, 15, 27, 8, 37, 6, 17, 16, 4, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
25, 29, 27, 15, 30, 18, 43, 1, 7, 19, 13, 24, 3, 12, 40, 34, 28, 8, 14, 33, 17, 6, 44, 38, 35, 2, 31, 11, 46, 16, 42, 39, 20, 22, 36, 32, 26, 41, 23, 45, 5, 21, 10, 9, 37, 4
4, 16, 17, 6, 37, 8, 27, 15, 35, 39, 44, 38, 30, 18, 36, 21, 5, 23, 41, 19, 7, 1, 43, 40, 24, 13, 25, 2, 31, 11, 14, 33, 9, 29, 34, 28, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
3, 21, 14, 42, 11, 43, 1, 15, 27, 6, 17, 16, 19, 7, 33, 18, 30, 38, 44, 31, 2, 9, 10, 46, 12, 40, 4, 32, 39, 5, 45, 23, 41, 35, 8, 28, 20, 22, 37, 34, 29, 26, 36, 25, 13, 24
2, 25, 31, 11, 14, 33, 9, 29, 34, 28, 36, 18, 30, 38, 44, 39, 35, 8, 37, 4, 16, 17, 6, 27, 15, 13, 24, 40, 43, 1, 7, 19, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
19, 27, 15, 30, 18, 43, 1, 7, 40, 34, 28, 35, 38, 44, 6, 17, 33, 14, 8, 13, 24, 3, 12, 29, 2, 25, 31, 11, 46, 16, 42, 39, 20, 22, 36, 32, 26, 41, 23, 45, 5, 21, 10, 9, 37, 4
25, 29, 12, 3, 24, 13, 8, 14, 33, 17, 6, 44, 38, 35, 28, 34, 40, 27, 15, 30, 18, 43, 1, 7, 19, 2, 31, 11, 46, 16, 42, 39, 20, 22, 36, 32, 26, 41, 23, 45, 5, 21, 10, 9, 37, 4
4, 25, 31, 2, 16, 17, 6, 37, 8, 27, 15, 35, 39, 44, 38, 30, 18, 36, 13, 24, 40, 43, 1, 7, 19, 14, 33, 9, 29, 34, 28, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
18, 30, 38, 44, 37, 39, 32, 16, 19, 11, 14, 33, 10, 46, 28, 8, 35, 4, 36, 26, 41, 23, 5, 21, 15, 27, 6, 17, 12, 34, 29, 9, 42, 7, 1, 43, 40, 24, 13, 25, 2, 31, 20, 22, 3, 45
16, 41, 23, 45, 5, 39, 32, 30, 38, 44, 2, 31, 4, 40, 6, 27, 43, 46, 12, 20, 22, 37, 34, 29, 26, 36, 18, 15, 21, 14, 33, 17, 35, 10, 9, 8, 28, 42, 11, 3, 24, 13, 25, 1, 7, 19
2, 31, 25, 13, 24, 40, 43, 1, 7, 19, 14, 33, 9, 29, 34, 28, 36, 18, 30, 38, 44, 39, 35, 15, 27, 8, 37, 6, 17, 16, 4, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
4, 25, 2, 31, 16, 17, 6, 37, 8, 27, 15, 35, 39, 44, 38, 30, 18, 36, 13, 24, 40, 43, 1, 7, 19, 14, 33, 9, 29, 34, 28, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
4, 40, 6, 27, 31, 2, 44, 38, 30, 18, 36, 26, 29, 34, 37, 22, 20, 12, 46, 43, 16, 41, 23, 45, 5, 39, 32, 15, 21, 14, 33, 17, 35, 10, 9, 8, 28, 42, 11, 3, 24, 13, 25, 1, 7, 19
20, 12, 46, 43, 27, 6, 40, 4, 31, 2, 44, 38, 30, 32, 39, 16, 41, 23, 45, 5, 22, 37, 34, 29, 26, 36, 18, 15, 21, 14, 33, 17, 35, 10, 9, 8, 28, 42, 11, 3, 24, 13, 25, 1, 7, 19
29, 9, 33, 14, 19, 7, 1, 43, 40, 24, 13, 36, 18, 30, 38, 44, 39, 35, 15, 27, 8, 37, 6, 17, 16, 4, 25, 31, 2, 34, 28, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 45, 12, 3
25, 29, 7, 1, 43, 18, 30, 15, 27, 19, 13, 24, 40, 8, 14, 33, 17, 6, 44, 38, 35, 28, 34, 3, 12, 2, 31, 11, 46, 16, 42, 39, 20, 22, 36, 32, 26, 41, 23, 45, 5, 21, 10, 9, 37, 4
27, 6, 40, 4, 31, 2, 44, 38, 30, 18, 36, 26, 29, 34, 37, 22, 20, 12, 46, 43, 16, 41, 23, 45, 5, 39, 32, 15, 21, 14, 33, 17, 35, 10, 9, 8, 28, 42, 11, 3, 24, 13, 25, 1, 7, 19
19, 27, 15, 30, 18, 43, 1, 7, 3, 34, 28, 35, 38, 44, 6, 17, 33, 14, 8, 13, 24, 40, 12, 29, 2, 25, 31, 11, 46, 16, 42, 39, 20, 22, 36, 32, 26, 41, 23, 45, 5, 21, 10, 9, 37, 4
3, 24, 17, 6, 36, 26, 41, 21, 16, 27, 14, 15, 1, 43, 40, 12, 7, 28, 29, 34, 23, 10, 13, 9, 33, 32, 39, 45, 19, 42, 46, 5, 35, 8, 37, 4, 18, 30, 38, 44, 2, 31, 11, 20, 25, 22
25, 29, 12, 40, 24, 13, 8, 14, 33, 17, 6, 44, 38, 35, 28, 34, 3, 7, 1, 43, 18, 30, 15, 27, 19, 2, 31, 11, 46, 16, 42, 39, 20, 22, 36, 32, 26, 41, 23, 45, 5, 21, 10, 9, 37, 4
25, 2, 31, 11, 14, 33, 9, 29, 34, 28, 36, 18, 30, 38, 44, 39, 35, 15, 27, 6, 17, 16, 4, 37, 8, 13, 24, 40, 43, 1, 7, 19, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
14, 21, 3, 42, 11, 43, 1, 15, 27, 6, 17, 16, 19, 7, 33, 41, 23, 45, 5, 39, 32, 4, 40, 12, 46, 10, 9, 2, 31, 44, 38, 30, 18, 35, 8, 28, 20, 22, 37, 34, 29, 26, 36, 25, 13, 24
29, 9, 33, 14, 19, 7, 1, 43, 40, 24, 13, 36, 18, 30, 38, 44, 39, 35, 15, 27, 6, 17, 16, 4, 37, 8, 25, 31, 2, 34, 28, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
18, 36, 28, 34, 29, 9, 33, 14, 19, 7, 1, 43, 40, 24, 13, 25, 2, 31, 30, 38, 44, 39, 35, 15, 27, 8, 37, 6, 17, 16, 4, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
4, 25, 31, 2, 16, 17, 6, 37, 8, 27, 15, 35, 39, 44, 38, 30, 18, 36, 28, 34, 29, 9, 33, 14, 19, 7, 1, 43, 40, 24, 13, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
12, 20, 40, 4, 2, 31, 44, 38, 30, 32, 39, 16, 46, 43, 27, 6, 41, 23, 45, 5, 22, 37, 34, 29, 26, 36, 18, 15, 21, 14, 33, 17, 35, 10, 9, 25, 13, 24, 3, 11, 42, 28, 8, 1, 7, 19
12, 40, 34, 28, 8, 14, 33, 17, 6, 44, 38, 35, 3, 24, 13, 19, 7, 1, 43, 18, 30, 15, 27, 29, 25, 2, 31, 11, 46, 16, 42, 39, 20, 22, 36, 32, 26, 41, 23, 45, 5, 21, 10, 9, 37, 4
2, 31, 25, 13, 24, 40, 43, 1, 7, 19, 14, 33, 9, 29, 34, 28, 36, 18, 30, 38, 44, 39, 35, 15, 27, 8, 37, 4, 16, 17, 6, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
12, 40, 34, 28, 35, 38, 44, 6, 17, 33, 14, 8, 3, 24, 13, 19, 7, 1, 43, 18, 30, 15, 27, 29, 25, 2, 31, 11, 46, 16, 42, 39, 20, 22, 36, 32, 26, 41, 23, 45, 5, 21, 10, 9, 37, 4
29, 9, 33, 14, 19, 7, 1, 43, 40, 24, 13, 36, 18, 30, 38, 44, 39, 35, 15, 27, 8, 37, 6, 17, 16, 4, 25, 31, 2, 34, 28, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
3, 24, 17, 14, 15, 1, 43, 40, 12, 21, 41, 26, 36, 6, 27, 7, 16, 28, 29, 34, 23, 10, 13, 9, 33, 32, 39, 45, 19, 42, 46, 5, 35, 8, 37, 4, 18, 30, 38, 44, 2, 31, 11, 20, 25, 22
25, 2, 31, 39, 32, 35, 8, 5, 30, 18, 36, 26, 41, 23, 17, 37, 4, 42, 28, 15, 27, 6, 33, 14, 11, 13, 24, 40, 12, 3, 38, 44, 20, 22, 45, 10, 9, 29, 34, 16, 43, 21, 46, 1, 7, 19
33, 17, 6, 27, 15, 30, 18, 43, 1, 7, 19, 13, 24, 3, 12, 40, 21, 36, 22, 20, 39, 32, 35, 38, 44, 29, 25, 2, 31, 11, 46, 16, 42, 14, 5, 45, 23, 41, 26, 34, 28, 8, 10, 9, 37, 4
17, 24, 3, 16, 7, 27, 6, 36, 26, 41, 21, 12, 40, 43, 1, 15, 14, 28, 29, 34, 23, 10, 13, 9, 33, 32, 39, 45, 19, 42, 46, 5, 35, 8, 37, 4, 18, 30, 38, 44, 2, 31, 11, 20, 25, 22
3, 24, 17, 6, 36, 26, 41, 21, 16, 27, 7, 12, 40, 43, 1, 15, 14, 28, 29, 34, 23, 10, 13, 9, 33, 32, 39, 45, 19, 42, 46, 5, 35, 8, 37, 4, 18, 30, 38, 44, 2, 31, 11, 20, 25, 22
20, 22, 36, 21, 40, 12, 3, 24, 13, 19, 7, 1, 43, 18, 30, 15, 27, 6, 17, 33, 39, 32, 35, 38, 44, 29, 25, 2, 31, 11, 46, 16, 42, 14, 26, 41, 23, 45, 5, 34, 28, 8, 10, 9, 37, 4
25, 29, 12, 3, 24, 13, 8, 14, 33, 17, 6, 44, 38, 35, 28, 34, 40, 7, 1, 43, 18, 30, 15, 27, 19, 2, 31, 11, 46, 16, 42, 39, 20, 22, 36, 32, 26, 41, 23, 45, 5, 21, 10, 9, 37, 4
2, 31, 25, 8, 37, 4, 16, 17, 6, 27, 15, 35, 39, 44, 38, 30, 18, 36, 28, 34, 29, 9, 33, 14, 19, 7, 1, 43, 40, 24, 13, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
29, 9, 33, 14, 19, 7, 1, 43, 40, 24, 13, 36, 18, 30, 38, 44, 39, 35, 15, 27, 8, 37, 4, 16, 17, 6, 25, 2, 31, 34, 28, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
18, 36, 28, 34, 29, 9, 33, 14, 19, 7, 1, 43, 40, 24, 13, 25, 2, 31, 30, 38, 44, 39, 35, 15, 27, 8, 37, 4, 16, 17, 6, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
2, 31, 25, 6, 17, 16, 4, 37, 8, 27, 15, 35, 39, 44, 38, 30, 18, 36, 13, 24, 40, 43, 1, 7, 19, 14, 33, 9, 29, 34, 28, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
10, 33, 14, 11, 19, 16, 17, 6, 27, 15, 46, 28, 8, 35, 4, 21, 5, 23, 41, 26, 36, 18, 30, 38, 44, 37, 39, 32, 12, 34, 29, 9, 42, 7, 1, 43, 40, 24, 13, 25, 2, 31, 20, 22, 3, 45
3, 24, 17, 16, 21, 41, 26, 36, 6, 27, 14, 15, 1, 43, 40, 12, 7, 28, 29, 34, 23, 10, 13, 9, 33, 32, 39, 45, 19, 42, 46, 5, 35, 8, 37, 4, 18, 30, 38, 44, 2, 31, 11, 20, 25, 22
12, 21, 41, 26, 36, 6, 27, 7, 16, 17, 24, 3, 40, 43, 1, 15, 14, 28, 29, 34, 23, 10, 13, 9, 33, 32, 39, 45, 19, 42, 46, 5, 35, 8, 37, 4, 18, 30, 38, 44, 2, 31, 11, 20, 25, 22
12, 7, 27, 6, 36, 26, 41, 21, 16, 17, 24, 3, 40, 43, 1, 15, 14, 28, 29, 34, 23, 10, 13, 9, 33, 32, 39, 45, 19, 42, 46, 5, 35, 8, 37, 4, 18, 30, 38, 44, 2, 31, 11, 20, 25, 22
12, 20, 40, 4, 31, 2, 44, 38, 30, 32, 39, 16, 46, 43, 27, 6, 41, 23, 45, 5, 22, 37, 34, 29, 26, 36, 18, 15, 21, 14, 33, 17, 35, 10, 9, 25, 13, 24, 3, 11, 42, 28, 8, 1, 7, 19
25, 29, 7, 1, 43, 18, 30, 15, 27, 19, 13, 24, 3, 8, 14, 33, 17, 6, 44, 38, 35, 28, 34, 40, 12, 2, 31, 11, 46, 16, 42, 39, 20, 22, 36, 32, 26, 41, 23, 45, 5, 21, 10, 9, 37, 4
6, 27, 43, 46, 12, 20, 40, 4, 31, 2, 44, 38, 30, 32, 39, 16, 41, 23, 45, 5, 22, 37, 34, 29, 26, 36, 18, 15, 21, 14, 33, 17, 35, 10, 9, 8, 28, 42, 11, 3, 24, 13, 25, 1, 7, 19
3, 21, 14, 42, 11, 43, 1, 15, 27, 6, 17, 16, 19, 7, 33, 41, 23, 45, 5, 39, 32, 46, 12, 40, 4, 10, 9, 2, 31, 44, 38, 30, 18, 35, 8, 28, 20, 22, 37, 34, 29, 26, 36, 25, 13, 24
3, 21, 14, 42, 11, 43, 1, 7, 19, 16, 17, 6, 27, 15, 33, 41, 23, 45, 5, 39, 32, 4, 40, 12, 46, 10, 9, 2, 31, 44, 38, 30, 18, 35, 8, 28, 20, 22, 37, 34, 29, 26, 36, 25, 13, 24
26, 36, 18, 30, 38, 44, 39, 4, 37, 16, 13, 25, 2, 31, 11, 7, 1, 43, 40, 24, 35, 14, 33, 9, 29, 34, 41, 23, 5, 21, 15, 27, 6, 17, 28, 19, 8, 46, 10, 32, 42, 20, 22, 3, 12, 45
12, 7, 27, 16, 21, 41, 26, 36, 6, 3, 24, 17, 40, 43, 1, 15, 14, 28, 29, 34, 23, 10, 13, 9, 33, 32, 39, 45, 19, 42, 46, 5, 35, 8, 37, 4, 18, 30, 38, 44, 2, 31, 11, 20, 25, 22
3, 21, 14, 42, 11, 43, 1, 15, 27, 6, 17, 16, 19, 7, 33, 41, 23, 45, 5, 39, 32, 4, 40, 12, 46, 10, 9, 31, 2, 44, 38, 30, 18, 35, 8, 28, 20, 22, 37, 34, 29, 26, 36, 25, 13, 24
20, 22, 36, 21, 40, 12, 3, 24, 13, 19, 7, 1, 43, 18, 30, 15, 27, 6, 17, 33, 39, 32, 35, 38, 44, 29, 25, 2, 31, 11, 46, 16, 42, 14, 8, 28, 34, 26, 41, 23, 45, 5, 10, 9, 37, 4
6, 27, 15, 25, 31, 2, 17, 16, 4, 37, 8, 35, 39, 44, 38, 30, 18, 36, 28, 34, 29, 9, 33, 14, 19, 7, 1, 43, 40, 24, 13, 11, 41, 23, 5, 21, 26, 46, 10, 32, 42, 20, 22, 3, 12, 45
8, 14, 33, 17, 6, 44, 38, 35, 28, 34, 40, 7, 1, 43, 18, 30, 42, 16, 46, 11, 31, 25, 2, 29, 12, 3, 24, 13, 19, 27, 15, 39, 20, 22, 36, 32, 26, 41, 23, 45, 5, 21, 10, 9, 37, 4
