30, 17, 24, 59, 48, 23, 78, 66, 27, 20, 1, 63, 16, 15, 32, 21, 42, 70, 39, 67, 76, 14, 31, 28, 34, 8, 47, 2, 37, 5, 11, 71, 62, 68, 73, 57, 53, 9, 50, 13, 29, 75, 72, 35, 77, 51, 74, 33, 6, 36, 7, 44, 4, 49, 22, 60, 18, 40, 26, 52, 19, 3, 12, 54, 45, 25, 38, 61, 56, 46, 64, 41, 69, 65, 43, 58, 55, 10
30, 5, 71, 31, 28, 25, 37, 2, 34, 59, 61, 38, 29, 52, 15, 32, 24, 17, 58, 55, 10, 33, 11, 40, 63, 42, 70, 39, 13, 44, 26, 35, 6, 62, 18, 64, 41, 45, 54, 9, 53, 47, 14, 46, 4, 49, 76, 7, 50, 51, 36, 74, 8, 78, 65, 69, 1, 23, 43, 56, 73, 57, 77, 16, 68, 48, 75, 22, 60, 66, 27, 20, 67, 12, 3, 19, 72, 21
5, 37, 2, 47, 8, 34, 28, 31, 14, 76, 67, 39, 70, 42, 21, 32, 15, 16, 63, 1, 11, 30, 17, 24, 59, 48, 23, 78, 66, 27, 20, 71, 62, 68, 73, 57, 53, 9, 50, 13, 29, 75, 72, 35, 77, 51, 74, 33, 6, 36, 7, 44, 4, 49, 22, 60, 18, 40, 26, 52, 19, 3, 12, 54, 45, 25, 38, 61, 10, 55, 58, 43, 65, 69, 41, 64, 46, 56
6, 36, 13, 48, 54, 45, 60, 18, 44, 76, 63, 31, 71, 9, 50, 7, 22, 75, 77, 10, 53, 47, 8, 14, 68, 73, 57, 40, 26, 52, 28, 25, 4, 37, 5, 61, 38, 29, 2, 39, 70, 42, 21, 55, 58, 59, 24, 32, 3, 12, 67, 20, 27, 66, 49, 51, 74, 33, 62, 69, 65, 43, 34, 16, 11, 30, 17, 1, 23, 35, 72, 41, 64, 46, 56, 78, 15, 19
57, 40, 26, 52, 28, 25, 4, 37, 5, 61, 38, 29, 2, 39, 70, 36, 13, 48, 54, 45, 33, 74, 51, 49, 60, 15, 19, 3, 55, 58, 62, 69, 65, 43, 34, 66, 27, 6, 59, 24, 32, 21, 42, 9, 50, 10, 77, 75, 22, 7, 71, 31, 63, 67, 20, 76, 12, 73, 68, 14, 8, 47, 53, 16, 11, 30, 17, 1, 23, 35, 72, 41, 64, 46, 56, 78, 44, 18
19, 3, 12, 67, 77, 68, 73, 57, 40, 26, 52, 15, 32, 21, 48, 13, 36, 6, 59, 56, 46, 64, 41, 72, 14, 75, 22, 60, 18, 44, 4, 49, 51, 74, 33, 37, 5, 54, 8, 47, 53, 9, 50, 7, 76, 45, 25, 28, 31, 71, 62, 61, 65, 69, 1, 70, 42, 23, 35, 24, 17, 30, 11, 16, 63, 10, 55, 58, 43, 78, 39, 2, 29, 38, 34, 66, 27, 20
44, 4, 49, 10, 76, 7, 50, 31, 65, 70, 6, 26, 47, 8, 58, 56, 74, 17, 54, 51, 64, 22, 60, 38, 61, 42, 75, 48, 68, 73, 57, 40, 45, 25, 28, 5, 36, 71, 52, 15, 67, 55, 46, 33, 78, 62, 18, 34, 11, 30, 53, 63, 43, 9, 27, 66, 24, 59, 32, 21, 77, 37, 2, 13, 29, 69, 1, 23, 35, 72, 41, 16, 20, 39, 19, 3, 12, 14
6, 36, 2, 37, 29, 16, 14, 54, 45, 25, 28, 39, 70, 42, 55, 10, 63, 47, 30, 17, 41, 64, 8, 3, 12, 67, 20, 27, 66, 13, 44, 4, 49, 51, 9, 74, 33, 5, 34, 59, 24, 78, 65, 69, 1, 58, 43, 53, 19, 72, 52, 15, 32, 18, 62, 77, 21, 56, 73, 57, 40, 26, 35, 23, 46, 76, 60, 22, 75, 48, 68, 31, 71, 11, 61, 38, 7, 50
6, 59, 24, 17, 30, 11, 36, 13, 76, 7, 40, 16, 77, 75, 22, 60, 48, 54, 45, 25, 44, 4, 49, 51, 74, 33, 61, 38, 29, 2, 39, 70, 42, 21, 32, 78, 28, 37, 18, 62, 26, 52, 15, 9, 53, 47, 56, 8, 19, 3, 12, 67, 20, 27, 66, 34, 5, 50, 57, 73, 68, 14, 71, 31, 46, 64, 41, 72, 35, 23, 1, 69, 65, 43, 58, 55, 10, 63
34, 43, 65, 69, 62, 58, 55, 15, 19, 49, 60, 3, 21, 42, 70, 39, 2, 29, 38, 61, 5, 37, 4, 25, 28, 52, 26, 40, 57, 51, 74, 33, 45, 54, 66, 27, 20, 67, 12, 76, 63, 31, 71, 9, 50, 7, 22, 75, 77, 10, 6, 59, 24, 32, 48, 13, 36, 73, 68, 14, 8, 47, 53, 16, 11, 30, 17, 1, 23, 35, 72, 41, 64, 46, 56, 78, 44, 18
23, 1, 69, 65, 70, 59, 67, 55, 46, 33, 6, 75, 42, 61, 38, 60, 22, 64, 51, 54, 17, 74, 24, 35, 66, 27, 76, 7, 50, 56, 58, 8, 47, 26, 71, 72, 41, 16, 20, 39, 21, 77, 37, 5, 36, 2, 29, 13, 9, 43, 63, 53, 10, 49, 4, 44, 78, 62, 18, 34, 48, 68, 73, 57, 40, 45, 25, 28, 31, 30, 11, 52, 15, 32, 19, 3, 12, 14
44, 4, 49, 25, 28, 31, 16, 43, 9, 13, 39, 24, 78, 62, 75, 48, 54, 52, 15, 32, 30, 17, 68, 73, 57, 40, 45, 12, 20, 67, 41, 72, 35, 5, 51, 74, 70, 42, 21, 37, 77, 6, 33, 55, 23, 1, 69, 65, 60, 38, 61, 36, 2, 29, 22, 10, 53, 63, 64, 46, 11, 59, 18, 34, 66, 27, 76, 7, 50, 56, 19, 3, 71, 26, 47, 8, 58, 14
23, 35, 72, 41, 64, 42, 21, 32, 24, 59, 6, 63, 31, 71, 9, 29, 38, 61, 28, 25, 4, 37, 5, 1, 17, 30, 11, 16, 52, 26, 50, 7, 22, 75, 77, 10, 33, 45, 54, 48, 13, 36, 70, 39, 2, 76, 15, 19, 3, 55, 58, 62, 60, 49, 51, 74, 53, 47, 8, 14, 68, 73, 57, 40, 46, 56, 78, 12, 67, 20, 27, 66, 34, 43, 65, 69, 44, 18
5, 37, 33, 74, 51, 54, 8, 47, 53, 9, 50, 7, 76, 45, 25, 28, 31, 71, 62, 61, 65, 69, 1, 70, 42, 23, 35, 72, 41, 64, 46, 56, 15, 52, 26, 40, 57, 73, 68, 77, 67, 12, 48, 13, 36, 6, 59, 32, 21, 3, 19, 49, 4, 44, 18, 60, 22, 75, 14, 24, 17, 30, 11, 16, 63, 10, 55, 58, 43, 78, 39, 2, 29, 38, 34, 66, 27, 20
57, 40, 26, 52, 28, 25, 4, 37, 5, 61, 38, 29, 2, 39, 70, 36, 13, 48, 54, 45, 33, 74, 51, 49, 60, 3, 19, 15, 55, 58, 62, 69, 65, 43, 34, 66, 27, 6, 59, 24, 32, 21, 42, 7, 22, 75, 77, 20, 67, 63, 31, 71, 9, 50, 12, 76, 10, 73, 68, 14, 8, 47, 53, 16, 11, 30, 17, 1, 23, 35, 72, 41, 64, 46, 56, 78, 44, 18
5, 36, 2, 29, 22, 37, 77, 18, 62, 6, 33, 3, 19, 56, 50, 49, 66, 31, 28, 27, 76, 7, 75, 48, 12, 35, 72, 41, 24, 78, 43, 58, 8, 47, 26, 71, 59, 61, 38, 60, 65, 69, 1, 23, 44, 34, 67, 20, 4, 51, 74, 70, 42, 21, 32, 15, 52, 54, 55, 10, 53, 63, 64, 46, 25, 45, 40, 57, 73, 68, 17, 30, 11, 16, 9, 13, 39, 14
6, 70, 65, 69, 1, 23, 33, 46, 55, 67, 59, 75, 42, 61, 38, 60, 22, 64, 51, 54, 17, 74, 24, 35, 66, 27, 76, 7, 50, 56, 58, 8, 47, 26, 71, 72, 41, 16, 20, 39, 21, 77, 37, 5, 36, 29, 2, 13, 9, 43, 63, 53, 10, 49, 4, 44, 78, 62, 18, 34, 11, 30, 31, 28, 25, 45, 40, 57, 73, 68, 48, 52, 15, 32, 19, 3, 12, 14
4, 49, 32, 15, 44, 78, 62, 38, 61, 74, 27, 66, 47, 21, 42, 52, 71, 26, 35, 72, 8, 58, 56, 50, 7, 18, 76, 53, 10, 60, 22, 64, 5, 37, 77, 11, 30, 31, 28, 25, 45, 51, 75, 48, 68, 73, 57, 40, 36, 2, 34, 54, 17, 63, 43, 9, 13, 39, 20, 16, 41, 29, 65, 69, 1, 23, 24, 59, 67, 55, 46, 33, 6, 70, 19, 3, 12, 14
40, 26, 52, 15, 32, 21, 3, 19, 56, 46, 64, 41, 72, 35, 23, 42, 70, 1, 69, 65, 61, 62, 71, 31, 28, 25, 45, 76, 7, 50, 9, 53, 47, 8, 54, 5, 37, 33, 74, 51, 57, 73, 68, 77, 67, 12, 48, 13, 36, 6, 59, 49, 4, 44, 18, 60, 22, 75, 14, 24, 17, 30, 11, 16, 63, 10, 55, 58, 43, 78, 39, 2, 29, 38, 34, 66, 27, 20
38, 8, 47, 53, 51, 49, 60, 55, 58, 62, 69, 65, 42, 70, 39, 2, 29, 7, 50, 9, 71, 31, 63, 43, 22, 75, 77, 10, 76, 15, 19, 3, 12, 67, 20, 27, 66, 34, 61, 5, 37, 4, 25, 28, 52, 26, 40, 57, 73, 68, 14, 74, 33, 45, 54, 48, 13, 36, 6, 59, 24, 32, 21, 16, 11, 30, 17, 1, 23, 35, 72, 41, 64, 46, 56, 78, 44, 18
48, 75, 22, 46, 64, 41, 72, 35, 21, 38, 60, 23, 1, 69, 65, 70, 30, 26, 44, 4, 49, 51, 74, 33, 6, 17, 24, 59, 61, 54, 12, 67, 20, 77, 37, 5, 36, 2, 29, 18, 62, 78, 39, 19, 3, 52, 13, 9, 68, 56, 66, 34, 15, 32, 55, 10, 53, 71, 76, 7, 42, 47, 8, 58, 43, 31, 27, 50, 73, 57, 40, 45, 25, 28, 11, 16, 63, 14
5, 33, 74, 51, 49, 37, 2, 36, 30, 17, 71, 11, 61, 38, 29, 52, 15, 68, 32, 18, 62, 77, 42, 64, 21, 31, 76, 46, 12, 3, 9, 50, 63, 24, 59, 34, 6, 60, 66, 27, 20, 67, 70, 39, 54, 45, 25, 28, 16, 4, 44, 13, 10, 55, 58, 43, 56, 73, 57, 40, 26, 35, 23, 1, 69, 65, 78, 41, 48, 75, 72, 19, 47, 53, 7, 22, 14, 8
27, 66, 60, 22, 44, 13, 41, 72, 59, 34, 5, 37, 2, 36, 6, 17, 30, 11, 33, 74, 51, 49, 4, 76, 46, 64, 19, 20, 67, 12, 3, 7, 54, 45, 39, 75, 70, 42, 18, 32, 15, 52, 29, 48, 68, 31, 71, 38, 47, 53, 21, 77, 62, 25, 28, 16, 63, 50, 9, 61, 78, 65, 69, 1, 23, 35, 26, 40, 57, 73, 56, 43, 58, 55, 10, 24, 14, 8
34, 43, 65, 69, 62, 58, 55, 3, 19, 15, 60, 49, 21, 42, 70, 39, 2, 29, 38, 61, 5, 37, 4, 25, 28, 52, 26, 40, 57, 51, 74, 33, 45, 54, 66, 27, 20, 67, 63, 31, 71, 7, 22, 75, 77, 10, 76, 12, 50, 9, 6, 59, 24, 32, 48, 13, 36, 73, 68, 14, 8, 47, 53, 16, 11, 30, 17, 1, 23, 35, 72, 41, 64, 46, 56, 78, 44, 18
65, 69, 1, 23, 35, 72, 41, 64, 46, 42, 21, 32, 15, 3, 19, 56, 12, 67, 20, 27, 66, 34, 38, 29, 2, 39, 70, 78, 43, 58, 55, 10, 63, 16, 11, 8, 77, 68, 73, 57, 40, 26, 52, 14, 75, 22, 60, 30, 17, 24, 59, 6, 36, 13, 48, 54, 5, 37, 33, 74, 51, 49, 4, 44, 18, 61, 62, 71, 31, 28, 25, 45, 76, 7, 50, 9, 53, 47
9, 29, 38, 61, 28, 25, 4, 37, 5, 71, 31, 63, 16, 11, 30, 17, 1, 23, 35, 72, 41, 64, 42, 21, 32, 24, 59, 6, 52, 26, 50, 7, 22, 75, 77, 10, 33, 45, 54, 48, 13, 36, 70, 39, 2, 76, 15, 19, 3, 55, 58, 62, 60, 49, 51, 74, 53, 47, 8, 14, 68, 73, 57, 40, 46, 56, 78, 12, 67, 20, 27, 66, 34, 43, 65, 69, 44, 18
19, 64, 46, 76, 4, 49, 51, 74, 33, 11, 30, 17, 5, 37, 2, 36, 6, 34, 59, 72, 41, 13, 44, 22, 60, 66, 27, 20, 67, 12, 3, 63, 16, 28, 39, 75, 70, 42, 18, 32, 15, 52, 29, 48, 68, 31, 71, 38, 47, 53, 21, 77, 62, 25, 45, 54, 7, 50, 9, 61, 78, 65, 69, 1, 23, 35, 26, 40, 57, 73, 56, 43, 58, 55, 10, 24, 14, 8
61, 77, 37, 5, 36, 2, 29, 65, 69, 1, 49, 41, 16, 20, 39, 13, 9, 43, 63, 53, 10, 59, 24, 66, 27, 76, 23, 35, 72, 58, 56, 50, 7, 33, 6, 70, 4, 44, 78, 62, 18, 34, 11, 30, 31, 28, 25, 45, 40, 57, 73, 68, 48, 75, 42, 21, 32, 51, 54, 17, 74, 38, 60, 22, 64, 8, 47, 26, 71, 52, 15, 67, 55, 46, 19, 3, 12, 14
45, 12, 48, 75, 62, 78, 24, 6, 33, 55, 61, 38, 60, 65, 69, 1, 23, 44, 4, 49, 2, 36, 29, 22, 77, 37, 21, 42, 70, 74, 51, 5, 35, 72, 41, 67, 20, 39, 13, 9, 43, 16, 31, 28, 25, 40, 57, 73, 68, 17, 30, 32, 15, 52, 54, 10, 53, 63, 64, 46, 11, 59, 18, 34, 66, 27, 76, 7, 50, 56, 19, 3, 71, 26, 47, 8, 58, 14
22, 75, 48, 5, 37, 77, 20, 67, 12, 3, 19, 39, 78, 62, 18, 68, 56, 66, 34, 15, 32, 55, 46, 64, 41, 72, 35, 21, 38, 60, 23, 1, 69, 65, 70, 30, 26, 44, 4, 49, 51, 74, 33, 54, 61, 59, 24, 17, 6, 52, 13, 9, 29, 2, 36, 10, 53, 71, 76, 7, 42, 47, 8, 58, 43, 31, 27, 50, 73, 57, 40, 45, 25, 28, 11, 16, 63, 14
27, 66, 60, 22, 44, 13, 41, 72, 19, 64, 46, 76, 4, 49, 51, 74, 33, 11, 30, 17, 5, 37, 2, 36, 6, 34, 59, 20, 67, 12, 3, 7, 54, 45, 39, 75, 70, 42, 16, 63, 50, 9, 53, 47, 38, 71, 31, 68, 48, 29, 52, 15, 32, 18, 28, 25, 62, 77, 21, 61, 78, 65, 69, 1, 23, 35, 26, 40, 57, 73, 56, 43, 58, 55, 10, 24, 14, 8
6, 36, 13, 48, 54, 45, 60, 18, 44, 76, 10, 77, 75, 22, 7, 50, 9, 71, 31, 63, 53, 47, 8, 14, 68, 73, 57, 40, 26, 52, 28, 25, 4, 37, 5, 61, 38, 29, 2, 39, 70, 42, 21, 55, 58, 59, 24, 32, 3, 12, 67, 20, 27, 66, 49, 51, 74, 33, 62, 69, 65, 43, 34, 16, 11, 30, 17, 1, 23, 35, 72, 41, 64, 46, 56, 78, 15, 19
55, 32, 15, 34, 66, 56, 68, 18, 62, 78, 39, 19, 3, 12, 67, 20, 77, 37, 5, 48, 75, 22, 46, 64, 41, 72, 35, 21, 38, 60, 23, 1, 69, 65, 70, 30, 26, 44, 4, 49, 51, 74, 33, 54, 61, 59, 24, 17, 6, 52, 13, 9, 29, 2, 36, 10, 53, 71, 76, 7, 42, 47, 8, 58, 43, 31, 27, 50, 73, 57, 40, 45, 25, 28, 11, 16, 63, 14
11, 30, 17, 24, 59, 40, 7, 76, 13, 36, 6, 16, 77, 75, 22, 60, 48, 54, 45, 25, 44, 4, 49, 51, 74, 33, 61, 38, 29, 2, 39, 70, 42, 21, 32, 78, 28, 37, 18, 62, 26, 52, 15, 9, 53, 47, 56, 8, 19, 3, 12, 67, 20, 27, 66, 34, 5, 50, 57, 73, 68, 14, 71, 31, 46, 64, 41, 72, 35, 23, 1, 69, 65, 43, 58, 55, 10, 63
24, 17, 30, 11, 1, 63, 16, 15, 32, 21, 42, 70, 39, 67, 76, 14, 31, 28, 34, 5, 37, 2, 47, 8, 59, 48, 23, 78, 66, 27, 20, 71, 62, 68, 73, 57, 53, 9, 50, 13, 29, 75, 72, 35, 77, 51, 74, 33, 6, 36, 18, 60, 22, 49, 4, 44, 7, 40, 26, 52, 19, 3, 12, 54, 45, 25, 38, 61, 56, 46, 64, 41, 69, 65, 43, 58, 55, 10
34, 18, 62, 78, 44, 4, 49, 32, 55, 67, 59, 24, 35, 23, 1, 69, 65, 29, 61, 38, 60, 22, 64, 36, 2, 20, 39, 13, 26, 71, 52, 15, 10, 53, 16, 41, 72, 46, 33, 6, 70, 5, 37, 77, 11, 30, 66, 27, 76, 7, 50, 56, 31, 63, 43, 9, 58, 8, 47, 21, 42, 75, 48, 68, 51, 54, 17, 74, 73, 57, 40, 45, 25, 28, 19, 3, 12, 14
15, 32, 49, 4, 44, 78, 62, 38, 61, 74, 27, 66, 47, 21, 42, 52, 71, 26, 7, 50, 56, 58, 8, 72, 35, 18, 76, 53, 10, 60, 22, 64, 5, 37, 77, 11, 30, 31, 28, 25, 45, 51, 75, 48, 68, 73, 57, 40, 36, 2, 34, 54, 17, 63, 43, 9, 13, 39, 20, 16, 41, 29, 65, 69, 1, 23, 24, 59, 67, 55, 46, 33, 6, 70, 19, 3, 12, 14
43, 58, 76, 23, 78, 18, 60, 22, 1, 63, 15, 50, 9, 53, 47, 8, 14, 70, 39, 13, 29, 75, 72, 49, 5, 33, 74, 51, 59, 24, 17, 30, 11, 32, 21, 42, 4, 44, 61, 38, 66, 27, 56, 65, 69, 31, 71, 62, 16, 48, 28, 34, 6, 36, 37, 2, 46, 64, 41, 7, 10, 55, 68, 73, 57, 40, 26, 52, 19, 3, 12, 54, 45, 25, 77, 35, 67, 20
6, 59, 24, 17, 30, 11, 36, 13, 76, 7, 40, 16, 77, 75, 22, 60, 48, 54, 45, 25, 44, 4, 49, 51, 74, 33, 61, 38, 29, 2, 39, 70, 42, 21, 32, 78, 28, 37, 18, 62, 26, 52, 15, 57, 73, 68, 14, 8, 56, 47, 53, 9, 50, 5, 34, 66, 27, 20, 67, 12, 3, 19, 71, 31, 46, 64, 41, 72, 35, 23, 1, 69, 65, 43, 58, 55, 10, 63
13, 37, 5, 64, 22, 60, 38, 63, 43, 9, 72, 35, 23, 39, 20, 16, 41, 30, 11, 77, 55, 67, 59, 1, 69, 65, 29, 2, 36, 51, 75, 48, 68, 73, 57, 40, 45, 25, 28, 54, 17, 74, 31, 46, 33, 6, 70, 61, 34, 18, 62, 78, 44, 4, 49, 32, 15, 52, 71, 24, 66, 27, 76, 7, 50, 56, 58, 8, 47, 21, 42, 26, 10, 53, 19, 3, 12, 14
23, 1, 69, 65, 78, 41, 64, 21, 24, 59, 34, 6, 60, 66, 27, 20, 67, 70, 39, 54, 45, 25, 28, 13, 71, 11, 61, 38, 16, 63, 50, 9, 3, 12, 46, 76, 31, 68, 29, 52, 15, 32, 18, 62, 77, 42, 44, 4, 49, 51, 74, 33, 5, 37, 2, 36, 30, 17, 10, 55, 58, 43, 56, 73, 57, 40, 26, 35, 48, 75, 72, 19, 47, 53, 7, 22, 14, 8
3, 12, 46, 9, 50, 63, 16, 28, 25, 45, 54, 39, 70, 67, 20, 27, 66, 60, 6, 34, 59, 24, 21, 64, 41, 78, 65, 69, 1, 23, 13, 71, 42, 77, 62, 18, 32, 15, 52, 29, 38, 61, 11, 44, 4, 49, 76, 31, 68, 51, 74, 33, 5, 37, 2, 36, 30, 17, 10, 55, 58, 43, 56, 73, 57, 40, 26, 35, 48, 75, 72, 19, 47, 53, 7, 22, 14, 8
11, 16, 77, 75, 22, 60, 78, 28, 37, 18, 62, 30, 17, 24, 59, 6, 36, 13, 48, 54, 45, 25, 44, 4, 49, 51, 74, 33, 61, 38, 29, 2, 39, 70, 42, 21, 32, 76, 7, 40, 26, 52, 15, 9, 53, 47, 56, 8, 19, 3, 12, 67, 20, 27, 66, 34, 5, 50, 57, 73, 68, 14, 71, 31, 46, 64, 41, 72, 35, 23, 1, 69, 65, 43, 58, 55, 10, 63
24, 59, 67, 55, 77, 11, 30, 41, 16, 20, 39, 33, 46, 31, 74, 17, 54, 38, 60, 22, 64, 5, 37, 13, 66, 27, 76, 7, 50, 56, 58, 8, 47, 6, 70, 61, 34, 18, 62, 78, 44, 4, 49, 32, 15, 52, 71, 21, 42, 75, 48, 68, 73, 57, 40, 45, 25, 28, 63, 43, 9, 72, 35, 23, 1, 69, 65, 29, 36, 2, 51, 26, 10, 53, 19, 3, 12, 14
53, 47, 38, 71, 31, 68, 48, 29, 52, 15, 32, 18, 62, 77, 21, 42, 70, 75, 39, 28, 16, 63, 3, 12, 67, 20, 59, 6, 36, 2, 37, 5, 34, 17, 30, 11, 33, 74, 51, 49, 4, 76, 46, 64, 19, 72, 41, 13, 44, 22, 60, 66, 27, 9, 50, 7, 54, 45, 25, 61, 78, 65, 69, 1, 23, 35, 26, 40, 57, 73, 56, 43, 58, 55, 10, 24, 14, 8
24, 78, 43, 58, 8, 47, 44, 23, 1, 69, 65, 60, 77, 38, 61, 59, 70, 74, 51, 49, 66, 31, 28, 27, 41, 72, 35, 76, 26, 71, 56, 19, 7, 50, 3, 12, 48, 75, 22, 29, 2, 36, 5, 37, 4, 20, 67, 34, 18, 62, 6, 33, 39, 13, 9, 16, 11, 30, 17, 68, 73, 57, 40, 45, 25, 46, 64, 63, 53, 10, 55, 54, 52, 15, 32, 21, 42, 14
15, 32, 49, 4, 44, 78, 62, 38, 61, 74, 27, 66, 47, 21, 42, 52, 71, 26, 3, 72, 35, 58, 8, 50, 7, 18, 76, 53, 10, 60, 22, 64, 5, 37, 77, 11, 30, 31, 28, 25, 45, 51, 75, 48, 68, 73, 57, 40, 36, 34, 2, 54, 17, 63, 43, 9, 13, 39, 20, 16, 41, 29, 65, 69, 1, 23, 24, 59, 67, 55, 46, 33, 6, 70, 19, 56, 12, 14
24, 59, 34, 6, 60, 66, 27, 20, 67, 12, 3, 9, 50, 63, 16, 28, 25, 45, 54, 39, 70, 46, 76, 31, 21, 64, 42, 77, 62, 18, 32, 68, 15, 52, 29, 38, 61, 11, 71, 13, 44, 4, 49, 51, 74, 33, 5, 37, 2, 36, 30, 41, 78, 65, 69, 1, 23, 35, 26, 40, 57, 73, 56, 43, 58, 55, 10, 17, 48, 75, 72, 19, 47, 53, 7, 22, 14, 8
