28, 22, 40, 71, 82, 44, 77, 68, 45, 76, 57, 38, 30, 37, 41, 81, 54, 34, 35, 62, 6, 16, 52, 78, 47, 23, 42, 51, 12, 46, 64, 39, 15, 79, 9, 18, 20, 25, 66, 19, 8, 58, 36, 4, 74, 55, 53, 31, 29, 61, 69, 21, 48, 56, 14, 60, 32, 10, 73, 63, 17, 11, 43, 5, 26, 24, 50, 75, 70, 7, 1, 80, 59, 67, 33, 13, 27, 2, 72, 49, 65, 3
5, 30, 60, 56, 23, 17, 42, 7, 74, 9, 18, 46, 64, 35, 49, 65, 81, 32, 36, 31, 52, 76, 45, 19, 69, 57, 54, 79, 15, 39, 22, 2, 72, 48, 38, 34, 20, 62, 6, 55, 53, 11, 29, 47, 28, 68, 25, 51, 71, 40, 26, 77, 16, 1, 13, 78, 70, 75, 50, 12, 59, 80, 82, 21, 24, 8, 41, 37, 44, 4, 58, 14, 66, 27, 67, 33, 3, 61, 10, 73, 63, 43
28, 47, 44, 37, 41, 8, 24, 34, 20, 62, 6, 55, 78, 70, 75, 50, 71, 40, 26, 53, 11, 29, 9, 52, 31, 36, 32, 21, 42, 7, 74, 4, 58, 18, 38, 17, 5, 30, 60, 56, 23, 19, 69, 57, 54, 79, 15, 39, 22, 2, 72, 48, 76, 45, 68, 25, 51, 77, 16, 1, 13, 81, 65, 49, 35, 64, 46, 12, 59, 80, 82, 14, 66, 27, 67, 33, 3, 61, 10, 73, 63, 43
31, 79, 19, 4, 62, 6, 18, 9, 60, 56, 48, 8, 65, 43, 29, 61, 17, 16, 36, 68, 77, 49, 35, 64, 63, 73, 55, 54, 81, 41, 20, 52, 78, 47, 23, 42, 58, 11, 53, 24, 26, 5, 51, 25, 66, 21, 34, 50, 75, 70, 1, 80, 59, 67, 33, 13, 15, 57, 76, 45, 32, 10, 44, 82, 46, 12, 28, 69, 7, 74, 39, 22, 40, 71, 14, 37, 30, 38, 2, 27, 72, 3
17, 67, 65, 10, 73, 2, 44, 58, 9, 57, 14, 25, 51, 8, 41, 37, 30, 82, 13, 70, 1, 80, 59, 12, 46, 50, 29, 26, 68, 38, 53, 36, 11, 56, 79, 35, 27, 3, 34, 49, 72, 52, 76, 62, 6, 55, 39, 22, 64, 24, 21, 60, 40, 71, 18, 78, 77, 16, 48, 43, 31, 19, 23, 47, 33, 81, 54, 20, 4, 15, 75, 63, 28, 45, 32, 74, 7, 69, 66, 42, 61, 5
6, 62, 31, 79, 19, 4, 18, 9, 60, 56, 48, 36, 16, 17, 61, 29, 43, 65, 8, 68, 77, 49, 35, 64, 63, 73, 55, 54, 81, 41, 20, 52, 78, 47, 23, 42, 58, 5, 26, 24, 53, 11, 51, 25, 66, 21, 34, 50, 75, 70, 1, 80, 59, 67, 33, 13, 15, 57, 76, 45, 32, 10, 44, 82, 46, 12, 28, 69, 7, 74, 39, 22, 40, 71, 14, 37, 30, 38, 2, 27, 72, 3
50, 75, 70, 28, 12, 56, 48, 21, 51, 15, 39, 35, 64, 46, 58, 42, 23, 47, 78, 52, 16, 6, 62, 34, 54, 81, 38, 57, 76, 45, 68, 77, 31, 53, 55, 14, 66, 25, 20, 8, 19, 79, 18, 9, 29, 61, 4, 74, 7, 69, 24, 26, 5, 43, 11, 17, 63, 73, 10, 32, 60, 41, 37, 30, 44, 82, 71, 40, 22, 36, 1, 80, 59, 67, 33, 13, 27, 72, 3, 2, 65, 49
68, 45, 76, 57, 38, 30, 28, 12, 46, 64, 34, 54, 81, 41, 37, 35, 39, 15, 79, 19, 60, 32, 10, 73, 63, 17, 11, 43, 5, 26, 24, 50, 75, 70, 22, 40, 71, 82, 44, 4, 25, 66, 14, 55, 53, 36, 58, 8, 74, 7, 69, 61, 29, 9, 18, 20, 56, 48, 21, 51, 42, 23, 47, 78, 52, 16, 6, 62, 77, 31, 1, 80, 59, 67, 33, 13, 27, 2, 72, 3, 65, 49
31, 19, 23, 47, 39, 49, 79, 56, 11, 50, 48, 58, 13, 20, 54, 81, 33, 15, 4, 68, 36, 62, 76, 52, 72, 70, 1, 80, 59, 12, 46, 43, 29, 78, 77, 16, 26, 57, 60, 40, 2, 73, 10, 65, 67, 27, 8, 51, 25, 14, 71, 18, 64, 35, 9, 82, 3, 22, 44, 41, 37, 30, 6, 55, 53, 24, 21, 17, 38, 34, 75, 63, 28, 45, 32, 74, 7, 69, 66, 42, 61, 5
6, 13, 61, 17, 11, 53, 62, 44, 82, 73, 10, 32, 60, 51, 25, 66, 59, 80, 1, 36, 58, 8, 19, 79, 15, 39, 22, 40, 71, 14, 81, 54, 55, 20, 18, 9, 29, 5, 43, 63, 31, 52, 75, 70, 78, 47, 23, 42, 67, 65, 49, 35, 64, 24, 26, 7, 69, 77, 30, 37, 41, 72, 16, 2, 46, 12, 28, 33, 3, 27, 74, 4, 50, 34, 21, 48, 56, 68, 45, 76, 57, 38
28, 47, 44, 37, 41, 8, 24, 34, 21, 32, 36, 31, 52, 9, 29, 11, 53, 26, 40, 71, 50, 75, 70, 78, 55, 6, 62, 20, 42, 7, 74, 4, 58, 18, 38, 17, 5, 30, 60, 56, 23, 19, 69, 57, 54, 79, 15, 39, 22, 2, 72, 48, 76, 45, 68, 25, 51, 77, 16, 1, 13, 81, 65, 49, 35, 64, 46, 12, 59, 80, 82, 14, 66, 27, 67, 33, 3, 61, 10, 73, 63, 43
30, 38, 57, 76, 45, 68, 77, 44, 82, 71, 40, 22, 28, 12, 46, 64, 39, 15, 79, 9, 7, 74, 35, 61, 69, 19, 4, 36, 58, 8, 37, 41, 81, 54, 34, 62, 6, 16, 52, 78, 47, 23, 42, 51, 21, 48, 56, 60, 32, 10, 73, 63, 17, 11, 43, 5, 26, 24, 50, 75, 70, 29, 31, 53, 55, 14, 66, 25, 20, 18, 1, 80, 59, 67, 33, 13, 27, 72, 3, 2, 65, 49
2, 3, 55, 65, 72, 56, 60, 32, 17, 11, 53, 24, 14, 66, 25, 7, 69, 77, 4, 74, 26, 10, 73, 63, 54, 81, 41, 37, 30, 5, 43, 8, 58, 36, 1, 80, 59, 67, 33, 13, 27, 16, 6, 62, 44, 82, 51, 42, 23, 47, 78, 70, 75, 52, 31, 20, 18, 9, 29, 71, 48, 21, 34, 50, 61, 49, 35, 64, 46, 12, 28, 40, 22, 39, 15, 79, 19, 68, 45, 76, 57, 38
57, 60, 40, 3, 27, 8, 24, 53, 30, 37, 64, 35, 48, 43, 31, 19, 23, 47, 15, 4, 68, 36, 22, 39, 41, 9, 82, 13, 51, 25, 70, 1, 80, 59, 12, 46, 54, 29, 49, 21, 50, 11, 56, 79, 71, 18, 58, 44, 2, 73, 10, 65, 67, 17, 38, 34, 20, 26, 16, 77, 78, 55, 6, 62, 76, 52, 72, 14, 81, 33, 75, 63, 28, 45, 32, 74, 7, 69, 66, 42, 61, 5
14, 71, 18, 64, 35, 27, 15, 4, 68, 36, 22, 3, 82, 9, 25, 51, 33, 81, 54, 20, 49, 79, 56, 11, 50, 48, 58, 13, 39, 47, 23, 19, 31, 43, 29, 78, 77, 16, 26, 57, 60, 40, 2, 73, 10, 65, 67, 8, 46, 12, 59, 80, 1, 70, 72, 52, 76, 62, 44, 41, 37, 30, 6, 55, 53, 24, 21, 17, 38, 34, 75, 63, 28, 45, 32, 74, 7, 69, 66, 42, 61, 5
4, 74, 7, 69, 61, 29, 9, 18, 79, 19, 8, 20, 25, 66, 14, 55, 53, 31, 77, 68, 45, 76, 57, 38, 81, 54, 34, 62, 6, 16, 52, 78, 47, 23, 42, 58, 46, 64, 35, 39, 15, 51, 21, 48, 56, 12, 28, 22, 40, 71, 82, 44, 30, 37, 41, 60, 32, 10, 73, 63, 17, 11, 43, 5, 26, 24, 50, 75, 70, 36, 1, 80, 59, 67, 33, 13, 27, 2, 72, 49, 65, 3
17, 11, 43, 5, 26, 24, 50, 75, 70, 22, 40, 71, 82, 44, 8, 58, 36, 63, 73, 10, 32, 60, 19, 79, 15, 39, 35, 37, 41, 81, 54, 34, 64, 46, 12, 28, 4, 74, 7, 69, 61, 14, 55, 53, 31, 77, 68, 45, 76, 57, 38, 30, 62, 6, 29, 9, 18, 20, 56, 48, 21, 51, 42, 23, 47, 78, 52, 25, 66, 16, 1, 80, 59, 67, 33, 13, 27, 72, 3, 2, 65, 49
52, 31, 36, 32, 7, 44, 37, 41, 8, 24, 21, 74, 4, 28, 47, 29, 11, 42, 58, 18, 9, 53, 26, 40, 71, 50, 75, 70, 78, 55, 6, 62, 17, 5, 30, 60, 56, 23, 19, 69, 57, 54, 79, 15, 39, 22, 2, 72, 48, 38, 34, 20, 76, 45, 68, 25, 51, 77, 16, 1, 13, 81, 65, 49, 35, 64, 46, 12, 59, 80, 82, 14, 66, 27, 67, 33, 3, 61, 10, 73, 63, 43
37, 41, 39, 47, 23, 19, 18, 64, 35, 9, 22, 67, 65, 10, 73, 2, 40, 60, 57, 26, 16, 77, 78, 29, 71, 14, 25, 44, 58, 82, 3, 8, 51, 33, 15, 43, 31, 30, 27, 36, 68, 4, 46, 12, 59, 80, 1, 70, 81, 54, 20, 13, 79, 49, 72, 52, 76, 62, 48, 50, 11, 56, 6, 55, 53, 24, 21, 17, 38, 34, 75, 63, 28, 45, 32, 74, 7, 69, 66, 42, 61, 5
6, 62, 31, 79, 19, 4, 18, 9, 60, 56, 48, 8, 65, 43, 29, 61, 17, 16, 36, 68, 77, 49, 35, 64, 63, 73, 55, 54, 81, 41, 20, 52, 78, 47, 23, 42, 58, 11, 53, 24, 26, 5, 51, 25, 66, 21, 34, 50, 75, 70, 1, 80, 59, 67, 33, 13, 15, 57, 76, 45, 32, 10, 44, 82, 46, 12, 28, 69, 7, 74, 39, 22, 40, 71, 14, 37, 30, 38, 3, 2, 72, 27
29, 11, 44, 37, 41, 8, 24, 21, 18, 58, 4, 74, 7, 42, 28, 47, 53, 26, 40, 71, 50, 75, 70, 78, 55, 6, 62, 20, 34, 9, 32, 36, 31, 52, 38, 48, 72, 2, 22, 39, 15, 79, 54, 57, 69, 19, 23, 56, 60, 30, 5, 17, 76, 45, 68, 25, 51, 77, 16, 1, 13, 81, 65, 49, 35, 64, 46, 12, 59, 80, 82, 14, 66, 27, 67, 33, 3, 61, 10, 73, 63, 43
53, 31, 77, 68, 45, 76, 57, 38, 81, 54, 34, 62, 6, 16, 52, 78, 47, 23, 42, 58, 46, 64, 35, 39, 15, 51, 21, 48, 56, 12, 28, 70, 75, 50, 24, 26, 5, 43, 11, 17, 63, 73, 10, 32, 60, 41, 37, 30, 44, 82, 71, 40, 22, 55, 14, 66, 25, 20, 8, 19, 79, 7, 74, 4, 61, 29, 9, 18, 69, 36, 1, 80, 59, 67, 33, 3, 27, 13, 2, 72, 65, 49
3, 82, 9, 8, 51, 33, 15, 43, 31, 35, 64, 18, 71, 14, 25, 44, 58, 22, 67, 65, 10, 73, 2, 40, 60, 57, 26, 16, 77, 78, 29, 19, 23, 47, 39, 41, 37, 30, 27, 13, 20, 54, 81, 70, 1, 80, 59, 12, 46, 4, 68, 36, 79, 49, 72, 52, 76, 62, 48, 50, 11, 56, 6, 55, 53, 24, 21, 17, 38, 34, 75, 63, 28, 45, 32, 74, 7, 69, 66, 42, 61, 5
6, 62, 31, 79, 19, 4, 18, 9, 60, 56, 48, 8, 65, 43, 29, 61, 17, 16, 36, 68, 77, 49, 35, 64, 63, 73, 55, 54, 81, 41, 20, 52, 78, 47, 23, 42, 58, 5, 26, 24, 53, 11, 51, 25, 66, 21, 34, 50, 75, 70, 1, 80, 59, 67, 33, 13, 15, 57, 76, 45, 32, 10, 44, 82, 46, 12, 28, 69, 7, 74, 39, 22, 40, 71, 14, 37, 30, 38, 2, 3, 72, 27
9, 58, 44, 2, 73, 10, 65, 67, 17, 57, 14, 25, 51, 8, 41, 37, 30, 82, 13, 70, 1, 80, 59, 12, 46, 50, 29, 26, 68, 38, 53, 36, 11, 56, 79, 3, 27, 35, 34, 6, 62, 76, 52, 72, 49, 55, 39, 22, 64, 24, 21, 60, 40, 71, 18, 78, 77, 16, 48, 43, 31, 19, 23, 47, 33, 81, 54, 20, 4, 15, 75, 63, 28, 45, 32, 74, 7, 69, 66, 42, 61, 5
35, 27, 3, 79, 56, 11, 36, 53, 30, 37, 41, 8, 51, 25, 14, 57, 46, 12, 59, 80, 1, 70, 13, 82, 9, 58, 44, 2, 73, 10, 65, 67, 17, 50, 29, 26, 68, 38, 34, 49, 72, 52, 76, 62, 6, 55, 39, 22, 64, 24, 21, 60, 40, 71, 18, 78, 77, 16, 48, 43, 31, 19, 23, 47, 33, 81, 54, 20, 4, 15, 75, 63, 28, 45, 32, 74, 7, 69, 66, 42, 61, 5
31, 77, 68, 45, 76, 57, 38, 81, 54, 34, 62, 6, 16, 52, 78, 47, 23, 42, 51, 21, 48, 56, 12, 28, 70, 75, 50, 24, 26, 5, 43, 53, 55, 14, 66, 25, 20, 46, 64, 35, 4, 36, 58, 11, 17, 63, 73, 10, 32, 60, 41, 37, 30, 44, 82, 71, 40, 22, 8, 19, 79, 15, 39, 74, 7, 69, 61, 29, 9, 18, 1, 80, 59, 67, 33, 13, 27, 2, 72, 3, 65, 49
44, 57, 69, 7, 74, 23, 47, 4, 65, 76, 62, 6, 55, 81, 78, 3, 59, 80, 1, 70, 75, 50, 21, 67, 68, 33, 46, 12, 25, 51, 36, 56, 60, 18, 58, 49, 35, 64, 17, 61, 77, 24, 53, 11, 29, 9, 66, 72, 2, 48, 32, 45, 38, 5, 43, 63, 73, 10, 26, 41, 8, 16, 27, 37, 30, 28, 19, 31, 52, 54, 20, 34, 42, 79, 15, 39, 22, 40, 71, 14, 82, 13
70, 75, 50, 24, 26, 5, 43, 11, 17, 63, 73, 10, 32, 60, 41, 37, 30, 44, 82, 71, 40, 22, 28, 12, 56, 48, 21, 51, 34, 54, 81, 38, 57, 76, 45, 68, 77, 31, 53, 55, 14, 66, 25, 20, 4, 35, 64, 46, 36, 58, 8, 19, 79, 15, 39, 74, 7, 69, 61, 29, 9, 18, 62, 6, 16, 52, 78, 47, 23, 42, 1, 80, 59, 67, 33, 13, 27, 2, 72, 3, 65, 49
11, 14, 66, 25, 51, 82, 44, 62, 6, 16, 27, 17, 32, 60, 56, 48, 21, 34, 50, 61, 13, 53, 24, 72, 2, 65, 49, 81, 54, 55, 20, 18, 9, 29, 71, 35, 64, 46, 12, 28, 7, 69, 77, 4, 74, 26, 10, 73, 63, 3, 33, 67, 59, 80, 1, 36, 58, 8, 43, 5, 30, 37, 41, 31, 52, 75, 70, 78, 47, 23, 42, 40, 22, 39, 15, 79, 19, 68, 45, 76, 57, 38
36, 58, 8, 44, 82, 71, 40, 22, 70, 75, 50, 24, 26, 5, 43, 11, 17, 63, 73, 10, 32, 60, 19, 79, 15, 39, 35, 37, 41, 81, 54, 34, 64, 46, 12, 28, 4, 74, 7, 69, 61, 14, 55, 53, 31, 77, 68, 45, 76, 57, 38, 30, 62, 6, 29, 9, 18, 20, 56, 48, 21, 51, 42, 23, 47, 78, 52, 25, 66, 16, 1, 80, 59, 67, 33, 13, 27, 72, 3, 2, 65, 49
52, 78, 17, 61, 29, 57, 76, 16, 33, 3, 27, 13, 2, 36, 58, 30, 38, 34, 20, 18, 9, 56, 8, 6, 62, 67, 64, 46, 60, 32, 10, 73, 63, 43, 5, 26, 24, 72, 35, 23, 42, 51, 25, 66, 14, 71, 69, 7, 47, 77, 68, 45, 31, 55, 82, 44, 48, 21, 50, 75, 70, 1, 80, 59, 12, 22, 40, 81, 54, 39, 15, 79, 19, 28, 41, 37, 74, 4, 11, 53, 65, 49
61, 29, 57, 76, 54, 81, 41, 37, 35, 9, 31, 52, 78, 59, 80, 1, 70, 75, 14, 71, 40, 22, 82, 44, 62, 6, 16, 33, 3, 27, 13, 2, 8, 74, 7, 50, 34, 20, 18, 69, 51, 25, 66, 67, 64, 55, 49, 65, 21, 48, 56, 60, 32, 68, 45, 72, 24, 26, 5, 43, 63, 30, 38, 73, 10, 53, 11, 17, 77, 42, 4, 36, 58, 46, 19, 79, 15, 39, 47, 23, 12, 28
22, 40, 71, 82, 44, 30, 37, 41, 60, 32, 10, 73, 63, 17, 11, 43, 5, 26, 24, 50, 75, 70, 28, 12, 56, 48, 21, 51, 34, 54, 81, 38, 57, 76, 45, 68, 77, 31, 53, 55, 14, 66, 25, 20, 46, 64, 35, 4, 36, 58, 8, 42, 23, 47, 78, 52, 16, 6, 62, 18, 9, 29, 61, 69, 7, 74, 39, 15, 79, 19, 1, 80, 59, 67, 33, 13, 27, 72, 3, 2, 65, 49
61, 29, 57, 76, 54, 81, 41, 37, 35, 9, 31, 52, 78, 59, 80, 1, 70, 75, 14, 71, 40, 22, 82, 44, 62, 6, 16, 33, 13, 27, 3, 2, 8, 74, 7, 50, 34, 20, 18, 69, 51, 25, 66, 67, 64, 55, 49, 65, 21, 48, 56, 60, 32, 68, 45, 72, 24, 26, 5, 43, 63, 30, 38, 73, 10, 53, 11, 17, 77, 42, 4, 36, 58, 46, 19, 79, 15, 39, 47, 23, 12, 28
35, 49, 65, 81, 13, 1, 16, 77, 51, 25, 68, 45, 76, 52, 31, 36, 32, 48, 72, 2, 22, 39, 15, 79, 54, 57, 69, 19, 23, 56, 60, 30, 5, 6, 62, 64, 46, 12, 59, 80, 82, 71, 40, 26, 53, 9, 18, 58, 42, 11, 29, 47, 28, 4, 74, 21, 24, 8, 41, 37, 44, 7, 20, 34, 38, 17, 55, 78, 70, 75, 50, 14, 66, 27, 67, 33, 3, 61, 10, 73, 63, 43
64, 21, 24, 53, 18, 71, 14, 25, 37, 30, 27, 13, 82, 3, 29, 67, 65, 10, 73, 2, 40, 60, 57, 26, 16, 77, 78, 22, 6, 62, 76, 52, 72, 49, 55, 56, 79, 43, 31, 19, 23, 47, 39, 41, 44, 58, 48, 9, 20, 54, 81, 70, 1, 80, 59, 12, 46, 8, 51, 33, 15, 4, 68, 36, 35, 50, 11, 17, 38, 34, 75, 63, 28, 45, 32, 74, 7, 69, 66, 42, 61, 5
42, 23, 47, 78, 52, 25, 66, 16, 4, 44, 82, 71, 40, 22, 28, 12, 46, 64, 34, 54, 81, 41, 37, 35, 39, 15, 79, 19, 60, 32, 10, 73, 63, 17, 11, 43, 5, 26, 24, 50, 75, 70, 51, 21, 48, 56, 20, 18, 9, 29, 6, 62, 30, 38, 57, 76, 45, 68, 77, 31, 53, 55, 14, 61, 69, 7, 74, 8, 58, 36, 1, 80, 59, 67, 33, 13, 27, 72, 3, 2, 65, 49
82, 80, 59, 12, 46, 64, 35, 49, 65, 81, 13, 1, 16, 77, 51, 25, 68, 45, 76, 52, 31, 36, 32, 48, 72, 2, 22, 39, 15, 79, 54, 57, 69, 19, 23, 56, 60, 30, 18, 9, 53, 26, 6, 62, 20, 34, 38, 17, 55, 78, 70, 75, 50, 21, 24, 8, 41, 37, 44, 7, 74, 4, 28, 47, 29, 11, 42, 58, 5, 43, 63, 73, 10, 61, 3, 33, 67, 27, 66, 14, 71, 40
46, 12, 59, 80, 1, 70, 72, 52, 76, 62, 27, 67, 65, 10, 73, 2, 40, 60, 57, 26, 16, 77, 78, 11, 56, 79, 49, 39, 47, 23, 19, 31, 43, 29, 50, 48, 58, 13, 20, 54, 81, 33, 15, 4, 68, 36, 8, 51, 25, 14, 71, 18, 64, 35, 9, 82, 3, 22, 44, 41, 37, 30, 6, 55, 53, 24, 21, 17, 38, 34, 75, 63, 28, 45, 32, 74, 7, 69, 66, 42, 61, 5
24, 8, 41, 37, 44, 11, 29, 47, 28, 42, 7, 74, 4, 58, 18, 52, 31, 36, 32, 71, 40, 26, 53, 9, 21, 50, 75, 70, 78, 55, 6, 62, 48, 72, 2, 22, 39, 5, 17, 38, 34, 20, 30, 60, 56, 23, 19, 69, 57, 54, 79, 15, 76, 45, 68, 25, 51, 77, 16, 1, 13, 81, 65, 49, 35, 64, 46, 12, 59, 80, 82, 14, 66, 27, 67, 33, 3, 61, 10, 73, 63, 43
53, 31, 77, 68, 45, 76, 57, 38, 30, 62, 6, 16, 61, 4, 74, 7, 69, 28, 12, 46, 64, 34, 54, 81, 41, 37, 35, 39, 15, 79, 19, 60, 32, 10, 73, 63, 36, 58, 8, 44, 82, 71, 40, 22, 70, 75, 50, 24, 26, 5, 43, 11, 17, 55, 14, 66, 25, 52, 78, 47, 23, 42, 51, 21, 48, 56, 20, 18, 9, 29, 1, 80, 59, 67, 33, 13, 27, 72, 2, 49, 65, 3
53, 31, 77, 68, 45, 76, 57, 38, 81, 54, 34, 62, 6, 16, 52, 78, 47, 23, 42, 58, 46, 64, 35, 39, 15, 51, 21, 48, 56, 12, 28, 70, 75, 50, 24, 26, 5, 43, 11, 17, 63, 73, 10, 32, 60, 41, 37, 30, 44, 82, 71, 40, 22, 55, 14, 66, 25, 20, 8, 19, 79, 7, 74, 4, 61, 29, 9, 18, 69, 36, 1, 80, 59, 67, 33, 13, 27, 72, 3, 2, 65, 49
20, 62, 6, 55, 78, 70, 75, 50, 71, 40, 26, 53, 11, 29, 9, 52, 31, 36, 32, 21, 34, 24, 8, 41, 37, 44, 47, 28, 42, 7, 74, 4, 58, 18, 38, 17, 5, 30, 60, 56, 23, 19, 69, 57, 54, 79, 15, 39, 22, 2, 72, 48, 76, 45, 68, 25, 51, 77, 16, 1, 13, 81, 65, 49, 35, 64, 46, 12, 59, 80, 82, 14, 66, 27, 67, 33, 3, 61, 10, 73, 63, 43
