6, 18, 31, 38, 44, 14, 21, 61, 58, 19, 33, 1, 20, 25, 32, 15, 8, 50, 5, 11, 26, 17, 37, 46, 4, 62, 43, 48, 57, 60, 35, 47, 27, 10, 28, 51, 2, 23, 7, 3, 56, 34, 54, 36, 29, 41, 22, 24, 52, 40, 16, 9, 42, 12, 30, 59, 49, 53, 45, 13, 55, 39
40, 10, 12, 35, 45, 32, 47, 17, 43, 21, 61, 58, 19, 52, 24, 22, 33, 1, 20, 25, 62, 36, 54, 44, 14, 41, 56, 49, 53, 5, 8, 15, 55, 13, 42, 38, 11, 26, 39, 31, 7, 29, 46, 6, 37, 27, 9, 16, 50, 30, 59, 4, 18, 34, 3, 23, 2, 51, 48, 57, 60, 28
6, 18, 31, 38, 44, 14, 21, 61, 58, 19, 33, 1, 20, 25, 32, 15, 8, 50, 5, 11, 26, 17, 37, 46, 4, 62, 43, 48, 57, 60, 35, 47, 7, 23, 2, 51, 28, 10, 27, 3, 56, 34, 54, 36, 29, 41, 22, 24, 52, 40, 16, 9, 42, 12, 30, 59, 49, 53, 45, 13, 55, 39
14, 44, 38, 31, 3, 6, 21, 61, 58, 19, 33, 1, 20, 25, 32, 15, 8, 50, 5, 11, 26, 17, 37, 46, 4, 62, 43, 48, 57, 60, 35, 47, 7, 23, 2, 51, 28, 10, 27, 18, 56, 34, 54, 36, 29, 41, 22, 24, 52, 40, 16, 9, 42, 12, 30, 59, 49, 53, 45, 13, 55, 39
18, 31, 38, 44, 25, 20, 1, 33, 19, 58, 61, 21, 11, 14, 32, 15, 8, 5, 6, 26, 4, 50, 46, 37, 17, 62, 43, 48, 57, 60, 35, 47, 27, 10, 28, 51, 2, 23, 7, 3, 56, 34, 54, 36, 29, 41, 22, 24, 52, 40, 16, 9, 42, 12, 30, 59, 49, 53, 45, 13, 55, 39
9, 16, 50, 1, 23, 7, 47, 35, 18, 42, 12, 15, 58, 61, 21, 45, 31, 46, 38, 44, 52, 20, 25, 62, 14, 54, 28, 10, 3, 34, 19, 32, 49, 56, 41, 29, 2, 51, 4, 60, 57, 48, 36, 24, 22, 33, 11, 27, 26, 53, 40, 39, 55, 5, 8, 13, 59, 30, 6, 37, 17, 43
17, 6, 37, 27, 42, 40, 39, 18, 4, 59, 30, 44, 38, 31, 34, 3, 43, 53, 5, 8, 15, 60, 57, 48, 51, 2, 54, 36, 29, 7, 47, 11, 50, 16, 26, 24, 22, 33, 1, 20, 25, 62, 9, 23, 55, 13, 52, 41, 56, 19, 58, 61, 21, 49, 28, 10, 12, 45, 32, 35, 14, 46
31, 34, 54, 36, 61, 58, 19, 52, 24, 48, 43, 62, 25, 20, 1, 33, 40, 18, 6, 41, 29, 16, 50, 4, 26, 11, 22, 32, 15, 8, 5, 38, 44, 14, 46, 37, 17, 59, 30, 12, 42, 9, 56, 3, 7, 23, 21, 2, 57, 60, 35, 47, 27, 10, 28, 51, 49, 53, 45, 13, 55, 39
18, 31, 38, 44, 25, 20, 1, 33, 19, 58, 61, 21, 11, 5, 8, 15, 32, 14, 6, 26, 4, 50, 46, 37, 17, 62, 43, 48, 57, 60, 35, 47, 27, 10, 28, 51, 2, 23, 7, 3, 56, 34, 54, 36, 29, 41, 22, 24, 52, 40, 16, 9, 42, 12, 30, 59, 49, 53, 45, 13, 55, 39
32, 3, 34, 19, 10, 28, 54, 14, 62, 25, 20, 52, 44, 38, 46, 31, 45, 21, 61, 58, 15, 12, 42, 9, 16, 50, 1, 23, 7, 47, 35, 18, 49, 56, 41, 29, 2, 51, 48, 57, 60, 4, 36, 24, 22, 33, 11, 27, 26, 53, 40, 39, 55, 5, 8, 13, 59, 30, 6, 37, 17, 43
33, 1, 20, 25, 62, 36, 54, 44, 14, 5, 53, 49, 56, 41, 8, 15, 55, 13, 42, 38, 11, 26, 39, 31, 43, 17, 47, 32, 45, 35, 12, 10, 40, 22, 24, 52, 19, 58, 61, 21, 7, 29, 46, 6, 37, 27, 9, 16, 50, 30, 59, 4, 18, 34, 3, 23, 2, 51, 48, 57, 60, 28
29, 36, 54, 2, 51, 48, 57, 60, 15, 8, 5, 53, 17, 6, 37, 27, 42, 40, 21, 61, 58, 19, 56, 41, 52, 13, 55, 23, 43, 7, 47, 11, 50, 16, 26, 24, 22, 33, 1, 20, 25, 62, 9, 3, 34, 31, 38, 44, 30, 59, 4, 18, 39, 49, 28, 10, 12, 45, 32, 35, 14, 46
32, 19, 34, 3, 10, 28, 54, 14, 62, 25, 20, 52, 44, 38, 46, 31, 45, 21, 61, 58, 15, 12, 42, 9, 16, 50, 1, 23, 7, 47, 35, 18, 49, 56, 41, 29, 2, 51, 4, 60, 57, 48, 36, 24, 22, 33, 11, 27, 26, 53, 40, 39, 55, 5, 8, 13, 59, 30, 6, 37, 17, 43
6, 3, 31, 38, 44, 14, 21, 61, 58, 19, 33, 1, 20, 25, 32, 15, 8, 50, 5, 11, 26, 17, 37, 46, 4, 62, 43, 48, 57, 60, 35, 47, 7, 23, 2, 51, 28, 10, 27, 18, 56, 34, 54, 36, 29, 41, 22, 24, 52, 40, 16, 9, 42, 12, 30, 59, 49, 53, 45, 13, 55, 39
9, 16, 50, 1, 23, 7, 47, 35, 18, 42, 12, 15, 58, 61, 21, 45, 31, 46, 38, 44, 52, 20, 25, 62, 14, 54, 28, 10, 19, 34, 3, 32, 49, 56, 41, 29, 2, 51, 4, 60, 57, 48, 36, 24, 22, 33, 11, 27, 26, 53, 40, 39, 55, 5, 8, 13, 59, 30, 6, 37, 17, 43
29, 36, 54, 2, 51, 48, 57, 60, 15, 8, 5, 53, 43, 3, 34, 31, 38, 44, 30, 59, 4, 18, 39, 40, 42, 27, 37, 6, 17, 7, 47, 11, 50, 16, 9, 62, 25, 20, 1, 33, 22, 24, 26, 23, 55, 13, 52, 41, 56, 19, 58, 61, 21, 49, 28, 10, 12, 45, 32, 35, 14, 46
11, 50, 8, 5, 53, 17, 43, 31, 34, 3, 15, 56, 41, 29, 36, 60, 57, 48, 51, 2, 9, 16, 18, 6, 30, 59, 4, 38, 39, 47, 7, 23, 55, 13, 42, 40, 54, 27, 37, 26, 21, 61, 58, 19, 52, 24, 22, 33, 1, 20, 25, 62, 44, 49, 28, 10, 12, 45, 32, 35, 14, 46
18, 40, 33, 1, 20, 25, 62, 43, 48, 24, 52, 19, 58, 61, 36, 54, 34, 31, 6, 41, 29, 16, 50, 4, 26, 11, 22, 32, 15, 8, 5, 38, 44, 14, 46, 37, 17, 59, 30, 12, 42, 9, 56, 3, 7, 23, 21, 2, 57, 60, 35, 47, 27, 10, 28, 51, 49, 53, 45, 13, 55, 39
5, 8, 15, 32, 14, 11, 21, 61, 58, 19, 33, 1, 20, 25, 44, 38, 31, 3, 6, 26, 4, 50, 46, 37, 17, 62, 43, 48, 57, 60, 35, 47, 27, 10, 28, 51, 2, 23, 7, 18, 56, 34, 54, 36, 29, 41, 22, 24, 52, 40, 16, 9, 42, 12, 30, 59, 49, 53, 45, 13, 55, 39
40, 10, 12, 35, 45, 32, 47, 17, 43, 21, 61, 58, 19, 52, 24, 22, 33, 1, 20, 25, 62, 36, 54, 44, 14, 5, 53, 49, 56, 41, 8, 15, 55, 13, 42, 38, 11, 26, 39, 31, 7, 29, 46, 6, 37, 27, 9, 16, 50, 30, 59, 4, 18, 34, 3, 23, 2, 51, 48, 57, 60, 28
38, 17, 47, 7, 40, 10, 12, 45, 32, 44, 14, 5, 53, 49, 56, 41, 29, 46, 6, 37, 1, 20, 25, 62, 27, 9, 16, 50, 30, 59, 4, 36, 54, 28, 60, 57, 48, 51, 42, 13, 55, 15, 8, 21, 61, 58, 19, 52, 24, 22, 33, 23, 2, 43, 31, 39, 26, 11, 35, 18, 34, 3
39, 26, 11, 38, 42, 13, 55, 15, 8, 21, 61, 58, 19, 52, 24, 22, 33, 1, 20, 25, 62, 36, 54, 44, 14, 41, 56, 49, 53, 5, 43, 17, 47, 32, 45, 35, 12, 10, 40, 31, 7, 29, 46, 6, 37, 27, 9, 16, 50, 30, 59, 4, 18, 34, 3, 23, 2, 51, 48, 57, 60, 28
31, 45, 21, 61, 58, 15, 12, 42, 9, 16, 50, 1, 23, 7, 47, 35, 18, 38, 44, 52, 20, 25, 62, 14, 54, 28, 10, 3, 34, 19, 32, 46, 49, 56, 41, 29, 2, 51, 4, 60, 57, 48, 36, 24, 22, 33, 11, 27, 26, 53, 40, 39, 55, 5, 8, 13, 59, 30, 6, 37, 17, 43
40, 10, 12, 35, 45, 32, 47, 17, 43, 5, 53, 49, 56, 41, 14, 44, 54, 36, 62, 25, 20, 1, 33, 22, 24, 52, 19, 58, 61, 21, 8, 15, 55, 13, 42, 38, 11, 26, 39, 31, 7, 29, 46, 6, 37, 27, 9, 16, 50, 30, 59, 4, 18, 34, 3, 23, 2, 51, 48, 57, 60, 28
2, 9, 51, 48, 57, 60, 15, 3, 34, 4, 59, 30, 6, 18, 26, 37, 27, 54, 36, 29, 41, 56, 11, 50, 16, 38, 39, 47, 7, 23, 55, 13, 42, 40, 31, 43, 17, 53, 5, 8, 21, 61, 58, 19, 52, 24, 22, 33, 1, 20, 25, 62, 44, 49, 28, 10, 12, 45, 32, 35, 14, 46
17, 6, 37, 27, 42, 40, 21, 61, 58, 19, 56, 41, 52, 13, 55, 23, 43, 53, 5, 8, 15, 60, 57, 48, 51, 2, 54, 36, 29, 7, 47, 11, 50, 16, 26, 24, 22, 33, 1, 20, 25, 62, 9, 3, 34, 31, 38, 44, 30, 59, 4, 18, 39, 49, 28, 10, 12, 45, 32, 35, 14, 46
18, 40, 33, 1, 20, 25, 62, 43, 48, 24, 52, 19, 58, 61, 36, 54, 34, 31, 6, 41, 29, 16, 50, 4, 26, 11, 22, 32, 15, 8, 5, 38, 44, 14, 46, 37, 17, 59, 30, 12, 42, 9, 56, 3, 7, 23, 2, 21, 57, 60, 35, 47, 27, 10, 28, 51, 49, 53, 45, 13, 55, 39
6, 18, 31, 38, 44, 14, 21, 61, 58, 19, 33, 1, 20, 25, 32, 15, 8, 50, 5, 11, 26, 4, 46, 37, 17, 62, 43, 48, 57, 60, 35, 47, 27, 10, 28, 51, 2, 23, 7, 3, 56, 34, 54, 36, 29, 41, 22, 24, 52, 40, 16, 9, 42, 12, 30, 59, 49, 53, 45, 13, 55, 39
29, 36, 54, 2, 51, 48, 57, 60, 15, 8, 5, 53, 43, 23, 55, 13, 52, 41, 56, 19, 58, 61, 21, 40, 42, 27, 37, 6, 17, 7, 47, 11, 50, 16, 9, 62, 25, 20, 1, 33, 22, 24, 26, 3, 34, 31, 38, 44, 30, 59, 4, 18, 39, 49, 28, 10, 12, 45, 32, 35, 14, 46
33, 22, 24, 52, 19, 58, 61, 21, 8, 15, 55, 13, 42, 38, 2, 23, 51, 48, 57, 60, 28, 54, 44, 14, 5, 53, 49, 56, 41, 29, 46, 6, 37, 1, 20, 25, 62, 27, 9, 16, 50, 30, 59, 4, 36, 32, 45, 35, 12, 11, 26, 39, 31, 43, 17, 47, 7, 40, 10, 3, 34, 18
11, 50, 8, 5, 53, 17, 43, 3, 34, 31, 15, 56, 41, 29, 36, 60, 57, 48, 51, 2, 9, 16, 18, 6, 30, 59, 4, 38, 39, 47, 7, 23, 55, 13, 42, 40, 54, 27, 37, 26, 21, 61, 58, 19, 52, 24, 22, 33, 1, 20, 25, 62, 44, 49, 28, 10, 12, 45, 32, 35, 14, 46
36, 54, 2, 51, 48, 57, 60, 15, 8, 5, 53, 37, 6, 17, 26, 11, 50, 16, 9, 62, 25, 20, 52, 42, 40, 21, 61, 58, 19, 56, 41, 1, 43, 23, 55, 13, 29, 7, 47, 24, 22, 33, 27, 3, 34, 31, 38, 44, 30, 59, 4, 18, 39, 49, 28, 10, 12, 45, 32, 35, 14, 46
14, 11, 21, 61, 58, 19, 33, 1, 20, 25, 44, 38, 31, 18, 32, 15, 8, 5, 6, 26, 4, 50, 46, 37, 17, 62, 43, 48, 57, 60, 35, 47, 7, 23, 2, 51, 28, 10, 27, 3, 56, 34, 54, 36, 29, 41, 22, 24, 52, 40, 16, 9, 42, 12, 30, 59, 49, 53, 45, 13, 55, 39
20, 1, 33, 22, 24, 52, 19, 58, 61, 21, 8, 15, 55, 13, 42, 38, 11, 26, 39, 31, 25, 62, 36, 54, 44, 14, 41, 56, 49, 53, 5, 43, 17, 47, 32, 45, 35, 12, 10, 40, 7, 29, 46, 6, 37, 27, 9, 16, 50, 30, 59, 4, 18, 34, 3, 23, 2, 51, 48, 57, 60, 28
40, 10, 12, 35, 45, 32, 47, 17, 43, 41, 56, 49, 53, 5, 14, 44, 54, 36, 62, 25, 31, 39, 26, 11, 38, 42, 13, 55, 15, 8, 21, 61, 58, 19, 52, 24, 22, 33, 1, 20, 7, 29, 46, 6, 37, 27, 9, 16, 50, 30, 59, 4, 18, 34, 3, 23, 2, 51, 48, 57, 60, 28
29, 36, 54, 2, 51, 48, 57, 60, 15, 8, 5, 53, 17, 6, 37, 27, 42, 40, 39, 18, 4, 59, 30, 44, 38, 31, 34, 3, 43, 7, 47, 11, 50, 16, 26, 24, 22, 33, 1, 20, 25, 62, 9, 23, 55, 13, 52, 41, 56, 19, 58, 61, 21, 49, 28, 10, 12, 45, 32, 35, 14, 46
39, 26, 11, 38, 42, 13, 55, 15, 8, 41, 56, 49, 53, 5, 14, 44, 54, 36, 62, 25, 20, 1, 33, 22, 24, 52, 19, 58, 61, 21, 43, 17, 47, 32, 45, 35, 12, 10, 40, 31, 7, 29, 46, 6, 37, 27, 9, 16, 50, 30, 59, 4, 18, 34, 3, 23, 2, 51, 48, 57, 60, 28
6, 18, 31, 38, 44, 14, 21, 61, 58, 19, 33, 1, 20, 25, 32, 15, 8, 50, 5, 11, 26, 4, 46, 37, 17, 62, 43, 48, 57, 60, 35, 47, 7, 23, 2, 51, 28, 10, 27, 3, 56, 34, 54, 36, 29, 41, 22, 24, 52, 40, 16, 9, 42, 12, 30, 59, 49, 53, 45, 13, 55, 39
36, 54, 2, 51, 48, 57, 60, 15, 8, 5, 53, 37, 6, 17, 26, 11, 50, 16, 43, 23, 55, 13, 52, 20, 25, 62, 9, 1, 41, 56, 19, 58, 61, 21, 40, 42, 29, 7, 47, 24, 22, 33, 27, 3, 34, 31, 38, 44, 30, 59, 4, 18, 39, 49, 28, 10, 12, 45, 32, 35, 14, 46
36, 54, 2, 51, 48, 57, 60, 15, 8, 5, 53, 37, 6, 17, 26, 11, 50, 16, 9, 62, 25, 20, 52, 13, 55, 23, 43, 1, 41, 56, 19, 58, 61, 21, 40, 42, 29, 7, 47, 24, 22, 33, 27, 3, 34, 31, 38, 44, 30, 59, 4, 18, 39, 49, 28, 10, 12, 45, 32, 35, 14, 46
3, 50, 11, 34, 31, 43, 17, 53, 5, 8, 15, 56, 41, 29, 36, 60, 57, 48, 51, 2, 9, 16, 18, 4, 59, 30, 6, 38, 39, 47, 7, 23, 55, 13, 42, 40, 54, 27, 37, 26, 21, 61, 58, 19, 52, 24, 22, 33, 1, 20, 25, 62, 44, 49, 28, 10, 12, 45, 32, 35, 14, 46
11, 50, 8, 5, 53, 17, 43, 31, 34, 3, 15, 56, 41, 29, 36, 60, 57, 48, 51, 2, 9, 16, 18, 4, 59, 30, 6, 38, 39, 47, 7, 23, 55, 13, 42, 40, 54, 27, 37, 26, 21, 61, 58, 19, 52, 24, 22, 33, 1, 20, 25, 62, 44, 49, 28, 10, 12, 45, 32, 35, 14, 46
29, 36, 54, 2, 51, 48, 57, 60, 15, 8, 5, 53, 17, 6, 37, 27, 42, 40, 39, 18, 4, 59, 30, 44, 38, 31, 34, 3, 43, 7, 47, 11, 50, 16, 9, 62, 25, 20, 1, 33, 22, 24, 26, 23, 55, 13, 52, 41, 56, 19, 58, 61, 21, 49, 28, 10, 12, 45, 32, 35, 14, 46
32, 19, 34, 3, 10, 28, 54, 14, 62, 25, 20, 52, 44, 38, 18, 35, 47, 7, 23, 1, 50, 16, 9, 42, 12, 15, 58, 61, 21, 45, 31, 46, 49, 56, 41, 29, 2, 51, 48, 57, 60, 4, 36, 24, 22, 33, 11, 27, 26, 53, 40, 39, 55, 5, 8, 13, 59, 30, 6, 37, 17, 43
32, 19, 34, 3, 10, 28, 54, 14, 62, 25, 20, 52, 44, 38, 46, 31, 45, 21, 61, 58, 15, 12, 42, 9, 16, 50, 1, 23, 7, 47, 35, 18, 49, 56, 41, 29, 2, 51, 48, 57, 60, 4, 36, 24, 22, 33, 11, 27, 26, 53, 40, 39, 55, 5, 8, 13, 59, 30, 6, 37, 17, 43
12, 42, 9, 16, 50, 1, 29, 41, 56, 49, 32, 19, 15, 58, 61, 21, 45, 31, 46, 34, 3, 10, 28, 54, 14, 62, 25, 20, 52, 44, 38, 18, 35, 47, 7, 23, 2, 51, 48, 57, 60, 4, 36, 24, 22, 33, 11, 27, 26, 53, 40, 39, 55, 5, 8, 13, 59, 30, 6, 37, 17, 43
62, 25, 20, 1, 33, 22, 24, 52, 19, 58, 61, 21, 8, 15, 55, 13, 42, 38, 2, 23, 51, 48, 57, 60, 28, 54, 44, 14, 5, 53, 49, 56, 41, 3, 34, 18, 10, 40, 7, 47, 17, 43, 31, 39, 26, 11, 12, 35, 45, 32, 36, 4, 59, 30, 50, 16, 9, 27, 37, 6, 46, 29
33, 22, 24, 52, 19, 58, 61, 21, 8, 15, 55, 13, 42, 38, 2, 23, 51, 48, 57, 60, 28, 54, 44, 14, 5, 53, 49, 56, 41, 29, 46, 6, 37, 1, 20, 25, 62, 27, 9, 16, 50, 30, 59, 4, 36, 32, 45, 35, 12, 11, 26, 39, 31, 43, 17, 47, 7, 40, 10, 18, 34, 3
14, 44, 38, 31, 3, 6, 21, 61, 58, 19, 33, 1, 20, 25, 32, 15, 8, 50, 5, 11, 26, 17, 37, 46, 4, 62, 43, 48, 57, 60, 35, 47, 27, 10, 28, 51, 2, 23, 7, 18, 56, 34, 54, 36, 29, 41, 22, 24, 52, 40, 16, 9, 42, 12, 30, 59, 49, 53, 45, 13, 55, 39
33, 22, 24, 52, 19, 58, 61, 21, 8, 15, 55, 13, 42, 38, 23, 2, 51, 48, 57, 60, 28, 54, 44, 14, 5, 53, 49, 56, 41, 29, 46, 6, 37, 1, 20, 25, 62, 27, 9, 16, 50, 30, 59, 4, 36, 32, 45, 35, 12, 11, 26, 39, 31, 43, 17, 47, 7, 40, 10, 18, 34, 3
32, 3, 34, 19, 10, 28, 54, 14, 62, 25, 20, 52, 44, 38, 46, 31, 45, 21, 61, 58, 15, 12, 42, 18, 35, 47, 7, 23, 1, 50, 16, 9, 49, 56, 41, 29, 2, 51, 48, 57, 60, 4, 36, 24, 22, 33, 11, 27, 26, 53, 40, 39, 55, 5, 8, 13, 59, 30, 6, 37, 17, 43
14, 44, 38, 31, 3, 6, 21, 61, 58, 19, 33, 1, 20, 25, 32, 15, 8, 50, 5, 11, 26, 4, 46, 37, 17, 62, 43, 48, 57, 60, 35, 47, 27, 10, 28, 51, 2, 23, 7, 18, 56, 34, 54, 36, 29, 41, 22, 24, 52, 40, 16, 9, 42, 12, 30, 59, 49, 53, 45, 13, 55, 39
6, 3, 31, 38, 44, 14, 21, 61, 58, 19, 33, 1, 20, 25, 32, 15, 8, 50, 5, 11, 26, 4, 46, 37, 17, 62, 43, 48, 57, 60, 35, 47, 27, 10, 28, 51, 2, 23, 7, 18, 56, 34, 54, 36, 29, 41, 22, 24, 52, 40, 16, 9, 42, 12, 30, 59, 49, 53, 45, 13, 55, 39
31, 34, 54, 36, 61, 58, 19, 52, 24, 48, 43, 62, 25, 20, 1, 33, 40, 3, 6, 41, 29, 16, 50, 4, 26, 11, 22, 32, 15, 8, 5, 38, 44, 14, 46, 37, 17, 59, 30, 12, 42, 9, 56, 18, 7, 23, 21, 2, 57, 60, 35, 47, 27, 10, 28, 51, 49, 53, 45, 13, 55, 39
40, 10, 12, 35, 45, 32, 47, 17, 43, 31, 39, 26, 11, 38, 42, 13, 55, 15, 8, 5, 53, 49, 56, 41, 14, 44, 54, 36, 62, 25, 20, 1, 33, 22, 24, 52, 19, 58, 61, 21, 7, 29, 46, 6, 37, 27, 9, 16, 50, 30, 59, 4, 18, 34, 3, 23, 2, 51, 48, 57, 60, 28
9, 42, 12, 15, 58, 61, 21, 45, 31, 16, 50, 1, 23, 7, 47, 35, 18, 38, 44, 52, 20, 25, 62, 14, 54, 28, 10, 3, 34, 19, 32, 46, 49, 56, 41, 29, 2, 51, 4, 60, 57, 48, 36, 24, 22, 33, 11, 27, 26, 53, 40, 39, 55, 5, 8, 13, 59, 30, 6, 37, 17, 43
32, 3, 34, 19, 10, 28, 54, 14, 62, 25, 20, 52, 44, 38, 46, 31, 45, 21, 61, 58, 15, 12, 42, 9, 16, 50, 1, 23, 7, 47, 35, 18, 49, 56, 41, 29, 2, 51, 4, 60, 57, 48, 36, 24, 22, 33, 11, 27, 26, 53, 40, 39, 55, 5, 8, 13, 59, 30, 6, 37, 17, 43
29, 46, 6, 37, 27, 9, 16, 50, 30, 59, 4, 36, 32, 45, 35, 12, 11, 26, 39, 31, 43, 17, 47, 7, 40, 10, 18, 34, 3, 41, 56, 49, 53, 5, 14, 44, 54, 28, 60, 57, 48, 51, 23, 2, 38, 42, 13, 55, 15, 8, 21, 61, 58, 19, 52, 24, 22, 33, 1, 20, 25, 62
14, 44, 38, 31, 18, 6, 21, 61, 58, 19, 33, 1, 20, 25, 32, 15, 8, 50, 5, 11, 26, 17, 37, 46, 4, 62, 43, 48, 57, 60, 35, 47, 27, 10, 28, 51, 2, 23, 7, 3, 56, 34, 54, 36, 29, 41, 22, 24, 52, 40, 16, 9, 42, 12, 30, 59, 49, 53, 45, 13, 55, 39
32, 19, 34, 3, 10, 28, 54, 14, 62, 25, 20, 52, 44, 38, 46, 31, 45, 21, 61, 58, 15, 12, 42, 18, 35, 47, 7, 23, 1, 50, 16, 9, 49, 56, 41, 29, 2, 51, 48, 57, 60, 4, 36, 24, 22, 33, 11, 27, 26, 53, 40, 39, 55, 5, 8, 13, 59, 30, 6, 37, 17, 43
11, 50, 3, 34, 31, 43, 17, 53, 5, 8, 15, 56, 41, 29, 36, 60, 57, 48, 51, 2, 9, 16, 18, 6, 30, 59, 4, 38, 39, 47, 7, 23, 55, 13, 42, 40, 54, 27, 37, 26, 21, 61, 58, 19, 52, 24, 22, 33, 1, 20, 25, 62, 44, 49, 28, 10, 12, 45, 32, 35, 14, 46
9, 16, 50, 1, 23, 7, 47, 35, 18, 42, 12, 15, 58, 61, 21, 45, 31, 46, 38, 44, 52, 20, 25, 62, 14, 54, 28, 10, 3, 34, 19, 32, 49, 56, 41, 29, 2, 51, 48, 57, 60, 4, 36, 24, 22, 33, 11, 27, 26, 53, 40, 39, 55, 5, 8, 13, 59, 30, 6, 37, 17, 43
