36, 27, 15, 30, 7, 40, 1, 49, 26, 54, 8, 31, 14, 19, 23, 55, 9, 56, 17, 39, 28, 16, 41, 48, 22, 25, 52, 24, 29, 51, 47, 37, 11, 43, 45, 20, 32, 18, 3, 38, 44, 5, 12, 2, 4, 42, 50, 57, 35, 34, 21, 46, 6, 33, 13, 53, 10
39, 6, 28, 35, 23, 14, 31, 18, 32, 24, 16, 8, 55, 21, 46, 20, 45, 36, 43, 34, 11, 27, 33, 57, 52, 25, 41, 56, 49, 9, 30, 54, 50, 42, 44, 17, 51, 47, 29, 53, 13, 37, 2, 38, 48, 15, 7, 3, 10, 1, 40, 12, 5, 26, 22, 4, 19
36, 45, 20, 46, 21, 55, 8, 16, 27, 33, 57, 52, 25, 41, 56, 49, 9, 30, 54, 50, 42, 44, 17, 51, 47, 29, 24, 32, 18, 31, 14, 23, 35, 28, 6, 39, 43, 34, 11, 53, 13, 37, 38, 2, 48, 15, 7, 3, 10, 1, 40, 12, 5, 26, 22, 4, 19
29, 24, 52, 25, 9, 56, 17, 39, 28, 16, 41, 48, 22, 55, 23, 19, 14, 31, 8, 54, 26, 49, 1, 40, 7, 30, 15, 27, 36, 51, 47, 37, 11, 43, 45, 20, 32, 18, 44, 38, 3, 5, 12, 2, 4, 42, 50, 57, 35, 34, 21, 46, 6, 33, 13, 53, 10
36, 27, 53, 24, 9, 2, 33, 29, 51, 47, 52, 18, 32, 22, 48, 41, 16, 15, 43, 11, 6, 34, 49, 1, 40, 56, 17, 39, 42, 31, 14, 23, 55, 4, 30, 25, 28, 21, 46, 20, 45, 19, 44, 38, 3, 7, 37, 26, 5, 12, 50, 57, 35, 13, 54, 8, 10
36, 27, 53, 24, 9, 33, 2, 25, 30, 4, 55, 23, 14, 31, 18, 32, 22, 48, 41, 16, 15, 43, 11, 6, 34, 49, 1, 40, 56, 17, 39, 42, 52, 47, 51, 29, 28, 21, 46, 20, 45, 19, 44, 38, 3, 7, 37, 26, 5, 12, 50, 57, 35, 13, 54, 8, 10
22, 48, 23, 31, 28, 36, 27, 43, 46, 20, 45, 19, 4, 55, 2, 3, 41, 38, 44, 7, 32, 18, 26, 49, 1, 40, 12, 5, 37, 47, 51, 29, 39, 17, 56, 11, 16, 52, 25, 30, 15, 24, 21, 9, 34, 6, 33, 8, 54, 42, 50, 57, 35, 14, 13, 53, 10
13, 37, 43, 47, 51, 17, 38, 48, 44, 42, 50, 54, 21, 10, 27, 33, 53, 34, 15, 7, 3, 46, 20, 45, 39, 6, 28, 36, 35, 23, 57, 52, 25, 30, 55, 8, 16, 41, 9, 11, 2, 56, 49, 14, 31, 18, 32, 24, 29, 1, 40, 12, 5, 26, 22, 4, 19
32, 36, 27, 23, 55, 20, 45, 48, 41, 16, 28, 39, 17, 56, 9, 2, 4, 42, 50, 57, 7, 43, 11, 35, 15, 30, 25, 44, 38, 12, 5, 3, 18, 40, 1, 49, 26, 54, 8, 37, 47, 51, 29, 24, 52, 31, 14, 19, 22, 34, 21, 46, 6, 33, 13, 53, 10
36, 27, 15, 30, 7, 40, 1, 49, 26, 54, 8, 31, 14, 19, 23, 55, 20, 45, 43, 11, 37, 47, 51, 29, 24, 52, 25, 22, 48, 41, 16, 28, 39, 17, 56, 9, 32, 18, 44, 38, 3, 5, 12, 2, 4, 42, 50, 57, 35, 34, 21, 46, 6, 33, 13, 53, 10
20, 45, 43, 11, 37, 47, 51, 29, 24, 52, 25, 22, 48, 41, 16, 28, 39, 17, 56, 9, 55, 23, 19, 14, 31, 8, 54, 26, 49, 1, 40, 7, 30, 15, 27, 36, 32, 18, 44, 38, 3, 5, 12, 2, 4, 42, 50, 57, 35, 34, 21, 46, 6, 33, 13, 53, 10
3, 10, 9, 7, 15, 48, 11, 27, 33, 35, 49, 56, 41, 16, 8, 55, 21, 46, 20, 45, 30, 54, 50, 42, 44, 39, 6, 28, 25, 52, 57, 14, 23, 2, 38, 17, 51, 47, 29, 24, 32, 18, 31, 36, 43, 37, 13, 53, 34, 1, 40, 12, 5, 26, 22, 4, 19
51, 29, 24, 32, 18, 31, 14, 53, 23, 35, 45, 20, 46, 21, 9, 3, 38, 17, 2, 10, 33, 6, 43, 37, 7, 55, 15, 30, 25, 52, 8, 11, 27, 36, 28, 16, 41, 48, 22, 26, 5, 12, 40, 1, 49, 34, 56, 39, 4, 19, 57, 47, 44, 42, 50, 54, 13
29, 24, 32, 18, 31, 14, 30, 25, 52, 57, 33, 27, 11, 48, 23, 35, 28, 6, 39, 53, 13, 37, 2, 38, 9, 10, 15, 7, 3, 47, 54, 50, 42, 44, 34, 43, 36, 45, 20, 46, 21, 55, 8, 16, 41, 56, 49, 51, 17, 1, 40, 12, 5, 26, 22, 4, 19
18, 22, 26, 49, 1, 40, 30, 25, 52, 8, 11, 27, 36, 28, 16, 41, 5, 12, 6, 43, 37, 7, 17, 38, 3, 9, 21, 46, 20, 45, 32, 24, 29, 51, 47, 39, 4, 19, 57, 48, 33, 10, 55, 2, 15, 35, 23, 14, 31, 34, 56, 44, 42, 50, 54, 13, 53
57, 35, 23, 14, 31, 18, 32, 24, 29, 51, 56, 34, 49, 1, 40, 12, 5, 26, 22, 48, 41, 16, 28, 36, 27, 11, 8, 52, 25, 30, 15, 55, 7, 37, 43, 6, 33, 10, 2, 17, 38, 3, 9, 21, 46, 20, 45, 19, 4, 39, 53, 13, 54, 50, 42, 44, 47
12, 5, 41, 16, 28, 36, 27, 11, 8, 52, 25, 30, 40, 1, 49, 26, 22, 18, 6, 43, 37, 7, 17, 38, 3, 9, 21, 46, 20, 45, 32, 24, 29, 51, 47, 39, 4, 19, 57, 48, 33, 10, 55, 15, 2, 35, 23, 14, 31, 34, 56, 44, 42, 50, 54, 13, 53
3, 9, 21, 38, 17, 2, 10, 33, 48, 57, 19, 4, 39, 47, 51, 29, 24, 32, 45, 35, 23, 46, 20, 14, 31, 5, 12, 40, 1, 49, 26, 22, 18, 6, 43, 37, 7, 55, 15, 30, 25, 52, 8, 11, 27, 36, 28, 16, 41, 34, 56, 44, 42, 50, 54, 13, 53
18, 22, 26, 49, 1, 40, 30, 25, 52, 8, 11, 27, 36, 28, 16, 41, 5, 12, 6, 43, 37, 7, 17, 38, 3, 31, 14, 23, 35, 45, 32, 24, 29, 51, 47, 39, 4, 19, 57, 48, 33, 10, 55, 2, 15, 20, 46, 21, 9, 34, 56, 44, 42, 50, 54, 13, 53
57, 19, 4, 39, 53, 13, 54, 50, 42, 44, 47, 51, 29, 24, 32, 18, 31, 14, 23, 35, 45, 20, 46, 21, 9, 3, 38, 17, 2, 10, 33, 6, 43, 37, 7, 55, 15, 30, 25, 52, 8, 11, 27, 36, 28, 16, 41, 48, 22, 26, 5, 12, 40, 1, 49, 34, 56
36, 27, 15, 30, 7, 40, 1, 49, 26, 54, 8, 31, 14, 19, 23, 55, 22, 48, 41, 16, 28, 39, 17, 56, 9, 25, 52, 24, 29, 51, 47, 37, 11, 43, 45, 20, 32, 18, 44, 38, 12, 5, 3, 4, 2, 42, 50, 57, 35, 34, 21, 46, 6, 33, 13, 53, 10
18, 56, 17, 5, 12, 40, 1, 49, 24, 29, 51, 23, 55, 20, 45, 19, 4, 31, 32, 7, 44, 16, 41, 48, 54, 8, 38, 3, 2, 9, 21, 14, 46, 43, 11, 27, 36, 28, 42, 50, 57, 35, 15, 30, 25, 52, 34, 6, 33, 26, 22, 47, 37, 39, 13, 53, 10
32, 36, 27, 23, 55, 20, 45, 48, 41, 16, 28, 39, 17, 56, 9, 2, 4, 42, 50, 57, 12, 5, 44, 38, 3, 25, 30, 15, 35, 11, 43, 7, 18, 40, 1, 49, 26, 54, 8, 37, 47, 51, 29, 24, 52, 31, 14, 19, 22, 34, 21, 46, 6, 33, 13, 53, 10
18, 22, 26, 49, 1, 40, 30, 25, 52, 8, 11, 27, 36, 28, 16, 41, 5, 12, 6, 43, 37, 7, 17, 38, 3, 9, 21, 46, 20, 45, 32, 24, 29, 51, 47, 39, 4, 19, 57, 48, 33, 10, 2, 55, 15, 35, 23, 14, 31, 34, 56, 44, 42, 50, 54, 13, 53
18, 32, 24, 29, 51, 47, 39, 4, 19, 57, 48, 22, 26, 5, 12, 40, 1, 49, 31, 14, 23, 35, 45, 20, 46, 21, 9, 3, 38, 17, 2, 10, 33, 6, 43, 37, 7, 55, 15, 30, 25, 52, 8, 11, 27, 36, 28, 16, 41, 34, 56, 44, 42, 50, 54, 13, 53
3, 5, 12, 38, 44, 18, 32, 36, 35, 15, 30, 25, 57, 50, 42, 4, 2, 9, 56, 17, 39, 28, 16, 41, 48, 45, 20, 55, 23, 27, 11, 43, 7, 40, 1, 49, 26, 54, 8, 37, 47, 51, 29, 24, 52, 31, 14, 19, 22, 34, 21, 46, 6, 33, 13, 53, 10
11, 8, 52, 25, 30, 40, 1, 49, 26, 22, 18, 27, 36, 28, 16, 41, 5, 12, 6, 43, 37, 7, 17, 38, 3, 31, 14, 23, 35, 45, 15, 55, 2, 10, 33, 48, 57, 19, 4, 39, 47, 51, 29, 24, 32, 20, 46, 21, 9, 34, 56, 44, 42, 50, 54, 13, 53
18, 32, 7, 44, 38, 41, 3, 2, 55, 4, 19, 45, 20, 46, 43, 27, 36, 28, 31, 23, 48, 22, 26, 49, 1, 40, 12, 5, 37, 47, 51, 29, 39, 17, 56, 11, 16, 52, 25, 30, 15, 24, 21, 9, 34, 6, 33, 8, 54, 42, 50, 57, 35, 14, 13, 53, 10
3, 9, 21, 38, 23, 35, 45, 32, 24, 29, 51, 47, 39, 4, 19, 57, 48, 33, 10, 2, 17, 46, 20, 14, 31, 5, 12, 40, 1, 49, 26, 22, 18, 6, 43, 37, 7, 55, 15, 30, 25, 52, 8, 11, 27, 36, 28, 16, 41, 34, 56, 44, 42, 50, 54, 13, 53
13, 37, 43, 47, 51, 17, 38, 48, 44, 42, 50, 54, 21, 10, 27, 33, 53, 34, 15, 7, 3, 46, 20, 45, 39, 6, 28, 36, 35, 23, 57, 52, 25, 30, 55, 8, 16, 41, 9, 2, 11, 56, 49, 14, 31, 18, 32, 24, 29, 1, 40, 12, 5, 26, 22, 4, 19
28, 6, 39, 44, 42, 50, 54, 30, 45, 20, 46, 21, 55, 8, 16, 41, 56, 49, 35, 9, 10, 3, 7, 15, 48, 11, 27, 33, 25, 52, 57, 14, 23, 38, 2, 17, 51, 47, 29, 24, 32, 18, 31, 36, 43, 37, 13, 53, 34, 1, 40, 12, 5, 26, 22, 4, 19
12, 5, 24, 29, 51, 23, 55, 20, 45, 19, 4, 31, 40, 1, 49, 17, 56, 18, 32, 7, 3, 16, 41, 48, 54, 8, 38, 44, 2, 9, 21, 14, 46, 43, 11, 27, 36, 28, 42, 50, 57, 35, 15, 30, 25, 52, 34, 6, 33, 26, 22, 47, 37, 39, 13, 53, 10
36, 27, 15, 30, 7, 40, 1, 49, 26, 3, 8, 31, 14, 19, 23, 55, 9, 56, 17, 39, 28, 16, 41, 48, 22, 25, 52, 24, 29, 51, 47, 37, 11, 43, 45, 20, 32, 18, 44, 38, 54, 5, 12, 4, 2, 42, 50, 57, 35, 34, 21, 46, 6, 33, 13, 53, 10
33, 6, 34, 49, 30, 25, 52, 24, 29, 51, 47, 36, 28, 16, 41, 48, 18, 31, 14, 23, 55, 4, 19, 45, 20, 46, 22, 26, 5, 32, 54, 8, 44, 2, 9, 21, 39, 17, 56, 42, 50, 57, 35, 15, 38, 3, 7, 37, 12, 1, 40, 43, 11, 27, 13, 53, 10
16, 28, 19, 4, 41, 27, 36, 32, 18, 31, 14, 55, 10, 33, 6, 43, 48, 22, 26, 49, 1, 40, 12, 5, 11, 8, 52, 25, 30, 54, 50, 42, 44, 47, 51, 29, 9, 39, 53, 3, 38, 21, 46, 37, 7, 17, 20, 45, 24, 34, 56, 2, 57, 13, 15, 35, 23
12, 5, 24, 29, 51, 23, 55, 4, 19, 45, 20, 31, 40, 1, 49, 17, 56, 18, 32, 7, 44, 16, 41, 48, 54, 8, 38, 3, 2, 9, 21, 14, 46, 43, 11, 27, 36, 28, 42, 50, 57, 35, 15, 30, 25, 52, 34, 6, 33, 26, 22, 47, 37, 39, 13, 53, 10
21, 54, 50, 42, 44, 48, 38, 17, 51, 47, 43, 37, 13, 10, 27, 33, 53, 34, 15, 7, 3, 46, 20, 45, 39, 6, 28, 36, 35, 23, 57, 52, 25, 30, 55, 8, 16, 41, 9, 11, 2, 56, 49, 14, 31, 18, 32, 24, 29, 1, 40, 12, 5, 26, 22, 4, 19
32, 5, 26, 22, 46, 20, 45, 19, 4, 55, 23, 14, 31, 18, 48, 41, 40, 1, 49, 34, 6, 33, 2, 16, 28, 36, 47, 51, 29, 27, 21, 9, 54, 8, 3, 38, 44, 7, 37, 12, 43, 11, 39, 17, 56, 42, 50, 57, 35, 15, 30, 25, 52, 24, 13, 53, 10
39, 6, 28, 35, 23, 14, 31, 18, 32, 24, 11, 34, 43, 36, 45, 20, 46, 21, 55, 8, 16, 27, 33, 57, 52, 25, 41, 56, 49, 9, 30, 54, 50, 42, 44, 17, 51, 47, 29, 53, 13, 37, 38, 2, 48, 3, 7, 15, 10, 1, 40, 12, 5, 26, 22, 4, 19
36, 27, 15, 30, 7, 40, 1, 49, 26, 54, 8, 31, 14, 19, 23, 55, 20, 45, 43, 11, 37, 47, 51, 29, 24, 52, 25, 22, 48, 41, 16, 28, 39, 17, 56, 9, 32, 18, 44, 38, 12, 5, 3, 4, 2, 42, 50, 57, 35, 34, 21, 46, 6, 33, 13, 53, 10
44, 42, 50, 54, 30, 9, 33, 57, 52, 38, 2, 34, 11, 27, 24, 25, 29, 47, 51, 17, 35, 23, 14, 31, 18, 32, 49, 56, 41, 16, 8, 55, 21, 46, 20, 45, 36, 43, 37, 13, 53, 39, 6, 28, 48, 15, 7, 3, 10, 1, 40, 12, 5, 26, 22, 4, 19
27, 11, 48, 15, 7, 9, 10, 3, 35, 49, 56, 41, 16, 8, 55, 21, 46, 20, 45, 30, 54, 50, 42, 44, 39, 6, 28, 33, 25, 52, 57, 14, 23, 38, 2, 17, 51, 47, 29, 24, 32, 18, 31, 36, 43, 37, 13, 53, 34, 1, 40, 12, 5, 26, 22, 4, 19
29, 51, 47, 37, 56, 45, 20, 31, 35, 57, 50, 16, 41, 48, 49, 34, 14, 46, 43, 11, 27, 6, 22, 42, 44, 38, 32, 7, 3, 24, 52, 25, 18, 39, 17, 15, 30, 23, 55, 4, 19, 36, 28, 21, 9, 33, 2, 8, 54, 1, 40, 12, 5, 26, 13, 53, 10
2, 17, 10, 33, 48, 57, 19, 4, 39, 47, 51, 29, 24, 32, 45, 35, 23, 38, 3, 9, 21, 46, 20, 14, 31, 49, 1, 40, 12, 5, 26, 22, 18, 6, 43, 37, 7, 55, 15, 30, 25, 52, 8, 11, 27, 36, 28, 16, 41, 34, 56, 44, 42, 50, 54, 13, 53
36, 27, 53, 24, 9, 2, 33, 25, 30, 4, 55, 23, 14, 31, 18, 32, 22, 48, 41, 16, 15, 43, 11, 6, 34, 49, 1, 40, 56, 17, 39, 42, 52, 47, 51, 29, 28, 21, 46, 20, 45, 19, 44, 38, 3, 7, 37, 26, 5, 12, 50, 57, 35, 13, 54, 8, 10
11, 8, 52, 25, 30, 40, 1, 49, 26, 22, 18, 27, 36, 28, 16, 41, 5, 12, 6, 43, 37, 7, 17, 38, 3, 9, 21, 46, 20, 45, 15, 55, 2, 10, 33, 48, 57, 19, 4, 39, 47, 51, 29, 24, 32, 35, 23, 14, 31, 34, 56, 44, 42, 50, 54, 13, 53
7, 32, 18, 31, 23, 48, 22, 44, 38, 2, 41, 3, 55, 4, 19, 45, 20, 46, 43, 27, 36, 28, 26, 49, 1, 40, 12, 5, 37, 47, 51, 29, 39, 17, 56, 11, 16, 52, 25, 30, 15, 24, 21, 9, 34, 6, 33, 8, 54, 42, 50, 57, 35, 14, 13, 53, 10
7, 32, 18, 31, 5, 26, 22, 44, 38, 41, 2, 3, 55, 4, 19, 45, 20, 46, 43, 27, 36, 28, 48, 23, 12, 40, 1, 49, 37, 47, 51, 29, 39, 17, 56, 11, 16, 52, 25, 30, 15, 24, 21, 9, 34, 6, 33, 8, 54, 42, 50, 57, 35, 14, 13, 53, 10
35, 57, 50, 42, 56, 17, 39, 11, 9, 21, 25, 52, 24, 29, 51, 47, 37, 2, 33, 6, 34, 49, 1, 40, 43, 12, 5, 26, 22, 48, 41, 16, 28, 36, 27, 15, 30, 7, 3, 38, 44, 8, 54, 46, 20, 45, 19, 4, 55, 23, 14, 31, 18, 32, 13, 53, 10
16, 41, 48, 22, 26, 5, 12, 40, 1, 49, 34, 56, 39, 4, 19, 57, 28, 36, 27, 11, 8, 52, 25, 30, 15, 55, 7, 37, 43, 6, 33, 10, 2, 17, 38, 3, 9, 21, 46, 20, 45, 35, 23, 14, 31, 18, 32, 24, 29, 51, 47, 44, 42, 50, 54, 13, 53
33, 57, 52, 35, 30, 54, 50, 42, 44, 48, 49, 56, 41, 16, 8, 55, 21, 46, 20, 45, 36, 43, 15, 2, 10, 3, 7, 23, 47, 51, 17, 38, 9, 27, 11, 34, 25, 28, 6, 39, 53, 13, 37, 14, 31, 18, 32, 24, 29, 1, 40, 12, 5, 26, 22, 4, 19
32, 36, 27, 23, 55, 20, 45, 48, 41, 16, 28, 39, 17, 56, 9, 2, 4, 42, 50, 57, 7, 43, 11, 35, 15, 30, 25, 44, 38, 3, 5, 12, 18, 40, 1, 49, 26, 54, 8, 37, 47, 51, 29, 24, 52, 31, 14, 19, 22, 34, 21, 46, 6, 33, 13, 53, 10
36, 27, 53, 24, 30, 25, 52, 47, 51, 29, 33, 9, 2, 4, 55, 23, 14, 31, 42, 39, 17, 56, 40, 1, 49, 34, 6, 11, 43, 15, 16, 41, 48, 22, 32, 18, 28, 21, 46, 20, 45, 19, 44, 38, 3, 7, 37, 26, 35, 57, 50, 12, 5, 13, 54, 8, 10
29, 24, 52, 25, 22, 48, 41, 16, 28, 39, 17, 56, 9, 55, 23, 19, 14, 31, 8, 54, 26, 49, 1, 40, 7, 30, 15, 27, 36, 51, 47, 37, 11, 43, 45, 20, 32, 18, 3, 38, 44, 5, 12, 4, 2, 42, 50, 57, 35, 34, 21, 46, 6, 33, 13, 53, 10
18, 22, 26, 49, 1, 40, 12, 5, 41, 16, 28, 36, 27, 11, 8, 52, 25, 30, 6, 43, 37, 7, 17, 38, 3, 9, 21, 46, 20, 45, 32, 24, 29, 51, 47, 39, 4, 19, 57, 48, 33, 10, 55, 15, 2, 35, 23, 14, 31, 34, 56, 44, 42, 50, 54, 13, 53
12, 5, 41, 16, 28, 36, 27, 11, 8, 52, 25, 30, 40, 1, 49, 26, 22, 18, 6, 43, 37, 7, 17, 38, 3, 31, 14, 23, 35, 45, 32, 24, 29, 51, 47, 39, 4, 19, 57, 48, 33, 10, 2, 55, 15, 20, 46, 21, 9, 34, 56, 44, 42, 50, 54, 13, 53
18, 22, 26, 49, 1, 40, 12, 5, 41, 16, 28, 36, 27, 11, 8, 52, 25, 30, 6, 43, 37, 7, 17, 38, 3, 31, 14, 23, 35, 45, 32, 24, 29, 51, 47, 39, 4, 19, 57, 48, 33, 10, 2, 55, 15, 20, 46, 21, 9, 34, 56, 44, 42, 50, 54, 13, 53
36, 27, 53, 24, 9, 33, 2, 29, 51, 47, 52, 18, 32, 22, 48, 41, 16, 15, 43, 11, 6, 34, 49, 1, 40, 56, 17, 39, 42, 31, 14, 23, 55, 4, 30, 25, 28, 21, 46, 20, 45, 19, 44, 38, 3, 7, 37, 26, 5, 12, 50, 57, 35, 13, 54, 8, 10
23, 14, 31, 18, 32, 49, 56, 41, 16, 8, 55, 21, 46, 20, 45, 36, 43, 37, 13, 53, 39, 6, 28, 35, 17, 51, 47, 29, 25, 24, 27, 11, 34, 2, 38, 52, 57, 33, 9, 30, 54, 50, 42, 44, 48, 15, 7, 3, 10, 1, 40, 12, 5, 26, 22, 4, 19
30, 25, 52, 8, 11, 27, 36, 28, 16, 41, 48, 22, 26, 5, 12, 40, 1, 49, 34, 56, 51, 29, 24, 32, 18, 31, 14, 23, 35, 57, 15, 55, 7, 37, 43, 6, 33, 10, 2, 17, 38, 3, 9, 21, 46, 20, 45, 19, 4, 39, 53, 13, 54, 50, 42, 44, 47
11, 56, 17, 39, 29, 51, 42, 50, 57, 35, 14, 43, 46, 20, 31, 18, 32, 7, 44, 38, 45, 19, 4, 55, 23, 48, 22, 26, 5, 12, 40, 1, 49, 2, 41, 3, 36, 27, 16, 52, 25, 30, 15, 24, 21, 9, 34, 6, 33, 8, 54, 47, 37, 28, 13, 53, 10
48, 41, 16, 28, 36, 27, 11, 8, 52, 25, 30, 15, 55, 7, 37, 43, 6, 33, 10, 2, 17, 38, 3, 9, 21, 46, 20, 45, 35, 23, 14, 31, 18, 32, 24, 29, 51, 47, 44, 42, 50, 54, 13, 53, 39, 4, 19, 57, 22, 26, 5, 12, 40, 1, 49, 34, 56
5, 31, 18, 32, 7, 26, 22, 3, 38, 44, 41, 2, 55, 4, 19, 45, 20, 46, 43, 27, 36, 28, 48, 23, 12, 40, 1, 49, 37, 47, 51, 29, 39, 17, 56, 11, 16, 52, 25, 30, 15, 24, 21, 9, 34, 6, 33, 8, 54, 42, 50, 57, 35, 14, 13, 53, 10
32, 36, 27, 23, 55, 20, 45, 48, 41, 16, 28, 39, 17, 56, 9, 2, 4, 42, 50, 57, 12, 5, 54, 38, 44, 25, 30, 15, 35, 11, 43, 7, 18, 40, 1, 49, 26, 3, 8, 37, 47, 51, 29, 24, 52, 31, 14, 19, 22, 34, 21, 46, 6, 33, 13, 53, 10
12, 5, 24, 29, 51, 23, 55, 20, 45, 19, 4, 31, 40, 1, 49, 17, 56, 18, 32, 7, 44, 16, 41, 48, 54, 8, 38, 3, 2, 9, 21, 14, 46, 43, 11, 27, 36, 28, 42, 50, 57, 35, 15, 30, 25, 52, 34, 6, 33, 26, 22, 47, 37, 39, 13, 53, 10
36, 27, 15, 30, 7, 40, 1, 49, 26, 54, 8, 31, 14, 19, 23, 55, 20, 45, 43, 11, 37, 47, 51, 29, 24, 52, 25, 22, 48, 41, 16, 28, 39, 17, 56, 9, 32, 18, 44, 38, 12, 5, 3, 2, 4, 42, 50, 57, 35, 34, 21, 46, 6, 33, 13, 53, 10
9, 21, 27, 29, 51, 47, 36, 28, 16, 2, 33, 6, 34, 49, 1, 40, 41, 48, 18, 31, 14, 23, 55, 4, 19, 45, 20, 46, 22, 26, 5, 32, 3, 8, 54, 38, 44, 7, 37, 12, 43, 11, 39, 17, 56, 42, 50, 57, 35, 15, 30, 25, 52, 24, 13, 53, 10
21, 28, 36, 11, 43, 46, 20, 5, 33, 2, 27, 8, 54, 18, 32, 24, 29, 51, 47, 37, 22, 9, 48, 41, 56, 17, 39, 45, 19, 26, 23, 55, 4, 12, 40, 1, 49, 34, 6, 14, 31, 16, 50, 57, 35, 15, 30, 25, 52, 7, 3, 38, 44, 42, 13, 53, 10
36, 27, 53, 24, 9, 33, 2, 25, 30, 4, 55, 23, 14, 31, 42, 39, 17, 56, 40, 1, 49, 34, 6, 11, 43, 15, 16, 41, 48, 22, 32, 18, 52, 47, 51, 29, 28, 21, 46, 20, 45, 19, 44, 38, 3, 7, 37, 26, 5, 12, 50, 57, 35, 13, 54, 8, 10
11, 27, 36, 28, 16, 41, 48, 54, 8, 5, 12, 43, 40, 1, 49, 17, 56, 42, 50, 57, 35, 15, 30, 25, 52, 18, 32, 7, 44, 38, 3, 2, 9, 21, 24, 29, 51, 23, 55, 33, 6, 34, 4, 46, 14, 31, 20, 45, 19, 26, 22, 47, 37, 39, 13, 53, 10
44, 42, 50, 54, 30, 9, 33, 57, 52, 2, 38, 34, 11, 27, 24, 25, 29, 47, 51, 17, 35, 23, 14, 31, 18, 32, 49, 56, 41, 16, 8, 55, 21, 46, 20, 45, 36, 43, 37, 13, 53, 39, 6, 28, 48, 3, 7, 15, 10, 1, 40, 12, 5, 26, 22, 4, 19
11, 56, 17, 39, 29, 51, 42, 50, 57, 35, 14, 43, 46, 20, 31, 18, 32, 7, 3, 38, 45, 19, 4, 55, 23, 48, 22, 26, 49, 1, 40, 12, 5, 44, 41, 2, 36, 27, 16, 52, 25, 30, 15, 24, 21, 9, 34, 6, 33, 8, 54, 47, 37, 28, 13, 53, 10
