29, 38, 44, 36, 28, 10, 42, 34, 51, 21, 52, 63, 64, 58, 19, 47, 50, 54, 32, 6, 40, 4, 65, 12, 45, 22, 33, 1, 20, 39, 37, 59, 30, 3, 23, 7, 62, 25, 61, 66, 43, 53, 15, 26, 11, 48, 57, 60, 17, 41, 8, 2, 24, 27, 46, 14, 5, 31, 55, 13, 49, 18, 35, 9, 16, 56
7, 37, 60, 49, 42, 51, 6, 32, 56, 41, 11, 26, 28, 31, 5, 65, 36, 22, 33, 1, 47, 2, 58, 61, 17, 23, 3, 43, 9, 30, 10, 53, 40, 8, 15, 34, 54, 16, 46, 4, 52, 18, 35, 66, 57, 12, 45, 55, 13, 59, 24, 50, 39, 27, 48, 20, 25, 62, 64, 63, 19, 21, 29, 38, 44, 14
9, 39, 34, 56, 59, 20, 29, 11, 24, 26, 2, 13, 16, 17, 62, 30, 3, 41, 31, 4, 49, 33, 22, 21, 45, 18, 48, 40, 19, 64, 12, 55, 27, 37, 1, 52, 43, 66, 63, 35, 23, 44, 38, 32, 60, 25, 46, 36, 53, 10, 15, 7, 50, 51, 42, 65, 58, 61, 47, 8, 57, 5, 14, 6, 54, 28
18, 35, 65, 9, 16, 56, 22, 45, 39, 37, 20, 1, 30, 59, 13, 55, 31, 33, 49, 53, 19, 58, 61, 21, 29, 38, 66, 2, 51, 23, 25, 62, 3, 27, 46, 14, 5, 4, 40, 6, 32, 54, 50, 47, 36, 44, 24, 52, 12, 11, 26, 7, 34, 42, 28, 10, 41, 8, 15, 63, 64, 43, 17, 60, 57, 48
34, 56, 59, 20, 32, 61, 58, 65, 55, 27, 64, 63, 19, 66, 43, 52, 1, 53, 36, 46, 14, 45, 38, 29, 21, 39, 23, 44, 42, 13, 24, 22, 12, 7, 41, 3, 4, 49, 33, 25, 60, 16, 9, 35, 47, 50, 11, 51, 17, 62, 30, 6, 31, 5, 10, 15, 37, 40, 2, 26, 57, 8, 48, 18, 54, 28
4, 37, 39, 51, 40, 6, 32, 54, 50, 47, 36, 44, 38, 29, 21, 61, 58, 19, 17, 60, 57, 48, 11, 26, 28, 10, 42, 12, 45, 52, 63, 15, 8, 41, 56, 22, 33, 1, 20, 25, 62, 3, 23, 7, 34, 65, 49, 18, 35, 9, 16, 2, 24, 27, 46, 14, 5, 31, 55, 13, 59, 30, 53, 43, 66, 64
29, 38, 44, 47, 50, 37, 15, 10, 5, 31, 6, 30, 62, 13, 2, 26, 64, 27, 16, 9, 41, 3, 40, 33, 49, 51, 11, 42, 4, 21, 20, 59, 56, 34, 55, 65, 58, 61, 32, 24, 22, 12, 7, 23, 39, 35, 63, 19, 66, 43, 52, 17, 1, 8, 48, 18, 45, 14, 46, 36, 53, 57, 60, 25, 54, 28
6, 30, 44, 64, 25, 4, 46, 12, 14, 5, 37, 54, 59, 15, 36, 47, 3, 24, 22, 33, 1, 52, 38, 29, 42, 13, 66, 61, 23, 17, 63, 10, 40, 53, 49, 56, 41, 60, 8, 21, 18, 35, 65, 32, 11, 48, 20, 45, 58, 27, 16, 9, 2, 39, 51, 43, 19, 62, 7, 50, 34, 31, 28, 55, 57, 26
34, 56, 59, 20, 32, 61, 58, 65, 55, 27, 64, 63, 19, 66, 43, 52, 1, 53, 36, 46, 7, 12, 22, 24, 13, 42, 44, 23, 39, 21, 29, 38, 45, 14, 41, 3, 4, 49, 33, 25, 60, 16, 9, 35, 47, 50, 11, 51, 17, 62, 30, 6, 31, 5, 10, 15, 37, 40, 26, 2, 57, 8, 48, 18, 54, 28
3, 44, 17, 6, 56, 43, 9, 32, 4, 50, 24, 59, 13, 55, 23, 7, 29, 19, 34, 15, 35, 65, 11, 26, 28, 31, 5, 27, 46, 38, 62, 25, 20, 48, 54, 45, 66, 57, 12, 63, 64, 41, 36, 53, 10, 30, 16, 37, 60, 49, 42, 51, 39, 40, 52, 18, 8, 22, 33, 1, 47, 2, 58, 61, 21, 14
19, 66, 29, 21, 20, 59, 56, 34, 39, 48, 23, 7, 12, 22, 62, 30, 57, 60, 25, 40, 53, 17, 51, 64, 16, 33, 49, 4, 3, 41, 11, 50, 37, 6, 31, 5, 14, 46, 36, 35, 63, 65, 58, 61, 47, 44, 38, 32, 18, 45, 24, 13, 42, 2, 26, 55, 27, 10, 15, 8, 1, 52, 43, 9, 54, 28
10, 3, 45, 20, 43, 61, 34, 15, 9, 35, 44, 38, 29, 42, 13, 37, 24, 22, 47, 18, 58, 27, 64, 25, 41, 60, 8, 17, 23, 39, 51, 2, 66, 4, 48, 65, 32, 6, 16, 50, 59, 36, 5, 46, 12, 14, 21, 28, 11, 19, 55, 33, 1, 52, 7, 63, 40, 53, 49, 56, 54, 31, 62, 30, 57, 26
44, 42, 13, 24, 22, 12, 7, 23, 39, 60, 25, 35, 9, 16, 32, 61, 58, 65, 55, 27, 64, 63, 19, 66, 43, 52, 1, 53, 36, 46, 33, 49, 4, 3, 41, 34, 56, 59, 20, 21, 29, 38, 45, 14, 47, 50, 11, 51, 17, 62, 30, 6, 31, 5, 10, 15, 37, 40, 2, 26, 57, 8, 48, 18, 54, 28
35, 18, 49, 65, 34, 7, 37, 39, 2, 51, 62, 25, 20, 1, 33, 22, 45, 12, 42, 10, 28, 26, 11, 48, 57, 31, 5, 60, 17, 30, 53, 64, 3, 23, 43, 9, 16, 56, 41, 8, 15, 63, 52, 66, 47, 36, 44, 38, 29, 21, 61, 58, 4, 40, 6, 32, 54, 50, 19, 24, 27, 46, 14, 59, 13, 55
23, 3, 43, 9, 30, 10, 53, 40, 8, 15, 34, 54, 11, 41, 56, 32, 6, 51, 42, 49, 60, 37, 7, 17, 61, 58, 2, 47, 1, 33, 22, 36, 65, 5, 31, 28, 26, 16, 46, 4, 52, 18, 35, 66, 57, 12, 45, 55, 13, 59, 24, 50, 39, 27, 48, 20, 25, 62, 64, 63, 19, 21, 29, 38, 44, 14
6, 39, 34, 2, 13, 16, 57, 60, 25, 33, 49, 4, 3, 41, 66, 29, 19, 64, 30, 15, 53, 22, 12, 7, 23, 65, 55, 27, 10, 21, 32, 38, 44, 47, 61, 58, 20, 59, 56, 62, 17, 51, 42, 31, 63, 36, 46, 14, 45, 24, 50, 11, 5, 26, 18, 48, 40, 37, 8, 1, 52, 43, 9, 35, 54, 28
28, 44, 38, 43, 63, 55, 35, 9, 36, 47, 25, 64, 31, 1, 54, 22, 13, 18, 58, 27, 29, 49, 53, 56, 40, 46, 6, 30, 21, 34, 62, 11, 48, 20, 15, 65, 32, 39, 2, 51, 3, 61, 19, 24, 16, 50, 59, 4, 23, 7, 52, 66, 45, 42, 33, 10, 41, 60, 8, 17, 37, 5, 14, 12, 57, 26
43, 3, 23, 7, 22, 36, 53, 10, 30, 6, 41, 56, 32, 4, 52, 33, 1, 47, 2, 58, 61, 21, 64, 54, 60, 37, 16, 46, 27, 5, 31, 28, 26, 11, 48, 20, 25, 62, 49, 42, 51, 39, 50, 9, 40, 8, 15, 34, 19, 17, 24, 59, 18, 35, 66, 57, 12, 63, 65, 13, 55, 45, 44, 38, 29, 14
7, 12, 22, 24, 13, 42, 44, 23, 39, 60, 25, 35, 9, 16, 32, 61, 58, 65, 55, 27, 64, 63, 19, 66, 43, 52, 1, 53, 36, 46, 33, 49, 4, 3, 41, 34, 56, 59, 20, 21, 29, 38, 45, 14, 47, 50, 11, 51, 17, 62, 30, 6, 31, 5, 10, 15, 37, 40, 2, 26, 57, 8, 48, 18, 54, 28
9, 15, 34, 61, 43, 3, 45, 20, 10, 35, 44, 38, 29, 42, 13, 37, 24, 22, 47, 18, 58, 27, 64, 25, 41, 60, 8, 17, 23, 2, 39, 51, 66, 4, 48, 65, 32, 6, 16, 50, 59, 36, 5, 46, 12, 14, 21, 28, 11, 19, 55, 33, 1, 52, 7, 63, 40, 53, 49, 56, 54, 31, 62, 30, 57, 26
5, 14, 12, 46, 6, 37, 30, 62, 19, 11, 48, 7, 9, 16, 4, 52, 38, 29, 42, 13, 59, 50, 66, 61, 20, 45, 21, 8, 60, 41, 65, 35, 18, 58, 27, 10, 39, 54, 32, 51, 2, 56, 49, 53, 40, 63, 17, 23, 44, 64, 25, 43, 1, 33, 22, 24, 3, 47, 36, 15, 34, 31, 28, 55, 57, 26
10, 42, 34, 35, 9, 30, 59, 13, 55, 31, 53, 19, 58, 61, 21, 18, 49, 65, 12, 15, 43, 66, 16, 56, 41, 20, 1, 33, 22, 45, 51, 5, 14, 46, 27, 24, 52, 11, 48, 57, 60, 17, 29, 38, 26, 28, 3, 23, 7, 62, 25, 8, 2, 64, 39, 37, 4, 40, 6, 32, 54, 50, 47, 36, 44, 63
4, 12, 7, 23, 49, 33, 22, 57, 64, 13, 40, 37, 50, 11, 9, 43, 52, 5, 31, 59, 56, 26, 2, 35, 63, 36, 62, 17, 53, 41, 3, 34, 39, 48, 18, 45, 42, 51, 47, 44, 38, 32, 16, 6, 46, 24, 14, 61, 58, 65, 55, 27, 1, 8, 15, 10, 30, 60, 25, 20, 21, 29, 66, 19, 54, 28
20, 59, 56, 34, 41, 3, 4, 49, 33, 25, 60, 39, 23, 44, 42, 13, 24, 22, 12, 7, 21, 29, 38, 45, 14, 46, 36, 53, 1, 52, 43, 66, 19, 63, 64, 27, 55, 65, 58, 61, 32, 16, 9, 35, 47, 50, 11, 51, 17, 62, 30, 6, 31, 5, 10, 15, 37, 40, 2, 26, 57, 8, 48, 18, 54, 28
25, 61, 21, 28, 26, 11, 48, 57, 60, 2, 51, 20, 1, 33, 22, 66, 43, 34, 42, 10, 30, 59, 37, 39, 29, 62, 7, 23, 3, 38, 44, 36, 47, 50, 54, 32, 45, 12, 65, 52, 6, 40, 4, 53, 19, 58, 64, 63, 15, 8, 41, 17, 24, 27, 46, 14, 5, 31, 55, 13, 49, 18, 35, 9, 16, 56
34, 42, 10, 28, 26, 11, 23, 3, 62, 25, 48, 49, 18, 66, 43, 51, 2, 52, 24, 27, 46, 14, 5, 31, 20, 1, 33, 59, 13, 55, 19, 58, 61, 35, 7, 54, 50, 47, 9, 21, 29, 38, 44, 36, 8, 15, 63, 64, 57, 60, 17, 30, 41, 56, 16, 37, 39, 53, 22, 45, 12, 65, 32, 6, 40, 4
2, 47, 58, 61, 21, 29, 38, 62, 25, 20, 48, 54, 45, 50, 49, 60, 37, 16, 46, 27, 11, 26, 24, 59, 13, 55, 23, 7, 66, 57, 12, 40, 8, 15, 63, 18, 35, 34, 19, 17, 41, 56, 43, 39, 51, 42, 64, 1, 33, 22, 36, 53, 10, 65, 5, 31, 28, 30, 52, 4, 32, 9, 3, 6, 44, 14
29, 3, 47, 38, 44, 62, 16, 48, 4, 66, 58, 63, 55, 25, 64, 32, 65, 19, 59, 9, 35, 18, 36, 41, 60, 8, 17, 15, 34, 42, 2, 51, 5, 37, 21, 45, 13, 56, 49, 53, 28, 20, 23, 7, 52, 1, 54, 39, 11, 40, 33, 22, 24, 14, 12, 46, 6, 30, 27, 50, 10, 43, 61, 31, 57, 26
9, 23, 7, 37, 60, 49, 42, 51, 6, 43, 3, 30, 10, 53, 40, 8, 15, 34, 54, 48, 20, 25, 62, 64, 63, 19, 17, 41, 56, 32, 4, 52, 18, 35, 66, 57, 12, 16, 46, 27, 5, 31, 28, 26, 11, 65, 36, 22, 33, 1, 47, 2, 58, 61, 45, 55, 13, 59, 24, 50, 39, 21, 29, 38, 44, 14
14, 12, 46, 6, 16, 50, 59, 36, 5, 37, 24, 25, 64, 3, 21, 28, 44, 38, 29, 42, 13, 32, 65, 45, 20, 41, 60, 8, 17, 23, 39, 51, 2, 66, 4, 48, 9, 35, 22, 47, 18, 58, 27, 10, 61, 43, 15, 34, 11, 19, 55, 33, 1, 52, 7, 63, 40, 53, 49, 56, 54, 31, 62, 30, 57, 26
10, 20, 45, 61, 43, 15, 34, 35, 9, 3, 44, 38, 29, 42, 13, 37, 24, 22, 47, 18, 58, 27, 64, 25, 41, 60, 8, 17, 23, 39, 2, 51, 66, 4, 48, 65, 32, 5, 36, 59, 50, 16, 28, 21, 14, 12, 46, 6, 11, 19, 55, 33, 1, 52, 7, 63, 40, 53, 49, 56, 54, 31, 62, 30, 57, 26
43, 39, 51, 42, 49, 60, 9, 32, 35, 18, 52, 17, 19, 50, 45, 30, 6, 3, 28, 31, 5, 65, 10, 53, 36, 22, 33, 1, 2, 47, 58, 61, 21, 55, 13, 59, 24, 26, 11, 27, 46, 16, 37, 56, 41, 54, 48, 20, 25, 62, 38, 29, 4, 34, 64, 23, 7, 66, 57, 12, 40, 8, 15, 63, 44, 14
51, 45, 22, 33, 1, 20, 41, 56, 16, 66, 43, 15, 12, 65, 49, 18, 21, 61, 58, 19, 53, 10, 42, 34, 35, 9, 30, 59, 13, 55, 31, 5, 14, 46, 27, 24, 52, 11, 48, 57, 60, 17, 29, 38, 26, 28, 7, 23, 25, 62, 3, 2, 8, 64, 39, 37, 4, 40, 6, 32, 54, 50, 47, 36, 44, 63
30, 6, 46, 12, 2, 51, 39, 10, 27, 58, 18, 35, 65, 32, 54, 37, 5, 14, 42, 13, 59, 50, 66, 61, 20, 45, 21, 8, 60, 41, 62, 19, 11, 48, 7, 9, 16, 29, 38, 52, 4, 56, 49, 53, 40, 63, 17, 23, 44, 64, 25, 43, 1, 33, 22, 24, 3, 47, 36, 15, 34, 31, 28, 55, 57, 26
22, 33, 49, 14, 5, 31, 4, 59, 56, 34, 39, 9, 12, 55, 27, 37, 1, 52, 43, 66, 63, 35, 11, 16, 13, 24, 45, 18, 48, 25, 60, 41, 20, 21, 3, 23, 44, 38, 32, 29, 64, 26, 2, 19, 40, 17, 62, 30, 53, 10, 15, 7, 50, 51, 42, 65, 58, 61, 47, 8, 57, 36, 46, 6, 54, 28
9, 30, 10, 53, 40, 8, 15, 34, 54, 43, 3, 23, 17, 61, 58, 2, 47, 1, 33, 22, 36, 65, 11, 26, 28, 31, 5, 24, 59, 13, 55, 45, 12, 57, 66, 35, 18, 52, 4, 46, 16, 37, 60, 49, 42, 51, 6, 27, 39, 50, 41, 56, 32, 7, 48, 20, 25, 62, 64, 63, 19, 21, 29, 38, 44, 14
