8, 5, 12, 18, 3, 39, 26, 14, 16, 2, 7, 29, 27, 15, 22, 23, 41, 33, 24, 38, 31, 21, 9, 28, 17, 4, 6, 25, 42, 37, 20, 10, 32, 36, 1, 13, 35, 30, 19, 34, 40, 11
2, 12, 7, 42, 37, 26, 25, 35, 8, 34, 33, 6, 9, 14, 29, 13, 28, 39, 24, 36, 1, 15, 41, 19, 38, 21, 5, 40, 11, 31, 18, 30, 3, 4, 16, 32, 10, 20, 27, 17, 22, 23
10, 5, 21, 23, 28, 20, 37, 42, 41, 15, 35, 30, 18, 8, 2, 31, 32, 36, 1, 12, 24, 25, 6, 9, 19, 38, 16, 4, 39, 17, 27, 11, 40, 7, 34, 13, 29, 3, 22, 14, 26, 33
22, 8, 5, 12, 14, 2, 18, 3, 39, 26, 21, 31, 38, 24, 33, 41, 23, 15, 27, 29, 7, 16, 9, 28, 17, 4, 6, 25, 42, 37, 20, 10, 32, 36, 1, 13, 35, 30, 19, 34, 40, 11
8, 4, 39, 40, 6, 14, 12, 7, 34, 19, 23, 22, 2, 38, 24, 33, 26, 3, 27, 17, 25, 28, 37, 42, 30, 18, 13, 16, 31, 11, 35, 1, 36, 41, 15, 5, 32, 10, 20, 9, 21, 29
8, 6, 40, 39, 4, 14, 12, 7, 34, 19, 23, 22, 2, 38, 24, 33, 26, 17, 27, 3, 25, 28, 37, 42, 30, 18, 13, 16, 31, 11, 35, 1, 36, 41, 15, 5, 32, 10, 20, 9, 21, 29
16, 7, 29, 27, 15, 23, 41, 33, 24, 38, 31, 21, 26, 39, 3, 18, 14, 2, 12, 5, 8, 22, 9, 28, 17, 4, 6, 25, 42, 37, 20, 10, 32, 36, 1, 13, 35, 30, 19, 34, 40, 11
14, 9, 25, 35, 8, 34, 33, 6, 26, 37, 42, 7, 12, 2, 29, 13, 28, 39, 24, 36, 1, 15, 41, 19, 38, 21, 5, 40, 11, 31, 18, 30, 3, 4, 16, 32, 10, 20, 27, 17, 22, 23
9, 12, 24, 5, 21, 25, 28, 23, 8, 6, 20, 2, 1, 36, 32, 31, 18, 30, 35, 10, 37, 42, 41, 15, 4, 16, 38, 19, 39, 17, 27, 11, 40, 7, 34, 13, 29, 3, 22, 14, 26, 33
4, 39, 40, 6, 7, 8, 14, 12, 34, 19, 23, 22, 2, 38, 24, 33, 26, 17, 27, 28, 25, 3, 37, 42, 30, 18, 13, 16, 31, 11, 35, 1, 36, 41, 15, 5, 32, 10, 20, 9, 21, 29
4, 14, 12, 8, 39, 40, 6, 7, 34, 19, 23, 22, 2, 38, 24, 33, 26, 17, 27, 28, 25, 3, 37, 42, 30, 18, 13, 16, 31, 11, 35, 1, 36, 41, 15, 5, 32, 10, 20, 9, 21, 29
