27, 31, 29, 2, 71, 46, 52, 64, 59, 4, 33, 13, 58, 19, 39, 62, 24, 84, 68, 57, 45, 51, 5, 3, 48, 44, 43, 10, 38, 47, 80, 6, 60, 50, 30, 63, 35, 41, 22, 14, 74, 37, 12, 9, 15, 77, 26, 83, 16, 78, 73, 55, 23, 34, 65, 21, 28, 56, 79, 32, 54, 70, 81, 69, 17, 85, 7, 25, 76, 40, 87, 75, 53, 20, 42, 49, 66, 67, 11, 82, 18, 86, 8, 1, 61, 36, 72
56, 12, 37, 74, 32, 15, 9, 29, 38, 69, 17, 16, 78, 7, 87, 57, 49, 30, 70, 83, 23, 34, 82, 11, 33, 4, 58, 31, 76, 40, 77, 67, 86, 53, 75, 71, 55, 54, 13, 66, 85, 42, 73, 46, 45, 2, 43, 35, 68, 84, 24, 79, 39, 19, 52, 41, 63, 22, 14, 59, 64, 72, 18, 62, 36, 61, 65, 8, 1, 48, 27, 3, 5, 51, 81, 10, 44, 21, 28, 6, 60, 50, 25, 26, 20, 80, 47
10, 38, 47, 80, 12, 37, 74, 68, 84, 24, 27, 31, 29, 2, 71, 46, 22, 41, 35, 63, 30, 50, 60, 6, 62, 39, 19, 58, 13, 33, 4, 59, 64, 52, 14, 57, 23, 34, 65, 21, 55, 73, 78, 16, 83, 26, 77, 15, 9, 45, 51, 5, 3, 48, 44, 43, 25, 7, 85, 17, 69, 81, 70, 54, 32, 79, 56, 28, 76, 40, 87, 75, 53, 20, 42, 49, 66, 67, 11, 82, 18, 86, 8, 1, 61, 36, 72
40, 27, 48, 78, 16, 83, 26, 74, 80, 47, 38, 46, 45, 79, 14, 22, 57, 29, 75, 67, 77, 37, 12, 56, 41, 13, 33, 4, 73, 42, 66, 81, 70, 51, 36, 61, 11, 82, 34, 23, 76, 87, 19, 39, 85, 50, 60, 63, 30, 55, 62, 24, 84, 68, 54, 71, 3, 5, 35, 43, 32, 2, 1, 8, 15, 9, 58, 65, 21, 28, 25, 49, 6, 86, 52, 31, 18, 72, 64, 59, 20, 69, 17, 44, 10, 7, 53
21, 65, 34, 23, 57, 35, 26, 83, 16, 78, 73, 55, 52, 31, 29, 38, 47, 80, 12, 37, 74, 28, 56, 79, 32, 54, 3, 9, 45, 51, 5, 2, 71, 75, 53, 20, 42, 49, 66, 67, 8, 1, 61, 36, 72, 64, 59, 4, 33, 13, 58, 19, 39, 62, 24, 84, 68, 76, 40, 25, 7, 85, 86, 17, 69, 81, 70, 27, 15, 10, 44, 48, 87, 46, 14, 22, 41, 6, 60, 50, 30, 63, 11, 82, 43, 18, 77
31, 76, 40, 77, 67, 86, 53, 75, 32, 15, 9, 29, 30, 70, 83, 23, 57, 38, 69, 17, 16, 78, 79, 39, 49, 68, 84, 34, 71, 24, 58, 56, 12, 37, 74, 14, 55, 54, 42, 73, 43, 35, 62, 63, 19, 52, 41, 87, 7, 36, 61, 65, 85, 66, 13, 11, 82, 22, 4, 33, 8, 1, 48, 27, 59, 64, 72, 18, 2, 45, 46, 3, 5, 51, 81, 10, 44, 21, 28, 6, 60, 50, 25, 26, 20, 80, 47
77, 18, 43, 82, 11, 63, 30, 50, 60, 6, 41, 22, 14, 74, 37, 12, 80, 47, 38, 29, 86, 52, 55, 73, 78, 16, 83, 26, 35, 57, 23, 34, 65, 21, 28, 56, 79, 32, 54, 3, 9, 46, 45, 51, 5, 2, 71, 75, 53, 20, 42, 49, 66, 67, 8, 1, 61, 36, 72, 64, 59, 4, 33, 85, 7, 25, 40, 76, 68, 84, 24, 62, 39, 19, 58, 13, 87, 17, 69, 81, 70, 27, 15, 10, 44, 48, 31
4, 53, 75, 32, 87, 37, 12, 82, 73, 78, 17, 44, 58, 51, 22, 30, 23, 15, 47, 80, 5, 3, 42, 34, 26, 35, 43, 81, 6, 69, 45, 2, 79, 56, 57, 46, 60, 28, 71, 86, 11, 21, 85, 7, 10, 20, 18, 31, 77, 83, 16, 61, 68, 84, 24, 65, 41, 55, 36, 72, 64, 50, 38, 29, 33, 13, 14, 1, 8, 67, 66, 49, 76, 63, 48, 54, 40, 25, 19, 39, 62, 70, 27, 59, 74, 52, 9
22, 57, 82, 11, 13, 66, 85, 65, 61, 36, 7, 87, 41, 52, 19, 63, 62, 35, 43, 73, 42, 54, 14, 74, 37, 12, 56, 31, 76, 40, 77, 67, 86, 53, 75, 32, 15, 9, 29, 30, 70, 83, 23, 38, 69, 17, 16, 78, 79, 39, 49, 68, 84, 34, 71, 24, 58, 55, 4, 33, 18, 72, 64, 59, 27, 48, 1, 8, 2, 45, 46, 3, 5, 51, 81, 10, 44, 21, 28, 6, 60, 50, 25, 26, 20, 80, 47
61, 1, 8, 6, 60, 50, 30, 82, 48, 51, 13, 33, 14, 74, 37, 12, 80, 47, 38, 3, 42, 59, 64, 22, 67, 17, 35, 57, 29, 31, 52, 55, 73, 78, 70, 63, 72, 43, 21, 28, 56, 45, 46, 9, 15, 77, 79, 32, 54, 34, 23, 26, 83, 16, 87, 85, 24, 84, 5, 11, 41, 69, 81, 4, 25, 2, 18, 71, 75, 53, 20, 7, 36, 86, 62, 39, 19, 58, 49, 66, 44, 10, 27, 65, 68, 76, 40
21, 65, 34, 75, 71, 2, 29, 38, 47, 80, 12, 61, 1, 8, 31, 22, 14, 74, 37, 60, 50, 28, 56, 45, 46, 9, 15, 77, 79, 32, 54, 86, 62, 39, 36, 72, 64, 18, 82, 11, 43, 17, 69, 81, 4, 6, 41, 3, 5, 51, 48, 35, 57, 23, 19, 58, 49, 66, 67, 63, 30, 52, 7, 25, 59, 42, 13, 33, 26, 83, 16, 87, 85, 24, 84, 53, 20, 44, 10, 27, 70, 78, 73, 55, 68, 76, 40
30, 63, 35, 62, 39, 19, 58, 13, 33, 4, 59, 64, 52, 14, 57, 23, 34, 65, 21, 55, 73, 78, 16, 83, 26, 77, 15, 9, 45, 51, 50, 60, 6, 41, 22, 46, 2, 71, 29, 31, 27, 24, 84, 68, 74, 37, 12, 80, 47, 38, 10, 5, 3, 48, 44, 43, 25, 7, 85, 17, 69, 81, 70, 54, 32, 79, 56, 28, 76, 40, 87, 75, 53, 20, 42, 49, 66, 67, 11, 82, 18, 86, 8, 1, 61, 36, 72
35, 26, 83, 16, 78, 73, 55, 72, 64, 59, 4, 33, 85, 7, 25, 40, 76, 68, 84, 24, 62, 39, 19, 58, 13, 87, 52, 22, 41, 6, 60, 65, 21, 28, 56, 57, 23, 34, 46, 9, 2, 71, 75, 53, 20, 42, 49, 66, 67, 8, 1, 61, 36, 50, 30, 63, 79, 32, 54, 44, 10, 51, 45, 11, 82, 43, 18, 77, 17, 69, 81, 70, 27, 15, 5, 86, 48, 3, 14, 74, 37, 12, 80, 47, 38, 29, 31
81, 4, 65, 34, 23, 30, 63, 11, 82, 25, 6, 60, 50, 10, 27, 70, 78, 73, 55, 66, 49, 58, 19, 39, 52, 9, 15, 77, 79, 32, 54, 31, 18, 86, 62, 48, 41, 22, 14, 74, 37, 12, 80, 47, 38, 29, 2, 71, 75, 53, 20, 7, 44, 46, 1, 8, 57, 35, 21, 28, 56, 3, 5, 51, 67, 64, 59, 42, 45, 72, 36, 61, 84, 24, 85, 87, 16, 83, 26, 33, 13, 69, 17, 43, 68, 76, 40
43, 44, 48, 3, 5, 51, 45, 57, 14, 52, 64, 59, 4, 33, 13, 58, 19, 39, 62, 6, 60, 50, 30, 63, 35, 41, 22, 2, 46, 71, 29, 31, 27, 24, 84, 68, 74, 37, 12, 80, 47, 38, 10, 25, 7, 85, 17, 69, 81, 70, 54, 32, 79, 56, 28, 21, 65, 34, 23, 9, 15, 77, 26, 83, 16, 78, 73, 55, 76, 40, 87, 75, 53, 20, 42, 49, 66, 67, 11, 82, 18, 86, 8, 1, 61, 36, 72
58, 13, 33, 4, 59, 64, 72, 36, 61, 1, 8, 67, 66, 15, 9, 46, 47, 85, 24, 84, 5, 51, 45, 81, 69, 3, 48, 44, 10, 20, 7, 38, 87, 27, 70, 29, 2, 71, 75, 53, 80, 12, 37, 74, 25, 42, 49, 18, 82, 11, 63, 30, 50, 60, 6, 41, 22, 14, 19, 39, 77, 26, 83, 16, 78, 73, 55, 52, 31, 17, 43, 35, 57, 23, 34, 65, 21, 28, 56, 79, 32, 54, 86, 62, 68, 76, 40
22, 14, 79, 45, 46, 60, 63, 30, 75, 29, 38, 25, 49, 6, 67, 77, 37, 12, 56, 41, 13, 47, 57, 83, 16, 78, 48, 73, 42, 66, 81, 70, 51, 36, 61, 43, 32, 2, 3, 71, 55, 54, 68, 84, 24, 62, 50, 80, 74, 26, 85, 39, 19, 87, 76, 40, 27, 23, 34, 82, 11, 35, 5, 1, 8, 15, 9, 58, 4, 33, 65, 21, 28, 86, 52, 31, 18, 72, 64, 59, 20, 69, 17, 44, 10, 7, 53
40, 27, 48, 78, 16, 83, 26, 74, 80, 47, 38, 46, 45, 79, 14, 22, 57, 23, 34, 82, 11, 61, 36, 51, 70, 81, 66, 42, 73, 4, 33, 6, 49, 25, 28, 21, 65, 67, 75, 29, 76, 87, 19, 39, 85, 50, 60, 63, 30, 55, 62, 24, 84, 68, 54, 71, 3, 2, 32, 43, 35, 5, 1, 8, 15, 9, 58, 77, 37, 12, 56, 41, 13, 86, 52, 31, 18, 72, 64, 59, 20, 69, 17, 44, 10, 7, 53
10, 38, 47, 80, 12, 37, 74, 68, 84, 24, 27, 31, 29, 2, 71, 46, 22, 41, 35, 63, 30, 50, 60, 6, 62, 39, 19, 58, 13, 33, 4, 59, 64, 52, 14, 57, 23, 34, 65, 21, 28, 56, 79, 32, 54, 70, 81, 69, 17, 85, 7, 25, 43, 44, 48, 3, 5, 51, 45, 55, 73, 78, 16, 83, 26, 77, 15, 9, 76, 40, 87, 75, 53, 20, 42, 49, 66, 67, 11, 82, 18, 86, 8, 1, 61, 36, 72
27, 48, 78, 16, 83, 26, 74, 80, 47, 38, 29, 75, 67, 65, 21, 55, 30, 63, 60, 46, 45, 79, 14, 22, 57, 23, 34, 40, 76, 87, 19, 39, 85, 50, 82, 11, 61, 36, 51, 70, 81, 66, 42, 73, 4, 33, 6, 49, 25, 28, 62, 24, 84, 68, 54, 71, 3, 5, 35, 43, 2, 32, 1, 8, 15, 9, 58, 77, 37, 12, 56, 41, 13, 86, 52, 31, 18, 72, 64, 59, 20, 69, 17, 44, 10, 7, 53
15, 32, 74, 37, 12, 56, 45, 2, 79, 24, 84, 68, 35, 43, 46, 9, 29, 38, 69, 17, 16, 78, 7, 87, 57, 49, 30, 70, 83, 23, 34, 82, 11, 33, 4, 58, 31, 76, 40, 77, 67, 86, 53, 75, 19, 39, 73, 42, 85, 66, 13, 54, 55, 71, 52, 41, 63, 22, 14, 59, 64, 72, 18, 62, 36, 61, 65, 8, 1, 48, 27, 3, 5, 51, 81, 10, 44, 21, 28, 6, 60, 50, 25, 26, 20, 80, 47
36, 61, 11, 82, 34, 23, 57, 22, 14, 79, 45, 28, 25, 49, 6, 67, 75, 29, 38, 47, 80, 74, 26, 83, 16, 78, 48, 27, 40, 76, 87, 19, 39, 85, 50, 46, 51, 70, 81, 66, 42, 73, 4, 33, 65, 21, 60, 63, 30, 55, 62, 24, 84, 68, 54, 71, 3, 2, 32, 43, 35, 5, 1, 8, 15, 9, 58, 77, 37, 12, 56, 41, 13, 86, 52, 31, 18, 72, 64, 59, 20, 69, 17, 44, 10, 7, 53
8, 33, 36, 17, 59, 64, 72, 42, 9, 15, 31, 76, 40, 19, 52, 41, 87, 7, 78, 16, 57, 22, 14, 74, 37, 12, 56, 63, 62, 4, 79, 46, 18, 54, 55, 71, 24, 84, 68, 69, 38, 32, 73, 2, 39, 77, 67, 86, 53, 75, 29, 45, 43, 35, 58, 61, 65, 85, 66, 13, 11, 82, 34, 23, 83, 70, 30, 49, 1, 48, 27, 3, 5, 51, 81, 10, 44, 21, 28, 6, 60, 50, 25, 26, 20, 80, 47
9, 15, 77, 79, 32, 54, 34, 23, 26, 46, 45, 56, 28, 21, 43, 72, 63, 70, 78, 73, 55, 52, 31, 29, 57, 35, 83, 16, 87, 85, 24, 84, 5, 3, 41, 17, 67, 22, 64, 59, 42, 11, 38, 47, 80, 12, 37, 74, 14, 33, 13, 51, 48, 82, 18, 2, 71, 75, 53, 20, 7, 25, 4, 81, 69, 61, 1, 8, 6, 60, 50, 30, 36, 86, 62, 39, 19, 58, 49, 66, 44, 10, 27, 65, 68, 76, 40
50, 60, 37, 74, 14, 22, 31, 8, 1, 61, 12, 80, 47, 38, 29, 2, 71, 75, 34, 65, 21, 28, 56, 45, 46, 39, 62, 86, 54, 32, 79, 77, 41, 6, 4, 81, 69, 17, 43, 3, 5, 51, 15, 9, 36, 72, 64, 18, 82, 11, 48, 35, 57, 23, 19, 58, 49, 66, 67, 63, 30, 52, 7, 25, 59, 42, 13, 33, 26, 83, 16, 87, 85, 24, 84, 53, 20, 44, 10, 27, 70, 78, 73, 55, 68, 76, 40
5, 3, 48, 44, 43, 51, 45, 57, 14, 52, 64, 59, 4, 33, 13, 58, 19, 39, 62, 24, 84, 68, 74, 37, 12, 80, 47, 38, 10, 27, 31, 29, 71, 46, 2, 22, 41, 35, 63, 30, 50, 60, 6, 25, 7, 85, 17, 69, 81, 70, 54, 32, 79, 56, 28, 21, 65, 34, 23, 55, 73, 78, 16, 83, 26, 77, 15, 9, 76, 40, 87, 75, 53, 20, 42, 49, 66, 67, 11, 82, 18, 86, 8, 1, 61, 36, 72
56, 28, 21, 65, 34, 23, 57, 35, 26, 83, 16, 78, 73, 55, 72, 64, 59, 4, 33, 85, 7, 25, 40, 76, 68, 84, 24, 62, 39, 19, 58, 13, 87, 52, 63, 30, 50, 36, 61, 1, 8, 67, 66, 49, 42, 20, 53, 75, 71, 2, 5, 51, 60, 6, 41, 22, 79, 32, 54, 3, 9, 46, 45, 11, 82, 43, 18, 77, 17, 69, 81, 70, 27, 15, 10, 44, 48, 86, 14, 74, 37, 12, 80, 47, 38, 29, 31
56, 28, 21, 65, 60, 6, 41, 22, 52, 87, 13, 58, 19, 39, 62, 24, 84, 68, 76, 40, 25, 7, 85, 33, 4, 59, 64, 72, 55, 73, 78, 16, 83, 26, 35, 57, 23, 34, 46, 9, 2, 71, 75, 53, 20, 42, 49, 66, 67, 8, 1, 61, 36, 50, 30, 63, 79, 32, 54, 44, 10, 51, 45, 11, 82, 43, 18, 77, 17, 69, 81, 70, 27, 15, 5, 86, 48, 3, 14, 74, 37, 12, 80, 47, 38, 29, 31
15, 10, 77, 28, 63, 25, 40, 76, 23, 34, 82, 11, 62, 56, 35, 9, 52, 31, 18, 72, 64, 59, 42, 19, 39, 79, 58, 4, 33, 32, 2, 85, 50, 65, 21, 75, 30, 27, 48, 67, 49, 69, 83, 26, 54, 68, 84, 24, 1, 8, 60, 6, 41, 73, 86, 53, 12, 37, 74, 14, 22, 57, 36, 61, 17, 16, 78, 7, 87, 44, 46, 55, 71, 43, 70, 81, 20, 80, 47, 38, 29, 3, 5, 51, 45, 66, 13
49, 42, 25, 7, 20, 53, 37, 58, 81, 69, 17, 43, 35, 57, 23, 34, 30, 70, 27, 10, 72, 64, 59, 4, 33, 13, 75, 71, 11, 2, 9, 15, 77, 29, 38, 47, 80, 65, 21, 28, 56, 79, 32, 54, 86, 62, 39, 19, 12, 85, 24, 84, 41, 26, 63, 36, 82, 18, 31, 52, 55, 73, 78, 16, 83, 74, 14, 22, 87, 66, 67, 8, 1, 61, 45, 51, 5, 3, 48, 44, 6, 60, 50, 46, 68, 76, 40
66, 44, 10, 41, 11, 63, 32, 79, 77, 15, 65, 56, 28, 21, 30, 50, 39, 62, 86, 54, 27, 9, 46, 57, 35, 14, 74, 37, 12, 80, 47, 38, 29, 31, 64, 59, 42, 13, 33, 26, 83, 16, 87, 85, 24, 84, 45, 60, 72, 36, 61, 1, 8, 6, 43, 70, 78, 73, 55, 52, 22, 67, 34, 23, 17, 69, 49, 58, 19, 81, 4, 25, 7, 20, 53, 75, 71, 2, 18, 82, 48, 3, 5, 51, 68, 76, 40
34, 82, 11, 33, 4, 58, 31, 76, 40, 77, 67, 86, 53, 75, 56, 12, 37, 74, 32, 15, 9, 29, 38, 69, 17, 16, 78, 46, 19, 39, 79, 24, 87, 7, 23, 83, 70, 30, 49, 57, 84, 68, 35, 43, 2, 45, 73, 42, 85, 66, 13, 54, 55, 71, 52, 41, 63, 22, 14, 59, 64, 72, 18, 62, 36, 61, 65, 8, 1, 48, 27, 3, 5, 51, 81, 10, 44, 21, 28, 6, 60, 50, 25, 26, 20, 80, 47
4, 53, 75, 32, 87, 37, 12, 82, 73, 78, 17, 44, 58, 51, 22, 30, 23, 45, 2, 69, 6, 81, 43, 35, 26, 34, 42, 3, 5, 80, 47, 15, 79, 56, 57, 10, 7, 85, 21, 16, 83, 77, 31, 18, 46, 20, 60, 28, 71, 86, 11, 61, 68, 84, 24, 65, 41, 55, 36, 72, 64, 50, 38, 29, 33, 13, 14, 1, 8, 67, 66, 49, 76, 63, 48, 54, 40, 25, 19, 39, 62, 70, 27, 59, 74, 52, 9
58, 8, 1, 61, 2, 71, 75, 53, 20, 7, 25, 4, 81, 69, 17, 63, 11, 9, 46, 45, 56, 28, 21, 65, 41, 51, 19, 67, 13, 42, 59, 64, 39, 62, 86, 54, 32, 79, 77, 15, 23, 33, 26, 57, 35, 43, 83, 16, 87, 85, 24, 34, 84, 36, 72, 60, 50, 30, 49, 66, 44, 10, 6, 3, 48, 82, 18, 22, 14, 74, 37, 12, 80, 47, 38, 29, 31, 5, 52, 55, 73, 78, 70, 27, 68, 76, 40
31, 58, 4, 33, 11, 82, 34, 23, 83, 70, 30, 49, 57, 87, 7, 78, 16, 17, 69, 38, 29, 9, 15, 32, 74, 37, 12, 56, 2, 45, 46, 76, 40, 77, 67, 86, 53, 75, 19, 39, 79, 24, 84, 68, 35, 43, 73, 42, 85, 66, 13, 54, 55, 71, 52, 41, 63, 22, 14, 59, 64, 72, 18, 62, 36, 61, 65, 8, 1, 48, 27, 3, 5, 51, 81, 10, 44, 21, 28, 6, 60, 50, 25, 26, 20, 80, 47
46, 43, 35, 68, 84, 24, 79, 45, 2, 56, 12, 37, 74, 32, 15, 9, 29, 38, 69, 17, 16, 78, 7, 87, 57, 49, 30, 70, 83, 23, 34, 82, 11, 33, 4, 58, 31, 76, 40, 77, 67, 86, 53, 75, 19, 39, 73, 42, 85, 66, 13, 54, 55, 71, 52, 41, 63, 22, 14, 59, 64, 72, 18, 62, 36, 61, 65, 8, 1, 48, 27, 3, 5, 51, 81, 10, 44, 21, 28, 6, 60, 50, 25, 26, 20, 80, 47
18, 60, 87, 37, 12, 17, 42, 3, 5, 51, 47, 80, 29, 33, 21, 65, 61, 57, 10, 64, 72, 4, 28, 71, 66, 82, 46, 8, 67, 31, 77, 36, 38, 50, 19, 39, 62, 24, 84, 68, 63, 22, 44, 15, 45, 2, 20, 14, 1, 43, 85, 7, 25, 73, 58, 48, 26, 55, 30, 23, 54, 53, 75, 32, 79, 13, 49, 76, 40, 86, 11, 78, 35, 83, 16, 41, 6, 69, 81, 56, 34, 70, 27, 59, 74, 52, 9
39, 79, 78, 16, 17, 69, 38, 29, 9, 15, 2, 45, 7, 87, 43, 74, 14, 22, 52, 41, 46, 57, 49, 30, 35, 58, 4, 33, 8, 1, 48, 27, 59, 64, 72, 18, 31, 76, 40, 19, 77, 67, 86, 53, 75, 32, 73, 42, 85, 66, 13, 11, 82, 34, 23, 83, 70, 28, 21, 44, 10, 81, 51, 5, 3, 71, 55, 54, 68, 84, 24, 65, 61, 36, 62, 63, 56, 12, 37, 6, 60, 50, 25, 26, 20, 80, 47
46, 8, 67, 31, 77, 26, 48, 58, 73, 25, 7, 85, 43, 1, 14, 20, 2, 5, 3, 32, 75, 53, 54, 23, 30, 55, 57, 61, 65, 21, 17, 12, 37, 87, 60, 18, 51, 45, 15, 42, 50, 38, 36, 72, 64, 10, 82, 66, 71, 28, 4, 47, 80, 29, 33, 13, 79, 44, 22, 63, 68, 84, 24, 62, 39, 19, 49, 76, 40, 86, 11, 78, 35, 83, 16, 41, 6, 69, 81, 56, 34, 70, 27, 59, 74, 52, 9
36, 51, 70, 81, 66, 42, 73, 4, 33, 6, 49, 46, 50, 85, 39, 19, 87, 76, 40, 27, 48, 78, 16, 83, 26, 74, 80, 47, 38, 29, 75, 67, 65, 21, 28, 25, 61, 11, 82, 34, 23, 57, 22, 14, 79, 45, 60, 63, 30, 55, 62, 24, 84, 68, 54, 71, 3, 2, 32, 43, 35, 5, 1, 8, 15, 9, 58, 77, 37, 12, 56, 41, 13, 86, 52, 31, 18, 72, 64, 59, 20, 69, 17, 44, 10, 7, 53
24, 84, 68, 63, 22, 44, 45, 2, 60, 87, 37, 12, 17, 21, 65, 61, 57, 55, 30, 23, 54, 53, 75, 32, 62, 39, 19, 50, 38, 36, 72, 64, 79, 13, 33, 4, 5, 51, 47, 80, 29, 15, 42, 3, 28, 71, 66, 82, 46, 8, 67, 31, 77, 26, 48, 58, 73, 25, 7, 85, 43, 1, 14, 20, 10, 18, 49, 76, 40, 86, 11, 78, 35, 83, 16, 41, 6, 69, 81, 56, 34, 70, 27, 59, 74, 52, 9
60, 6, 25, 82, 11, 63, 30, 23, 39, 52, 31, 18, 34, 65, 4, 81, 69, 17, 43, 61, 36, 72, 45, 48, 62, 86, 78, 70, 27, 10, 54, 32, 83, 16, 87, 85, 24, 84, 79, 77, 15, 9, 46, 44, 7, 20, 53, 75, 71, 2, 29, 38, 47, 80, 12, 37, 74, 14, 22, 41, 50, 1, 8, 57, 35, 21, 28, 56, 3, 5, 51, 67, 64, 59, 42, 13, 33, 26, 73, 55, 66, 49, 58, 19, 68, 76, 40
6, 60, 50, 85, 66, 13, 79, 29, 87, 7, 78, 16, 17, 11, 82, 34, 42, 69, 46, 49, 30, 21, 38, 47, 80, 20, 75, 35, 43, 2, 32, 15, 36, 61, 65, 19, 22, 14, 74, 84, 26, 41, 73, 54, 55, 71, 76, 40, 44, 52, 10, 77, 67, 58, 4, 33, 8, 1, 48, 27, 59, 64, 72, 18, 31, 23, 57, 39, 68, 83, 70, 81, 9, 86, 37, 12, 56, 63, 62, 24, 3, 5, 51, 45, 25, 28, 53
