52, 24, 51, 13, 45, 38, 14, 28, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 30, 57, 1, 54, 26, 31, 32, 33, 5, 4, 8, 59, 37, 6, 17, 49, 46, 53, 34, 10, 2, 50, 19, 25, 27, 44, 11, 18, 47, 39, 15, 42, 23, 36, 12, 29, 56
33, 32, 30, 57, 1, 54, 50, 2, 10, 34, 53, 46, 49, 17, 41, 16, 58, 20, 51, 24, 52, 4, 8, 27, 44, 11, 18, 47, 39, 6, 22, 40, 31, 7, 5, 37, 59, 26, 48, 43, 55, 3, 21, 35, 9, 28, 14, 38, 45, 13, 19, 25, 15, 42, 23, 36, 12, 29, 56
2, 33, 32, 40, 22, 6, 39, 47, 18, 11, 44, 27, 8, 4, 52, 24, 51, 20, 58, 16, 41, 17, 49, 46, 53, 34, 10, 50, 31, 54, 1, 57, 30, 7, 5, 37, 59, 26, 48, 43, 55, 3, 21, 35, 9, 28, 14, 38, 45, 13, 19, 25, 15, 42, 23, 36, 12, 29, 56
32, 30, 57, 1, 54, 50, 2, 10, 34, 53, 46, 49, 17, 41, 16, 58, 20, 51, 24, 52, 4, 8, 27, 44, 11, 18, 47, 39, 6, 22, 40, 31, 33, 43, 48, 26, 59, 37, 5, 7, 55, 3, 21, 35, 9, 28, 14, 38, 45, 13, 19, 25, 15, 42, 23, 36, 12, 29, 56
28, 44, 27, 25, 26, 31, 32, 33, 52, 24, 51, 13, 45, 38, 47, 18, 11, 6, 5, 4, 8, 59, 37, 17, 49, 46, 53, 14, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 19, 50, 2, 10, 34, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
46, 53, 34, 10, 2, 50, 19, 25, 27, 44, 11, 18, 3, 21, 7, 16, 58, 20, 30, 57, 1, 54, 26, 31, 32, 33, 37, 59, 8, 4, 5, 47, 39, 41, 48, 43, 35, 52, 24, 51, 13, 45, 38, 14, 28, 9, 49, 17, 6, 22, 40, 55, 15, 42, 23, 36, 12, 29, 56
25, 26, 31, 32, 33, 52, 24, 51, 13, 45, 38, 5, 6, 11, 18, 47, 4, 8, 59, 37, 17, 49, 46, 53, 14, 27, 44, 28, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 19, 50, 2, 10, 34, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
21, 17, 49, 46, 53, 34, 10, 50, 31, 54, 1, 57, 30, 32, 33, 2, 7, 5, 37, 59, 26, 3, 55, 40, 22, 6, 39, 47, 18, 11, 44, 27, 8, 4, 52, 24, 51, 13, 45, 38, 14, 28, 9, 35, 43, 48, 41, 16, 58, 20, 19, 25, 15, 42, 23, 36, 12, 29, 56
4, 5, 33, 32, 8, 59, 37, 6, 17, 49, 46, 53, 34, 10, 2, 50, 19, 25, 27, 44, 9, 28, 14, 38, 45, 13, 51, 24, 52, 11, 18, 47, 31, 26, 20, 58, 16, 7, 21, 3, 55, 40, 22, 41, 48, 43, 35, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
25, 26, 31, 32, 33, 52, 24, 51, 13, 45, 38, 8, 59, 37, 5, 6, 11, 18, 47, 4, 17, 49, 46, 53, 14, 27, 44, 28, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 19, 50, 2, 10, 34, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
52, 24, 51, 13, 45, 38, 14, 28, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 26, 31, 32, 33, 5, 4, 8, 59, 37, 6, 17, 49, 46, 53, 34, 10, 2, 50, 19, 25, 27, 44, 11, 18, 47, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
27, 8, 59, 37, 5, 7, 33, 2, 32, 30, 57, 1, 54, 31, 50, 10, 34, 53, 46, 49, 17, 6, 22, 40, 55, 3, 21, 44, 11, 18, 47, 39, 26, 4, 52, 24, 51, 13, 45, 38, 14, 28, 9, 35, 43, 48, 41, 16, 58, 20, 19, 25, 15, 42, 23, 36, 12, 29, 56
26, 20, 58, 16, 7, 47, 18, 11, 9, 28, 14, 38, 45, 13, 51, 24, 52, 35, 43, 48, 41, 22, 40, 55, 3, 21, 31, 32, 33, 5, 4, 8, 59, 37, 6, 17, 49, 46, 53, 34, 10, 2, 50, 19, 25, 27, 44, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
6, 22, 40, 55, 3, 21, 17, 49, 46, 53, 34, 33, 2, 32, 30, 57, 1, 54, 31, 50, 10, 7, 5, 37, 59, 8, 27, 44, 11, 18, 47, 39, 26, 4, 52, 24, 51, 13, 45, 38, 14, 28, 9, 35, 43, 48, 41, 16, 58, 20, 19, 25, 15, 42, 23, 36, 12, 29, 56
43, 48, 10, 50, 31, 54, 1, 57, 30, 32, 21, 7, 5, 37, 59, 8, 2, 33, 34, 53, 46, 49, 17, 6, 22, 40, 55, 3, 41, 16, 58, 20, 51, 24, 52, 4, 26, 39, 47, 18, 11, 44, 27, 35, 9, 28, 14, 38, 45, 13, 19, 25, 15, 42, 23, 36, 12, 29, 56
27, 44, 28, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 19, 50, 2, 10, 34, 53, 46, 49, 17, 37, 25, 26, 31, 32, 33, 52, 24, 51, 13, 45, 59, 8, 4, 5, 6, 11, 18, 47, 38, 14, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
28, 44, 27, 25, 26, 31, 32, 33, 52, 24, 51, 13, 45, 38, 47, 18, 11, 6, 37, 59, 14, 53, 46, 49, 17, 5, 4, 8, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 19, 50, 2, 10, 34, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
37, 59, 8, 4, 5, 33, 32, 31, 26, 54, 1, 57, 30, 20, 58, 16, 7, 21, 3, 55, 40, 22, 6, 17, 49, 46, 53, 34, 10, 2, 50, 19, 25, 27, 44, 11, 18, 47, 39, 41, 48, 43, 35, 9, 28, 14, 38, 45, 13, 51, 24, 52, 15, 42, 23, 36, 12, 29, 56
26, 4, 8, 59, 37, 6, 17, 49, 46, 53, 34, 10, 2, 50, 19, 25, 27, 44, 52, 24, 51, 13, 45, 38, 14, 28, 31, 32, 9, 11, 18, 47, 33, 5, 20, 58, 16, 7, 21, 3, 55, 40, 22, 41, 48, 43, 35, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
3, 21, 7, 55, 40, 22, 33, 5, 37, 59, 8, 27, 44, 11, 18, 47, 39, 26, 54, 1, 57, 30, 31, 6, 17, 49, 46, 53, 34, 10, 2, 50, 32, 4, 52, 24, 51, 13, 45, 38, 14, 28, 9, 35, 43, 48, 41, 16, 58, 20, 19, 25, 15, 42, 23, 36, 12, 29, 56
9, 28, 14, 38, 45, 13, 51, 24, 52, 35, 43, 48, 41, 18, 11, 44, 27, 25, 19, 50, 2, 55, 40, 22, 6, 17, 49, 46, 53, 34, 10, 3, 21, 7, 16, 58, 20, 30, 57, 1, 54, 26, 31, 32, 33, 37, 59, 8, 39, 47, 5, 4, 15, 42, 23, 36, 12, 29, 56
28, 44, 27, 25, 26, 31, 32, 33, 52, 24, 51, 13, 45, 38, 8, 59, 37, 5, 6, 11, 18, 47, 4, 17, 49, 46, 53, 14, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 19, 50, 2, 10, 34, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
25, 26, 31, 32, 33, 52, 24, 51, 13, 45, 38, 47, 18, 11, 6, 5, 4, 8, 59, 37, 17, 49, 46, 53, 14, 27, 44, 28, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 19, 50, 2, 10, 34, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
28, 44, 27, 14, 53, 46, 49, 17, 37, 59, 8, 4, 5, 6, 11, 18, 47, 38, 45, 13, 51, 24, 52, 33, 32, 31, 26, 25, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 19, 50, 2, 10, 34, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
28, 44, 27, 8, 59, 37, 17, 49, 46, 53, 14, 4, 47, 18, 11, 6, 5, 38, 45, 13, 51, 24, 52, 33, 32, 31, 26, 25, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 19, 50, 2, 10, 34, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
30, 57, 1, 54, 26, 31, 32, 33, 5, 4, 8, 59, 37, 6, 17, 49, 46, 53, 34, 10, 2, 50, 19, 25, 27, 44, 11, 18, 47, 39, 20, 58, 16, 7, 21, 3, 55, 40, 22, 41, 48, 43, 35, 9, 28, 14, 38, 45, 13, 51, 24, 52, 15, 42, 23, 36, 12, 29, 56
10, 50, 31, 54, 1, 57, 30, 32, 2, 33, 34, 53, 46, 49, 17, 41, 16, 58, 20, 51, 24, 52, 4, 8, 27, 44, 11, 18, 47, 39, 6, 22, 40, 43, 48, 26, 59, 37, 5, 7, 55, 3, 21, 35, 9, 28, 14, 38, 45, 13, 19, 25, 15, 42, 23, 36, 12, 29, 56
31, 32, 8, 59, 37, 6, 17, 49, 46, 53, 34, 10, 2, 50, 19, 25, 27, 44, 9, 28, 14, 38, 45, 13, 51, 24, 52, 11, 18, 47, 33, 26, 4, 5, 20, 58, 16, 7, 21, 3, 55, 40, 22, 41, 48, 43, 35, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
26, 59, 37, 5, 7, 10, 50, 31, 54, 1, 57, 30, 32, 33, 2, 34, 53, 46, 49, 17, 21, 3, 55, 40, 22, 6, 39, 47, 18, 11, 44, 27, 8, 4, 52, 24, 51, 13, 45, 38, 14, 28, 9, 35, 43, 48, 41, 16, 58, 20, 19, 25, 15, 42, 23, 36, 12, 29, 56
9, 28, 14, 38, 45, 13, 51, 24, 52, 35, 43, 48, 41, 16, 58, 20, 30, 57, 1, 54, 26, 31, 32, 33, 37, 59, 8, 4, 5, 7, 21, 3, 18, 11, 44, 27, 25, 19, 50, 2, 10, 34, 53, 46, 49, 17, 39, 47, 55, 40, 22, 6, 15, 42, 23, 36, 12, 29, 56
43, 48, 10, 50, 31, 54, 1, 57, 30, 32, 21, 7, 5, 37, 59, 8, 27, 44, 11, 18, 47, 39, 26, 4, 52, 24, 51, 20, 58, 16, 41, 3, 55, 40, 22, 6, 17, 49, 46, 53, 34, 33, 2, 35, 9, 28, 14, 38, 45, 13, 19, 25, 15, 42, 23, 36, 12, 29, 56
9, 28, 14, 38, 45, 13, 51, 24, 52, 35, 43, 48, 41, 16, 58, 20, 30, 57, 1, 54, 26, 39, 47, 55, 40, 22, 6, 17, 49, 46, 53, 34, 10, 2, 50, 19, 25, 27, 44, 11, 18, 3, 21, 7, 5, 37, 59, 8, 4, 33, 32, 31, 15, 42, 23, 36, 12, 29, 56
5, 37, 59, 8, 27, 7, 33, 32, 31, 30, 57, 1, 54, 50, 2, 10, 34, 53, 46, 49, 17, 21, 3, 55, 40, 22, 6, 44, 11, 18, 47, 39, 26, 4, 52, 24, 51, 13, 45, 38, 14, 28, 9, 35, 43, 48, 41, 16, 58, 20, 19, 25, 15, 42, 23, 36, 12, 29, 56
6, 22, 40, 55, 3, 21, 17, 49, 46, 53, 34, 10, 50, 31, 54, 1, 57, 30, 32, 2, 33, 7, 5, 37, 59, 8, 27, 44, 11, 18, 47, 39, 26, 4, 52, 24, 51, 13, 45, 38, 14, 28, 9, 35, 43, 48, 41, 16, 58, 20, 19, 25, 15, 42, 23, 36, 12, 29, 56
26, 20, 58, 16, 7, 21, 3, 55, 40, 22, 41, 48, 43, 35, 9, 28, 14, 38, 45, 13, 51, 24, 52, 11, 18, 47, 31, 32, 33, 5, 4, 8, 59, 37, 6, 17, 49, 46, 53, 34, 10, 2, 50, 19, 25, 27, 44, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
5, 37, 59, 8, 27, 7, 2, 10, 50, 54, 1, 57, 30, 31, 32, 33, 34, 53, 46, 49, 17, 6, 22, 40, 55, 3, 21, 44, 11, 18, 47, 39, 26, 4, 52, 24, 51, 13, 45, 38, 14, 28, 9, 35, 43, 48, 41, 16, 58, 20, 19, 25, 15, 42, 23, 36, 12, 29, 56
28, 44, 27, 25, 26, 31, 32, 33, 52, 24, 51, 13, 45, 38, 5, 6, 11, 18, 47, 4, 8, 59, 37, 17, 49, 46, 53, 14, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 19, 50, 2, 10, 34, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
52, 24, 51, 13, 45, 38, 14, 28, 9, 35, 43, 48, 41, 16, 58, 20, 30, 57, 1, 54, 26, 6, 22, 40, 55, 47, 39, 17, 49, 46, 53, 34, 10, 2, 50, 19, 25, 27, 44, 11, 18, 3, 21, 7, 4, 8, 59, 37, 5, 33, 32, 31, 15, 42, 23, 36, 12, 29, 56
19, 25, 27, 44, 11, 18, 41, 48, 43, 35, 52, 24, 51, 13, 45, 38, 14, 28, 9, 50, 2, 55, 40, 22, 6, 17, 49, 46, 53, 34, 10, 3, 21, 7, 16, 58, 20, 30, 57, 1, 54, 26, 31, 32, 33, 37, 59, 8, 4, 5, 47, 39, 15, 42, 23, 36, 12, 29, 56
8, 47, 18, 11, 4, 27, 44, 28, 59, 37, 5, 6, 17, 49, 46, 53, 14, 38, 45, 13, 51, 24, 52, 33, 32, 31, 26, 25, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 19, 50, 2, 10, 34, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
28, 44, 27, 8, 4, 14, 53, 46, 49, 17, 6, 59, 37, 5, 11, 18, 47, 38, 45, 13, 51, 24, 52, 33, 32, 31, 26, 25, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 19, 50, 2, 10, 34, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
28, 44, 27, 25, 26, 31, 32, 33, 52, 24, 51, 13, 45, 38, 47, 18, 11, 6, 5, 4, 14, 53, 46, 49, 17, 37, 59, 8, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 19, 50, 2, 10, 34, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
43, 48, 5, 37, 59, 8, 27, 7, 2, 33, 32, 30, 57, 1, 54, 31, 50, 10, 34, 53, 46, 49, 17, 21, 3, 55, 40, 22, 6, 44, 11, 18, 47, 39, 26, 4, 52, 24, 51, 20, 58, 16, 41, 35, 9, 28, 14, 38, 45, 13, 19, 25, 15, 42, 23, 36, 12, 29, 56
6, 37, 59, 8, 4, 26, 17, 49, 46, 53, 34, 10, 2, 50, 19, 25, 27, 44, 52, 24, 51, 13, 45, 38, 14, 28, 31, 33, 9, 11, 18, 47, 32, 5, 20, 58, 16, 7, 21, 3, 55, 40, 22, 41, 48, 43, 35, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
26, 59, 37, 5, 7, 10, 50, 31, 54, 1, 57, 30, 32, 2, 33, 34, 53, 46, 49, 17, 21, 3, 55, 40, 22, 6, 39, 47, 18, 11, 44, 27, 8, 4, 52, 24, 51, 13, 45, 38, 14, 28, 9, 35, 43, 48, 41, 16, 58, 20, 19, 25, 15, 42, 23, 36, 12, 29, 56
28, 44, 27, 14, 53, 46, 49, 17, 4, 8, 59, 37, 5, 6, 11, 18, 47, 38, 45, 13, 51, 24, 52, 33, 32, 31, 26, 25, 9, 35, 43, 48, 41, 22, 40, 55, 3, 21, 7, 16, 58, 20, 19, 50, 2, 10, 34, 39, 54, 1, 57, 30, 15, 42, 23, 36, 12, 29, 56
