16, 12, 21, 35, 28, 30, 25, 14, 17, 4, 2, 27, 23, 18, 26, 9, 13, 11, 32, 1, 24, 19, 10, 31, 20, 15, 29, 33, 34, 3, 6, 8, 36, 5, 22, 7
20, 10, 19, 21, 35, 28, 30, 15, 31, 6, 12, 8, 36, 34, 24, 1, 32, 17, 4, 27, 14, 22, 26, 9, 5, 33, 7, 2, 23, 18, 25, 13, 16, 11, 3, 29
22, 14, 31, 6, 33, 5, 9, 26, 18, 23, 16, 20, 4, 35, 28, 30, 27, 15, 2, 21, 19, 10, 7, 12, 8, 36, 34, 24, 1, 32, 25, 13, 17, 11, 3, 29
10, 2, 11, 33, 36, 34, 15, 32, 23, 27, 26, 24, 28, 35, 4, 9, 22, 29, 25, 31, 20, 19, 21, 30, 14, 13, 8, 12, 16, 6, 7, 18, 1, 17, 3, 5
17, 28, 26, 35, 11, 9, 1, 32, 20, 30, 22, 14, 7, 8, 5, 15, 21, 19, 12, 16, 10, 4, 33, 2, 29, 24, 6, 13, 36, 34, 25, 18, 27, 23, 3, 31
8, 20, 30, 22, 14, 12, 16, 10, 9, 7, 1, 32, 19, 17, 5, 15, 21, 28, 26, 35, 11, 4, 33, 2, 29, 24, 6, 13, 36, 34, 25, 18, 27, 23, 3, 31
15, 17, 33, 31, 23, 20, 24, 19, 34, 36, 13, 25, 6, 27, 8, 14, 28, 35, 21, 29, 22, 4, 1, 32, 2, 18, 26, 30, 9, 7, 11, 10, 12, 16, 3, 5
11, 19, 21, 30, 26, 27, 32, 1, 17, 24, 6, 29, 25, 8, 16, 4, 18, 12, 2, 33, 36, 34, 13, 14, 9, 7, 10, 23, 15, 22, 35, 28, 31, 20, 3, 5
21, 19, 10, 27, 2, 15, 35, 28, 30, 20, 16, 23, 18, 26, 9, 5, 33, 6, 31, 14, 22, 4, 7, 12, 8, 36, 34, 24, 1, 32, 25, 13, 17, 11, 3, 29
7, 11, 35, 26, 28, 17, 19, 32, 1, 8, 20, 30, 22, 14, 10, 9, 21, 15, 5, 16, 12, 4, 33, 2, 29, 24, 6, 13, 36, 34, 25, 18, 27, 23, 3, 31
22, 14, 20, 10, 19, 21, 35, 28, 30, 15, 31, 6, 12, 8, 36, 34, 24, 1, 32, 17, 4, 27, 26, 9, 5, 33, 7, 2, 23, 18, 25, 13, 16, 11, 3, 29
14, 36, 34, 30, 21, 35, 31, 11, 32, 1, 12, 22, 7, 10, 9, 25, 13, 16, 4, 19, 8, 26, 24, 20, 6, 33, 18, 23, 2, 27, 28, 15, 17, 5, 3, 29
14, 36, 34, 30, 10, 7, 22, 12, 1, 32, 11, 31, 35, 21, 9, 25, 13, 16, 4, 19, 8, 26, 24, 20, 6, 33, 18, 23, 2, 27, 28, 15, 17, 5, 3, 29
11, 32, 1, 12, 22, 7, 10, 30, 34, 36, 14, 31, 35, 21, 9, 4, 16, 13, 25, 19, 8, 26, 24, 20, 6, 33, 18, 23, 2, 27, 28, 15, 17, 5, 3, 29
18, 10, 7, 16, 8, 25, 29, 27, 32, 1, 17, 24, 11, 19, 21, 30, 26, 6, 13, 14, 9, 4, 34, 36, 33, 12, 2, 23, 15, 22, 35, 28, 31, 20, 3, 5
28, 15, 17, 20, 24, 22, 7, 10, 30, 34, 36, 8, 19, 13, 4, 27, 2, 23, 18, 26, 9, 14, 25, 12, 1, 32, 11, 31, 16, 33, 6, 35, 21, 5, 3, 29
18, 11, 31, 6, 33, 36, 34, 32, 7, 24, 15, 25, 29, 22, 35, 28, 8, 2, 4, 17, 30, 26, 10, 27, 12, 21, 19, 23, 20, 13, 16, 14, 1, 9, 3, 5
10, 18, 7, 29, 4, 32, 12, 24, 25, 15, 19, 30, 35, 28, 6, 8, 21, 2, 20, 23, 11, 14, 27, 17, 22, 31, 33, 36, 34, 13, 26, 9, 1, 16, 3, 5
10, 9, 13, 22, 30, 7, 16, 12, 35, 26, 1, 32, 28, 6, 21, 34, 36, 18, 25, 27, 23, 4, 33, 2, 29, 24, 8, 14, 17, 20, 15, 5, 19, 11, 3, 31
21, 35, 12, 14, 9, 26, 18, 4, 31, 6, 2, 23, 27, 28, 30, 25, 15, 17, 32, 1, 24, 19, 5, 33, 34, 36, 8, 22, 7, 10, 13, 16, 20, 11, 3, 29
18, 36, 34, 21, 12, 16, 7, 9, 26, 35, 30, 22, 13, 6, 28, 32, 1, 10, 25, 27, 23, 4, 33, 2, 29, 24, 8, 14, 17, 20, 15, 5, 19, 11, 3, 31
26, 9, 5, 33, 6, 31, 14, 22, 7, 12, 8, 36, 34, 24, 1, 32, 10, 19, 21, 15, 27, 2, 30, 28, 35, 4, 18, 23, 16, 20, 25, 13, 17, 11, 3, 29
18, 10, 7, 16, 8, 25, 29, 6, 24, 17, 1, 32, 27, 26, 30, 21, 19, 11, 4, 9, 14, 13, 34, 36, 33, 12, 2, 23, 15, 22, 35, 28, 31, 20, 3, 5
9, 8, 20, 30, 22, 14, 12, 16, 10, 7, 1, 32, 19, 17, 5, 15, 21, 28, 26, 35, 11, 4, 33, 2, 29, 24, 6, 13, 36, 34, 25, 18, 27, 23, 3, 31
13, 34, 36, 33, 31, 22, 17, 8, 15, 12, 32, 7, 18, 25, 24, 23, 2, 21, 20, 35, 30, 14, 27, 28, 6, 4, 29, 10, 19, 11, 26, 9, 1, 16, 3, 5
23, 31, 33, 13, 36, 34, 19, 14, 4, 21, 35, 28, 9, 7, 15, 20, 30, 8, 29, 25, 6, 27, 24, 17, 1, 32, 2, 18, 26, 22, 11, 10, 12, 16, 3, 5
18, 36, 34, 21, 6, 28, 32, 1, 10, 9, 13, 22, 30, 7, 16, 12, 35, 26, 25, 27, 23, 4, 33, 2, 29, 24, 8, 14, 17, 20, 15, 5, 19, 11, 3, 31
14, 5, 15, 21, 9, 1, 32, 19, 17, 28, 26, 35, 11, 7, 22, 30, 20, 8, 10, 16, 12, 4, 33, 2, 29, 24, 6, 13, 36, 34, 25, 18, 27, 23, 3, 31
26, 9, 5, 33, 6, 31, 14, 22, 7, 12, 8, 36, 34, 24, 1, 32, 30, 28, 35, 2, 4, 27, 15, 21, 19, 10, 18, 23, 16, 20, 25, 13, 17, 11, 3, 29
26, 9, 5, 33, 6, 31, 14, 22, 7, 12, 8, 36, 34, 24, 1, 32, 30, 28, 35, 2, 15, 27, 10, 19, 21, 4, 18, 23, 16, 20, 25, 13, 17, 11, 3, 29
10, 19, 21, 15, 2, 27, 30, 28, 35, 4, 32, 1, 24, 34, 36, 8, 12, 7, 22, 14, 31, 6, 33, 5, 9, 26, 18, 23, 16, 20, 25, 13, 17, 11, 3, 29
7, 16, 12, 21, 34, 36, 18, 9, 6, 13, 22, 30, 35, 26, 28, 32, 1, 10, 25, 27, 23, 4, 33, 2, 29, 24, 8, 14, 17, 20, 15, 5, 19, 11, 3, 31
15, 31, 6, 12, 8, 36, 34, 24, 1, 32, 17, 22, 14, 27, 4, 30, 28, 35, 21, 19, 10, 20, 26, 9, 5, 33, 7, 2, 23, 18, 25, 13, 16, 11, 3, 29
23, 31, 33, 20, 15, 7, 9, 28, 35, 21, 4, 14, 19, 34, 36, 13, 30, 8, 29, 25, 6, 27, 24, 17, 1, 32, 2, 18, 26, 22, 11, 10, 12, 16, 3, 5
7, 16, 12, 21, 34, 36, 18, 30, 22, 13, 9, 10, 1, 32, 28, 6, 35, 26, 25, 27, 23, 4, 33, 2, 29, 24, 8, 14, 17, 20, 15, 5, 19, 11, 3, 31
26, 9, 5, 33, 2, 12, 8, 36, 34, 24, 1, 32, 16, 21, 19, 10, 20, 6, 31, 14, 22, 7, 28, 30, 25, 13, 18, 23, 35, 4, 27, 15, 17, 11, 3, 29
22, 14, 31, 6, 33, 5, 9, 26, 18, 23, 16, 20, 4, 35, 28, 30, 27, 2, 15, 21, 19, 10, 7, 12, 8, 36, 34, 24, 1, 32, 25, 13, 17, 11, 3, 29
2, 10, 11, 33, 36, 34, 15, 32, 23, 27, 26, 24, 28, 35, 4, 9, 22, 29, 25, 8, 13, 14, 30, 21, 19, 20, 31, 12, 16, 6, 7, 18, 1, 17, 3, 5
14, 5, 15, 21, 7, 11, 35, 26, 28, 17, 19, 32, 1, 10, 22, 30, 20, 8, 9, 16, 12, 4, 33, 2, 29, 24, 6, 13, 36, 34, 25, 18, 27, 23, 3, 31
6, 28, 32, 1, 10, 9, 13, 22, 30, 7, 26, 35, 24, 29, 2, 33, 4, 23, 27, 25, 18, 36, 34, 21, 12, 16, 8, 14, 17, 20, 15, 5, 19, 11, 3, 31
13, 34, 36, 33, 31, 22, 17, 8, 15, 12, 32, 7, 18, 25, 24, 23, 21, 2, 20, 35, 30, 14, 27, 28, 6, 4, 29, 10, 19, 11, 26, 9, 1, 16, 3, 5
20, 24, 1, 32, 11, 31, 16, 12, 14, 19, 21, 35, 28, 30, 25, 15, 17, 4, 27, 2, 10, 29, 33, 34, 13, 6, 3, 23, 18, 26, 9, 8, 36, 5, 22, 7
23, 33, 2, 12, 8, 36, 34, 24, 1, 32, 16, 21, 19, 10, 20, 6, 31, 14, 22, 7, 28, 30, 25, 18, 26, 13, 9, 5, 35, 4, 27, 15, 17, 11, 3, 29
19, 4, 15, 23, 27, 28, 35, 22, 29, 25, 8, 13, 14, 7, 12, 16, 9, 10, 21, 11, 24, 30, 26, 6, 17, 1, 32, 34, 36, 33, 18, 2, 31, 20, 3, 5
15, 25, 24, 6, 28, 35, 30, 19, 10, 18, 7, 29, 4, 32, 12, 8, 21, 2, 20, 23, 11, 14, 27, 17, 22, 31, 33, 36, 34, 13, 26, 9, 1, 16, 3, 5
21, 35, 31, 7, 10, 20, 12, 25, 8, 36, 34, 30, 6, 33, 5, 22, 19, 4, 16, 28, 13, 26, 11, 32, 17, 15, 9, 14, 27, 2, 23, 18, 1, 24, 3, 29
8, 36, 34, 30, 10, 7, 22, 24, 19, 13, 4, 27, 2, 23, 18, 26, 9, 14, 25, 12, 1, 32, 11, 31, 20, 6, 33, 16, 28, 15, 17, 35, 21, 5, 3, 29
7, 18, 32, 12, 24, 25, 15, 29, 4, 10, 19, 30, 35, 28, 6, 8, 21, 2, 20, 23, 11, 14, 27, 17, 22, 31, 33, 36, 34, 13, 26, 9, 1, 16, 3, 5
22, 14, 31, 6, 33, 5, 9, 26, 18, 23, 16, 20, 4, 35, 28, 30, 2, 27, 15, 21, 19, 10, 7, 12, 8, 36, 34, 24, 1, 32, 25, 13, 17, 11, 3, 29
18, 11, 31, 6, 33, 36, 34, 32, 7, 24, 15, 25, 29, 22, 35, 28, 2, 8, 26, 30, 17, 4, 10, 27, 12, 21, 19, 23, 20, 13, 16, 14, 1, 9, 3, 5
18, 10, 7, 16, 8, 25, 29, 6, 24, 17, 1, 32, 27, 26, 30, 21, 19, 11, 13, 14, 9, 4, 34, 36, 33, 12, 2, 23, 15, 22, 35, 28, 31, 20, 3, 5
11, 19, 21, 30, 26, 27, 32, 1, 17, 24, 6, 29, 25, 8, 16, 4, 18, 2, 12, 33, 36, 34, 13, 14, 9, 7, 10, 23, 15, 22, 35, 28, 31, 20, 3, 5
21, 19, 10, 27, 15, 2, 35, 28, 30, 20, 16, 23, 18, 26, 9, 5, 33, 6, 31, 14, 22, 4, 7, 12, 8, 36, 34, 24, 1, 32, 25, 13, 17, 11, 3, 29
6, 26, 30, 21, 19, 11, 24, 17, 1, 32, 27, 29, 25, 8, 16, 4, 18, 12, 2, 33, 36, 34, 13, 14, 9, 7, 10, 23, 15, 22, 35, 28, 31, 20, 3, 5
21, 19, 10, 2, 27, 15, 35, 28, 30, 20, 16, 23, 18, 26, 9, 5, 33, 6, 31, 14, 22, 4, 7, 12, 8, 36, 34, 24, 1, 32, 25, 13, 17, 11, 3, 29
23, 31, 33, 24, 27, 6, 25, 29, 8, 30, 20, 15, 7, 9, 28, 35, 21, 4, 14, 19, 34, 36, 13, 17, 1, 32, 2, 18, 26, 22, 11, 10, 12, 16, 3, 5
14, 22, 30, 20, 8, 1, 32, 19, 17, 28, 26, 35, 11, 7, 5, 15, 21, 9, 10, 16, 12, 4, 33, 2, 29, 24, 6, 13, 36, 34, 25, 18, 27, 23, 3, 31
6, 28, 12, 32, 10, 19, 4, 29, 7, 18, 20, 23, 11, 24, 25, 15, 8, 21, 2, 35, 30, 14, 27, 17, 22, 31, 33, 36, 34, 13, 26, 9, 1, 16, 3, 5
10, 20, 6, 31, 14, 22, 7, 28, 30, 25, 19, 21, 16, 32, 1, 24, 34, 36, 8, 12, 2, 33, 23, 18, 26, 13, 9, 5, 35, 4, 27, 15, 17, 11, 3, 29
16, 12, 7, 14, 13, 8, 25, 29, 22, 35, 28, 27, 23, 15, 4, 19, 9, 10, 21, 11, 24, 30, 26, 6, 17, 1, 32, 34, 36, 33, 2, 18, 31, 20, 3, 5
17, 15, 25, 30, 28, 35, 21, 19, 14, 12, 16, 31, 11, 32, 1, 24, 20, 4, 2, 27, 10, 29, 33, 34, 13, 6, 3, 23, 18, 26, 9, 8, 36, 5, 22, 7
13, 34, 36, 33, 31, 22, 17, 8, 15, 12, 32, 7, 18, 25, 24, 23, 21, 2, 20, 35, 30, 14, 27, 28, 11, 19, 10, 29, 4, 6, 26, 9, 1, 16, 3, 5
13, 25, 12, 20, 6, 33, 5, 10, 7, 31, 35, 21, 26, 28, 16, 4, 19, 8, 36, 34, 30, 32, 11, 22, 15, 17, 9, 14, 27, 2, 23, 18, 1, 24, 3, 29
2, 8, 28, 35, 22, 29, 25, 15, 24, 7, 32, 34, 36, 33, 6, 31, 11, 18, 26, 30, 17, 4, 10, 27, 12, 21, 19, 23, 20, 13, 16, 14, 1, 9, 3, 5
26, 9, 5, 33, 6, 31, 14, 22, 7, 12, 8, 36, 34, 24, 1, 32, 30, 28, 35, 4, 27, 15, 2, 21, 19, 10, 18, 23, 16, 20, 25, 13, 17, 11, 3, 29
8, 18, 16, 12, 21, 34, 36, 13, 32, 1, 10, 9, 7, 20, 17, 14, 22, 30, 25, 6, 26, 35, 24, 29, 2, 33, 28, 27, 23, 4, 15, 5, 19, 11, 3, 31
28, 15, 17, 20, 31, 11, 32, 1, 12, 25, 14, 9, 26, 18, 23, 2, 27, 4, 13, 19, 8, 36, 34, 30, 10, 7, 22, 24, 16, 33, 6, 35, 21, 5, 3, 29
26, 35, 30, 22, 13, 6, 28, 32, 1, 10, 9, 7, 16, 12, 21, 34, 36, 18, 25, 27, 23, 4, 33, 2, 29, 24, 8, 14, 17, 20, 15, 5, 19, 11, 3, 31
18, 10, 7, 16, 8, 25, 29, 27, 32, 1, 17, 24, 11, 19, 21, 30, 26, 6, 4, 9, 14, 13, 34, 36, 33, 12, 2, 23, 15, 22, 35, 28, 31, 20, 3, 5
12, 8, 36, 34, 24, 1, 32, 17, 22, 14, 27, 4, 6, 31, 15, 30, 28, 35, 21, 19, 10, 20, 26, 9, 5, 33, 7, 2, 23, 18, 25, 13, 16, 11, 3, 29
17, 15, 25, 30, 28, 35, 21, 19, 14, 12, 16, 31, 11, 32, 1, 24, 20, 4, 27, 2, 3, 29, 10, 34, 33, 6, 13, 23, 18, 26, 9, 8, 36, 5, 22, 7
17, 15, 25, 30, 28, 35, 21, 19, 14, 12, 16, 31, 11, 32, 1, 24, 20, 4, 27, 2, 10, 29, 33, 34, 3, 6, 13, 23, 18, 26, 9, 8, 36, 5, 22, 7
13, 22, 30, 35, 26, 9, 18, 36, 34, 21, 12, 16, 7, 6, 28, 32, 1, 10, 25, 27, 23, 4, 33, 2, 29, 24, 8, 14, 17, 20, 15, 5, 19, 11, 3, 31
7, 22, 14, 31, 6, 20, 10, 28, 30, 25, 19, 21, 16, 32, 1, 24, 34, 36, 8, 12, 2, 33, 23, 18, 26, 13, 9, 5, 35, 4, 27, 15, 17, 11, 3, 29
26, 9, 5, 33, 6, 31, 14, 22, 7, 12, 8, 36, 34, 24, 1, 32, 10, 19, 21, 2, 15, 27, 30, 28, 35, 4, 18, 23, 16, 20, 25, 13, 17, 11, 3, 29
6, 28, 32, 1, 10, 9, 13, 22, 30, 7, 20, 17, 14, 8, 26, 35, 24, 29, 2, 33, 4, 23, 27, 25, 18, 36, 34, 21, 12, 16, 15, 5, 19, 11, 3, 31
2, 4, 23, 18, 7, 22, 27, 15, 17, 32, 1, 24, 34, 36, 8, 12, 13, 16, 26, 9, 5, 33, 14, 31, 6, 20, 10, 19, 21, 35, 28, 30, 25, 11, 3, 29
20, 24, 1, 32, 34, 36, 8, 19, 26, 9, 25, 30, 28, 35, 21, 7, 22, 5, 16, 12, 14, 15, 10, 31, 33, 6, 18, 23, 2, 27, 4, 17, 11, 13, 3, 29
18, 36, 34, 21, 6, 28, 32, 1, 9, 13, 22, 30, 7, 16, 12, 35, 26, 10, 25, 27, 23, 4, 33, 2, 29, 24, 8, 14, 17, 20, 15, 5, 19, 11, 3, 31
14, 25, 19, 8, 36, 34, 30, 32, 11, 22, 10, 28, 15, 17, 9, 26, 21, 6, 33, 5, 7, 35, 31, 13, 16, 4, 12, 20, 27, 2, 23, 18, 1, 24, 3, 29
4, 16, 28, 13, 19, 22, 5, 33, 6, 30, 34, 36, 8, 25, 12, 20, 10, 7, 31, 35, 21, 26, 11, 32, 17, 15, 9, 14, 27, 2, 23, 18, 1, 24, 3, 29
22, 13, 6, 28, 32, 1, 10, 9, 7, 20, 17, 14, 8, 16, 12, 21, 34, 36, 18, 25, 27, 23, 30, 4, 33, 2, 29, 24, 35, 26, 15, 5, 19, 11, 3, 31
18, 36, 34, 21, 6, 28, 32, 1, 10, 26, 35, 12, 16, 7, 30, 22, 13, 9, 25, 27, 23, 4, 33, 2, 29, 24, 8, 14, 17, 20, 15, 5, 19, 11, 3, 31
14, 36, 34, 30, 21, 35, 31, 11, 32, 1, 12, 22, 7, 10, 9, 4, 16, 13, 25, 19, 8, 26, 24, 20, 6, 33, 18, 23, 2, 27, 28, 15, 17, 5, 3, 29
8, 36, 34, 30, 10, 7, 22, 24, 19, 13, 4, 27, 2, 23, 18, 26, 9, 14, 25, 12, 1, 32, 11, 31, 20, 17, 15, 28, 16, 33, 6, 35, 21, 5, 3, 29
27, 4, 17, 32, 1, 24, 34, 36, 8, 12, 6, 31, 30, 28, 35, 21, 19, 15, 14, 22, 26, 9, 10, 20, 7, 33, 5, 2, 23, 18, 25, 13, 16, 11, 3, 29
6, 26, 30, 21, 19, 11, 24, 17, 1, 32, 27, 29, 25, 8, 16, 4, 18, 10, 7, 9, 14, 13, 34, 36, 33, 12, 2, 23, 15, 22, 35, 28, 31, 20, 3, 5
21, 35, 31, 7, 10, 20, 12, 25, 22, 5, 33, 6, 30, 34, 36, 8, 19, 13, 28, 16, 4, 26, 11, 32, 17, 15, 9, 14, 27, 2, 23, 18, 1, 24, 3, 29
7, 29, 4, 6, 24, 25, 15, 19, 10, 28, 35, 30, 18, 32, 12, 8, 2, 21, 20, 23, 11, 14, 27, 17, 22, 31, 33, 36, 34, 13, 26, 9, 1, 16, 3, 5
17, 15, 25, 30, 28, 35, 21, 19, 14, 12, 16, 13, 3, 29, 31, 6, 20, 4, 27, 2, 24, 1, 32, 11, 33, 34, 10, 23, 18, 26, 9, 8, 36, 5, 22, 7
15, 31, 6, 22, 14, 27, 4, 17, 32, 1, 24, 34, 36, 8, 12, 30, 28, 35, 21, 19, 10, 20, 26, 9, 5, 33, 7, 2, 23, 18, 25, 13, 16, 11, 3, 29
8, 24, 20, 23, 31, 33, 17, 15, 27, 19, 34, 36, 13, 25, 6, 14, 28, 35, 21, 29, 22, 4, 1, 32, 2, 18, 26, 30, 9, 7, 11, 10, 12, 16, 3, 5
26, 9, 5, 33, 6, 31, 14, 22, 7, 12, 8, 36, 34, 24, 1, 32, 30, 28, 35, 4, 2, 27, 15, 21, 19, 10, 18, 23, 16, 20, 25, 13, 17, 11, 3, 29
6, 24, 8, 31, 11, 18, 33, 36, 34, 32, 7, 2, 28, 35, 22, 29, 25, 15, 26, 30, 17, 4, 10, 27, 12, 21, 19, 23, 20, 13, 16, 14, 1, 9, 3, 5
10, 4, 29, 15, 25, 24, 12, 32, 18, 7, 19, 30, 35, 28, 6, 8, 2, 21, 20, 23, 11, 14, 27, 17, 22, 31, 33, 36, 34, 13, 26, 9, 1, 16, 3, 5
10, 19, 21, 15, 27, 2, 30, 28, 35, 4, 32, 1, 24, 34, 36, 8, 12, 7, 22, 14, 31, 6, 33, 5, 9, 26, 18, 23, 16, 20, 25, 13, 17, 11, 3, 29
23, 31, 33, 17, 29, 8, 30, 13, 36, 34, 19, 14, 4, 21, 35, 28, 9, 7, 15, 25, 6, 27, 24, 20, 1, 32, 2, 18, 26, 22, 11, 10, 12, 16, 3, 5
6, 28, 32, 1, 10, 9, 13, 22, 30, 7, 20, 17, 14, 8, 16, 12, 21, 34, 36, 18, 25, 27, 23, 4, 33, 2, 29, 24, 35, 26, 15, 5, 19, 11, 3, 31
26, 9, 5, 33, 6, 31, 14, 22, 7, 12, 8, 36, 34, 24, 1, 32, 30, 28, 35, 4, 27, 2, 15, 21, 19, 10, 18, 23, 16, 20, 25, 13, 17, 11, 3, 29
16, 12, 7, 14, 13, 8, 25, 29, 22, 35, 28, 4, 15, 23, 27, 19, 9, 10, 21, 11, 24, 30, 26, 6, 17, 1, 32, 34, 36, 33, 18, 2, 31, 20, 3, 5
14, 22, 30, 20, 8, 1, 32, 7, 11, 35, 26, 28, 17, 19, 10, 9, 21, 15, 5, 16, 12, 4, 33, 2, 29, 24, 6, 13, 36, 34, 25, 18, 27, 23, 3, 31
10, 19, 21, 2, 15, 27, 30, 28, 35, 4, 32, 1, 24, 34, 36, 8, 12, 7, 22, 14, 31, 6, 33, 5, 9, 26, 18, 23, 16, 20, 25, 13, 17, 11, 3, 29
10, 4, 29, 7, 18, 32, 12, 24, 25, 15, 19, 30, 35, 28, 6, 8, 21, 2, 20, 23, 11, 14, 27, 17, 22, 31, 33, 36, 34, 13, 26, 9, 1, 16, 3, 5
20, 7, 33, 5, 9, 26, 22, 14, 31, 6, 12, 8, 36, 34, 24, 1, 32, 17, 4, 27, 10, 19, 21, 35, 28, 30, 15, 2, 23, 18, 25, 13, 16, 11, 3, 29
33, 5, 19, 21, 35, 12, 14, 9, 26, 18, 4, 31, 6, 7, 10, 13, 16, 27, 23, 2, 22, 8, 36, 34, 24, 1, 32, 17, 15, 25, 30, 28, 20, 11, 3, 29
15, 25, 24, 6, 28, 35, 30, 19, 10, 18, 7, 29, 4, 32, 12, 8, 2, 21, 20, 23, 11, 14, 27, 17, 22, 31, 33, 36, 34, 13, 26, 9, 1, 16, 3, 5
15, 10, 31, 33, 6, 5, 22, 7, 21, 35, 28, 30, 25, 9, 26, 14, 20, 24, 1, 32, 34, 36, 8, 19, 12, 16, 18, 23, 2, 27, 4, 17, 11, 13, 3, 29
