16, 38, 6, 19, 2, 5, 24, 25, 43, 31, 34, 17, 3, 45, 1, 11, 4, 35, 37, 48, 27, 42, 15, 36, 40, 18, 26, 23, 30, 47, 29, 33, 32, 12, 7, 28, 13, 44, 46, 22, 14, 41, 8, 10, 20, 21, 39, 9
14, 17, 3, 37, 44, 46, 35, 26, 22, 16, 42, 13, 11, 7, 5, 28, 41, 4, 38, 12, 32, 33, 34, 8, 29, 2, 43, 31, 19, 47, 30, 36, 48, 40, 24, 6, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
5, 41, 28, 40, 23, 24, 33, 12, 47, 30, 1, 45, 19, 8, 44, 46, 22, 13, 11, 7, 34, 2, 31, 6, 38, 36, 16, 18, 26, 14, 32, 43, 15, 42, 27, 48, 37, 35, 10, 17, 3, 4, 25, 29, 20, 21, 39, 9
16, 18, 26, 14, 33, 25, 32, 15, 42, 27, 48, 37, 35, 4, 10, 17, 36, 3, 23, 40, 47, 30, 1, 45, 19, 8, 44, 46, 22, 13, 11, 7, 2, 34, 31, 43, 38, 12, 41, 28, 5, 24, 6, 29, 20, 21, 39, 9
2, 34, 7, 11, 13, 22, 46, 44, 8, 19, 45, 1, 30, 47, 40, 23, 4, 3, 17, 10, 35, 37, 48, 27, 42, 15, 32, 25, 33, 14, 26, 18, 16, 36, 31, 43, 38, 12, 41, 28, 5, 24, 6, 29, 20, 21, 39, 9
13, 22, 46, 44, 8, 19, 45, 1, 30, 47, 12, 33, 24, 11, 7, 34, 2, 31, 43, 15, 42, 27, 48, 37, 5, 41, 28, 40, 23, 6, 38, 36, 16, 18, 26, 14, 32, 35, 10, 17, 25, 4, 3, 29, 20, 21, 39, 9
15, 42, 27, 37, 6, 2, 16, 43, 5, 38, 44, 46, 22, 26, 10, 28, 19, 33, 3, 17, 31, 34, 11, 13, 48, 12, 32, 14, 4, 35, 7, 45, 1, 30, 47, 29, 36, 18, 8, 41, 40, 23, 25, 24, 20, 21, 39, 9
16, 38, 6, 24, 46, 44, 37, 3, 17, 41, 12, 32, 48, 40, 22, 26, 35, 34, 47, 29, 2, 36, 33, 4, 14, 19, 43, 31, 5, 28, 8, 7, 11, 13, 42, 30, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
4, 38, 8, 2, 40, 48, 32, 12, 36, 33, 24, 6, 41, 19, 31, 43, 26, 22, 16, 42, 13, 11, 7, 35, 46, 44, 37, 3, 17, 14, 5, 28, 29, 47, 30, 34, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
18, 22, 46, 44, 28, 5, 26, 14, 32, 24, 41, 8, 13, 11, 7, 2, 34, 31, 16, 38, 6, 12, 33, 25, 23, 40, 47, 30, 1, 45, 19, 43, 10, 17, 3, 4, 35, 37, 48, 27, 42, 15, 36, 29, 20, 21, 39, 9
3, 17, 14, 37, 44, 46, 24, 6, 38, 16, 22, 26, 43, 31, 5, 28, 29, 47, 30, 42, 13, 11, 7, 4, 48, 40, 35, 33, 2, 36, 8, 19, 41, 12, 32, 34, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
15, 32, 25, 33, 14, 26, 18, 16, 36, 31, 43, 38, 6, 23, 40, 42, 27, 48, 37, 35, 4, 3, 17, 10, 24, 5, 47, 30, 1, 45, 19, 8, 44, 46, 22, 13, 11, 7, 34, 2, 28, 41, 12, 29, 20, 21, 39, 9
4, 35, 36, 10, 28, 5, 31, 43, 26, 22, 17, 3, 45, 1, 7, 11, 33, 40, 48, 32, 12, 34, 8, 14, 19, 41, 16, 38, 6, 13, 42, 30, 47, 29, 2, 37, 44, 46, 24, 15, 23, 18, 27, 25, 20, 21, 39, 9
37, 48, 27, 42, 15, 43, 32, 14, 26, 18, 16, 36, 38, 6, 31, 2, 34, 7, 11, 13, 22, 46, 44, 8, 19, 45, 1, 30, 47, 12, 33, 24, 5, 41, 28, 40, 23, 35, 10, 17, 25, 4, 3, 29, 20, 21, 39, 9
11, 13, 8, 41, 24, 16, 38, 6, 25, 36, 15, 7, 2, 34, 31, 42, 27, 48, 37, 35, 4, 5, 28, 44, 46, 22, 18, 32, 12, 33, 10, 43, 14, 26, 3, 17, 19, 45, 1, 30, 47, 40, 23, 29, 20, 21, 39, 9
10, 36, 35, 4, 28, 22, 26, 43, 31, 5, 17, 3, 45, 1, 7, 11, 33, 40, 48, 32, 12, 34, 8, 14, 19, 41, 16, 38, 6, 13, 42, 30, 47, 29, 2, 37, 44, 46, 24, 15, 23, 18, 27, 25, 20, 21, 39, 9
29, 38, 16, 41, 19, 14, 8, 34, 12, 32, 48, 40, 33, 11, 7, 1, 45, 3, 17, 5, 31, 43, 26, 22, 28, 4, 35, 36, 10, 47, 30, 42, 13, 6, 2, 37, 44, 46, 24, 15, 23, 18, 27, 25, 20, 21, 39, 9
3, 17, 14, 37, 44, 46, 24, 6, 38, 16, 22, 26, 43, 31, 5, 28, 29, 47, 30, 42, 13, 11, 7, 35, 40, 48, 4, 33, 36, 2, 8, 19, 41, 12, 32, 34, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
3, 17, 14, 37, 44, 46, 35, 26, 22, 16, 42, 13, 11, 7, 5, 28, 41, 32, 12, 38, 4, 33, 34, 2, 8, 29, 43, 31, 19, 47, 30, 36, 48, 40, 24, 6, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
4, 10, 17, 12, 35, 19, 45, 1, 8, 18, 26, 14, 33, 3, 32, 25, 11, 13, 16, 7, 2, 34, 31, 43, 38, 6, 23, 40, 28, 41, 5, 24, 44, 46, 22, 37, 48, 27, 42, 15, 36, 47, 30, 29, 20, 21, 39, 9
26, 22, 40, 48, 32, 12, 41, 17, 35, 4, 1, 45, 19, 3, 30, 47, 14, 37, 44, 46, 24, 6, 38, 16, 8, 10, 43, 31, 5, 28, 42, 13, 11, 7, 36, 29, 15, 33, 34, 2, 23, 18, 27, 25, 20, 21, 39, 9
2, 8, 38, 4, 40, 48, 32, 12, 36, 33, 24, 6, 41, 19, 31, 43, 26, 22, 16, 42, 13, 11, 7, 35, 46, 44, 37, 3, 17, 14, 5, 28, 29, 47, 30, 34, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
3, 26, 14, 17, 12, 33, 18, 8, 1, 45, 19, 35, 4, 10, 32, 25, 11, 13, 16, 7, 34, 2, 31, 43, 38, 6, 23, 40, 28, 41, 22, 46, 44, 24, 5, 37, 48, 27, 42, 15, 36, 47, 30, 29, 20, 21, 39, 9
8, 2, 38, 4, 40, 48, 32, 12, 36, 33, 24, 6, 41, 19, 31, 43, 26, 22, 16, 42, 13, 11, 7, 35, 46, 44, 37, 3, 17, 14, 30, 47, 29, 28, 5, 34, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
4, 8, 41, 11, 33, 2, 34, 38, 12, 32, 29, 7, 35, 46, 44, 37, 3, 17, 14, 5, 28, 13, 42, 16, 22, 26, 43, 31, 19, 47, 30, 36, 48, 40, 24, 6, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
14, 17, 3, 37, 44, 46, 24, 6, 38, 16, 22, 26, 43, 31, 5, 28, 29, 47, 30, 42, 13, 11, 7, 4, 48, 40, 35, 33, 36, 8, 2, 19, 41, 12, 32, 34, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
25, 3, 4, 35, 37, 48, 27, 42, 15, 23, 40, 47, 30, 1, 45, 19, 8, 44, 46, 22, 13, 11, 7, 2, 34, 33, 12, 41, 28, 36, 38, 6, 24, 5, 31, 43, 16, 18, 26, 14, 32, 10, 17, 29, 20, 21, 39, 9
8, 18, 33, 12, 17, 14, 26, 3, 1, 45, 19, 35, 4, 10, 32, 25, 11, 13, 16, 7, 34, 2, 31, 43, 38, 6, 23, 40, 28, 41, 5, 24, 44, 46, 22, 37, 48, 27, 42, 15, 36, 47, 30, 29, 20, 21, 39, 9
37, 48, 27, 42, 15, 43, 32, 14, 26, 18, 16, 36, 38, 6, 31, 34, 2, 7, 11, 13, 22, 46, 44, 8, 19, 45, 1, 30, 47, 12, 33, 24, 5, 41, 28, 40, 23, 35, 10, 17, 25, 4, 3, 29, 20, 21, 39, 9
14, 26, 3, 17, 12, 33, 18, 8, 1, 45, 19, 35, 4, 10, 32, 25, 11, 13, 16, 7, 2, 34, 31, 43, 38, 6, 23, 40, 28, 41, 5, 24, 44, 46, 22, 37, 48, 27, 42, 15, 36, 47, 30, 29, 20, 21, 39, 9
40, 23, 6, 38, 43, 31, 17, 10, 4, 35, 37, 48, 27, 42, 15, 32, 25, 33, 14, 26, 18, 16, 36, 3, 24, 5, 47, 30, 1, 45, 19, 8, 44, 46, 22, 13, 11, 7, 34, 2, 28, 41, 12, 29, 20, 21, 39, 9
35, 4, 25, 40, 28, 5, 24, 8, 23, 34, 3, 20, 43, 29, 47, 30, 1, 45, 10, 36, 15, 42, 27, 48, 19, 2, 41, 22, 46, 44, 38, 11, 7, 18, 16, 37, 13, 39, 6, 21, 33, 14, 32, 26, 17, 12, 9, 31
2, 34, 7, 11, 13, 22, 46, 44, 8, 19, 45, 1, 30, 47, 40, 23, 15, 42, 27, 48, 37, 35, 4, 3, 25, 33, 12, 41, 28, 5, 24, 6, 38, 36, 31, 43, 16, 18, 26, 14, 32, 10, 17, 29, 20, 21, 39, 9
4, 35, 36, 10, 28, 22, 26, 43, 31, 5, 17, 3, 45, 1, 7, 11, 33, 47, 30, 42, 13, 34, 16, 38, 6, 40, 48, 32, 12, 41, 19, 14, 8, 29, 2, 37, 44, 46, 24, 15, 23, 18, 27, 25, 20, 21, 39, 9
28, 29, 47, 30, 42, 13, 11, 7, 4, 48, 40, 35, 33, 31, 43, 26, 22, 16, 38, 6, 24, 46, 44, 37, 36, 17, 3, 34, 5, 14, 32, 12, 41, 19, 8, 2, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
26, 22, 16, 42, 13, 28, 5, 14, 17, 3, 37, 44, 46, 35, 7, 29, 32, 12, 38, 4, 33, 2, 34, 8, 41, 11, 43, 31, 19, 47, 30, 36, 48, 40, 24, 6, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
12, 17, 14, 26, 18, 8, 1, 45, 19, 35, 4, 10, 33, 3, 32, 25, 11, 13, 16, 7, 2, 34, 31, 43, 38, 6, 23, 40, 28, 41, 22, 46, 44, 24, 5, 37, 48, 27, 42, 15, 36, 47, 30, 29, 20, 21, 39, 9
31, 43, 26, 22, 16, 38, 6, 24, 46, 44, 37, 3, 17, 14, 5, 28, 29, 47, 30, 42, 13, 11, 7, 4, 48, 40, 35, 33, 36, 8, 2, 19, 41, 12, 32, 34, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
26, 18, 40, 36, 15, 42, 27, 48, 37, 35, 4, 16, 38, 6, 19, 31, 43, 24, 5, 34, 17, 3, 45, 1, 11, 2, 25, 23, 30, 47, 29, 33, 32, 12, 7, 28, 13, 44, 46, 22, 14, 41, 8, 10, 20, 21, 39, 9
4, 35, 43, 31, 37, 24, 38, 6, 7, 41, 12, 32, 48, 15, 10, 5, 36, 25, 14, 11, 44, 46, 22, 26, 30, 47, 29, 33, 27, 42, 13, 8, 1, 45, 3, 17, 40, 28, 16, 18, 23, 19, 2, 34, 20, 21, 39, 9
14, 17, 3, 37, 44, 46, 35, 26, 22, 16, 42, 13, 11, 7, 5, 28, 41, 8, 4, 33, 2, 34, 38, 12, 32, 29, 43, 31, 19, 47, 30, 36, 48, 40, 24, 6, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
34, 2, 7, 11, 13, 22, 46, 44, 8, 19, 45, 1, 30, 47, 40, 23, 10, 36, 17, 3, 4, 35, 37, 48, 27, 42, 15, 32, 25, 33, 14, 26, 18, 16, 31, 43, 38, 12, 41, 28, 5, 24, 6, 29, 20, 21, 39, 9
3, 17, 14, 37, 44, 46, 35, 26, 22, 16, 42, 13, 11, 7, 5, 28, 41, 4, 38, 12, 32, 33, 34, 8, 2, 29, 43, 31, 19, 47, 30, 36, 48, 40, 24, 6, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
16, 38, 8, 36, 33, 30, 42, 13, 11, 14, 37, 44, 46, 24, 6, 7, 4, 35, 47, 29, 2, 34, 17, 3, 19, 41, 12, 32, 48, 40, 22, 26, 43, 31, 5, 28, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
14, 26, 4, 3, 17, 10, 35, 19, 45, 1, 8, 18, 33, 12, 32, 25, 11, 13, 16, 7, 2, 34, 31, 43, 38, 6, 23, 40, 28, 41, 5, 24, 44, 46, 22, 37, 48, 27, 42, 15, 36, 47, 30, 29, 20, 21, 39, 9
19, 33, 10, 4, 35, 37, 48, 27, 42, 15, 36, 40, 47, 30, 1, 45, 3, 17, 18, 8, 44, 46, 22, 13, 11, 7, 2, 34, 31, 43, 16, 28, 41, 12, 32, 14, 26, 5, 24, 6, 38, 25, 23, 29, 20, 21, 39, 9
3, 17, 14, 37, 44, 46, 24, 6, 38, 16, 22, 26, 43, 31, 5, 28, 8, 7, 11, 13, 42, 30, 47, 29, 2, 36, 33, 35, 40, 48, 4, 19, 41, 12, 32, 34, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
2, 29, 34, 17, 3, 19, 41, 12, 32, 48, 40, 22, 26, 43, 31, 5, 28, 46, 44, 37, 14, 7, 11, 13, 42, 30, 33, 36, 8, 47, 35, 4, 16, 38, 6, 24, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
7, 11, 13, 22, 46, 44, 8, 34, 19, 45, 1, 30, 47, 12, 33, 15, 32, 14, 26, 18, 16, 36, 38, 6, 23, 40, 28, 41, 5, 24, 42, 27, 48, 37, 2, 31, 43, 35, 10, 17, 25, 4, 3, 29, 20, 21, 39, 9
8, 6, 38, 16, 22, 26, 43, 31, 2, 36, 33, 4, 48, 40, 35, 7, 11, 13, 42, 30, 47, 29, 28, 5, 14, 17, 3, 37, 44, 46, 24, 19, 41, 12, 32, 34, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
7, 11, 13, 42, 16, 22, 26, 35, 46, 44, 37, 3, 17, 14, 5, 28, 41, 4, 38, 12, 32, 33, 2, 34, 8, 29, 43, 31, 19, 47, 30, 36, 48, 40, 24, 6, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
3, 26, 14, 17, 10, 4, 35, 19, 45, 1, 8, 18, 33, 12, 32, 25, 11, 13, 16, 7, 34, 2, 31, 43, 38, 6, 23, 40, 28, 41, 22, 46, 44, 24, 5, 37, 48, 27, 42, 15, 36, 47, 30, 29, 20, 21, 39, 9
14, 17, 3, 37, 44, 46, 35, 26, 22, 16, 42, 13, 11, 7, 5, 28, 41, 8, 34, 2, 33, 4, 38, 12, 32, 29, 43, 31, 19, 47, 30, 36, 48, 40, 24, 6, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
18, 26, 23, 30, 47, 29, 11, 2, 1, 45, 3, 17, 34, 31, 43, 25, 24, 5, 40, 36, 15, 42, 27, 48, 37, 35, 4, 16, 38, 6, 19, 33, 32, 12, 7, 28, 13, 44, 46, 22, 14, 41, 8, 10, 20, 21, 39, 9
12, 17, 10, 4, 35, 19, 45, 1, 8, 18, 26, 14, 33, 3, 32, 25, 11, 13, 16, 7, 2, 34, 31, 43, 38, 6, 23, 40, 28, 41, 22, 46, 44, 24, 5, 37, 48, 27, 42, 15, 36, 47, 30, 29, 20, 21, 39, 9
3, 17, 14, 37, 44, 46, 35, 26, 22, 16, 42, 13, 11, 7, 5, 28, 41, 8, 34, 2, 33, 4, 38, 12, 32, 29, 43, 31, 19, 47, 30, 36, 48, 40, 24, 6, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
29, 38, 16, 41, 19, 14, 8, 34, 12, 32, 48, 40, 33, 11, 7, 1, 45, 3, 17, 10, 36, 35, 4, 28, 22, 26, 43, 31, 5, 47, 30, 42, 13, 6, 2, 37, 44, 46, 24, 15, 23, 18, 27, 25, 20, 21, 39, 9
19, 33, 10, 4, 35, 37, 48, 27, 42, 15, 36, 40, 47, 30, 1, 45, 18, 17, 3, 8, 44, 46, 22, 13, 11, 7, 2, 34, 31, 43, 16, 28, 41, 12, 32, 14, 26, 5, 24, 6, 38, 25, 23, 29, 20, 21, 39, 9
2, 34, 7, 11, 13, 22, 46, 44, 8, 19, 45, 1, 30, 47, 40, 23, 3, 36, 16, 18, 26, 14, 33, 25, 32, 15, 42, 27, 48, 37, 35, 4, 10, 17, 31, 43, 38, 6, 24, 5, 28, 41, 12, 29, 20, 21, 39, 9
15, 32, 25, 33, 14, 26, 18, 16, 36, 31, 43, 38, 6, 23, 40, 42, 27, 48, 37, 35, 4, 10, 17, 3, 24, 5, 47, 30, 1, 45, 19, 8, 44, 46, 22, 13, 11, 7, 2, 34, 28, 41, 12, 29, 20, 21, 39, 9
12, 32, 48, 15, 10, 5, 36, 14, 11, 44, 46, 22, 41, 7, 6, 38, 24, 37, 31, 43, 35, 4, 26, 30, 47, 29, 33, 27, 42, 13, 25, 8, 1, 45, 3, 17, 40, 28, 16, 18, 23, 19, 34, 2, 20, 21, 39, 9
34, 2, 7, 11, 13, 22, 46, 44, 8, 19, 45, 1, 30, 47, 40, 23, 10, 36, 16, 18, 26, 14, 33, 25, 32, 15, 42, 27, 48, 37, 35, 4, 3, 17, 31, 43, 38, 6, 24, 5, 28, 41, 12, 29, 20, 21, 39, 9
26, 14, 32, 18, 19, 45, 1, 30, 47, 40, 23, 25, 33, 12, 6, 38, 16, 13, 11, 22, 46, 44, 31, 34, 7, 2, 28, 5, 24, 41, 8, 43, 10, 17, 3, 4, 35, 37, 48, 27, 42, 15, 36, 29, 20, 21, 39, 9
31, 43, 26, 22, 16, 38, 6, 2, 8, 36, 33, 4, 48, 40, 35, 7, 11, 13, 42, 30, 47, 29, 28, 5, 14, 17, 3, 37, 44, 46, 24, 19, 41, 12, 32, 34, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
11, 1, 45, 3, 17, 34, 31, 43, 25, 24, 5, 2, 19, 6, 38, 16, 4, 35, 37, 48, 27, 42, 15, 36, 40, 18, 26, 23, 30, 47, 29, 33, 32, 12, 7, 28, 13, 44, 46, 22, 14, 41, 8, 10, 20, 21, 39, 9
14, 17, 3, 37, 44, 46, 35, 7, 11, 13, 42, 16, 22, 26, 5, 28, 41, 8, 4, 33, 2, 34, 38, 12, 32, 29, 43, 31, 19, 47, 30, 36, 48, 40, 24, 6, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
16, 38, 7, 11, 13, 42, 30, 33, 36, 8, 14, 37, 44, 46, 24, 6, 4, 35, 47, 29, 34, 2, 17, 3, 19, 41, 12, 32, 48, 40, 22, 26, 43, 31, 5, 28, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
16, 18, 26, 14, 33, 25, 32, 15, 42, 27, 48, 37, 35, 4, 10, 17, 36, 3, 24, 5, 47, 30, 1, 45, 19, 8, 44, 46, 22, 13, 11, 7, 34, 2, 31, 43, 38, 12, 41, 28, 40, 23, 6, 29, 20, 21, 39, 9
26, 22, 46, 14, 41, 18, 16, 5, 47, 30, 1, 45, 3, 32, 28, 13, 36, 39, 19, 24, 25, 37, 35, 4, 33, 12, 40, 7, 9, 23, 38, 17, 10, 48, 27, 42, 15, 29, 6, 34, 2, 8, 21, 43, 31, 11, 44, 20
14, 17, 3, 37, 44, 46, 35, 7, 11, 13, 42, 16, 22, 26, 5, 28, 41, 32, 12, 38, 4, 33, 34, 8, 29, 2, 43, 31, 19, 47, 30, 36, 48, 40, 24, 6, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
2, 34, 7, 11, 13, 22, 46, 44, 8, 19, 45, 1, 30, 47, 40, 23, 15, 42, 27, 48, 37, 35, 4, 3, 17, 10, 32, 25, 33, 14, 26, 18, 16, 36, 31, 43, 38, 12, 41, 28, 5, 24, 6, 29, 20, 21, 39, 9
2, 34, 7, 11, 13, 22, 46, 44, 8, 19, 45, 1, 30, 47, 40, 23, 4, 10, 17, 3, 35, 37, 48, 27, 42, 15, 32, 25, 33, 14, 26, 18, 16, 36, 31, 43, 38, 12, 41, 28, 5, 24, 6, 29, 20, 21, 39, 9
7, 11, 13, 22, 46, 44, 8, 34, 19, 45, 1, 30, 47, 12, 33, 15, 32, 14, 26, 18, 16, 36, 38, 6, 23, 40, 28, 41, 5, 24, 42, 27, 48, 37, 2, 31, 43, 35, 3, 17, 10, 4, 25, 29, 20, 21, 39, 9
5, 41, 28, 40, 23, 24, 33, 12, 47, 30, 1, 45, 19, 8, 44, 46, 22, 13, 11, 7, 34, 31, 2, 6, 38, 36, 16, 18, 26, 14, 32, 43, 15, 42, 27, 48, 37, 35, 10, 17, 25, 4, 3, 29, 20, 21, 39, 9
15, 42, 27, 48, 19, 2, 41, 22, 46, 44, 38, 11, 7, 18, 16, 36, 10, 45, 1, 30, 47, 29, 43, 20, 3, 34, 23, 8, 24, 5, 28, 40, 25, 4, 35, 37, 13, 39, 6, 21, 33, 14, 32, 26, 17, 12, 9, 31
5, 24, 32, 10, 17, 41, 28, 40, 23, 6, 38, 36, 25, 16, 18, 26, 14, 3, 4, 35, 37, 48, 27, 42, 33, 12, 47, 30, 1, 45, 19, 8, 44, 46, 22, 13, 11, 7, 34, 2, 31, 43, 15, 29, 20, 21, 39, 9
13, 22, 46, 44, 8, 19, 45, 1, 30, 47, 12, 33, 24, 37, 48, 27, 42, 15, 43, 31, 34, 2, 7, 11, 5, 41, 28, 40, 23, 6, 38, 36, 16, 18, 26, 14, 32, 35, 4, 10, 17, 3, 25, 29, 20, 21, 39, 9
38, 10, 45, 1, 30, 47, 29, 43, 31, 26, 34, 23, 8, 41, 14, 32, 33, 9, 44, 46, 22, 24, 12, 17, 13, 36, 15, 42, 27, 48, 3, 20, 5, 21, 11, 7, 18, 16, 6, 2, 19, 39, 37, 35, 28, 40, 25, 4
31, 43, 26, 22, 16, 38, 6, 13, 42, 30, 47, 29, 4, 48, 40, 35, 33, 36, 8, 2, 24, 46, 44, 37, 3, 17, 14, 5, 28, 7, 11, 19, 41, 12, 32, 34, 15, 1, 45, 10, 23, 18, 27, 25, 20, 21, 39, 9
19, 39, 36, 13, 28, 32, 3, 45, 1, 30, 47, 5, 16, 18, 41, 14, 46, 22, 26, 24, 25, 37, 35, 4, 33, 12, 40, 7, 9, 23, 38, 17, 10, 48, 27, 42, 15, 29, 6, 2, 34, 8, 21, 43, 31, 11, 44, 20
10, 36, 35, 4, 28, 5, 31, 43, 26, 22, 17, 3, 45, 1, 7, 11, 33, 40, 48, 32, 12, 34, 8, 14, 19, 41, 16, 38, 29, 47, 30, 42, 13, 6, 2, 37, 44, 46, 24, 15, 23, 18, 27, 25, 20, 21, 39, 9
22, 46, 44, 11, 14, 36, 5, 10, 15, 48, 32, 12, 41, 7, 6, 38, 24, 37, 31, 43, 35, 4, 26, 30, 47, 29, 33, 27, 42, 13, 25, 8, 1, 45, 3, 17, 40, 28, 16, 18, 23, 19, 34, 2, 20, 21, 39, 9
