12, 22, 16, 20, 7, 10, 5, 1, 21, 14, 3, 2, 19, 9, 11, 13, 18, 6, 4, 17, 15, 8
12, 18, 22, 17, 20, 9, 13, 15, 5, 6, 19, 4, 16, 10, 2, 1, 7, 21, 3, 11, 14, 8
9, 5, 12, 19, 17, 13, 18, 6, 15, 1, 3, 7, 21, 11, 2, 20, 4, 16, 10, 22, 14, 8
10, 16, 21, 14, 13, 22, 12, 15, 5, 7, 9, 2, 3, 19, 20, 17, 1, 4, 6, 11, 18, 8
14, 10, 15, 13, 19, 21, 2, 9, 12, 17, 6, 4, 1, 3, 18, 7, 20, 16, 22, 11, 5, 8
9, 18, 13, 16, 12, 1, 15, 3, 5, 19, 4, 2, 21, 7, 22, 10, 20, 17, 6, 11, 14, 8
2, 3, 14, 21, 1, 16, 20, 5, 22, 12, 19, 9, 10, 7, 11, 13, 18, 6, 4, 17, 15, 8
10, 20, 15, 11, 2, 14, 21, 18, 16, 6, 5, 22, 12, 4, 17, 19, 3, 1, 9, 13, 7, 8
3, 6, 13, 19, 22, 12, 18, 15, 1, 4, 21, 9, 16, 7, 2, 10, 20, 17, 5, 11, 14, 8
2, 11, 21, 7, 9, 1, 3, 18, 4, 19, 17, 13, 5, 12, 20, 15, 6, 16, 10, 22, 14, 8
9, 16, 2, 21, 22, 12, 1, 7, 11, 14, 4, 15, 20, 3, 6, 18, 10, 19, 17, 5, 13, 8
15, 6, 18, 13, 17, 19, 12, 5, 3, 1, 9, 7, 21, 11, 2, 20, 4, 16, 10, 22, 14, 8
11, 2, 21, 7, 3, 1, 9, 18, 4, 19, 17, 13, 6, 15, 20, 12, 5, 16, 10, 22, 14, 8
12, 4, 6, 16, 18, 21, 2, 14, 11, 15, 20, 10, 22, 5, 17, 19, 9, 1, 3, 13, 7, 8
11, 21, 2, 7, 9, 1, 3, 18, 4, 19, 17, 13, 5, 12, 20, 15, 6, 16, 10, 22, 14, 8
13, 1, 3, 16, 14, 20, 9, 10, 17, 21, 4, 7, 2, 11, 19, 18, 6, 15, 12, 22, 5, 8
12, 22, 13, 7, 21, 16, 10, 9, 2, 11, 19, 14, 15, 5, 20, 17, 1, 4, 6, 3, 18, 8
12, 19, 9, 10, 7, 20, 16, 1, 21, 14, 2, 3, 22, 5, 11, 13, 18, 6, 4, 17, 15, 8
14, 17, 16, 21, 4, 6, 5, 12, 11, 19, 22, 7, 18, 10, 20, 3, 15, 2, 1, 9, 13, 8
2, 15, 21, 20, 10, 19, 11, 6, 3, 1, 18, 13, 9, 22, 12, 17, 14, 4, 16, 5, 7, 8
3, 14, 2, 21, 1, 16, 20, 5, 22, 12, 19, 9, 10, 7, 11, 13, 18, 6, 4, 17, 15, 8
16, 9, 6, 3, 20, 15, 11, 7, 18, 1, 12, 22, 21, 2, 4, 14, 10, 19, 17, 5, 13, 8
2, 16, 21, 22, 12, 1, 7, 11, 14, 4, 15, 20, 5, 19, 18, 17, 9, 10, 6, 3, 13, 8
10, 20, 15, 11, 2, 14, 21, 18, 16, 6, 4, 12, 22, 5, 17, 19, 9, 1, 3, 13, 7, 8
2, 4, 18, 12, 7, 13, 1, 15, 10, 21, 9, 16, 22, 19, 3, 6, 20, 17, 5, 11, 14, 8
3, 14, 2, 21, 1, 5, 10, 9, 19, 12, 22, 16, 20, 7, 11, 13, 18, 6, 4, 17, 15, 8
3, 1, 13, 16, 4, 7, 20, 14, 21, 17, 2, 10, 9, 11, 19, 18, 6, 15, 12, 22, 5, 8
2, 3, 14, 21, 1, 16, 20, 9, 19, 12, 22, 5, 10, 7, 11, 13, 18, 6, 4, 17, 15, 8
3, 1, 9, 5, 16, 14, 17, 11, 6, 22, 10, 15, 21, 18, 20, 7, 13, 19, 2, 4, 12, 8
2, 7, 21, 13, 5, 10, 4, 20, 15, 11, 6, 22, 12, 9, 14, 17, 19, 1, 16, 18, 3, 8
10, 5, 15, 20, 7, 13, 18, 14, 17, 19, 4, 21, 2, 3, 1, 9, 16, 6, 11, 22, 12, 8
6, 20, 9, 1, 3, 19, 11, 5, 17, 16, 10, 15, 14, 22, 12, 7, 21, 4, 2, 13, 18, 8
4, 21, 7, 2, 10, 5, 13, 20, 15, 11, 6, 22, 12, 9, 14, 17, 19, 1, 16, 18, 3, 8
6, 15, 18, 4, 19, 17, 13, 5, 12, 20, 3, 1, 9, 7, 2, 21, 11, 16, 10, 22, 14, 8
6, 12, 19, 13, 18, 4, 22, 14, 16, 17, 5, 11, 20, 9, 1, 3, 7, 21, 2, 15, 10, 8
7, 18, 10, 21, 16, 17, 14, 22, 19, 11, 12, 5, 6, 4, 20, 3, 15, 2, 1, 9, 13, 8
12, 4, 19, 17, 16, 9, 11, 10, 7, 21, 5, 2, 22, 18, 14, 20, 13, 1, 3, 15, 6, 8
14, 22, 10, 15, 1, 4, 21, 9, 5, 18, 16, 12, 2, 6, 20, 17, 19, 13, 7, 11, 3, 8
15, 7, 21, 2, 4, 12, 6, 22, 14, 20, 9, 1, 3, 19, 17, 10, 16, 5, 11, 13, 18, 8
3, 1, 13, 16, 14, 20, 9, 10, 2, 17, 21, 4, 7, 11, 19, 18, 6, 15, 12, 22, 5, 8
11, 7, 1, 12, 22, 21, 2, 16, 9, 14, 4, 15, 20, 18, 6, 3, 10, 19, 17, 5, 13, 8
12, 22, 16, 20, 7, 10, 5, 1, 21, 2, 14, 3, 19, 9, 11, 13, 18, 6, 4, 17, 15, 8
2, 11, 21, 7, 3, 1, 9, 18, 4, 19, 17, 13, 5, 12, 20, 15, 6, 16, 10, 22, 14, 8
12, 4, 6, 16, 18, 21, 14, 2, 11, 15, 20, 10, 22, 5, 17, 19, 3, 1, 9, 13, 7, 8
7, 1, 12, 22, 21, 16, 2, 11, 19, 14, 4, 15, 20, 18, 6, 3, 9, 10, 17, 5, 13, 8
3, 14, 2, 21, 1, 16, 20, 9, 19, 12, 22, 5, 10, 7, 11, 13, 18, 6, 4, 17, 15, 8
3, 6, 18, 20, 15, 4, 14, 19, 10, 9, 16, 2, 21, 22, 12, 1, 7, 11, 17, 5, 13, 8
11, 2, 21, 7, 9, 1, 3, 18, 4, 19, 17, 13, 6, 15, 20, 12, 5, 16, 10, 22, 14, 8
16, 10, 12, 4, 13, 18, 20, 3, 1, 9, 7, 21, 2, 22, 14, 17, 5, 19, 15, 6, 11, 8
3, 19, 14, 2, 9, 10, 16, 21, 7, 5, 15, 12, 22, 13, 20, 17, 1, 4, 6, 11, 18, 8
15, 11, 7, 9, 16, 19, 18, 1, 12, 22, 21, 2, 4, 14, 17, 20, 5, 10, 6, 3, 13, 8
4, 1, 3, 10, 12, 16, 15, 19, 6, 2, 22, 18, 21, 7, 13, 17, 20, 9, 5, 11, 14, 8
4, 18, 15, 6, 19, 17, 11, 21, 2, 7, 9, 1, 3, 20, 12, 5, 13, 16, 10, 22, 14, 8
12, 22, 13, 7, 21, 16, 10, 9, 2, 3, 19, 14, 15, 5, 20, 17, 1, 4, 6, 11, 18, 8
17, 19, 4, 18, 3, 1, 9, 7, 2, 21, 11, 13, 6, 15, 20, 12, 5, 16, 10, 22, 14, 8
3, 1, 4, 13, 19, 2, 20, 17, 15, 10, 22, 18, 5, 7, 16, 6, 12, 21, 9, 11, 14, 8
5, 18, 22, 10, 15, 3, 20, 17, 13, 7, 1, 2, 16, 19, 4, 6, 12, 21, 9, 11, 14, 8
10, 15, 17, 20, 2, 19, 13, 7, 1, 4, 22, 18, 5, 3, 16, 6, 12, 21, 9, 11, 14, 8
18, 6, 3, 20, 15, 4, 14, 19, 11, 7, 1, 12, 22, 21, 2, 16, 9, 10, 17, 5, 13, 8
9, 16, 3, 17, 22, 12, 10, 1, 4, 15, 18, 6, 11, 20, 7, 19, 5, 21, 14, 2, 13, 8
4, 19, 6, 5, 15, 13, 2, 10, 16, 12, 18, 22, 17, 20, 9, 1, 7, 21, 3, 11, 14, 8
5, 3, 13, 18, 9, 16, 15, 1, 12, 19, 4, 2, 21, 7, 22, 10, 20, 17, 6, 11, 14, 8
3, 19, 14, 2, 9, 10, 16, 21, 7, 13, 22, 12, 15, 5, 20, 17, 1, 4, 6, 11, 18, 8
2, 3, 14, 21, 1, 16, 20, 7, 10, 9, 19, 12, 22, 5, 11, 13, 18, 6, 4, 17, 15, 8
2, 7, 21, 13, 5, 10, 4, 20, 15, 11, 6, 22, 12, 9, 14, 17, 19, 1, 3, 18, 16, 8
13, 18, 12, 22, 19, 3, 6, 15, 1, 16, 9, 21, 4, 7, 10, 2, 20, 17, 5, 11, 14, 8
12, 4, 10, 20, 15, 11, 2, 14, 21, 18, 16, 6, 22, 5, 17, 19, 9, 1, 3, 13, 7, 8
7, 20, 14, 16, 3, 1, 13, 2, 4, 21, 17, 10, 9, 11, 19, 18, 6, 15, 12, 22, 5, 8
6, 3, 22, 2, 21, 16, 18, 20, 15, 4, 14, 19, 11, 7, 1, 12, 9, 10, 17, 5, 13, 8
3, 1, 9, 20, 11, 5, 17, 16, 10, 19, 15, 7, 21, 2, 4, 12, 6, 22, 14, 13, 18, 8
15, 7, 2, 21, 4, 12, 6, 22, 14, 20, 9, 1, 17, 19, 3, 10, 16, 5, 11, 13, 18, 8
4, 18, 15, 6, 19, 17, 13, 5, 12, 20, 9, 1, 3, 7, 21, 11, 2, 16, 10, 22, 14, 8
6, 3, 22, 21, 2, 16, 18, 20, 15, 4, 14, 19, 11, 7, 1, 12, 9, 10, 17, 5, 13, 8
2, 16, 21, 22, 18, 6, 3, 20, 15, 4, 14, 19, 11, 7, 1, 12, 9, 10, 17, 5, 13, 8
6, 15, 18, 4, 19, 17, 13, 5, 12, 20, 3, 1, 9, 7, 21, 11, 2, 16, 10, 22, 14, 8
4, 12, 10, 16, 13, 18, 20, 3, 1, 9, 7, 2, 21, 22, 14, 17, 5, 19, 15, 6, 11, 8
4, 14, 9, 16, 2, 21, 22, 12, 1, 3, 7, 11, 15, 20, 18, 6, 10, 19, 17, 5, 13, 8
13, 6, 3, 19, 22, 12, 18, 15, 1, 16, 9, 21, 4, 7, 2, 10, 20, 17, 5, 11, 14, 8
7, 20, 14, 16, 13, 1, 3, 4, 21, 17, 2, 10, 9, 11, 19, 18, 6, 15, 12, 22, 5, 8
6, 11, 19, 21, 17, 2, 12, 1, 15, 18, 9, 22, 4, 20, 10, 14, 5, 16, 7, 3, 13, 8
12, 22, 18, 15, 19, 17, 16, 3, 1, 21, 2, 9, 4, 10, 7, 13, 6, 11, 20, 14, 5, 8
4, 12, 10, 16, 13, 18, 20, 17, 14, 22, 2, 21, 7, 9, 1, 3, 5, 19, 15, 6, 11, 8
3, 22, 7, 6, 21, 20, 11, 9, 1, 13, 12, 2, 17, 18, 5, 10, 19, 15, 4, 14, 16, 8
5, 16, 13, 18, 9, 3, 15, 1, 12, 19, 2, 4, 21, 7, 22, 10, 20, 17, 6, 11, 14, 8
12, 22, 18, 15, 19, 17, 16, 3, 1, 21, 9, 2, 4, 10, 7, 13, 5, 14, 20, 11, 6, 8
5, 13, 21, 2, 7, 10, 4, 20, 15, 11, 6, 22, 12, 9, 14, 17, 19, 1, 3, 18, 16, 8
16, 7, 9, 21, 10, 18, 13, 6, 3, 19, 15, 1, 12, 22, 4, 2, 20, 17, 5, 11, 14, 8
7, 5, 12, 21, 16, 17, 14, 22, 19, 11, 10, 18, 6, 4, 20, 3, 15, 2, 1, 9, 13, 8
3, 1, 13, 16, 14, 20, 9, 10, 4, 21, 17, 7, 2, 11, 19, 18, 6, 15, 12, 22, 5, 8
