10, 13, 25, 26, 17, 15, 12, 8, 18, 14, 23, 19, 5, 16, 21, 6, 3, 22, 24, 4, 7, 2, 11, 1, 20, 9
17, 26, 25, 3, 16, 7, 13, 22, 6, 4, 2, 15, 10, 24, 18, 23, 19, 21, 8, 5, 12, 14, 11, 1, 20, 9
14, 18, 24, 2, 8, 17, 4, 21, 13, 3, 26, 25, 10, 15, 7, 19, 23, 11, 22, 16, 6, 5, 12, 1, 20, 9
18, 10, 8, 26, 2, 21, 4, 17, 24, 11, 15, 12, 16, 20, 1, 23, 14, 7, 9, 6, 22, 13, 5, 3, 19, 25
14, 25, 11, 26, 15, 6, 10, 4, 13, 20, 1, 23, 19, 5, 16, 2, 24, 17, 18, 9, 22, 3, 8, 12, 21, 7
18, 10, 4, 16, 2, 21, 19, 26, 25, 12, 9, 7, 15, 17, 24, 22, 20, 8, 11, 23, 1, 6, 13, 5, 3, 14
6, 22, 3, 19, 23, 12, 2, 14, 18, 24, 4, 13, 7, 16, 21, 8, 11, 17, 26, 25, 5, 15, 10, 1, 20, 9
21, 17, 26, 25, 3, 12, 5, 19, 23, 18, 24, 16, 7, 2, 4, 15, 10, 6, 22, 13, 8, 14, 11, 1, 20, 9
26, 21, 12, 8, 3, 22, 13, 4, 11, 14, 5, 19, 23, 1, 20, 25, 15, 10, 7, 6, 9, 18, 17, 24, 16, 2
3, 22, 6, 19, 23, 12, 2, 4, 24, 18, 14, 13, 7, 16, 21, 8, 11, 17, 26, 25, 5, 15, 10, 1, 20, 9
5, 24, 25, 20, 10, 15, 22, 7, 11, 13, 9, 6, 19, 21, 14, 8, 16, 12, 2, 4, 1, 23, 3, 26, 17, 18
10, 20, 25, 24, 5, 15, 22, 13, 11, 3, 9, 6, 19, 21, 14, 8, 16, 2, 12, 4, 1, 23, 7, 26, 17, 18
8, 12, 15, 17, 26, 25, 13, 10, 18, 14, 3, 19, 23, 16, 21, 6, 5, 22, 24, 4, 7, 2, 11, 1, 20, 9
7, 15, 17, 24, 22, 20, 8, 9, 12, 25, 26, 19, 21, 2, 16, 11, 18, 10, 4, 23, 1, 6, 3, 5, 13, 14
8, 12, 15, 17, 26, 25, 13, 10, 18, 14, 3, 19, 23, 16, 21, 6, 5, 22, 24, 2, 4, 7, 11, 1, 20, 9
11, 17, 10, 2, 21, 16, 14, 3, 7, 4, 15, 26, 23, 1, 20, 5, 13, 22, 6, 8, 12, 24, 25, 9, 19, 18
5, 19, 23, 1, 20, 25, 4, 13, 26, 15, 11, 10, 6, 9, 18, 17, 24, 2, 16, 14, 22, 3, 8, 12, 21, 7
20, 1, 23, 26, 11, 17, 10, 2, 21, 16, 14, 7, 6, 22, 13, 5, 15, 4, 3, 8, 12, 24, 25, 9, 19, 18
19, 23, 18, 24, 10, 15, 2, 4, 6, 22, 13, 3, 16, 7, 25, 26, 17, 21, 8, 5, 12, 14, 11, 1, 20, 9
8, 12, 15, 17, 26, 25, 13, 10, 18, 14, 23, 19, 5, 16, 21, 6, 3, 22, 24, 2, 4, 7, 11, 1, 20, 9
21, 17, 26, 25, 3, 12, 5, 19, 23, 18, 24, 6, 22, 13, 8, 7, 16, 10, 15, 4, 2, 14, 11, 1, 20, 9
24, 17, 18, 9, 6, 7, 10, 15, 25, 20, 1, 23, 19, 5, 14, 11, 4, 13, 22, 3, 8, 12, 21, 26, 2, 16
5, 19, 23, 1, 20, 13, 4, 10, 6, 15, 26, 9, 18, 17, 24, 2, 16, 14, 25, 11, 22, 3, 8, 12, 21, 7
18, 10, 4, 16, 2, 21, 19, 26, 25, 3, 9, 8, 12, 22, 24, 17, 15, 7, 11, 23, 1, 6, 20, 5, 13, 14
5, 15, 4, 22, 6, 8, 13, 7, 3, 14, 16, 2, 21, 10, 17, 11, 26, 23, 1, 20, 12, 24, 25, 9, 19, 18
18, 10, 4, 16, 2, 21, 19, 26, 25, 12, 9, 8, 20, 22, 24, 17, 15, 7, 11, 23, 1, 6, 3, 5, 13, 14
14, 21, 13, 23, 19, 15, 10, 25, 26, 4, 6, 22, 11, 5, 18, 24, 16, 3, 12, 8, 17, 7, 2, 1, 20, 9
20, 1, 23, 26, 11, 17, 10, 2, 21, 16, 14, 7, 5, 15, 4, 22, 6, 13, 3, 8, 12, 24, 25, 9, 19, 18
8, 12, 15, 17, 26, 25, 13, 10, 18, 14, 23, 19, 5, 16, 21, 6, 3, 22, 24, 4, 2, 7, 11, 1, 20, 9
20, 1, 23, 19, 5, 25, 4, 14, 16, 2, 24, 17, 18, 9, 13, 26, 15, 11, 10, 6, 22, 3, 8, 12, 21, 7
6, 22, 23, 19, 7, 12, 2, 14, 18, 24, 4, 13, 3, 16, 21, 8, 11, 17, 26, 25, 5, 15, 10, 1, 20, 9
5, 19, 23, 1, 20, 9, 18, 17, 24, 2, 16, 14, 25, 11, 4, 13, 26, 15, 10, 6, 22, 3, 8, 12, 21, 7
15, 4, 7, 3, 14, 16, 2, 21, 10, 17, 11, 26, 23, 1, 20, 8, 6, 22, 13, 5, 12, 24, 25, 9, 19, 18
15, 5, 8, 3, 14, 16, 2, 21, 10, 17, 11, 26, 23, 1, 20, 4, 22, 6, 13, 7, 12, 24, 25, 9, 19, 18
8, 12, 15, 17, 26, 25, 13, 10, 18, 14, 23, 19, 3, 16, 21, 6, 5, 22, 24, 4, 2, 7, 11, 1, 20, 9
21, 17, 26, 25, 5, 12, 13, 19, 23, 18, 24, 16, 3, 7, 22, 2, 8, 6, 10, 15, 4, 14, 11, 1, 20, 9
14, 21, 13, 23, 19, 15, 10, 25, 26, 3, 11, 22, 6, 4, 18, 24, 16, 5, 12, 8, 17, 7, 2, 1, 20, 9
7, 15, 17, 24, 22, 20, 8, 9, 12, 25, 26, 19, 21, 2, 16, 4, 10, 18, 11, 23, 1, 6, 13, 5, 3, 14
15, 11, 25, 14, 16, 2, 24, 17, 18, 9, 20, 1, 23, 19, 5, 26, 13, 4, 10, 6, 22, 3, 8, 12, 21, 7
7, 15, 17, 24, 22, 12, 8, 9, 3, 25, 26, 19, 21, 2, 16, 11, 18, 10, 4, 23, 1, 6, 20, 5, 13, 14
11, 3, 26, 25, 10, 15, 19, 23, 13, 21, 14, 22, 6, 4, 18, 24, 16, 5, 12, 8, 17, 2, 7, 1, 20, 9
18, 10, 8, 26, 2, 21, 4, 17, 24, 11, 15, 12, 16, 20, 1, 23, 14, 7, 9, 6, 22, 3, 5, 13, 19, 25
11, 17, 10, 2, 21, 16, 14, 7, 13, 5, 15, 26, 23, 1, 20, 4, 22, 6, 3, 8, 12, 24, 25, 9, 19, 18
18, 10, 4, 16, 2, 21, 19, 26, 25, 9, 7, 15, 17, 24, 22, 3, 8, 12, 11, 23, 1, 6, 20, 5, 13, 14
5, 25, 26, 17, 21, 12, 13, 19, 23, 18, 24, 16, 3, 7, 22, 2, 8, 4, 15, 10, 6, 14, 11, 1, 20, 9
5, 19, 23, 1, 20, 11, 25, 14, 16, 2, 24, 17, 18, 9, 4, 13, 26, 15, 10, 6, 22, 3, 8, 12, 21, 7
24, 17, 18, 9, 6, 7, 10, 15, 25, 5, 19, 23, 1, 20, 14, 11, 4, 13, 22, 3, 8, 12, 21, 26, 16, 2
11, 15, 26, 13, 4, 25, 5, 19, 23, 1, 20, 10, 6, 9, 18, 17, 24, 2, 16, 14, 22, 3, 8, 12, 21, 7
20, 1, 23, 26, 11, 17, 10, 21, 2, 16, 14, 3, 7, 13, 5, 15, 8, 6, 22, 4, 12, 24, 25, 9, 19, 18
3, 15, 4, 8, 2, 13, 12, 16, 7, 25, 26, 17, 21, 18, 24, 10, 23, 19, 5, 22, 6, 14, 11, 1, 20, 9
20, 1, 23, 26, 11, 17, 10, 21, 2, 16, 14, 3, 7, 13, 8, 5, 15, 4, 22, 6, 12, 24, 25, 9, 19, 18
20, 1, 23, 26, 11, 17, 10, 2, 21, 16, 14, 3, 7, 13, 8, 6, 22, 4, 15, 5, 12, 24, 25, 9, 19, 18
12, 15, 4, 17, 24, 11, 21, 2, 26, 8, 10, 18, 16, 20, 1, 23, 14, 7, 9, 6, 22, 13, 5, 3, 19, 25
5, 19, 23, 1, 20, 25, 15, 26, 13, 4, 11, 10, 6, 9, 18, 17, 24, 2, 16, 14, 22, 3, 8, 12, 21, 7
7, 12, 8, 2, 24, 18, 14, 5, 22, 6, 16, 23, 19, 4, 21, 13, 3, 25, 26, 17, 11, 15, 10, 1, 20, 9
12, 8, 3, 25, 26, 19, 21, 2, 16, 4, 10, 18, 22, 24, 17, 15, 7, 9, 11, 23, 1, 6, 20, 5, 13, 14
5, 24, 25, 20, 10, 15, 22, 3, 11, 13, 9, 6, 19, 21, 14, 8, 16, 12, 2, 4, 1, 23, 7, 26, 17, 18
5, 2, 24, 18, 13, 16, 23, 19, 25, 26, 17, 21, 10, 22, 6, 12, 15, 7, 3, 4, 8, 14, 11, 1, 20, 9
5, 25, 26, 17, 21, 12, 13, 19, 23, 18, 24, 16, 3, 7, 22, 8, 2, 4, 15, 10, 6, 14, 11, 1, 20, 9
15, 4, 7, 3, 14, 16, 21, 2, 10, 17, 11, 26, 23, 1, 20, 8, 6, 22, 13, 5, 12, 24, 25, 9, 19, 18
3, 22, 6, 19, 23, 12, 2, 14, 18, 24, 4, 13, 7, 16, 21, 8, 5, 25, 26, 17, 11, 15, 10, 1, 20, 9
5, 15, 4, 3, 8, 13, 22, 6, 7, 14, 16, 21, 2, 10, 17, 11, 26, 23, 1, 20, 12, 24, 25, 9, 19, 18
7, 15, 17, 24, 22, 3, 8, 9, 12, 25, 26, 19, 21, 2, 16, 4, 10, 18, 11, 23, 1, 6, 20, 5, 13, 14
20, 1, 23, 19, 5, 13, 4, 10, 6, 15, 26, 11, 25, 14, 16, 2, 24, 17, 18, 9, 22, 3, 8, 12, 21, 7
15, 5, 20, 1, 23, 26, 11, 17, 10, 2, 21, 16, 14, 7, 13, 4, 22, 6, 3, 8, 12, 24, 25, 9, 19, 18
21, 17, 26, 25, 5, 12, 13, 19, 23, 18, 24, 16, 3, 7, 22, 8, 2, 6, 10, 15, 4, 14, 11, 1, 20, 9
14, 25, 11, 6, 5, 19, 23, 1, 20, 15, 26, 13, 4, 10, 16, 2, 24, 17, 18, 9, 22, 3, 8, 12, 21, 7
21, 17, 26, 25, 3, 13, 22, 6, 4, 2, 15, 5, 12, 7, 16, 19, 23, 18, 24, 10, 8, 14, 11, 1, 20, 9
2, 5, 24, 18, 13, 16, 23, 19, 25, 26, 17, 21, 10, 22, 6, 12, 3, 7, 15, 4, 8, 14, 11, 1, 20, 9
9, 7, 15, 17, 24, 22, 3, 8, 12, 25, 26, 19, 21, 2, 16, 4, 10, 18, 11, 23, 1, 6, 20, 5, 13, 14
11, 5, 26, 25, 10, 15, 19, 23, 13, 21, 14, 22, 6, 4, 18, 24, 16, 3, 12, 8, 17, 7, 2, 1, 20, 9
