13, 53, 70, 3, 69, 65, 28, 77, 12, 10, 15, 32, 2, 29, 27, 95, 93, 1, 91, 48, 50, 39, 59, 17, 31, 96, 40, 76, 26, 73, 63, 20, 94, 80, 86, 55, 74, 11, 45, 68, 6, 16, 51, 14, 22, 7, 19, 82, 67, 83, 47, 35, 23, 72, 54, 52, 58, 56, 21, 30, 60, 4, 37, 34, 87, 57, 89, 66, 61, 18, 97, 5, 71, 9, 46, 88, 92, 90, 78, 25, 85, 64, 33, 79, 41, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
31, 56, 58, 52, 48, 91, 1, 93, 95, 27, 29, 13, 96, 40, 7, 50, 26, 73, 15, 16, 78, 25, 86, 55, 68, 6, 37, 12, 51, 14, 4, 64, 90, 92, 88, 46, 3, 22, 20, 53, 70, 71, 34, 74, 18, 97, 5, 11, 45, 76, 39, 59, 21, 57, 89, 79, 61, 10, 63, 33, 82, 19, 17, 66, 60, 87, 54, 77, 28, 65, 42, 43, 81, 75, 85, 69, 9, 2, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
43, 42, 60, 66, 17, 19, 82, 33, 63, 10, 61, 79, 89, 57, 21, 59, 39, 31, 64, 90, 92, 88, 46, 3, 22, 20, 53, 70, 71, 34, 50, 26, 73, 15, 12, 51, 14, 4, 13, 96, 37, 87, 54, 81, 75, 85, 2, 69, 9, 76, 55, 86, 25, 78, 77, 28, 29, 65, 74, 18, 97, 5, 11, 45, 68, 6, 16, 7, 40, 56, 58, 52, 48, 91, 1, 93, 95, 27, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
27, 95, 93, 1, 91, 48, 52, 5, 97, 76, 25, 78, 61, 42, 18, 69, 65, 11, 45, 68, 89, 34, 17, 20, 40, 96, 13, 28, 77, 14, 51, 67, 72, 57, 23, 35, 47, 83, 10, 63, 73, 53, 19, 82, 87, 71, 9, 16, 6, 70, 90, 92, 88, 46, 3, 22, 7, 85, 64, 31, 32, 94, 26, 50, 39, 4, 37, 80, 86, 55, 74, 29, 54, 30, 60, 66, 2, 15, 12, 21, 56, 58, 33, 79, 41, 75, 81, 43, 59, 44, 38, 8, 49, 62, 24, 84, 36
52, 58, 56, 59, 39, 50, 80, 86, 55, 74, 71, 9, 46, 94, 12, 51, 14, 67, 83, 47, 35, 68, 45, 11, 5, 97, 18, 88, 92, 90, 16, 6, 41, 79, 33, 82, 19, 10, 63, 17, 53, 20, 40, 22, 26, 73, 7, 78, 25, 76, 15, 2, 54, 70, 72, 23, 96, 61, 85, 64, 31, 32, 48, 91, 1, 93, 95, 27, 29, 13, 3, 69, 65, 28, 77, 21, 30, 60, 4, 37, 34, 87, 57, 89, 66, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
51, 14, 4, 6, 16, 7, 40, 96, 13, 68, 45, 11, 5, 97, 18, 74, 29, 27, 95, 93, 1, 91, 48, 52, 58, 86, 25, 78, 56, 31, 64, 90, 92, 88, 46, 3, 22, 20, 53, 70, 42, 43, 81, 75, 85, 69, 9, 76, 55, 71, 2, 12, 15, 73, 26, 50, 39, 59, 21, 57, 89, 79, 61, 10, 63, 33, 82, 19, 17, 66, 60, 34, 37, 87, 54, 77, 28, 65, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
57, 73, 4, 56, 60, 66, 17, 7, 22, 3, 46, 76, 25, 78, 47, 35, 14, 77, 81, 75, 69, 2, 39, 50, 20, 15, 64, 31, 32, 94, 80, 61, 58, 52, 48, 91, 1, 93, 95, 27, 18, 97, 5, 41, 79, 65, 87, 9, 53, 70, 13, 96, 40, 90, 92, 51, 12, 89, 11, 45, 34, 37, 42, 63, 10, 28, 82, 33, 59, 43, 68, 6, 16, 26, 30, 85, 83, 67, 19, 21, 86, 55, 74, 29, 88, 54, 72, 23, 71, 44, 38, 8, 49, 62, 24, 84, 36
43, 54, 87, 37, 96, 13, 4, 14, 51, 12, 15, 73, 26, 50, 34, 71, 70, 53, 20, 22, 3, 46, 88, 92, 90, 64, 31, 39, 59, 21, 57, 89, 79, 61, 10, 63, 33, 82, 19, 17, 66, 60, 42, 81, 75, 85, 69, 2, 9, 76, 55, 86, 25, 78, 77, 28, 29, 65, 74, 18, 97, 5, 11, 45, 68, 6, 16, 7, 40, 56, 58, 52, 48, 91, 1, 93, 95, 27, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
32, 37, 34, 87, 57, 89, 66, 22, 40, 20, 59, 56, 58, 52, 54, 72, 23, 96, 13, 29, 27, 95, 93, 1, 91, 48, 7, 17, 61, 85, 64, 31, 94, 12, 51, 14, 67, 4, 60, 30, 21, 26, 73, 63, 10, 78, 25, 76, 53, 70, 3, 69, 65, 28, 77, 90, 92, 88, 46, 9, 71, 74, 55, 86, 80, 50, 39, 83, 47, 35, 68, 45, 11, 5, 97, 18, 2, 15, 19, 82, 33, 79, 41, 6, 16, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
11, 5, 97, 18, 74, 65, 29, 28, 77, 54, 43, 45, 68, 13, 96, 40, 7, 16, 6, 4, 14, 51, 12, 15, 73, 26, 50, 39, 59, 21, 57, 89, 79, 61, 10, 63, 33, 82, 19, 17, 66, 60, 42, 81, 75, 85, 69, 9, 76, 2, 55, 86, 25, 78, 87, 37, 34, 71, 70, 53, 20, 22, 3, 46, 88, 92, 90, 64, 31, 56, 58, 52, 48, 91, 1, 93, 95, 27, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
54, 87, 37, 96, 13, 4, 14, 51, 12, 15, 73, 26, 50, 34, 71, 70, 53, 20, 22, 3, 46, 88, 92, 90, 64, 31, 39, 59, 21, 57, 89, 79, 61, 10, 63, 33, 82, 19, 17, 66, 60, 42, 43, 81, 75, 85, 2, 69, 9, 76, 55, 86, 25, 78, 77, 28, 29, 65, 74, 18, 97, 5, 11, 45, 68, 6, 16, 7, 40, 56, 58, 52, 48, 91, 1, 93, 95, 27, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
26, 73, 15, 12, 51, 14, 4, 6, 16, 7, 40, 96, 54, 77, 28, 29, 65, 74, 18, 97, 5, 11, 45, 68, 13, 43, 50, 39, 59, 21, 57, 89, 79, 61, 10, 63, 33, 82, 19, 17, 66, 60, 42, 81, 75, 85, 69, 9, 76, 2, 55, 86, 25, 78, 87, 37, 34, 71, 70, 53, 20, 22, 3, 46, 88, 92, 90, 64, 31, 56, 58, 52, 48, 91, 1, 93, 95, 27, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
54, 87, 37, 96, 13, 4, 14, 51, 12, 15, 73, 26, 50, 34, 71, 70, 53, 20, 22, 3, 46, 88, 92, 90, 64, 31, 39, 59, 21, 57, 89, 79, 61, 10, 63, 33, 82, 19, 17, 66, 60, 42, 43, 81, 75, 85, 69, 9, 76, 2, 55, 86, 25, 78, 77, 28, 29, 65, 74, 18, 97, 5, 11, 45, 68, 6, 16, 7, 40, 56, 58, 52, 48, 91, 1, 93, 95, 27, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
52, 58, 56, 59, 39, 50, 80, 86, 55, 74, 71, 9, 46, 94, 12, 51, 14, 67, 83, 47, 35, 68, 45, 11, 5, 97, 63, 10, 78, 25, 76, 15, 2, 7, 73, 26, 22, 40, 20, 53, 17, 18, 88, 92, 90, 16, 6, 41, 79, 33, 82, 19, 54, 70, 72, 23, 96, 13, 29, 27, 95, 93, 1, 91, 48, 32, 31, 64, 85, 61, 3, 69, 65, 28, 77, 21, 30, 60, 4, 37, 34, 87, 57, 89, 66, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
52, 58, 56, 59, 39, 50, 80, 86, 55, 74, 71, 9, 46, 94, 12, 51, 14, 67, 83, 47, 35, 68, 45, 11, 5, 97, 63, 10, 78, 25, 76, 2, 15, 53, 20, 40, 22, 26, 73, 7, 17, 6, 16, 90, 92, 88, 18, 41, 79, 33, 82, 19, 54, 70, 72, 23, 96, 13, 29, 27, 95, 93, 1, 91, 48, 32, 31, 64, 85, 61, 3, 69, 65, 28, 77, 21, 30, 60, 4, 37, 34, 87, 57, 89, 66, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
40, 20, 53, 19, 82, 33, 79, 41, 6, 16, 90, 92, 88, 18, 97, 5, 11, 45, 68, 35, 47, 83, 67, 14, 51, 12, 94, 46, 9, 71, 74, 55, 86, 80, 50, 39, 59, 56, 58, 52, 22, 26, 73, 7, 17, 63, 10, 78, 25, 76, 2, 15, 54, 70, 72, 23, 96, 61, 85, 64, 31, 32, 48, 91, 1, 93, 95, 27, 29, 13, 3, 69, 65, 28, 77, 21, 30, 60, 4, 37, 34, 87, 57, 89, 66, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
52, 58, 56, 59, 39, 50, 80, 86, 55, 74, 71, 9, 46, 94, 12, 51, 14, 67, 83, 47, 35, 68, 45, 11, 5, 97, 63, 10, 78, 25, 76, 2, 15, 7, 73, 26, 22, 40, 20, 53, 17, 18, 88, 92, 90, 16, 19, 82, 33, 79, 41, 6, 54, 70, 72, 23, 96, 13, 29, 27, 95, 93, 1, 91, 48, 32, 31, 64, 85, 61, 3, 69, 65, 28, 77, 21, 30, 60, 4, 37, 34, 87, 57, 89, 66, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
20, 40, 72, 54, 52, 58, 56, 21, 30, 80, 86, 55, 74, 71, 9, 46, 88, 92, 90, 26, 53, 70, 3, 69, 65, 28, 73, 63, 77, 12, 51, 14, 60, 4, 37, 34, 94, 32, 31, 64, 85, 13, 29, 27, 95, 93, 1, 91, 48, 7, 17, 59, 39, 50, 96, 18, 61, 66, 89, 57, 87, 67, 22, 10, 78, 25, 76, 83, 47, 35, 68, 45, 11, 5, 97, 23, 15, 2, 19, 82, 33, 79, 41, 6, 16, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
27, 95, 93, 1, 91, 48, 52, 58, 56, 40, 7, 16, 6, 68, 45, 11, 5, 97, 18, 74, 65, 29, 28, 77, 54, 87, 37, 96, 13, 4, 14, 51, 12, 15, 73, 26, 50, 34, 71, 70, 53, 20, 22, 3, 46, 88, 92, 90, 64, 31, 39, 59, 21, 57, 89, 79, 61, 10, 63, 33, 82, 19, 17, 66, 60, 42, 43, 81, 75, 85, 69, 9, 76, 2, 55, 86, 25, 78, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
19, 82, 33, 79, 41, 6, 16, 90, 92, 88, 18, 17, 53, 20, 40, 22, 26, 73, 7, 2, 15, 76, 25, 78, 10, 63, 97, 5, 11, 45, 68, 35, 47, 83, 67, 14, 51, 12, 94, 46, 9, 71, 74, 55, 86, 80, 50, 39, 59, 56, 58, 52, 54, 70, 72, 23, 96, 61, 85, 64, 31, 32, 48, 91, 1, 93, 95, 27, 29, 13, 3, 69, 65, 28, 77, 21, 30, 60, 4, 37, 34, 87, 57, 89, 66, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
78, 25, 86, 55, 2, 76, 9, 69, 85, 75, 81, 43, 42, 60, 66, 17, 19, 82, 33, 63, 10, 61, 79, 89, 57, 21, 59, 39, 31, 64, 90, 92, 88, 46, 3, 22, 20, 53, 70, 71, 34, 50, 26, 73, 15, 12, 51, 14, 4, 13, 96, 27, 95, 93, 1, 91, 48, 52, 58, 56, 40, 7, 37, 87, 54, 77, 28, 29, 65, 74, 18, 97, 5, 11, 45, 68, 6, 16, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
7, 73, 26, 22, 40, 20, 53, 17, 6, 16, 90, 92, 88, 18, 41, 79, 33, 82, 19, 15, 2, 76, 25, 78, 10, 63, 97, 5, 11, 45, 68, 35, 47, 83, 67, 14, 51, 12, 94, 46, 9, 71, 74, 55, 86, 80, 50, 39, 59, 56, 58, 52, 54, 70, 72, 23, 96, 61, 85, 64, 31, 32, 48, 91, 1, 93, 95, 27, 29, 13, 3, 69, 65, 28, 77, 21, 30, 60, 4, 37, 34, 87, 57, 89, 66, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
21, 30, 60, 4, 37, 48, 78, 22, 73, 26, 50, 39, 59, 17, 45, 11, 74, 55, 86, 80, 7, 56, 58, 52, 41, 94, 32, 31, 64, 85, 91, 1, 93, 95, 27, 29, 13, 96, 40, 20, 54, 72, 23, 35, 47, 68, 66, 83, 67, 25, 76, 2, 15, 12, 51, 79, 33, 82, 19, 14, 77, 61, 18, 97, 5, 71, 89, 57, 87, 34, 6, 9, 46, 88, 92, 90, 16, 28, 65, 69, 53, 70, 10, 63, 3, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
25, 78, 56, 31, 64, 90, 92, 88, 46, 3, 22, 20, 53, 70, 42, 43, 81, 75, 85, 69, 9, 76, 55, 2, 71, 86, 58, 52, 48, 91, 1, 93, 95, 27, 29, 74, 18, 97, 5, 11, 45, 68, 6, 16, 7, 40, 96, 13, 4, 14, 51, 12, 15, 73, 26, 50, 39, 59, 21, 57, 89, 79, 61, 10, 63, 33, 82, 19, 17, 66, 60, 34, 37, 87, 54, 77, 28, 65, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
6, 41, 79, 33, 82, 19, 16, 90, 92, 88, 18, 17, 53, 20, 40, 22, 26, 73, 7, 2, 15, 76, 25, 78, 10, 63, 97, 5, 11, 45, 68, 35, 47, 83, 67, 14, 51, 12, 94, 46, 9, 71, 74, 55, 86, 80, 50, 39, 59, 56, 58, 52, 54, 70, 72, 23, 96, 13, 29, 27, 95, 93, 1, 91, 48, 32, 31, 64, 85, 61, 3, 69, 65, 28, 77, 21, 30, 60, 4, 37, 34, 87, 57, 89, 66, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
6, 41, 79, 33, 82, 19, 16, 90, 92, 88, 18, 17, 7, 73, 26, 22, 40, 20, 53, 15, 2, 76, 25, 78, 10, 63, 97, 5, 11, 45, 68, 35, 47, 83, 67, 14, 51, 12, 94, 46, 9, 71, 74, 55, 86, 80, 50, 39, 59, 56, 58, 52, 54, 70, 72, 23, 96, 61, 85, 64, 31, 32, 48, 91, 1, 93, 95, 27, 29, 13, 3, 69, 65, 28, 77, 21, 30, 60, 4, 37, 34, 87, 57, 89, 66, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
51, 14, 67, 83, 20, 40, 22, 66, 89, 57, 87, 34, 37, 4, 60, 30, 21, 26, 73, 63, 10, 78, 25, 76, 53, 70, 3, 69, 65, 28, 77, 90, 92, 88, 7, 48, 91, 1, 93, 95, 27, 17, 61, 18, 97, 5, 11, 45, 68, 35, 47, 12, 94, 32, 31, 64, 85, 29, 13, 96, 23, 72, 54, 52, 58, 56, 59, 39, 50, 80, 86, 55, 74, 71, 9, 46, 15, 2, 19, 82, 33, 79, 41, 6, 16, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
56, 59, 39, 50, 80, 86, 55, 74, 71, 9, 20, 40, 22, 66, 89, 57, 87, 34, 37, 4, 60, 30, 21, 26, 73, 63, 10, 78, 25, 76, 53, 70, 3, 69, 65, 28, 77, 90, 92, 88, 18, 97, 5, 11, 45, 68, 35, 47, 83, 67, 14, 51, 12, 94, 32, 46, 58, 52, 54, 72, 23, 96, 13, 29, 27, 95, 93, 1, 91, 48, 7, 17, 61, 85, 64, 31, 15, 2, 19, 82, 33, 79, 41, 6, 16, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
51, 14, 4, 6, 16, 7, 40, 96, 13, 68, 45, 11, 5, 97, 18, 74, 29, 27, 95, 93, 1, 91, 48, 52, 58, 86, 25, 78, 56, 31, 64, 90, 92, 88, 46, 3, 22, 20, 53, 70, 42, 43, 81, 75, 85, 69, 9, 76, 55, 2, 71, 12, 15, 73, 26, 50, 39, 59, 21, 57, 89, 79, 61, 10, 63, 33, 82, 19, 17, 66, 60, 34, 37, 87, 54, 77, 28, 65, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
6, 63, 10, 19, 82, 33, 9, 71, 5, 97, 18, 16, 90, 92, 88, 46, 68, 45, 11, 74, 55, 86, 80, 61, 66, 89, 57, 87, 25, 76, 2, 7, 41, 26, 51, 12, 15, 72, 54, 52, 58, 79, 14, 77, 28, 65, 69, 3, 70, 94, 32, 31, 64, 85, 17, 59, 39, 50, 56, 21, 30, 67, 83, 47, 35, 23, 60, 4, 37, 34, 53, 20, 40, 96, 13, 29, 27, 95, 93, 1, 91, 48, 78, 22, 73, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
26, 73, 15, 12, 51, 14, 4, 6, 16, 7, 40, 96, 54, 77, 28, 29, 65, 74, 18, 97, 5, 11, 45, 68, 13, 43, 50, 39, 59, 21, 57, 89, 79, 61, 10, 63, 33, 82, 19, 17, 66, 60, 42, 81, 75, 85, 69, 9, 2, 76, 55, 86, 25, 78, 87, 37, 34, 71, 70, 53, 20, 22, 3, 46, 88, 92, 90, 64, 31, 56, 58, 52, 48, 91, 1, 93, 95, 27, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
52, 58, 56, 59, 39, 50, 80, 86, 55, 74, 71, 9, 46, 94, 12, 51, 14, 67, 83, 47, 35, 68, 45, 11, 5, 97, 18, 88, 92, 90, 16, 6, 41, 79, 33, 82, 19, 10, 63, 17, 53, 20, 40, 22, 26, 73, 7, 78, 25, 76, 2, 15, 54, 70, 72, 23, 96, 13, 29, 27, 95, 93, 1, 91, 48, 32, 31, 64, 85, 61, 3, 69, 65, 28, 77, 21, 30, 60, 4, 37, 34, 87, 57, 89, 66, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
6, 16, 7, 40, 96, 13, 4, 14, 51, 12, 15, 73, 26, 68, 45, 43, 54, 77, 28, 29, 65, 74, 18, 97, 5, 11, 50, 39, 59, 21, 57, 89, 79, 61, 10, 63, 33, 82, 19, 17, 66, 60, 42, 81, 75, 85, 69, 2, 9, 76, 55, 86, 25, 78, 87, 37, 34, 71, 70, 53, 20, 22, 3, 46, 88, 92, 90, 64, 31, 56, 58, 52, 48, 91, 1, 93, 95, 27, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
19, 82, 33, 79, 41, 18, 88, 92, 90, 16, 6, 17, 53, 20, 40, 22, 26, 73, 7, 15, 2, 76, 25, 78, 10, 63, 97, 5, 11, 45, 68, 35, 47, 83, 67, 14, 51, 12, 94, 46, 9, 71, 74, 55, 86, 80, 50, 39, 59, 56, 58, 52, 54, 70, 72, 23, 96, 61, 85, 64, 31, 32, 48, 91, 1, 93, 95, 27, 29, 13, 3, 69, 65, 28, 77, 21, 30, 60, 4, 37, 34, 87, 57, 89, 66, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
31, 64, 85, 61, 17, 7, 48, 91, 1, 93, 95, 27, 29, 13, 96, 23, 72, 54, 52, 58, 56, 59, 20, 40, 22, 66, 89, 57, 87, 34, 37, 32, 94, 12, 51, 14, 67, 4, 60, 30, 21, 39, 50, 80, 86, 55, 74, 71, 9, 46, 88, 92, 90, 77, 28, 65, 69, 3, 70, 53, 76, 25, 78, 10, 63, 73, 26, 83, 47, 35, 68, 45, 11, 5, 97, 18, 2, 15, 19, 82, 33, 79, 41, 6, 16, 75, 81, 43, 42, 44, 38, 8, 49, 62, 24, 84, 36
42, 43, 81, 75, 85, 2, 69, 9, 76, 55, 86, 25, 78, 71, 19, 82, 33, 63, 10, 61, 79, 89, 57, 21, 59, 39, 50, 26, 73, 15, 45, 68, 13, 96, 40, 12, 51, 14, 7, 16, 6, 4, 60, 66, 17, 11, 5, 97, 18, 74, 29, 27, 95, 93, 1, 91, 48, 52, 58, 56, 31, 64, 90, 92, 88, 46, 3, 22, 20, 53, 70, 34, 37, 87, 54, 77, 28, 65, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
28, 18, 69, 65, 11, 45, 68, 89, 34, 17, 20, 40, 96, 13, 42, 61, 78, 25, 76, 97, 5, 52, 48, 91, 1, 93, 95, 27, 77, 14, 51, 67, 72, 57, 23, 35, 47, 83, 10, 63, 73, 53, 19, 82, 87, 71, 9, 16, 6, 70, 90, 92, 88, 46, 3, 22, 7, 85, 64, 31, 32, 94, 4, 39, 50, 26, 37, 80, 86, 55, 74, 29, 54, 30, 60, 66, 2, 15, 12, 21, 56, 58, 33, 79, 41, 75, 81, 43, 59, 44, 38, 8, 49, 62, 24, 84, 36
2, 71, 55, 76, 9, 69, 85, 75, 81, 43, 42, 70, 53, 20, 22, 3, 46, 88, 92, 90, 64, 31, 56, 78, 25, 86, 58, 52, 48, 91, 1, 93, 95, 27, 29, 74, 18, 97, 5, 11, 45, 68, 6, 16, 7, 40, 96, 13, 4, 14, 51, 12, 15, 73, 26, 50, 39, 59, 21, 57, 89, 79, 61, 10, 63, 33, 82, 19, 17, 66, 60, 34, 37, 87, 54, 77, 28, 65, 41, 67, 83, 47, 35, 23, 72, 30, 80, 94, 32, 44, 38, 8, 49, 62, 24, 84, 36
