55, 56, 13, 66, 85, 18, 72, 64, 59, 27, 48, 1, 8, 33, 4, 58, 19, 39, 67, 77, 10, 44, 40, 31, 52, 9, 81, 70, 83, 15, 36, 61, 65, 54, 76, 26, 41, 42, 73, 86, 53, 75, 35, 43, 2, 32, 50, 60, 6, 79, 29, 38, 47, 80, 20, 71, 12, 37, 74, 14, 22, 57, 23, 34, 82, 11, 63, 62, 24, 84, 68, 3, 5, 51, 45, 25, 28, 21, 30, 49, 46, 69, 17, 16, 78, 7
52, 9, 75, 7, 85, 59, 51, 73, 78, 4, 33, 13, 42, 19, 34, 82, 29, 55, 18, 31, 12, 37, 74, 45, 25, 69, 63, 30, 50, 46, 62, 8, 24, 84, 68, 76, 40, 32, 11, 27, 20, 60, 5, 3, 28, 38, 47, 80, 2, 79, 56, 61, 71, 10, 44, 14, 39, 22, 54, 57, 23, 36, 72, 83, 26, 77, 15, 1, 48, 81, 70, 6, 41, 17, 64, 86, 35, 49, 66, 67, 58, 43, 53, 16, 21, 65
72, 36, 61, 1, 8, 66, 49, 58, 19, 39, 60, 50, 30, 63, 11, 82, 18, 77, 15, 9, 46, 45, 51, 5, 3, 48, 67, 13, 62, 6, 44, 10, 27, 70, 24, 84, 68, 76, 40, 25, 7, 85, 81, 69, 17, 43, 35, 57, 23, 34, 65, 42, 21, 28, 56, 79, 32, 54, 86, 4, 33, 74, 14, 22, 41, 83, 26, 2, 71, 75, 53, 20, 64, 59, 37, 12, 80, 47, 38, 29, 31, 52, 55, 73, 78, 16
24, 63, 22, 57, 9, 45, 82, 26, 83, 16, 38, 78, 73, 58, 52, 7, 85, 11, 25, 72, 64, 53, 61, 46, 62, 39, 6, 20, 28, 56, 33, 4, 77, 15, 40, 76, 80, 47, 79, 17, 44, 10, 18, 31, 37, 12, 19, 29, 68, 84, 49, 66, 67, 13, 86, 71, 55, 54, 48, 1, 8, 65, 21, 60, 50, 51, 5, 3, 30, 69, 81, 70, 27, 59, 2, 32, 43, 35, 75, 14, 74, 36, 34, 23, 41, 42
40, 31, 52, 9, 81, 70, 83, 26, 41, 42, 73, 86, 53, 75, 35, 43, 2, 32, 15, 36, 61, 65, 54, 76, 20, 80, 47, 38, 29, 79, 6, 60, 50, 1, 8, 85, 66, 13, 56, 55, 44, 10, 77, 67, 39, 19, 58, 4, 33, 18, 72, 64, 59, 27, 48, 71, 12, 37, 74, 14, 22, 57, 23, 34, 82, 11, 63, 62, 24, 84, 68, 3, 5, 51, 45, 25, 28, 21, 30, 49, 46, 69, 17, 16, 78, 7
24, 63, 22, 57, 9, 45, 82, 26, 83, 16, 38, 78, 73, 58, 52, 7, 85, 11, 25, 72, 64, 53, 61, 46, 62, 39, 6, 20, 28, 56, 33, 4, 77, 15, 40, 76, 80, 47, 79, 17, 44, 10, 18, 31, 37, 12, 19, 29, 68, 84, 49, 66, 67, 13, 86, 71, 55, 54, 48, 1, 8, 65, 21, 3, 50, 60, 5, 51, 30, 69, 81, 70, 27, 59, 2, 32, 43, 35, 75, 14, 74, 36, 34, 23, 41, 42
24, 63, 46, 61, 53, 64, 72, 25, 11, 85, 7, 52, 58, 73, 78, 38, 16, 83, 26, 82, 45, 9, 57, 22, 62, 39, 28, 56, 33, 4, 20, 6, 77, 15, 12, 37, 31, 18, 10, 44, 17, 79, 47, 80, 76, 40, 19, 29, 68, 84, 49, 66, 67, 13, 86, 71, 55, 54, 48, 1, 8, 65, 21, 60, 50, 51, 5, 3, 30, 69, 81, 70, 27, 59, 2, 32, 43, 35, 75, 14, 74, 36, 34, 23, 41, 42
28, 50, 70, 18, 31, 85, 1, 48, 72, 64, 65, 12, 49, 13, 38, 29, 46, 3, 5, 76, 40, 25, 7, 15, 9, 17, 4, 33, 56, 79, 6, 60, 42, 54, 36, 61, 75, 53, 77, 62, 20, 55, 80, 47, 27, 59, 84, 8, 66, 14, 74, 37, 10, 24, 51, 11, 82, 34, 23, 57, 22, 30, 39, 86, 19, 44, 71, 2, 43, 35, 81, 69, 41, 52, 21, 63, 32, 26, 83, 16, 78, 73, 58, 45, 68, 67
40, 31, 52, 9, 15, 32, 2, 43, 35, 75, 53, 86, 73, 42, 41, 26, 83, 70, 81, 36, 61, 65, 54, 76, 20, 80, 47, 38, 29, 79, 6, 60, 50, 1, 8, 85, 66, 13, 56, 55, 44, 10, 77, 67, 39, 19, 58, 4, 33, 18, 72, 64, 59, 27, 48, 71, 62, 63, 11, 82, 34, 23, 57, 22, 14, 74, 37, 12, 24, 84, 68, 3, 5, 51, 45, 25, 28, 21, 30, 49, 46, 69, 17, 16, 78, 7
27, 59, 64, 72, 54, 65, 61, 36, 42, 73, 86, 53, 75, 35, 43, 2, 32, 15, 55, 56, 13, 66, 85, 18, 31, 52, 9, 48, 1, 8, 33, 4, 58, 19, 39, 67, 49, 30, 21, 28, 25, 40, 76, 20, 80, 47, 38, 29, 79, 70, 81, 41, 6, 60, 50, 71, 62, 63, 11, 82, 34, 23, 57, 22, 14, 74, 37, 12, 24, 84, 68, 3, 5, 51, 45, 46, 44, 10, 77, 26, 83, 69, 17, 16, 78, 7
63, 30, 50, 67, 8, 1, 61, 36, 72, 64, 59, 10, 44, 48, 3, 5, 51, 45, 46, 9, 15, 77, 26, 83, 16, 78, 73, 55, 52, 31, 54, 6, 41, 22, 14, 85, 7, 60, 32, 79, 56, 28, 25, 40, 76, 68, 84, 24, 62, 39, 19, 58, 13, 33, 4, 38, 29, 35, 57, 23, 34, 65, 21, 11, 82, 18, 86, 66, 49, 42, 20, 53, 75, 71, 2, 74, 37, 12, 80, 47, 43, 17, 69, 81, 70, 27
55, 56, 13, 66, 85, 18, 31, 52, 9, 15, 32, 2, 50, 60, 6, 41, 81, 70, 79, 29, 38, 47, 80, 20, 76, 40, 25, 28, 21, 30, 49, 67, 39, 19, 58, 4, 33, 8, 1, 48, 27, 59, 64, 72, 54, 65, 61, 36, 42, 73, 86, 53, 75, 35, 43, 71, 12, 37, 74, 14, 22, 57, 23, 34, 82, 11, 63, 62, 24, 84, 68, 3, 5, 51, 45, 46, 44, 10, 77, 26, 83, 69, 17, 16, 78, 7
55, 56, 13, 66, 85, 18, 31, 52, 9, 15, 32, 2, 36, 61, 65, 54, 72, 64, 59, 27, 48, 1, 8, 33, 4, 58, 19, 39, 67, 49, 30, 21, 28, 25, 40, 76, 20, 80, 47, 38, 29, 79, 70, 81, 41, 6, 60, 50, 42, 73, 86, 53, 75, 35, 43, 71, 62, 63, 11, 82, 34, 23, 57, 22, 14, 74, 37, 12, 24, 84, 68, 3, 5, 51, 45, 46, 44, 10, 77, 26, 83, 69, 17, 16, 78, 7
42, 60, 6, 79, 56, 28, 50, 70, 18, 31, 85, 1, 48, 72, 64, 65, 12, 15, 9, 17, 4, 7, 25, 40, 76, 5, 3, 46, 29, 38, 13, 49, 33, 54, 36, 61, 75, 53, 77, 62, 20, 55, 80, 47, 27, 59, 84, 51, 24, 10, 37, 74, 14, 66, 8, 11, 82, 34, 23, 57, 22, 30, 39, 86, 19, 44, 71, 2, 43, 35, 81, 69, 41, 52, 21, 63, 32, 26, 83, 16, 78, 73, 58, 45, 68, 67
22, 63, 24, 62, 39, 4, 33, 56, 28, 20, 31, 37, 12, 15, 77, 6, 25, 72, 64, 53, 61, 46, 57, 9, 45, 82, 26, 83, 16, 38, 78, 73, 58, 52, 7, 85, 11, 18, 10, 44, 17, 79, 47, 80, 76, 40, 19, 29, 68, 84, 49, 66, 67, 8, 1, 48, 54, 55, 71, 86, 13, 65, 21, 60, 50, 51, 5, 3, 30, 69, 81, 70, 27, 59, 2, 32, 43, 35, 75, 14, 74, 36, 34, 23, 41, 42
55, 21, 28, 25, 40, 76, 20, 80, 54, 65, 61, 36, 42, 73, 86, 53, 75, 35, 43, 2, 32, 15, 9, 52, 47, 38, 31, 18, 72, 64, 59, 27, 48, 1, 8, 33, 4, 58, 19, 39, 67, 49, 30, 56, 13, 66, 85, 50, 60, 29, 79, 70, 81, 41, 6, 71, 12, 37, 74, 14, 22, 57, 23, 34, 82, 11, 63, 62, 24, 84, 68, 3, 5, 51, 45, 46, 44, 10, 77, 26, 83, 69, 17, 16, 78, 7
55, 56, 13, 66, 85, 8, 1, 50, 60, 6, 79, 29, 38, 47, 80, 20, 76, 54, 65, 61, 36, 81, 70, 83, 26, 41, 42, 73, 86, 53, 75, 35, 43, 2, 32, 15, 9, 52, 31, 40, 44, 10, 77, 67, 39, 19, 58, 4, 33, 18, 72, 64, 59, 27, 48, 71, 12, 37, 74, 14, 22, 57, 23, 34, 82, 11, 63, 62, 24, 84, 68, 3, 5, 51, 45, 25, 28, 21, 30, 49, 46, 69, 17, 16, 78, 7
30, 63, 77, 66, 49, 64, 17, 41, 42, 80, 7, 25, 26, 83, 39, 54, 46, 21, 79, 56, 35, 37, 74, 14, 22, 57, 13, 33, 4, 16, 50, 65, 61, 36, 72, 34, 82, 11, 32, 60, 75, 67, 6, 12, 86, 45, 29, 19, 58, 43, 53, 59, 27, 70, 81, 69, 78, 73, 51, 5, 3, 28, 44, 10, 71, 55, 62, 8, 1, 48, 20, 85, 38, 47, 23, 18, 31, 52, 9, 15, 2, 40, 76, 68, 84, 24
27, 59, 64, 72, 18, 31, 52, 9, 15, 32, 2, 43, 35, 75, 53, 86, 73, 42, 41, 6, 60, 50, 85, 66, 13, 56, 55, 48, 1, 8, 33, 4, 58, 19, 39, 67, 49, 30, 21, 28, 25, 40, 76, 20, 80, 47, 38, 29, 79, 70, 81, 36, 61, 65, 54, 71, 12, 37, 74, 14, 22, 57, 23, 34, 82, 11, 63, 62, 24, 84, 68, 3, 5, 51, 45, 46, 44, 10, 77, 26, 83, 69, 17, 16, 78, 7
18, 77, 17, 69, 81, 70, 27, 15, 86, 10, 44, 48, 3, 9, 46, 45, 51, 5, 43, 82, 11, 63, 30, 50, 60, 6, 41, 22, 14, 74, 37, 12, 80, 47, 38, 29, 31, 52, 55, 73, 78, 16, 83, 26, 35, 57, 23, 34, 65, 21, 28, 56, 79, 32, 54, 2, 71, 75, 53, 20, 42, 49, 66, 67, 8, 1, 61, 36, 72, 64, 59, 4, 33, 85, 7, 25, 40, 76, 68, 84, 24, 62, 39, 19, 58, 13
22, 24, 84, 68, 76, 40, 25, 63, 55, 46, 31, 18, 34, 54, 48, 1, 8, 67, 35, 64, 72, 36, 32, 14, 74, 37, 12, 49, 42, 82, 11, 23, 39, 19, 57, 13, 69, 44, 10, 71, 58, 43, 53, 20, 4, 33, 29, 38, 83, 26, 77, 15, 9, 52, 78, 73, 51, 45, 86, 28, 3, 5, 47, 80, 2, 79, 56, 66, 62, 81, 70, 17, 41, 6, 60, 50, 30, 27, 59, 85, 7, 75, 61, 16, 21, 65
9, 52, 31, 18, 85, 66, 13, 56, 55, 15, 32, 2, 50, 60, 6, 41, 81, 70, 79, 29, 38, 47, 80, 20, 76, 40, 25, 43, 35, 75, 53, 86, 73, 42, 36, 61, 65, 54, 72, 64, 59, 27, 48, 1, 8, 33, 4, 58, 19, 39, 67, 49, 30, 21, 28, 71, 12, 37, 74, 14, 22, 57, 23, 34, 82, 11, 63, 62, 24, 84, 68, 3, 5, 51, 45, 46, 44, 10, 77, 26, 83, 69, 17, 16, 78, 7
30, 63, 77, 66, 49, 64, 17, 41, 42, 80, 7, 25, 26, 83, 39, 54, 46, 21, 79, 56, 35, 37, 74, 14, 22, 57, 13, 33, 4, 16, 50, 65, 61, 36, 72, 34, 82, 11, 32, 60, 75, 67, 6, 12, 86, 45, 29, 55, 71, 10, 44, 28, 3, 5, 51, 73, 78, 69, 81, 70, 27, 59, 53, 43, 58, 19, 62, 23, 47, 38, 85, 20, 48, 1, 8, 18, 31, 52, 9, 15, 2, 40, 76, 68, 84, 24
17, 9, 56, 79, 15, 7, 25, 40, 76, 5, 3, 13, 47, 80, 42, 60, 6, 4, 33, 54, 36, 61, 12, 30, 22, 57, 23, 34, 82, 11, 55, 20, 53, 75, 65, 64, 72, 48, 1, 85, 31, 18, 70, 27, 59, 84, 8, 66, 14, 74, 37, 10, 24, 51, 77, 62, 28, 50, 38, 29, 46, 49, 39, 86, 19, 44, 71, 2, 43, 35, 81, 69, 41, 52, 21, 63, 32, 26, 83, 16, 78, 73, 58, 45, 68, 67
6, 39, 62, 24, 63, 22, 10, 45, 46, 19, 29, 13, 86, 71, 55, 54, 48, 1, 8, 67, 66, 49, 57, 9, 15, 18, 31, 37, 12, 28, 77, 26, 83, 4, 51, 5, 3, 33, 56, 82, 11, 85, 16, 38, 78, 73, 58, 52, 7, 84, 68, 50, 60, 21, 65, 61, 53, 64, 72, 25, 40, 76, 80, 47, 79, 17, 44, 20, 30, 69, 81, 70, 27, 59, 2, 32, 43, 35, 75, 14, 74, 36, 34, 23, 41, 42
24, 84, 68, 76, 40, 25, 51, 5, 3, 53, 75, 71, 2, 26, 83, 16, 78, 7, 85, 81, 69, 17, 43, 35, 36, 72, 64, 1, 61, 59, 4, 33, 13, 42, 20, 57, 23, 34, 65, 21, 28, 56, 79, 32, 54, 86, 70, 27, 10, 44, 48, 45, 46, 9, 15, 77, 18, 82, 11, 63, 30, 50, 60, 6, 37, 12, 80, 47, 38, 29, 8, 67, 66, 49, 58, 19, 39, 62, 73, 55, 52, 31, 74, 14, 22, 41
9, 52, 31, 18, 85, 66, 13, 56, 55, 15, 32, 2, 43, 35, 75, 53, 86, 73, 42, 50, 60, 6, 41, 81, 70, 79, 29, 38, 47, 80, 20, 76, 40, 25, 28, 21, 30, 49, 67, 39, 19, 58, 4, 33, 8, 1, 48, 27, 59, 64, 72, 54, 65, 61, 36, 71, 62, 63, 11, 82, 34, 23, 57, 22, 14, 74, 37, 12, 24, 84, 68, 3, 5, 51, 45, 46, 44, 10, 77, 26, 83, 69, 17, 16, 78, 7
22, 41, 6, 60, 50, 30, 63, 11, 82, 43, 18, 77, 17, 69, 81, 70, 27, 15, 5, 86, 48, 3, 14, 74, 37, 12, 80, 47, 38, 29, 31, 52, 55, 73, 78, 16, 83, 26, 35, 57, 23, 34, 65, 21, 28, 56, 79, 32, 54, 44, 10, 51, 45, 46, 9, 2, 71, 75, 53, 20, 42, 49, 66, 67, 8, 1, 61, 36, 72, 64, 59, 4, 33, 85, 7, 25, 40, 76, 68, 84, 24, 62, 39, 19, 58, 13
53, 75, 35, 41, 13, 66, 85, 50, 60, 6, 38, 47, 18, 72, 64, 59, 27, 48, 1, 8, 55, 56, 33, 39, 19, 58, 68, 84, 54, 37, 74, 14, 22, 57, 23, 34, 82, 11, 63, 62, 67, 49, 30, 21, 28, 25, 40, 76, 20, 80, 4, 24, 31, 86, 52, 71, 12, 65, 61, 36, 42, 73, 9, 15, 32, 2, 43, 81, 70, 79, 29, 3, 5, 51, 45, 46, 44, 10, 77, 26, 83, 69, 17, 16, 78, 7
21, 30, 49, 67, 39, 19, 58, 4, 33, 8, 1, 48, 27, 59, 64, 72, 50, 60, 6, 41, 42, 28, 25, 40, 76, 20, 80, 47, 38, 29, 79, 70, 81, 24, 84, 68, 54, 85, 66, 13, 56, 55, 73, 86, 53, 75, 35, 43, 2, 32, 15, 9, 52, 31, 18, 71, 12, 37, 74, 14, 22, 57, 23, 34, 82, 11, 63, 62, 36, 61, 65, 3, 5, 51, 45, 46, 44, 10, 77, 26, 83, 69, 17, 16, 78, 7
45, 86, 12, 6, 67, 75, 60, 39, 54, 37, 74, 14, 22, 57, 13, 33, 4, 16, 83, 26, 41, 17, 64, 49, 66, 77, 63, 30, 50, 65, 61, 36, 72, 34, 82, 11, 32, 35, 56, 79, 21, 80, 7, 25, 46, 42, 29, 19, 58, 43, 53, 59, 27, 70, 81, 69, 78, 73, 51, 5, 3, 28, 44, 10, 71, 55, 62, 8, 1, 48, 20, 85, 38, 47, 23, 18, 31, 52, 9, 15, 2, 40, 76, 68, 84, 24
21, 8, 1, 48, 27, 59, 64, 72, 18, 47, 38, 6, 60, 50, 85, 66, 13, 41, 35, 75, 53, 30, 49, 67, 62, 63, 11, 82, 34, 23, 57, 33, 39, 19, 58, 68, 84, 54, 20, 76, 40, 25, 28, 55, 56, 31, 24, 4, 80, 37, 74, 14, 22, 86, 52, 71, 12, 65, 61, 36, 42, 73, 29, 79, 70, 81, 43, 2, 32, 15, 9, 3, 5, 51, 45, 46, 44, 10, 77, 26, 83, 69, 17, 16, 78, 7
55, 56, 13, 66, 85, 50, 60, 6, 79, 29, 38, 47, 80, 20, 76, 54, 68, 84, 24, 81, 70, 83, 26, 41, 42, 73, 86, 53, 75, 35, 43, 2, 32, 15, 9, 52, 31, 40, 44, 10, 77, 67, 39, 19, 58, 4, 33, 18, 72, 64, 59, 27, 48, 1, 8, 71, 12, 37, 74, 14, 22, 57, 23, 34, 82, 11, 63, 62, 36, 61, 65, 3, 5, 51, 45, 25, 28, 21, 30, 49, 46, 69, 17, 16, 78, 7
31, 18, 72, 64, 59, 27, 48, 1, 8, 33, 4, 58, 6, 60, 50, 85, 66, 13, 41, 81, 70, 79, 29, 38, 47, 56, 30, 49, 67, 39, 19, 52, 9, 15, 32, 2, 43, 35, 75, 53, 86, 73, 42, 36, 61, 65, 54, 80, 20, 76, 40, 25, 28, 21, 55, 71, 62, 63, 11, 82, 34, 23, 57, 22, 14, 74, 37, 12, 24, 84, 68, 3, 5, 51, 45, 46, 44, 10, 77, 26, 83, 69, 17, 16, 78, 7
13, 42, 20, 39, 19, 58, 49, 66, 8, 1, 61, 36, 72, 67, 48, 3, 5, 51, 45, 46, 9, 15, 77, 18, 82, 11, 63, 30, 50, 60, 53, 75, 71, 2, 26, 83, 41, 22, 14, 74, 33, 4, 7, 25, 40, 76, 68, 84, 62, 6, 44, 10, 27, 70, 86, 54, 32, 79, 56, 28, 21, 65, 34, 23, 57, 35, 43, 17, 69, 81, 85, 24, 64, 59, 37, 12, 80, 47, 38, 29, 31, 52, 55, 73, 78, 16
12, 71, 55, 54, 9, 65, 34, 82, 11, 63, 66, 19, 42, 41, 6, 60, 50, 85, 7, 48, 1, 56, 79, 70, 81, 69, 17, 67, 43, 35, 75, 53, 86, 52, 31, 36, 62, 80, 47, 38, 29, 46, 39, 15, 32, 2, 45, 51, 5, 3, 68, 73, 18, 72, 64, 59, 27, 61, 74, 14, 22, 57, 23, 13, 33, 4, 58, 8, 84, 24, 30, 49, 37, 78, 16, 83, 26, 77, 10, 44, 20, 76, 40, 25, 28, 21
69, 17, 43, 35, 57, 23, 34, 65, 21, 28, 56, 79, 32, 54, 86, 70, 27, 10, 44, 6, 62, 84, 68, 76, 40, 25, 7, 72, 36, 61, 1, 8, 66, 49, 58, 19, 39, 60, 50, 14, 22, 41, 83, 30, 63, 11, 82, 18, 77, 15, 9, 46, 45, 51, 5, 3, 48, 67, 74, 42, 13, 33, 4, 20, 53, 75, 71, 2, 26, 81, 85, 24, 64, 59, 37, 12, 80, 47, 38, 29, 31, 52, 55, 73, 78, 16
27, 48, 1, 8, 67, 50, 43, 35, 75, 53, 63, 11, 82, 34, 45, 60, 3, 5, 51, 71, 55, 54, 86, 68, 84, 65, 21, 59, 64, 72, 18, 31, 44, 10, 77, 26, 83, 16, 78, 73, 28, 62, 24, 6, 41, 42, 13, 33, 30, 49, 66, 4, 23, 57, 22, 14, 74, 17, 69, 81, 2, 32, 15, 9, 52, 61, 36, 85, 7, 25, 40, 76, 19, 39, 37, 12, 56, 79, 38, 29, 46, 70, 47, 80, 20, 58
55, 21, 28, 25, 40, 76, 20, 80, 54, 65, 61, 36, 42, 73, 86, 53, 75, 35, 43, 2, 32, 15, 9, 52, 47, 38, 31, 18, 72, 64, 59, 27, 48, 1, 8, 33, 4, 58, 19, 39, 67, 49, 30, 56, 13, 66, 85, 50, 60, 6, 41, 81, 70, 79, 29, 71, 62, 63, 11, 82, 34, 23, 57, 22, 14, 74, 37, 12, 24, 84, 68, 3, 5, 51, 45, 46, 44, 10, 77, 26, 83, 69, 17, 16, 78, 7
55, 56, 13, 66, 85, 8, 1, 26, 41, 42, 73, 86, 53, 75, 35, 43, 2, 32, 15, 36, 61, 65, 54, 76, 20, 80, 47, 38, 29, 79, 6, 60, 50, 83, 70, 81, 9, 52, 31, 40, 44, 10, 77, 67, 39, 19, 58, 4, 33, 18, 72, 64, 59, 27, 48, 71, 12, 37, 74, 14, 22, 57, 23, 34, 82, 11, 63, 62, 24, 84, 68, 3, 5, 51, 45, 25, 28, 21, 30, 49, 46, 69, 17, 16, 78, 7
18, 31, 12, 37, 74, 45, 46, 32, 11, 82, 34, 23, 57, 54, 22, 19, 4, 33, 55, 29, 27, 20, 60, 5, 3, 28, 38, 47, 80, 2, 79, 56, 61, 13, 42, 78, 73, 51, 59, 85, 7, 75, 9, 52, 71, 10, 44, 50, 30, 63, 8, 24, 84, 68, 76, 40, 25, 69, 62, 39, 14, 36, 72, 83, 26, 77, 15, 1, 48, 81, 70, 6, 41, 17, 64, 86, 35, 49, 66, 67, 58, 43, 53, 16, 21, 65
31, 29, 38, 47, 80, 12, 37, 74, 14, 22, 41, 6, 60, 50, 30, 63, 11, 82, 43, 18, 77, 17, 69, 81, 70, 27, 15, 5, 86, 48, 3, 52, 55, 73, 78, 16, 83, 26, 35, 57, 23, 34, 65, 21, 28, 56, 79, 32, 54, 44, 10, 51, 45, 46, 9, 2, 71, 75, 53, 20, 42, 49, 66, 67, 8, 1, 61, 36, 72, 64, 59, 4, 33, 85, 7, 25, 40, 76, 68, 84, 24, 62, 39, 19, 58, 13
55, 21, 28, 25, 40, 76, 20, 80, 18, 31, 52, 9, 15, 32, 2, 43, 35, 75, 53, 86, 73, 42, 36, 61, 65, 54, 72, 64, 59, 27, 48, 1, 8, 33, 4, 58, 19, 39, 67, 49, 30, 56, 47, 38, 29, 79, 70, 81, 41, 13, 66, 85, 50, 60, 6, 71, 62, 63, 11, 82, 34, 23, 57, 22, 14, 74, 37, 12, 24, 84, 68, 3, 5, 51, 45, 46, 44, 10, 77, 26, 83, 69, 17, 16, 78, 7
11, 85, 7, 52, 58, 73, 78, 38, 16, 83, 26, 18, 10, 44, 17, 79, 47, 80, 76, 40, 25, 72, 64, 53, 61, 46, 82, 45, 9, 57, 22, 63, 24, 62, 39, 4, 33, 56, 28, 20, 31, 37, 12, 15, 77, 6, 19, 29, 68, 84, 49, 66, 67, 8, 1, 48, 54, 55, 71, 86, 13, 65, 21, 60, 50, 3, 5, 51, 30, 69, 81, 70, 27, 59, 2, 32, 43, 35, 75, 14, 74, 36, 34, 23, 41, 42
