8, 20, 2, 23, 10, 15, 7, 12, 16, 28, 17, 22, 21, 27, 1, 26, 11, 14, 13, 18, 4, 6, 9, 3, 19, 5, 24, 25
7, 16, 23, 14, 17, 28, 4, 12, 8, 18, 26, 3, 21, 9, 20, 10, 11, 22, 2, 13, 15, 27, 1, 6, 5, 19, 24, 25
7, 26, 1, 27, 21, 10, 11, 6, 23, 20, 2, 18, 4, 13, 14, 17, 28, 16, 8, 22, 12, 15, 9, 3, 19, 5, 24, 25
15, 12, 23, 13, 2, 28, 17, 26, 18, 16, 22, 7, 4, 11, 20, 10, 9, 5, 19, 3, 8, 6, 1, 27, 21, 14, 24, 25
6, 4, 26, 17, 28, 10, 1, 27, 21, 14, 22, 16, 18, 13, 2, 23, 3, 15, 11, 19, 5, 12, 7, 9, 8, 20, 24, 25
2, 10, 13, 23, 12, 15, 3, 19, 5, 9, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 4, 11, 20, 8, 6, 24, 25
16, 3, 17, 7, 19, 10, 21, 22, 2, 26, 15, 5, 12, 13, 18, 14, 9, 28, 8, 23, 11, 27, 1, 6, 4, 20, 24, 25
11, 13, 2, 26, 14, 10, 8, 18, 22, 21, 17, 23, 20, 19, 9, 7, 3, 28, 16, 5, 12, 27, 1, 6, 4, 15, 24, 25
7, 16, 23, 14, 17, 28, 4, 12, 8, 18, 26, 9, 21, 3, 20, 10, 11, 2, 22, 13, 15, 27, 1, 6, 5, 19, 24, 25
5, 23, 13, 2, 10, 19, 3, 15, 12, 9, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 6, 4, 11, 20, 8, 14, 24, 25
3, 2, 11, 28, 17, 26, 9, 19, 22, 21, 18, 5, 14, 12, 10, 20, 23, 7, 13, 16, 8, 27, 1, 6, 4, 15, 24, 25
8, 9, 10, 28, 17, 26, 22, 7, 20, 12, 15, 3, 19, 5, 23, 2, 14, 13, 18, 16, 11, 4, 6, 1, 27, 21, 24, 25
2, 20, 23, 21, 27, 1, 26, 7, 6, 4, 18, 11, 10, 13, 14, 17, 28, 16, 8, 22, 12, 15, 9, 3, 19, 5, 24, 25
7, 15, 5, 12, 13, 18, 14, 17, 21, 22, 2, 26, 9, 16, 19, 10, 3, 28, 8, 23, 11, 27, 1, 6, 4, 20, 24, 25
20, 2, 23, 21, 27, 1, 26, 7, 6, 10, 11, 18, 4, 13, 14, 17, 28, 16, 8, 22, 12, 15, 9, 3, 19, 5, 24, 25
13, 14, 21, 27, 1, 6, 4, 26, 17, 28, 10, 11, 2, 22, 23, 5, 19, 3, 15, 18, 16, 20, 8, 9, 7, 12, 24, 25
6, 16, 18, 3, 19, 10, 14, 7, 11, 2, 20, 28, 17, 13, 26, 4, 12, 22, 9, 23, 15, 8, 5, 1, 27, 21, 24, 25
7, 16, 23, 4, 28, 17, 14, 12, 8, 18, 26, 9, 21, 3, 20, 10, 11, 22, 13, 2, 15, 27, 1, 6, 5, 19, 24, 25
19, 5, 9, 10, 15, 12, 23, 13, 2, 28, 17, 26, 18, 16, 22, 7, 4, 11, 20, 3, 8, 6, 1, 27, 21, 14, 24, 25
13, 3, 14, 18, 19, 10, 21, 22, 2, 26, 15, 5, 12, 28, 17, 7, 16, 9, 8, 23, 11, 27, 1, 6, 4, 20, 24, 25
19, 5, 9, 10, 20, 11, 4, 7, 22, 16, 18, 26, 17, 28, 13, 2, 23, 12, 15, 3, 8, 6, 1, 27, 21, 14, 24, 25
11, 2, 20, 23, 6, 7, 26, 1, 27, 21, 10, 18, 4, 13, 14, 17, 28, 16, 8, 22, 12, 15, 9, 3, 19, 5, 24, 25
13, 28, 17, 7, 26, 2, 22, 21, 10, 19, 18, 14, 3, 12, 5, 15, 16, 9, 8, 23, 11, 27, 1, 6, 4, 20, 24, 25
2, 11, 14, 13, 18, 16, 9, 10, 28, 17, 26, 20, 8, 7, 22, 21, 27, 1, 6, 4, 23, 3, 15, 12, 19, 5, 24, 25
3, 19, 5, 9, 10, 15, 12, 23, 13, 2, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 8, 20, 11, 4, 6, 24, 25
4, 18, 11, 15, 21, 27, 1, 26, 6, 23, 2, 20, 8, 16, 7, 3, 28, 17, 22, 14, 13, 12, 9, 10, 19, 5, 24, 25
5, 11, 28, 17, 19, 2, 20, 15, 8, 6, 3, 18, 23, 9, 22, 12, 4, 26, 13, 14, 10, 16, 7, 1, 27, 21, 24, 25
2, 10, 13, 23, 5, 19, 3, 15, 12, 9, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 6, 4, 11, 20, 8, 14, 24, 25
10, 6, 7, 26, 1, 27, 21, 23, 2, 20, 11, 18, 4, 13, 14, 17, 28, 16, 8, 22, 12, 15, 9, 3, 19, 5, 24, 25
10, 5, 23, 2, 14, 13, 19, 12, 15, 3, 28, 17, 7, 9, 8, 20, 18, 26, 16, 4, 22, 11, 21, 27, 1, 6, 24, 25
7, 16, 23, 14, 17, 28, 4, 12, 8, 18, 26, 3, 21, 9, 20, 10, 11, 2, 22, 13, 15, 27, 1, 6, 5, 19, 24, 25
19, 10, 9, 3, 20, 11, 4, 7, 22, 16, 18, 26, 17, 28, 2, 13, 23, 12, 15, 5, 8, 6, 1, 27, 21, 14, 24, 25
19, 10, 9, 3, 20, 11, 4, 7, 22, 16, 18, 26, 17, 28, 13, 2, 23, 12, 15, 5, 8, 6, 1, 27, 21, 14, 24, 25
10, 28, 17, 26, 4, 6, 1, 27, 21, 14, 22, 16, 18, 13, 2, 23, 11, 15, 5, 19, 3, 12, 7, 9, 8, 20, 24, 25
2, 10, 13, 23, 3, 15, 12, 19, 5, 9, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 4, 11, 20, 8, 6, 24, 25
11, 13, 2, 26, 14, 10, 8, 18, 22, 21, 17, 23, 20, 19, 9, 12, 3, 28, 16, 5, 7, 27, 1, 6, 4, 15, 24, 25
6, 16, 18, 4, 19, 10, 14, 7, 11, 2, 20, 28, 17, 13, 26, 3, 12, 22, 9, 23, 15, 8, 5, 1, 27, 21, 24, 25
7, 16, 23, 14, 17, 28, 4, 12, 8, 18, 26, 3, 21, 9, 20, 10, 11, 22, 13, 2, 15, 27, 1, 6, 5, 19, 24, 25
2, 3, 11, 28, 17, 26, 9, 19, 22, 21, 18, 7, 23, 20, 10, 12, 14, 5, 13, 16, 8, 27, 1, 6, 4, 15, 24, 25
2, 10, 13, 23, 12, 15, 5, 19, 3, 9, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 8, 20, 11, 4, 6, 24, 25
7, 16, 23, 14, 17, 28, 4, 12, 8, 18, 26, 9, 21, 3, 20, 10, 11, 22, 13, 2, 15, 27, 1, 6, 5, 19, 24, 25
5, 19, 10, 9, 3, 15, 12, 23, 13, 2, 28, 17, 26, 18, 16, 22, 7, 21, 27, 1, 14, 8, 20, 11, 4, 6, 24, 25
5, 12, 13, 28, 17, 15, 16, 9, 26, 2, 22, 21, 10, 19, 18, 14, 3, 7, 8, 23, 11, 27, 1, 6, 4, 20, 24, 25
13, 14, 11, 2, 10, 28, 17, 26, 4, 6, 1, 27, 21, 22, 23, 5, 19, 3, 15, 18, 16, 20, 8, 9, 7, 12, 24, 25
3, 11, 2, 28, 17, 26, 9, 19, 22, 21, 18, 5, 14, 12, 10, 20, 23, 7, 13, 16, 8, 27, 1, 6, 4, 15, 24, 25
10, 2, 13, 23, 5, 19, 3, 15, 12, 9, 28, 17, 26, 18, 16, 22, 7, 8, 20, 11, 4, 6, 1, 27, 21, 14, 24, 25
6, 3, 18, 16, 19, 10, 14, 7, 11, 2, 20, 28, 17, 13, 26, 4, 12, 22, 9, 23, 15, 8, 5, 1, 27, 21, 24, 25
