4, 37, 21, 6, 2, 10, 19, 26, 28, 29, 44, 38, 34, 31, 24, 40, 43, 1, 7, 17, 35, 9, 36, 32, 39, 16, 11, 14, 33, 13, 8, 5, 3, 23, 42, 30, 45, 18, 41, 12, 27, 15, 20, 22, 25
20, 22, 37, 34, 29, 9, 10, 33, 14, 28, 8, 35, 32, 39, 5, 45, 23, 41, 26, 36, 42, 43, 1, 7, 19, 25, 13, 24, 3, 17, 16, 21, 15, 27, 6, 11, 18, 30, 38, 44, 2, 31, 4, 40, 12
15, 5, 41, 10, 13, 16, 27, 20, 32, 42, 34, 3, 33, 12, 8, 19, 40, 31, 11, 29, 28, 9, 44, 38, 30, 22, 25, 35, 24, 6, 21, 26, 39, 23, 4, 37, 45, 14, 18, 36, 43, 1, 2, 7, 17
27, 42, 26, 36, 24, 13, 16, 31, 3, 34, 5, 30, 32, 44, 41, 19, 37, 4, 18, 40, 9, 10, 17, 6, 15, 28, 12, 20, 11, 14, 33, 35, 39, 8, 21, 29, 23, 45, 25, 22, 43, 1, 7, 2, 38
6, 21, 37, 4, 10, 2, 19, 26, 28, 29, 44, 38, 34, 31, 24, 40, 43, 1, 7, 17, 35, 9, 36, 32, 39, 16, 11, 14, 33, 13, 8, 5, 3, 23, 42, 30, 45, 18, 41, 12, 27, 15, 20, 22, 25
6, 2, 45, 37, 30, 21, 35, 32, 27, 42, 34, 15, 28, 9, 40, 43, 1, 7, 17, 8, 14, 23, 4, 39, 11, 31, 16, 33, 38, 19, 12, 3, 26, 41, 13, 29, 18, 36, 44, 5, 24, 10, 20, 22, 25
36, 26, 41, 23, 45, 5, 39, 32, 35, 8, 28, 19, 7, 1, 43, 42, 25, 13, 24, 3, 17, 16, 6, 11, 14, 33, 20, 22, 37, 34, 29, 21, 15, 27, 9, 10, 18, 30, 38, 44, 31, 2, 4, 40, 12
13, 24, 3, 21, 15, 27, 6, 17, 16, 19, 7, 1, 43, 25, 2, 31, 11, 14, 33, 5, 45, 23, 41, 26, 36, 22, 20, 39, 32, 35, 8, 28, 34, 29, 18, 30, 38, 44, 37, 9, 10, 42, 4, 40, 12
27, 42, 26, 36, 24, 13, 16, 31, 5, 34, 18, 30, 32, 44, 41, 19, 3, 4, 37, 40, 9, 10, 17, 6, 15, 28, 12, 20, 11, 14, 33, 35, 39, 8, 21, 29, 23, 45, 25, 22, 43, 1, 2, 7, 38
14, 45, 37, 4, 15, 27, 32, 42, 20, 38, 30, 18, 36, 26, 5, 35, 29, 3, 33, 10, 34, 21, 19, 13, 22, 8, 41, 2, 7, 1, 43, 12, 25, 39, 16, 6, 23, 17, 44, 24, 31, 11, 28, 40, 9
18, 36, 26, 41, 21, 35, 32, 33, 9, 29, 34, 37, 4, 42, 8, 28, 25, 10, 30, 38, 44, 2, 31, 11, 14, 13, 24, 3, 12, 20, 22, 45, 39, 5, 23, 40, 43, 1, 15, 27, 6, 17, 16, 19, 7
4, 37, 21, 6, 2, 10, 19, 26, 28, 29, 44, 38, 34, 31, 24, 40, 43, 1, 7, 17, 35, 9, 36, 32, 39, 16, 11, 14, 33, 13, 3, 5, 8, 23, 42, 30, 45, 18, 41, 12, 27, 15, 20, 22, 25
2, 6, 45, 37, 30, 21, 35, 14, 8, 17, 15, 28, 32, 27, 42, 34, 7, 1, 43, 40, 9, 23, 4, 39, 11, 31, 16, 33, 38, 3, 12, 19, 26, 41, 13, 29, 18, 36, 44, 5, 24, 10, 20, 22, 25
10, 20, 22, 37, 34, 29, 21, 15, 27, 9, 33, 14, 11, 6, 16, 17, 3, 24, 13, 25, 42, 43, 1, 7, 19, 28, 8, 35, 32, 39, 5, 45, 23, 41, 26, 36, 18, 30, 38, 44, 2, 31, 4, 40, 12
6, 21, 37, 4, 10, 2, 19, 26, 28, 29, 44, 38, 34, 31, 24, 40, 43, 1, 7, 17, 35, 9, 36, 32, 39, 16, 11, 14, 33, 13, 42, 5, 8, 23, 3, 30, 45, 18, 41, 12, 27, 15, 20, 22, 25
18, 36, 26, 41, 21, 35, 32, 33, 9, 29, 34, 37, 4, 42, 8, 28, 25, 10, 30, 38, 44, 2, 31, 11, 14, 13, 24, 3, 12, 20, 22, 45, 39, 5, 23, 40, 43, 1, 7, 19, 16, 17, 6, 27, 15
6, 21, 37, 4, 10, 2, 19, 26, 28, 29, 44, 38, 34, 31, 24, 40, 43, 1, 7, 17, 35, 9, 36, 32, 39, 16, 11, 14, 33, 13, 3, 5, 8, 23, 42, 30, 45, 18, 41, 12, 27, 15, 20, 22, 25
3, 24, 13, 21, 15, 27, 6, 17, 16, 19, 7, 1, 43, 25, 2, 31, 11, 14, 33, 5, 45, 23, 41, 26, 36, 22, 20, 39, 32, 35, 8, 28, 34, 29, 18, 30, 38, 44, 37, 4, 42, 10, 9, 40, 12
4, 37, 45, 14, 15, 27, 32, 42, 20, 38, 30, 18, 36, 26, 5, 23, 29, 35, 33, 10, 34, 21, 19, 13, 22, 8, 41, 2, 7, 1, 43, 12, 25, 39, 16, 6, 3, 17, 44, 24, 31, 11, 28, 40, 9
11, 3, 12, 39, 14, 35, 6, 2, 45, 37, 30, 31, 18, 29, 36, 16, 19, 8, 17, 7, 1, 43, 40, 9, 28, 15, 34, 26, 41, 33, 21, 23, 4, 38, 42, 27, 32, 13, 44, 5, 24, 10, 20, 22, 25
18, 29, 36, 16, 19, 8, 17, 7, 1, 43, 40, 9, 28, 15, 34, 26, 41, 33, 31, 11, 3, 30, 21, 23, 4, 37, 45, 2, 6, 35, 14, 39, 12, 38, 42, 27, 32, 13, 44, 5, 24, 10, 20, 22, 25
4, 37, 45, 14, 15, 27, 32, 42, 20, 38, 30, 18, 36, 26, 5, 35, 29, 3, 8, 22, 13, 19, 21, 34, 10, 33, 41, 2, 7, 1, 43, 12, 25, 39, 16, 6, 23, 17, 44, 24, 31, 11, 28, 40, 9
2, 31, 25, 13, 24, 40, 12, 3, 21, 5, 45, 23, 41, 26, 36, 22, 20, 39, 32, 35, 8, 28, 34, 29, 9, 10, 42, 38, 44, 37, 4, 11, 14, 33, 17, 6, 27, 15, 30, 18, 43, 1, 7, 19, 16
21, 15, 27, 6, 11, 42, 43, 1, 7, 19, 28, 8, 35, 32, 39, 5, 45, 23, 41, 26, 36, 16, 17, 3, 24, 13, 25, 14, 33, 10, 9, 29, 34, 37, 22, 20, 18, 30, 38, 44, 2, 31, 4, 40, 12
21, 14, 33, 10, 9, 29, 34, 37, 22, 20, 28, 8, 35, 32, 39, 5, 45, 23, 41, 26, 36, 25, 13, 24, 3, 42, 11, 43, 1, 15, 27, 6, 17, 16, 19, 7, 18, 30, 38, 44, 2, 31, 4, 40, 12
29, 36, 16, 19, 8, 17, 7, 1, 43, 40, 9, 28, 15, 34, 26, 41, 33, 31, 11, 3, 12, 39, 14, 35, 6, 2, 45, 37, 30, 18, 21, 23, 4, 38, 42, 27, 32, 13, 44, 5, 24, 10, 20, 22, 25
3, 8, 19, 4, 23, 11, 31, 33, 41, 26, 34, 15, 28, 9, 40, 43, 1, 7, 17, 16, 36, 29, 18, 21, 30, 37, 45, 2, 6, 35, 14, 39, 12, 38, 42, 27, 32, 13, 44, 5, 24, 10, 20, 22, 25
18, 36, 26, 41, 21, 35, 32, 33, 25, 28, 10, 9, 29, 34, 37, 4, 42, 8, 30, 38, 44, 2, 31, 11, 14, 13, 24, 3, 12, 20, 22, 45, 39, 5, 23, 40, 43, 1, 15, 27, 6, 17, 16, 19, 7
45, 4, 35, 8, 28, 37, 44, 13, 25, 42, 32, 39, 38, 30, 18, 36, 26, 41, 23, 5, 21, 15, 27, 6, 17, 16, 33, 10, 9, 29, 34, 12, 20, 22, 24, 40, 43, 1, 19, 3, 14, 11, 31, 7, 2
6, 2, 45, 37, 30, 21, 35, 32, 27, 42, 34, 15, 28, 9, 40, 43, 1, 7, 17, 8, 14, 23, 4, 39, 11, 31, 16, 33, 38, 3, 12, 19, 26, 41, 13, 29, 18, 36, 44, 5, 24, 10, 20, 22, 25
