23, 1, 69, 65, 26, 59, 6, 40, 57, 28, 19, 56, 12, 67, 20, 33, 74, 51, 49, 4, 44, 13, 39, 35, 72, 41, 64, 46, 76, 7, 50, 9, 53, 47, 8, 14, 54, 45, 25, 70, 42, 21, 32, 15, 52, 3, 34, 5, 37, 2, 36, 11, 30, 17, 24, 71, 31, 73, 68, 48, 75, 22, 60, 66, 27, 43, 58, 55, 10, 63, 16, 61, 38, 29, 18, 62
39, 13, 44, 4, 49, 51, 74, 33, 20, 67, 12, 56, 19, 28, 25, 45, 54, 7, 50, 9, 53, 47, 8, 14, 76, 46, 64, 41, 72, 35, 23, 1, 69, 65, 26, 59, 6, 40, 57, 70, 42, 21, 32, 15, 52, 3, 34, 5, 37, 2, 36, 11, 30, 17, 24, 71, 31, 73, 68, 48, 75, 22, 60, 66, 27, 43, 58, 55, 10, 63, 16, 61, 38, 29, 18, 62
24, 25, 64, 9, 50, 62, 29, 52, 2, 70, 39, 21, 3, 5, 37, 33, 74, 51, 34, 19, 56, 12, 53, 13, 17, 65, 43, 36, 55, 58, 41, 72, 22, 75, 76, 66, 27, 20, 67, 15, 8, 14, 32, 48, 54, 45, 42, 59, 6, 18, 28, 49, 26, 40, 57, 73, 68, 7, 69, 4, 38, 61, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
21, 24, 62, 52, 32, 14, 8, 15, 67, 20, 27, 66, 76, 75, 42, 70, 17, 65, 43, 18, 28, 56, 39, 13, 34, 5, 37, 6, 25, 45, 54, 48, 22, 72, 41, 64, 59, 29, 2, 36, 55, 58, 33, 74, 51, 49, 50, 9, 53, 12, 3, 19, 26, 40, 57, 73, 68, 7, 69, 4, 38, 61, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
28, 18, 43, 65, 17, 70, 42, 75, 76, 66, 27, 20, 67, 61, 38, 4, 69, 52, 62, 24, 21, 56, 39, 13, 34, 5, 37, 6, 25, 45, 54, 48, 22, 72, 41, 64, 59, 29, 2, 36, 55, 58, 33, 74, 51, 49, 50, 9, 53, 12, 3, 19, 26, 40, 57, 73, 68, 7, 32, 14, 8, 15, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
23, 1, 69, 65, 26, 59, 6, 40, 57, 28, 19, 56, 12, 67, 20, 33, 74, 51, 49, 39, 13, 44, 4, 35, 72, 41, 64, 46, 76, 7, 50, 9, 53, 47, 8, 14, 54, 45, 25, 70, 42, 21, 32, 15, 52, 3, 34, 5, 37, 2, 36, 11, 30, 17, 24, 71, 31, 73, 68, 48, 75, 22, 60, 66, 27, 43, 58, 55, 10, 63, 16, 61, 38, 29, 18, 62
24, 25, 64, 13, 39, 70, 2, 52, 29, 62, 50, 9, 53, 12, 3, 19, 34, 51, 74, 33, 37, 5, 56, 21, 17, 65, 43, 36, 55, 58, 41, 72, 22, 75, 76, 66, 27, 20, 67, 15, 8, 14, 32, 48, 54, 45, 42, 59, 6, 18, 28, 49, 26, 40, 57, 73, 68, 7, 69, 4, 38, 61, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
57, 40, 6, 59, 26, 7, 50, 9, 53, 47, 8, 14, 54, 45, 25, 28, 31, 71, 24, 76, 46, 64, 41, 72, 35, 23, 1, 69, 65, 17, 30, 11, 36, 2, 37, 5, 34, 56, 52, 15, 32, 21, 42, 70, 39, 13, 44, 4, 49, 51, 74, 33, 20, 67, 12, 3, 19, 73, 68, 48, 75, 22, 60, 66, 27, 43, 58, 55, 10, 63, 16, 61, 38, 29, 18, 62
56, 12, 67, 20, 33, 74, 51, 25, 45, 54, 7, 50, 9, 53, 47, 8, 14, 76, 46, 64, 41, 72, 35, 23, 1, 69, 65, 26, 59, 6, 40, 57, 28, 31, 71, 24, 17, 30, 11, 36, 2, 37, 5, 34, 3, 52, 15, 32, 21, 42, 70, 39, 13, 44, 4, 49, 19, 73, 68, 48, 75, 22, 60, 66, 27, 43, 58, 55, 10, 63, 16, 61, 38, 29, 18, 62
53, 54, 48, 32, 14, 8, 15, 67, 20, 27, 66, 76, 75, 22, 72, 41, 2, 49, 51, 74, 33, 37, 5, 34, 28, 18, 43, 65, 17, 7, 68, 73, 57, 40, 26, 52, 50, 21, 56, 3, 19, 64, 42, 70, 29, 58, 55, 39, 13, 36, 6, 59, 24, 12, 45, 25, 71, 62, 61, 38, 4, 69, 9, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
4, 44, 13, 39, 49, 51, 74, 33, 5, 37, 2, 36, 11, 30, 17, 65, 69, 1, 23, 35, 72, 41, 64, 46, 76, 24, 71, 31, 28, 25, 45, 54, 14, 8, 47, 53, 9, 50, 7, 70, 42, 21, 32, 15, 52, 26, 59, 6, 40, 57, 73, 68, 48, 75, 22, 60, 66, 27, 20, 67, 12, 56, 19, 3, 34, 43, 58, 55, 10, 63, 16, 61, 38, 29, 18, 62
65, 69, 1, 23, 35, 72, 41, 64, 46, 76, 14, 8, 47, 53, 9, 2, 36, 37, 5, 34, 33, 74, 51, 49, 4, 44, 68, 73, 57, 40, 26, 52, 15, 50, 7, 54, 45, 25, 28, 31, 71, 6, 59, 24, 17, 30, 11, 13, 48, 75, 22, 60, 66, 27, 20, 67, 12, 56, 19, 3, 39, 70, 42, 21, 32, 43, 58, 55, 10, 63, 16, 61, 38, 29, 18, 62
58, 43, 65, 69, 1, 23, 35, 72, 41, 75, 31, 28, 25, 48, 13, 39, 70, 42, 29, 59, 61, 38, 60, 22, 2, 66, 34, 18, 62, 71, 36, 5, 37, 6, 33, 74, 51, 49, 4, 44, 68, 64, 46, 56, 19, 3, 8, 47, 53, 9, 50, 12, 67, 76, 14, 45, 54, 7, 55, 10, 63, 16, 11, 30, 17, 24, 27, 20, 73, 57, 40, 26, 52, 15, 32, 21
17, 70, 42, 75, 76, 66, 27, 20, 67, 15, 8, 14, 32, 52, 62, 24, 21, 65, 43, 18, 28, 3, 39, 13, 34, 5, 37, 6, 25, 45, 54, 48, 22, 72, 41, 64, 59, 29, 2, 36, 55, 58, 33, 74, 51, 49, 50, 9, 53, 12, 56, 19, 26, 40, 57, 73, 68, 7, 69, 4, 38, 61, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
21, 56, 5, 37, 33, 74, 51, 34, 19, 3, 12, 53, 13, 39, 70, 52, 2, 29, 62, 50, 9, 64, 25, 24, 17, 65, 43, 36, 55, 58, 41, 72, 22, 75, 76, 66, 27, 20, 67, 15, 8, 14, 32, 48, 54, 45, 42, 59, 6, 18, 28, 49, 26, 40, 57, 73, 68, 7, 69, 4, 38, 61, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
29, 52, 2, 70, 39, 13, 53, 12, 3, 19, 34, 51, 74, 33, 37, 5, 56, 21, 64, 25, 28, 18, 6, 59, 42, 45, 54, 48, 32, 62, 50, 9, 14, 8, 15, 67, 20, 27, 66, 76, 75, 22, 72, 41, 58, 55, 36, 43, 65, 17, 24, 49, 26, 40, 57, 73, 68, 7, 69, 4, 38, 61, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
21, 56, 51, 74, 33, 37, 5, 34, 19, 3, 12, 53, 13, 39, 70, 2, 52, 29, 62, 50, 9, 64, 25, 24, 17, 65, 43, 36, 55, 58, 41, 72, 22, 75, 76, 66, 27, 20, 67, 15, 8, 14, 32, 48, 54, 45, 42, 59, 6, 18, 28, 49, 26, 40, 57, 73, 68, 7, 69, 4, 38, 61, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
65, 69, 1, 23, 35, 72, 41, 64, 46, 76, 14, 8, 47, 53, 9, 2, 36, 37, 5, 34, 33, 74, 51, 49, 4, 44, 68, 73, 57, 40, 26, 52, 15, 20, 67, 12, 56, 19, 3, 6, 59, 32, 21, 42, 70, 39, 13, 48, 75, 22, 60, 66, 27, 50, 7, 54, 45, 25, 28, 31, 71, 11, 30, 17, 24, 43, 58, 55, 10, 63, 16, 61, 38, 29, 18, 62
17, 70, 42, 75, 76, 66, 27, 20, 67, 39, 13, 34, 21, 3, 6, 37, 5, 65, 43, 18, 28, 24, 62, 52, 32, 14, 8, 15, 25, 45, 54, 48, 22, 72, 41, 64, 59, 2, 29, 36, 55, 58, 33, 74, 51, 49, 50, 9, 53, 12, 56, 19, 26, 40, 57, 73, 68, 7, 69, 4, 38, 61, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
70, 42, 21, 15, 64, 41, 72, 22, 75, 76, 66, 71, 62, 61, 38, 4, 69, 11, 16, 46, 60, 36, 6, 53, 9, 50, 7, 68, 73, 57, 8, 14, 32, 58, 55, 10, 63, 27, 65, 43, 44, 18, 20, 56, 19, 30, 17, 24, 59, 40, 26, 52, 2, 29, 49, 51, 74, 33, 37, 5, 34, 13, 67, 48, 3, 12, 54, 45, 25, 28, 39, 31, 35, 23, 1, 47
26, 40, 57, 73, 68, 7, 74, 51, 49, 2, 41, 72, 22, 75, 76, 66, 27, 20, 67, 15, 8, 14, 32, 48, 54, 53, 52, 50, 21, 56, 3, 19, 64, 42, 70, 29, 58, 55, 39, 13, 36, 6, 59, 24, 17, 65, 43, 18, 28, 34, 5, 37, 33, 12, 45, 25, 71, 62, 61, 38, 4, 69, 9, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
57, 40, 6, 59, 26, 44, 4, 49, 51, 74, 33, 20, 67, 12, 3, 19, 56, 34, 5, 37, 2, 52, 15, 32, 21, 42, 70, 39, 13, 7, 50, 9, 53, 47, 8, 14, 54, 45, 25, 28, 31, 71, 24, 76, 46, 64, 41, 72, 35, 23, 1, 69, 65, 17, 30, 11, 36, 73, 68, 48, 75, 22, 60, 66, 27, 43, 58, 55, 10, 63, 16, 61, 38, 29, 18, 62
52, 26, 40, 59, 24, 17, 30, 19, 56, 20, 18, 44, 43, 65, 27, 63, 10, 55, 58, 32, 14, 8, 57, 73, 68, 7, 50, 9, 53, 6, 36, 60, 46, 16, 11, 69, 4, 38, 61, 62, 71, 66, 76, 75, 22, 72, 41, 64, 15, 21, 42, 70, 29, 2, 49, 51, 74, 33, 37, 5, 34, 13, 67, 48, 3, 12, 54, 45, 25, 28, 39, 31, 35, 23, 1, 47
53, 54, 48, 32, 14, 8, 15, 67, 20, 27, 66, 76, 75, 22, 72, 41, 2, 49, 51, 74, 24, 59, 6, 36, 13, 39, 55, 58, 29, 70, 42, 64, 19, 3, 56, 21, 50, 7, 68, 73, 57, 40, 26, 52, 17, 65, 43, 18, 28, 34, 5, 37, 33, 12, 45, 25, 71, 62, 61, 38, 4, 69, 9, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
57, 40, 6, 59, 26, 44, 4, 49, 51, 74, 33, 20, 67, 12, 3, 19, 56, 34, 5, 37, 2, 36, 11, 30, 17, 65, 69, 1, 23, 35, 72, 41, 64, 46, 76, 24, 71, 31, 28, 25, 45, 54, 14, 8, 47, 53, 9, 50, 7, 13, 39, 70, 42, 21, 32, 15, 52, 73, 68, 48, 75, 22, 60, 66, 27, 43, 58, 55, 10, 63, 16, 61, 38, 29, 18, 62
58, 43, 65, 69, 1, 23, 35, 72, 41, 75, 48, 13, 39, 70, 42, 29, 59, 61, 38, 60, 22, 2, 66, 34, 18, 62, 71, 36, 5, 37, 6, 33, 74, 51, 49, 4, 44, 68, 64, 46, 56, 19, 3, 12, 67, 76, 14, 8, 47, 53, 9, 50, 7, 54, 45, 25, 28, 31, 55, 10, 63, 16, 11, 30, 17, 24, 27, 20, 73, 57, 40, 26, 52, 15, 32, 21
17, 70, 42, 75, 76, 66, 27, 20, 67, 39, 13, 34, 5, 37, 6, 3, 21, 65, 43, 18, 28, 24, 62, 52, 32, 14, 8, 15, 25, 45, 54, 48, 22, 72, 41, 64, 59, 29, 2, 36, 55, 58, 33, 74, 51, 49, 50, 9, 53, 12, 56, 19, 26, 40, 57, 73, 68, 7, 69, 4, 38, 61, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
40, 57, 73, 68, 14, 8, 47, 53, 9, 50, 7, 76, 25, 45, 54, 48, 13, 36, 6, 59, 24, 17, 30, 11, 56, 46, 64, 41, 72, 35, 23, 1, 69, 65, 43, 58, 55, 10, 63, 16, 26, 52, 15, 32, 21, 42, 70, 39, 2, 29, 38, 61, 62, 71, 31, 28, 19, 3, 12, 67, 20, 27, 66, 34, 5, 37, 33, 74, 51, 49, 4, 44, 18, 60, 22, 75
2, 29, 39, 70, 42, 21, 32, 76, 7, 50, 9, 53, 47, 11, 16, 63, 10, 55, 58, 43, 65, 69, 1, 23, 35, 72, 41, 64, 46, 38, 61, 62, 71, 31, 28, 25, 45, 54, 48, 13, 36, 6, 59, 24, 17, 30, 56, 8, 14, 68, 73, 57, 40, 26, 52, 15, 19, 3, 12, 67, 20, 27, 66, 34, 5, 37, 33, 74, 51, 49, 4, 44, 18, 60, 22, 75
21, 56, 6, 37, 5, 34, 13, 39, 67, 20, 27, 66, 76, 75, 42, 70, 17, 65, 43, 18, 28, 24, 62, 52, 32, 14, 8, 15, 25, 45, 54, 48, 22, 72, 41, 64, 59, 2, 29, 36, 55, 58, 33, 74, 51, 49, 50, 9, 53, 12, 3, 19, 26, 40, 57, 73, 68, 7, 69, 4, 38, 61, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
55, 10, 63, 16, 11, 30, 17, 24, 59, 61, 38, 60, 22, 2, 36, 5, 37, 6, 33, 74, 51, 49, 4, 44, 68, 64, 46, 56, 19, 3, 12, 67, 76, 14, 8, 47, 53, 13, 39, 70, 42, 29, 9, 50, 7, 54, 45, 25, 28, 31, 71, 62, 18, 34, 66, 58, 43, 65, 69, 1, 23, 35, 72, 41, 75, 48, 27, 20, 73, 57, 40, 26, 52, 15, 32, 21
25, 45, 54, 48, 22, 72, 41, 64, 59, 2, 29, 62, 24, 39, 13, 34, 43, 65, 17, 70, 42, 75, 76, 66, 27, 28, 18, 20, 67, 61, 38, 4, 69, 52, 5, 37, 6, 36, 55, 58, 33, 74, 51, 49, 50, 9, 53, 12, 3, 19, 56, 21, 26, 40, 57, 73, 68, 7, 32, 14, 8, 15, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
39, 2, 29, 38, 61, 62, 71, 31, 28, 52, 15, 25, 45, 54, 48, 13, 36, 6, 59, 24, 17, 30, 11, 56, 46, 64, 41, 72, 35, 23, 1, 69, 65, 43, 58, 55, 10, 63, 16, 70, 42, 21, 32, 76, 7, 50, 9, 53, 47, 8, 14, 68, 73, 57, 40, 26, 19, 3, 12, 67, 20, 27, 66, 34, 5, 37, 33, 74, 51, 49, 4, 44, 18, 60, 22, 75
21, 24, 62, 52, 69, 4, 38, 61, 67, 20, 27, 66, 76, 75, 42, 70, 17, 65, 43, 18, 28, 56, 6, 37, 5, 34, 13, 39, 25, 45, 54, 48, 22, 72, 41, 64, 59, 29, 2, 36, 55, 58, 33, 74, 51, 49, 50, 9, 53, 12, 3, 19, 26, 40, 57, 73, 68, 7, 32, 14, 8, 15, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
51, 74, 33, 6, 37, 5, 36, 2, 41, 72, 35, 23, 1, 69, 65, 43, 58, 55, 10, 63, 16, 48, 75, 22, 60, 38, 61, 59, 24, 17, 30, 11, 53, 13, 39, 70, 42, 29, 9, 50, 7, 54, 45, 25, 28, 31, 71, 62, 18, 34, 66, 49, 4, 44, 68, 64, 46, 56, 19, 3, 12, 67, 76, 14, 8, 47, 27, 20, 73, 57, 40, 26, 52, 15, 32, 21
29, 2, 39, 70, 42, 21, 32, 76, 7, 50, 9, 53, 47, 11, 16, 63, 10, 55, 58, 43, 65, 69, 1, 23, 35, 72, 41, 64, 46, 38, 61, 62, 71, 31, 28, 25, 45, 54, 48, 13, 36, 6, 59, 24, 17, 30, 56, 8, 14, 68, 73, 57, 40, 26, 52, 15, 19, 3, 12, 67, 20, 27, 66, 34, 5, 37, 33, 74, 51, 49, 4, 44, 18, 60, 22, 75
65, 69, 1, 23, 35, 72, 41, 64, 46, 76, 14, 8, 47, 53, 9, 36, 2, 37, 5, 34, 33, 74, 51, 49, 4, 44, 68, 73, 57, 40, 26, 52, 15, 20, 67, 12, 3, 19, 56, 6, 59, 32, 21, 42, 70, 39, 13, 48, 75, 22, 60, 66, 27, 50, 7, 54, 45, 25, 28, 31, 71, 11, 30, 17, 24, 43, 58, 55, 10, 63, 16, 61, 38, 29, 18, 62
5, 37, 6, 3, 21, 34, 13, 39, 67, 20, 27, 66, 76, 75, 42, 70, 17, 65, 43, 18, 28, 24, 62, 52, 32, 14, 8, 15, 25, 45, 54, 48, 22, 72, 41, 64, 59, 29, 2, 36, 55, 58, 33, 74, 51, 49, 50, 9, 53, 12, 56, 19, 26, 40, 57, 73, 68, 7, 69, 4, 38, 61, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
6, 37, 5, 34, 13, 39, 56, 21, 24, 62, 52, 69, 4, 38, 61, 67, 20, 27, 66, 76, 75, 42, 70, 17, 65, 43, 18, 28, 25, 45, 54, 48, 22, 72, 41, 64, 59, 2, 29, 36, 55, 58, 33, 74, 51, 49, 50, 9, 53, 12, 3, 19, 26, 40, 57, 73, 68, 7, 32, 14, 8, 15, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
28, 18, 43, 65, 17, 70, 42, 75, 76, 66, 27, 20, 67, 39, 13, 34, 5, 37, 6, 3, 21, 24, 62, 52, 32, 14, 8, 15, 25, 45, 54, 48, 22, 72, 41, 64, 59, 29, 2, 36, 55, 58, 33, 74, 51, 49, 50, 9, 53, 12, 56, 19, 26, 40, 57, 73, 68, 7, 69, 4, 38, 61, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
57, 40, 6, 59, 26, 44, 4, 49, 51, 74, 33, 20, 67, 12, 56, 19, 3, 34, 5, 37, 2, 52, 15, 32, 21, 42, 70, 39, 13, 14, 8, 47, 53, 9, 50, 7, 54, 45, 25, 28, 31, 71, 24, 76, 46, 64, 41, 72, 35, 23, 1, 69, 65, 17, 30, 11, 36, 73, 68, 48, 75, 22, 60, 66, 27, 43, 58, 55, 10, 63, 16, 61, 38, 29, 18, 62
2, 29, 52, 70, 39, 13, 53, 12, 3, 19, 34, 51, 74, 33, 37, 5, 56, 21, 64, 25, 28, 18, 6, 59, 42, 45, 54, 48, 32, 62, 50, 9, 14, 8, 15, 67, 20, 27, 66, 76, 75, 22, 72, 41, 58, 55, 36, 43, 65, 17, 24, 49, 26, 40, 57, 73, 68, 7, 69, 4, 38, 61, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
24, 17, 30, 11, 71, 31, 28, 25, 45, 54, 7, 50, 27, 66, 60, 22, 75, 48, 13, 39, 70, 42, 21, 32, 59, 6, 3, 19, 56, 12, 67, 20, 15, 52, 26, 40, 57, 73, 68, 44, 4, 49, 51, 74, 33, 34, 5, 37, 36, 2, 9, 53, 47, 8, 14, 76, 46, 64, 41, 72, 35, 23, 1, 69, 65, 43, 58, 55, 10, 63, 16, 61, 38, 29, 18, 62
45, 25, 28, 18, 43, 65, 17, 24, 59, 6, 8, 15, 67, 4, 38, 61, 62, 69, 52, 49, 2, 29, 58, 55, 36, 3, 26, 40, 57, 73, 68, 7, 41, 72, 22, 75, 76, 66, 27, 20, 9, 53, 12, 56, 19, 54, 48, 32, 14, 51, 74, 33, 37, 5, 34, 50, 21, 64, 42, 70, 39, 13, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
10, 63, 27, 65, 43, 44, 18, 28, 25, 45, 55, 58, 32, 14, 8, 57, 73, 68, 7, 50, 9, 53, 6, 36, 60, 46, 16, 11, 69, 4, 38, 61, 62, 71, 66, 76, 75, 22, 72, 41, 64, 15, 21, 42, 70, 54, 12, 3, 48, 67, 13, 34, 5, 37, 33, 74, 51, 49, 29, 2, 52, 26, 40, 59, 24, 17, 30, 19, 56, 20, 39, 31, 35, 23, 1, 47
21, 24, 62, 52, 32, 14, 8, 15, 67, 20, 27, 66, 76, 75, 42, 70, 17, 65, 43, 18, 28, 56, 6, 37, 5, 34, 13, 39, 25, 45, 54, 48, 22, 72, 41, 64, 59, 29, 2, 36, 55, 58, 33, 74, 51, 49, 50, 9, 53, 12, 3, 19, 26, 40, 57, 73, 68, 7, 69, 4, 38, 61, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
65, 69, 1, 23, 35, 72, 41, 64, 46, 76, 14, 8, 47, 53, 9, 36, 2, 37, 5, 34, 33, 74, 51, 49, 4, 44, 68, 73, 57, 40, 26, 52, 15, 20, 67, 12, 3, 19, 56, 6, 59, 24, 17, 30, 11, 71, 31, 28, 25, 45, 54, 7, 50, 27, 66, 60, 22, 75, 48, 13, 39, 70, 42, 21, 32, 43, 58, 55, 10, 63, 16, 61, 38, 29, 18, 62
17, 70, 42, 75, 76, 66, 27, 20, 67, 61, 38, 4, 69, 52, 62, 24, 21, 65, 43, 18, 28, 56, 6, 37, 5, 34, 13, 39, 25, 45, 54, 48, 22, 72, 41, 64, 59, 29, 2, 36, 55, 58, 33, 74, 51, 49, 50, 9, 53, 12, 3, 19, 26, 40, 57, 73, 68, 7, 32, 14, 8, 15, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
31, 71, 62, 68, 73, 57, 40, 26, 52, 15, 32, 21, 42, 70, 39, 13, 29, 38, 61, 16, 63, 10, 55, 58, 43, 65, 69, 1, 23, 35, 72, 28, 25, 45, 54, 7, 50, 9, 53, 47, 8, 14, 76, 56, 19, 3, 12, 67, 20, 27, 66, 34, 5, 37, 2, 36, 6, 59, 24, 17, 30, 75, 22, 60, 18, 44, 4, 49, 51, 74, 33, 11, 41, 64, 46, 48
23, 1, 69, 65, 43, 58, 55, 10, 63, 16, 61, 38, 76, 14, 8, 47, 53, 9, 50, 7, 54, 45, 25, 35, 72, 28, 31, 71, 62, 68, 73, 57, 75, 22, 60, 18, 44, 4, 49, 51, 74, 33, 11, 30, 17, 24, 59, 6, 36, 2, 37, 5, 34, 66, 27, 20, 67, 12, 3, 19, 56, 29, 13, 39, 70, 42, 21, 32, 15, 52, 26, 40, 41, 64, 46, 48
19, 56, 12, 53, 9, 20, 27, 66, 76, 75, 22, 72, 41, 7, 68, 73, 57, 40, 26, 3, 36, 55, 58, 29, 49, 2, 52, 69, 62, 61, 38, 4, 67, 15, 8, 6, 59, 24, 17, 65, 43, 18, 28, 25, 45, 54, 48, 32, 14, 51, 74, 33, 37, 5, 34, 50, 21, 64, 42, 70, 39, 13, 71, 44, 46, 60, 10, 63, 16, 11, 30, 31, 35, 23, 1, 47
