5, 29, 15, 30, 7, 3, 8, 11, 26, 24, 6, 21, 2, 32, 25, 4, 18, 10, 31, 28, 9, 34, 22, 13, 19, 1, 16, 14, 23, 27, 17, 20, 12, 33
10, 23, 29, 26, 13, 9, 16, 1, 33, 28, 2, 15, 32, 20, 12, 22, 24, 14, 17, 27, 34, 3, 30, 18, 7, 11, 25, 4, 31, 8, 5, 6, 21, 19
7, 3, 24, 14, 23, 27, 5, 11, 13, 9, 16, 1, 33, 28, 31, 10, 18, 12, 20, 17, 30, 15, 29, 26, 22, 6, 8, 34, 4, 25, 32, 2, 21, 19
7, 24, 22, 6, 34, 13, 9, 11, 10, 16, 27, 25, 2, 32, 3, 5, 1, 33, 28, 31, 8, 26, 29, 15, 30, 4, 23, 14, 18, 12, 17, 20, 21, 19
6, 14, 3, 16, 18, 10, 23, 9, 32, 15, 31, 1, 34, 17, 19, 33, 21, 20, 8, 7, 30, 4, 24, 13, 12, 29, 26, 5, 27, 22, 11, 28, 2, 25
9, 13, 34, 10, 11, 7, 24, 22, 6, 16, 27, 2, 25, 32, 3, 5, 1, 33, 28, 31, 8, 26, 29, 15, 30, 4, 23, 14, 18, 12, 17, 20, 21, 19
7, 5, 3, 28, 31, 10, 6, 11, 13, 22, 18, 4, 25, 32, 2, 21, 29, 15, 30, 8, 26, 24, 34, 9, 19, 1, 16, 14, 23, 27, 17, 20, 12, 33
3, 14, 6, 16, 18, 10, 23, 9, 32, 15, 31, 1, 34, 17, 19, 33, 21, 20, 8, 26, 29, 12, 24, 13, 27, 4, 30, 7, 5, 22, 11, 28, 2, 25
3, 7, 11, 30, 18, 28, 33, 1, 16, 9, 13, 25, 17, 26, 29, 23, 10, 27, 34, 4, 14, 24, 22, 12, 20, 32, 15, 2, 31, 8, 5, 6, 21, 19
9, 29, 34, 6, 22, 26, 8, 14, 23, 16, 1, 19, 21, 2, 32, 25, 24, 28, 31, 10, 18, 30, 15, 27, 11, 13, 4, 5, 3, 7, 17, 20, 12, 33
22, 24, 14, 26, 8, 6, 31, 28, 33, 1, 16, 27, 15, 3, 30, 5, 13, 34, 32, 25, 17, 2, 12, 20, 9, 4, 29, 23, 10, 18, 11, 7, 21, 19
27, 23, 14, 24, 11, 13, 9, 16, 1, 19, 21, 2, 32, 25, 4, 28, 31, 30, 15, 29, 34, 10, 18, 8, 26, 22, 6, 5, 3, 7, 17, 20, 12, 33
6, 3, 26, 14, 24, 22, 31, 28, 33, 1, 16, 27, 15, 2, 25, 32, 34, 13, 5, 30, 8, 17, 12, 20, 9, 4, 29, 23, 10, 18, 11, 7, 21, 19
4, 28, 31, 10, 25, 32, 21, 2, 30, 17, 18, 8, 26, 22, 6, 29, 15, 20, 12, 33, 34, 19, 1, 16, 9, 13, 11, 5, 27, 23, 14, 24, 3, 7
15, 13, 27, 14, 5, 2, 12, 1, 16, 17, 22, 30, 32, 29, 21, 25, 28, 33, 23, 6, 7, 19, 3, 34, 9, 31, 4, 20, 11, 26, 24, 10, 18, 8
13, 27, 14, 17, 2, 15, 12, 5, 22, 30, 32, 29, 21, 7, 6, 23, 33, 28, 25, 1, 16, 19, 3, 34, 9, 31, 4, 20, 11, 26, 24, 10, 18, 8
9, 13, 34, 6, 22, 24, 7, 3, 10, 16, 27, 2, 25, 32, 11, 5, 1, 33, 28, 31, 8, 26, 29, 15, 30, 4, 23, 14, 18, 12, 17, 20, 21, 19
10, 18, 7, 12, 24, 20, 8, 6, 14, 5, 31, 3, 11, 22, 23, 26, 29, 4, 27, 13, 30, 9, 32, 15, 33, 21, 19, 17, 34, 1, 16, 28, 2, 25
16, 12, 2, 15, 25, 28, 33, 23, 6, 5, 17, 22, 30, 32, 29, 21, 1, 7, 13, 27, 14, 19, 3, 34, 9, 31, 4, 20, 11, 26, 24, 10, 18, 8
10, 31, 28, 4, 25, 32, 2, 21, 30, 17, 18, 8, 26, 22, 6, 29, 15, 20, 12, 33, 34, 19, 1, 16, 9, 13, 11, 5, 27, 23, 14, 24, 3, 7
21, 29, 32, 30, 7, 13, 27, 12, 15, 6, 23, 33, 28, 25, 1, 16, 22, 17, 2, 5, 14, 19, 3, 34, 9, 31, 4, 20, 11, 26, 24, 10, 18, 8
6, 3, 26, 14, 24, 22, 31, 28, 33, 1, 16, 27, 15, 8, 30, 5, 13, 34, 32, 25, 17, 2, 12, 20, 9, 4, 29, 23, 10, 18, 11, 7, 21, 19
7, 30, 15, 29, 5, 3, 8, 11, 26, 24, 6, 2, 21, 32, 25, 4, 18, 10, 31, 28, 9, 34, 22, 13, 19, 1, 16, 14, 23, 27, 17, 20, 12, 33
10, 18, 17, 30, 15, 29, 6, 22, 26, 8, 31, 28, 4, 25, 32, 2, 21, 20, 12, 33, 34, 19, 1, 16, 9, 13, 11, 5, 27, 23, 14, 24, 3, 7
9, 13, 34, 10, 3, 7, 24, 22, 6, 16, 27, 5, 11, 32, 2, 25, 1, 33, 28, 31, 8, 26, 29, 15, 30, 4, 23, 14, 18, 12, 17, 20, 21, 19
10, 18, 7, 12, 29, 26, 14, 6, 8, 20, 31, 22, 11, 3, 23, 5, 24, 4, 27, 13, 30, 9, 32, 15, 33, 21, 19, 17, 34, 1, 16, 28, 2, 25
6, 3, 26, 14, 24, 22, 31, 28, 33, 1, 16, 27, 15, 25, 32, 2, 34, 13, 5, 30, 8, 17, 12, 20, 9, 4, 29, 23, 10, 18, 11, 7, 21, 19
15, 5, 30, 4, 17, 13, 11, 7, 14, 18, 32, 2, 21, 29, 24, 27, 1, 16, 31, 28, 3, 6, 19, 25, 22, 34, 26, 8, 12, 33, 20, 10, 9, 23
20, 8, 6, 14, 26, 29, 12, 7, 18, 10, 31, 22, 11, 3, 23, 13, 27, 4, 24, 5, 30, 9, 32, 15, 33, 21, 19, 17, 34, 1, 16, 28, 2, 25
15, 32, 9, 3, 16, 18, 24, 13, 23, 14, 6, 8, 1, 34, 17, 33, 21, 19, 26, 29, 12, 20, 31, 10, 5, 7, 30, 11, 22, 27, 4, 28, 2, 25
2, 15, 25, 32, 34, 13, 5, 30, 8, 17, 3, 26, 14, 24, 22, 27, 16, 1, 33, 28, 31, 6, 12, 20, 9, 4, 29, 23, 10, 18, 11, 7, 21, 19
7, 24, 22, 6, 34, 13, 9, 3, 10, 16, 27, 25, 32, 2, 11, 5, 1, 33, 28, 31, 8, 26, 29, 15, 30, 4, 23, 14, 18, 12, 17, 20, 21, 19
9, 13, 34, 10, 11, 7, 24, 22, 6, 16, 27, 25, 2, 32, 3, 5, 1, 33, 28, 31, 8, 26, 29, 15, 30, 4, 23, 14, 18, 12, 17, 20, 21, 19
9, 13, 34, 10, 3, 7, 24, 22, 6, 16, 27, 2, 25, 32, 11, 5, 1, 33, 28, 31, 8, 26, 29, 15, 30, 4, 23, 14, 18, 12, 17, 20, 21, 19
5, 14, 6, 8, 20, 24, 12, 7, 18, 10, 31, 22, 11, 3, 23, 26, 29, 4, 27, 13, 30, 9, 32, 15, 33, 21, 19, 17, 34, 1, 16, 28, 2, 25
22, 24, 14, 26, 3, 13, 34, 2, 32, 25, 15, 27, 16, 1, 33, 28, 31, 6, 5, 30, 8, 17, 12, 20, 9, 4, 29, 23, 10, 18, 11, 7, 21, 19
3, 5, 6, 28, 31, 10, 7, 11, 13, 22, 18, 4, 25, 32, 2, 21, 29, 15, 30, 8, 26, 24, 34, 9, 19, 1, 16, 14, 23, 27, 17, 20, 12, 33
3, 14, 6, 16, 18, 10, 23, 9, 32, 15, 31, 1, 34, 17, 19, 33, 21, 20, 8, 26, 29, 12, 24, 13, 4, 30, 7, 5, 27, 22, 11, 28, 2, 25
10, 31, 20, 21, 33, 15, 32, 9, 3, 16, 6, 8, 1, 34, 17, 19, 18, 13, 23, 26, 29, 12, 24, 14, 5, 7, 30, 11, 22, 27, 4, 28, 2, 25
3, 5, 27, 7, 11, 13, 9, 16, 1, 19, 21, 2, 32, 25, 4, 28, 31, 8, 26, 22, 6, 34, 29, 15, 30, 18, 10, 23, 14, 24, 17, 20, 12, 33
16, 12, 2, 15, 25, 28, 33, 23, 6, 5, 17, 22, 30, 32, 29, 21, 1, 7, 13, 27, 14, 19, 9, 34, 3, 31, 4, 20, 11, 26, 24, 10, 18, 8
20, 8, 6, 14, 26, 29, 12, 3, 11, 22, 31, 10, 18, 5, 24, 4, 27, 13, 23, 7, 30, 9, 32, 15, 33, 21, 19, 17, 34, 1, 16, 28, 2, 25
9, 13, 34, 10, 3, 7, 24, 22, 6, 16, 27, 25, 2, 32, 11, 5, 1, 33, 28, 31, 8, 26, 29, 15, 30, 4, 23, 14, 18, 12, 17, 20, 21, 19
7, 24, 22, 6, 34, 13, 9, 11, 10, 16, 27, 5, 3, 32, 25, 2, 1, 33, 28, 31, 8, 26, 29, 15, 30, 4, 23, 14, 18, 12, 17, 20, 21, 19
7, 10, 31, 28, 3, 5, 6, 11, 13, 22, 18, 4, 25, 32, 2, 21, 29, 15, 30, 8, 26, 24, 34, 9, 19, 1, 16, 14, 23, 27, 17, 20, 12, 33
26, 22, 6, 34, 29, 15, 30, 18, 10, 31, 28, 4, 25, 32, 2, 21, 19, 1, 16, 9, 13, 11, 7, 27, 5, 3, 8, 23, 14, 24, 17, 20, 12, 33
21, 29, 32, 30, 22, 17, 5, 2, 12, 1, 16, 14, 27, 13, 6, 23, 33, 28, 25, 15, 7, 19, 3, 34, 9, 31, 4, 20, 11, 26, 24, 10, 18, 8
7, 17, 22, 30, 32, 29, 21, 13, 27, 14, 5, 1, 16, 2, 12, 6, 23, 33, 28, 25, 15, 19, 3, 34, 9, 31, 4, 20, 11, 26, 24, 10, 18, 8
10, 23, 29, 26, 13, 9, 16, 1, 33, 28, 2, 15, 32, 20, 12, 22, 24, 14, 17, 27, 34, 4, 18, 30, 3, 25, 11, 7, 31, 8, 5, 6, 21, 19
6, 8, 26, 14, 24, 22, 31, 28, 33, 1, 16, 27, 15, 3, 30, 5, 13, 34, 32, 2, 25, 17, 12, 20, 9, 4, 29, 23, 10, 18, 11, 7, 21, 19
9, 13, 34, 10, 3, 7, 24, 22, 6, 16, 27, 25, 32, 2, 11, 5, 1, 33, 28, 31, 8, 26, 29, 15, 30, 4, 23, 14, 18, 12, 17, 20, 21, 19
3, 14, 6, 16, 18, 10, 23, 9, 32, 15, 31, 1, 34, 17, 19, 33, 21, 20, 8, 26, 29, 12, 24, 13, 5, 7, 30, 4, 27, 22, 11, 28, 2, 25
3, 23, 8, 9, 14, 29, 26, 6, 20, 30, 31, 10, 18, 7, 11, 22, 5, 21, 33, 15, 32, 24, 12, 4, 27, 13, 19, 17, 34, 1, 16, 28, 2, 25
21, 29, 32, 30, 22, 17, 2, 5, 12, 1, 16, 14, 27, 13, 6, 23, 33, 28, 25, 15, 7, 19, 3, 34, 9, 31, 4, 20, 11, 26, 24, 10, 18, 8
16, 2, 12, 15, 25, 28, 33, 23, 6, 5, 17, 22, 30, 32, 29, 21, 1, 7, 13, 27, 14, 19, 9, 34, 3, 31, 4, 20, 11, 26, 24, 10, 18, 8
15, 6, 23, 33, 28, 25, 1, 16, 22, 17, 2, 30, 32, 29, 21, 12, 7, 13, 27, 14, 5, 19, 9, 34, 3, 31, 4, 20, 11, 26, 24, 10, 18, 8
7, 30, 15, 29, 24, 26, 8, 11, 6, 5, 3, 2, 21, 32, 25, 4, 18, 10, 31, 28, 9, 34, 22, 13, 19, 1, 16, 14, 23, 27, 17, 20, 12, 33
16, 1, 25, 28, 33, 23, 6, 15, 12, 27, 13, 7, 30, 32, 29, 21, 22, 2, 17, 5, 14, 19, 9, 34, 3, 31, 4, 20, 11, 26, 24, 10, 18, 8
7, 24, 22, 6, 34, 13, 9, 3, 10, 16, 27, 5, 11, 32, 25, 2, 1, 33, 28, 31, 8, 26, 29, 15, 30, 4, 23, 14, 18, 12, 17, 20, 21, 19
23, 14, 30, 15, 29, 34, 6, 22, 26, 8, 18, 10, 31, 28, 24, 25, 32, 2, 21, 19, 1, 16, 9, 27, 11, 13, 4, 5, 3, 7, 17, 20, 12, 33
5, 14, 6, 8, 20, 24, 12, 3, 11, 22, 31, 10, 18, 13, 27, 4, 29, 26, 23, 7, 30, 9, 32, 15, 33, 21, 19, 17, 34, 1, 16, 28, 2, 25
23, 14, 6, 22, 26, 8, 18, 10, 34, 29, 15, 30, 31, 28, 9, 16, 1, 19, 21, 2, 32, 25, 24, 27, 11, 13, 4, 5, 3, 7, 17, 20, 12, 33
23, 14, 6, 22, 26, 8, 18, 10, 34, 29, 15, 30, 31, 28, 24, 25, 32, 2, 21, 19, 1, 16, 9, 27, 11, 13, 4, 5, 3, 7, 17, 20, 12, 33
7, 5, 3, 28, 31, 10, 6, 11, 13, 22, 18, 4, 25, 32, 21, 2, 29, 15, 30, 8, 26, 24, 34, 9, 19, 1, 16, 14, 23, 27, 17, 20, 12, 33
9, 13, 34, 10, 11, 7, 24, 22, 6, 16, 27, 25, 32, 2, 3, 5, 1, 33, 28, 31, 8, 26, 29, 15, 30, 4, 23, 14, 18, 12, 17, 20, 21, 19
7, 24, 22, 6, 34, 13, 9, 11, 10, 16, 27, 25, 32, 2, 3, 5, 1, 33, 28, 31, 8, 26, 29, 15, 30, 4, 23, 14, 18, 12, 17, 20, 21, 19
21, 29, 32, 30, 22, 17, 7, 13, 27, 14, 5, 1, 16, 2, 12, 15, 25, 28, 33, 23, 6, 19, 3, 34, 9, 31, 4, 20, 11, 26, 24, 10, 18, 8
6, 22, 26, 8, 14, 23, 34, 29, 9, 16, 1, 19, 21, 2, 32, 25, 24, 28, 31, 10, 18, 30, 15, 27, 11, 13, 4, 5, 3, 7, 17, 20, 12, 33
21, 29, 32, 30, 22, 17, 5, 15, 25, 28, 33, 23, 6, 12, 2, 16, 1, 7, 13, 27, 14, 19, 3, 34, 9, 31, 4, 20, 11, 26, 24, 10, 18, 8
16, 9, 28, 31, 10, 18, 30, 15, 29, 34, 23, 14, 8, 26, 22, 6, 1, 19, 21, 2, 32, 25, 24, 27, 11, 13, 4, 5, 3, 7, 17, 20, 12, 33
16, 1, 19, 21, 2, 32, 25, 24, 29, 34, 6, 22, 26, 8, 14, 23, 9, 28, 31, 10, 18, 30, 15, 27, 11, 13, 4, 5, 3, 7, 17, 20, 12, 33
5, 6, 28, 31, 10, 3, 7, 11, 13, 22, 18, 4, 25, 32, 2, 21, 29, 15, 30, 8, 26, 24, 34, 9, 19, 1, 16, 14, 23, 27, 17, 20, 12, 33
2, 8, 21, 32, 25, 4, 18, 10, 30, 15, 26, 24, 31, 28, 13, 29, 6, 22, 34, 9, 3, 7, 5, 11, 19, 1, 16, 14, 23, 27, 17, 20, 12, 33
13, 27, 14, 5, 12, 15, 17, 2, 22, 30, 32, 29, 21, 7, 6, 23, 33, 28, 25, 1, 16, 19, 3, 34, 9, 31, 4, 20, 11, 26, 24, 10, 18, 8
16, 3, 9, 32, 15, 33, 21, 20, 31, 10, 19, 17, 34, 1, 8, 6, 18, 13, 23, 26, 29, 12, 24, 14, 5, 7, 30, 11, 22, 27, 4, 28, 2, 25
22, 24, 14, 26, 3, 13, 34, 32, 25, 2, 15, 27, 16, 1, 33, 28, 31, 6, 5, 30, 8, 17, 12, 20, 9, 4, 29, 23, 10, 18, 11, 7, 21, 19
10, 18, 17, 30, 15, 29, 6, 22, 26, 8, 31, 28, 4, 25, 32, 21, 2, 20, 12, 33, 34, 19, 1, 16, 9, 13, 11, 5, 27, 23, 14, 24, 3, 7
10, 31, 28, 4, 25, 32, 21, 2, 30, 17, 18, 8, 26, 22, 6, 29, 15, 20, 12, 33, 34, 19, 1, 16, 9, 13, 11, 5, 27, 23, 14, 24, 3, 7
6, 14, 3, 16, 18, 10, 23, 9, 32, 15, 31, 1, 34, 17, 19, 33, 21, 20, 8, 26, 29, 12, 24, 13, 5, 7, 30, 11, 22, 27, 4, 28, 2, 25
22, 24, 14, 26, 8, 16, 1, 33, 28, 31, 6, 27, 15, 3, 30, 5, 13, 34, 32, 25, 17, 2, 12, 20, 9, 4, 29, 23, 10, 18, 11, 7, 21, 19
9, 13, 34, 10, 3, 7, 24, 22, 6, 16, 27, 5, 11, 32, 25, 2, 1, 33, 28, 31, 8, 26, 29, 15, 30, 4, 23, 14, 18, 12, 17, 20, 21, 19
3, 5, 27, 7, 11, 13, 9, 16, 1, 19, 21, 2, 32, 25, 4, 28, 31, 30, 15, 29, 34, 10, 18, 8, 26, 22, 6, 23, 14, 24, 17, 20, 12, 33
5, 23, 7, 18, 10, 24, 14, 9, 3, 6, 31, 30, 20, 8, 11, 22, 32, 15, 33, 21, 26, 29, 12, 4, 27, 13, 19, 17, 34, 1, 16, 28, 2, 25
16, 2, 12, 15, 25, 28, 33, 23, 6, 5, 17, 22, 30, 32, 29, 21, 1, 7, 13, 27, 14, 19, 3, 34, 9, 31, 4, 20, 11, 26, 24, 10, 18, 8
7, 10, 31, 28, 6, 5, 3, 11, 13, 22, 18, 4, 25, 32, 21, 2, 29, 15, 30, 8, 26, 24, 34, 9, 19, 1, 16, 14, 23, 27, 17, 20, 12, 33
6, 8, 26, 14, 24, 22, 31, 28, 33, 1, 16, 27, 15, 5, 30, 3, 13, 34, 32, 25, 2, 17, 12, 20, 9, 4, 29, 23, 10, 18, 11, 7, 21, 19
8, 1, 34, 17, 19, 16, 3, 9, 6, 32, 15, 33, 21, 20, 31, 10, 18, 13, 23, 26, 29, 12, 24, 14, 5, 7, 30, 11, 22, 27, 4, 28, 2, 25
27, 23, 14, 8, 26, 24, 11, 13, 9, 16, 1, 19, 21, 2, 32, 25, 4, 28, 31, 10, 18, 30, 15, 29, 34, 6, 22, 5, 3, 7, 17, 20, 12, 33
21, 29, 32, 30, 22, 17, 2, 5, 12, 1, 16, 14, 27, 13, 15, 25, 28, 33, 23, 6, 7, 19, 3, 34, 9, 31, 4, 20, 11, 26, 24, 10, 18, 8
4, 30, 5, 15, 17, 13, 11, 7, 14, 18, 2, 32, 21, 29, 24, 27, 1, 16, 3, 28, 31, 6, 19, 25, 22, 34, 26, 8, 12, 33, 20, 10, 9, 23
