20, 25, 35, 3, 34, 18, 63, 29, 46, 6, 8, 15, 60, 17, 47, 44, 32, 45, 62, 27, 13, 55, 59, 30, 50, 16, 9, 14, 41, 56, 49, 53, 64, 43, 10, 40, 7, 48, 57, 5, 2, 23, 33, 31, 39, 19, 12, 38, 42, 52, 37, 1, 24, 65, 21, 61, 58, 28, 22, 4, 36, 54, 11, 26, 51
17, 27, 37, 47, 39, 26, 50, 29, 41, 65, 2, 62, 25, 15, 18, 4, 34, 49, 53, 5, 60, 38, 31, 40, 23, 28, 33, 48, 57, 13, 55, 56, 63, 21, 1, 20, 16, 9, 10, 12, 45, 32, 11, 35, 44, 3, 43, 7, 42, 36, 8, 22, 24, 52, 19, 58, 61, 54, 64, 51, 6, 30, 59, 46, 14
28, 3, 14, 12, 38, 54, 62, 25, 4, 32, 60, 50, 18, 42, 40, 33, 65, 30, 31, 11, 43, 9, 51, 64, 58, 61, 59, 29, 45, 41, 56, 27, 36, 37, 7, 8, 19, 52, 24, 13, 10, 5, 53, 49, 6, 23, 26, 20, 22, 2, 57, 48, 55, 15, 35, 44, 63, 46, 16, 47, 17, 21, 39, 1, 34
4, 55, 36, 19, 17, 47, 16, 18, 53, 33, 64, 51, 40, 62, 25, 31, 49, 6, 30, 58, 61, 21, 44, 38, 50, 60, 32, 39, 26, 13, 59, 42, 52, 45, 7, 35, 29, 41, 57, 54, 1, 20, 37, 27, 15, 56, 63, 46, 14, 23, 65, 9, 2, 5, 8, 12, 10, 48, 22, 24, 11, 34, 3, 43, 28
32, 9, 27, 28, 36, 29, 41, 35, 18, 4, 31, 1, 44, 26, 39, 21, 61, 55, 13, 52, 56, 62, 25, 6, 37, 43, 17, 15, 11, 60, 22, 47, 45, 58, 19, 30, 49, 53, 5, 2, 23, 10, 24, 48, 57, 54, 8, 12, 59, 42, 40, 7, 38, 20, 64, 51, 65, 33, 16, 50, 63, 3, 14, 46, 34
15, 55, 48, 40, 33, 65, 30, 31, 13, 57, 50, 56, 27, 23, 45, 35, 38, 54, 62, 25, 36, 7, 8, 19, 52, 41, 29, 59, 61, 58, 64, 51, 9, 26, 20, 5, 53, 49, 2, 22, 24, 6, 37, 43, 11, 44, 10, 4, 18, 42, 60, 32, 28, 3, 14, 12, 63, 46, 16, 47, 17, 21, 39, 1, 34
3, 53, 27, 34, 54, 43, 56, 41, 29, 55, 13, 26, 11, 35, 18, 40, 50, 16, 63, 46, 47, 52, 24, 22, 57, 17, 14, 37, 6, 30, 59, 42, 36, 15, 9, 44, 38, 7, 21, 10, 31, 62, 25, 20, 1, 33, 65, 60, 32, 5, 45, 12, 61, 58, 48, 39, 23, 2, 19, 64, 4, 49, 28, 8, 51
13, 55, 15, 8, 21, 50, 30, 40, 10, 3, 61, 58, 19, 42, 38, 2, 23, 51, 48, 52, 64, 37, 6, 46, 29, 41, 56, 49, 59, 4, 53, 65, 45, 35, 12, 11, 26, 39, 31, 43, 17, 47, 7, 57, 60, 28, 34, 18, 25, 62, 27, 9, 16, 5, 14, 44, 54, 63, 36, 32, 20, 1, 33, 22, 24
18, 3, 36, 58, 19, 62, 2, 23, 54, 26, 17, 43, 31, 63, 55, 56, 57, 22, 34, 52, 59, 30, 53, 14, 46, 50, 49, 4, 11, 35, 24, 47, 42, 15, 27, 44, 38, 64, 5, 40, 60, 29, 41, 21, 61, 25, 16, 7, 8, 28, 9, 10, 12, 45, 32, 13, 37, 6, 39, 48, 65, 33, 1, 20, 51
8, 3, 45, 16, 50, 44, 38, 48, 5, 12, 23, 34, 52, 6, 65, 60, 42, 57, 56, 10, 32, 59, 37, 54, 53, 31, 18, 29, 41, 15, 47, 28, 49, 4, 11, 64, 19, 58, 36, 20, 1, 33, 61, 25, 62, 2, 43, 17, 39, 21, 30, 35, 7, 14, 46, 63, 40, 55, 13, 26, 9, 27, 24, 22, 51
47, 17, 56, 15, 8, 21, 61, 58, 19, 7, 40, 10, 12, 18, 36, 45, 32, 49, 6, 37, 23, 43, 14, 5, 53, 34, 3, 35, 22, 24, 52, 50, 30, 59, 4, 13, 42, 38, 44, 64, 28, 60, 31, 2, 51, 48, 27, 62, 25, 20, 1, 33, 65, 39, 26, 11, 41, 29, 46, 63, 57, 9, 16, 55, 54
3, 28, 45, 14, 12, 38, 54, 62, 25, 4, 32, 60, 50, 18, 42, 40, 33, 65, 30, 31, 11, 43, 9, 51, 64, 58, 61, 59, 29, 41, 56, 27, 36, 37, 6, 24, 52, 19, 8, 7, 49, 53, 5, 10, 13, 23, 26, 20, 22, 2, 57, 48, 55, 15, 35, 44, 63, 46, 16, 47, 17, 21, 39, 1, 34
15, 43, 20, 28, 60, 6, 30, 57, 49, 53, 31, 25, 62, 5, 2, 16, 39, 36, 54, 38, 23, 51, 64, 1, 17, 37, 42, 40, 59, 65, 41, 14, 46, 63, 11, 4, 10, 12, 45, 32, 26, 29, 50, 58, 61, 21, 7, 47, 19, 8, 18, 48, 34, 3, 9, 27, 55, 13, 52, 24, 22, 56, 33, 35, 44
4, 34, 43, 19, 18, 50, 29, 52, 24, 22, 63, 46, 37, 31, 47, 11, 36, 17, 35, 3, 55, 13, 58, 51, 48, 57, 49, 59, 53, 5, 8, 1, 33, 56, 28, 44, 38, 60, 26, 39, 42, 41, 65, 64, 15, 16, 14, 54, 10, 12, 45, 32, 9, 27, 20, 25, 62, 40, 61, 30, 6, 21, 2, 23, 7
8, 21, 61, 58, 19, 52, 64, 37, 15, 55, 13, 42, 38, 2, 39, 31, 43, 17, 47, 7, 57, 60, 28, 34, 18, 4, 59, 30, 50, 16, 9, 27, 62, 25, 48, 51, 23, 6, 46, 26, 11, 12, 35, 45, 65, 53, 29, 41, 56, 49, 40, 10, 3, 5, 14, 44, 54, 63, 36, 32, 20, 1, 33, 22, 24
27, 52, 24, 65, 58, 61, 21, 8, 56, 41, 29, 46, 6, 17, 47, 7, 40, 10, 12, 45, 57, 64, 44, 14, 35, 3, 34, 9, 16, 50, 30, 33, 1, 28, 53, 19, 38, 42, 13, 18, 4, 59, 22, 15, 26, 11, 5, 36, 32, 49, 48, 51, 2, 23, 43, 31, 39, 60, 37, 54, 55, 63, 62, 25, 20
28, 45, 14, 12, 38, 54, 62, 25, 50, 60, 32, 4, 18, 42, 40, 33, 65, 30, 31, 11, 43, 9, 51, 64, 58, 61, 59, 29, 3, 41, 56, 27, 36, 37, 6, 24, 52, 19, 8, 7, 49, 53, 5, 10, 13, 23, 26, 20, 2, 22, 57, 48, 55, 15, 35, 44, 63, 46, 16, 47, 17, 21, 39, 1, 34
28, 45, 14, 12, 38, 54, 62, 25, 50, 60, 32, 4, 18, 42, 40, 33, 65, 30, 31, 11, 43, 9, 51, 64, 58, 61, 59, 29, 3, 41, 56, 27, 13, 10, 5, 53, 49, 7, 8, 19, 52, 24, 6, 37, 36, 23, 26, 20, 22, 2, 57, 48, 55, 15, 35, 44, 63, 46, 16, 47, 17, 21, 39, 1, 34
28, 60, 57, 62, 25, 48, 51, 23, 2, 38, 42, 13, 55, 15, 8, 21, 61, 58, 19, 52, 64, 37, 49, 56, 41, 29, 46, 6, 65, 45, 35, 12, 11, 26, 39, 31, 43, 17, 47, 7, 40, 10, 3, 34, 18, 4, 59, 30, 50, 53, 16, 9, 27, 5, 14, 44, 54, 63, 36, 32, 20, 1, 33, 22, 24
2, 10, 40, 18, 59, 30, 58, 61, 21, 41, 48, 57, 54, 37, 53, 13, 55, 15, 8, 4, 25, 27, 9, 63, 46, 44, 42, 35, 14, 16, 50, 20, 38, 17, 47, 12, 36, 51, 64, 3, 6, 29, 26, 39, 28, 43, 11, 60, 1, 33, 22, 24, 7, 49, 31, 34, 5, 45, 19, 52, 32, 56, 65, 62, 23
13, 62, 25, 6, 26, 7, 30, 49, 53, 28, 12, 47, 9, 27, 59, 42, 44, 1, 31, 4, 18, 56, 35, 41, 29, 36, 32, 39, 21, 61, 8, 5, 52, 45, 58, 19, 2, 23, 10, 37, 43, 17, 40, 55, 15, 60, 11, 54, 57, 48, 24, 22, 38, 20, 64, 51, 65, 33, 16, 50, 63, 46, 14, 3, 34
16, 18, 53, 33, 64, 51, 40, 62, 25, 31, 49, 6, 30, 55, 36, 19, 47, 17, 4, 58, 61, 21, 44, 38, 50, 60, 32, 39, 26, 13, 59, 42, 52, 45, 7, 35, 29, 41, 57, 54, 1, 20, 37, 27, 15, 56, 63, 46, 14, 23, 2, 65, 9, 5, 8, 12, 10, 48, 22, 24, 11, 34, 3, 43, 28
4, 32, 60, 50, 18, 42, 40, 33, 65, 30, 31, 11, 43, 56, 41, 29, 59, 61, 58, 64, 51, 9, 27, 13, 10, 5, 53, 49, 8, 20, 26, 23, 45, 28, 3, 7, 19, 52, 24, 6, 37, 36, 25, 62, 54, 38, 12, 14, 22, 2, 57, 48, 55, 15, 35, 44, 63, 46, 16, 47, 17, 21, 39, 1, 34
29, 23, 55, 61, 21, 39, 26, 44, 1, 31, 4, 12, 28, 6, 19, 58, 45, 32, 9, 27, 59, 42, 40, 10, 2, 37, 43, 62, 18, 41, 35, 56, 49, 30, 7, 8, 15, 17, 52, 13, 47, 22, 24, 48, 57, 54, 11, 60, 25, 53, 5, 36, 38, 20, 64, 51, 65, 33, 16, 50, 63, 3, 14, 46, 34
2, 10, 37, 43, 21, 39, 26, 44, 1, 31, 61, 8, 5, 52, 60, 56, 35, 41, 29, 36, 22, 24, 48, 57, 54, 11, 55, 15, 47, 40, 42, 4, 18, 25, 62, 23, 13, 53, 49, 30, 7, 17, 59, 27, 9, 32, 45, 58, 19, 6, 28, 12, 38, 20, 64, 51, 65, 33, 16, 50, 63, 46, 14, 3, 34
11, 35, 40, 49, 4, 64, 19, 34, 9, 16, 50, 55, 15, 53, 10, 31, 41, 29, 18, 13, 26, 5, 36, 3, 63, 46, 60, 65, 33, 1, 20, 25, 24, 52, 38, 44, 57, 17, 47, 7, 6, 54, 48, 39, 21, 61, 58, 2, 56, 28, 14, 62, 23, 42, 59, 30, 43, 22, 37, 27, 32, 45, 12, 8, 51
22, 4, 59, 45, 12, 10, 28, 48, 57, 19, 32, 34, 3, 43, 29, 31, 30, 62, 8, 33, 2, 23, 24, 42, 52, 55, 13, 6, 17, 11, 26, 53, 50, 37, 7, 47, 61, 58, 64, 39, 21, 15, 5, 20, 25, 65, 60, 38, 44, 35, 49, 1, 41, 56, 63, 46, 14, 40, 18, 36, 54, 27, 9, 16, 51
2, 10, 40, 18, 59, 30, 58, 61, 21, 41, 48, 57, 54, 37, 53, 13, 55, 15, 8, 4, 25, 27, 9, 63, 46, 44, 3, 35, 14, 16, 50, 20, 38, 17, 47, 6, 7, 64, 51, 36, 12, 29, 26, 39, 42, 43, 28, 24, 22, 33, 1, 60, 11, 49, 31, 34, 5, 45, 19, 52, 32, 56, 65, 62, 23
15, 8, 21, 61, 58, 19, 52, 64, 37, 49, 54, 44, 14, 5, 53, 59, 4, 18, 34, 3, 10, 40, 7, 47, 17, 43, 31, 39, 57, 60, 28, 30, 50, 16, 9, 27, 62, 25, 48, 51, 23, 2, 38, 35, 12, 11, 26, 56, 41, 29, 46, 6, 55, 65, 45, 13, 42, 63, 36, 32, 20, 1, 33, 22, 24
24, 22, 33, 46, 27, 42, 38, 23, 2, 52, 7, 40, 17, 47, 10, 12, 45, 37, 1, 20, 25, 59, 30, 50, 65, 55, 35, 18, 19, 58, 61, 21, 64, 53, 62, 43, 31, 39, 60, 32, 44, 28, 5, 57, 48, 15, 34, 29, 63, 3, 16, 9, 6, 49, 56, 41, 14, 13, 8, 4, 36, 54, 11, 26, 51
6, 19, 21, 50, 30, 26, 34, 42, 55, 13, 17, 11, 65, 60, 32, 23, 2, 62, 8, 45, 3, 7, 31, 43, 37, 39, 53, 57, 44, 35, 59, 5, 28, 10, 12, 49, 1, 20, 25, 64, 58, 61, 47, 29, 41, 56, 63, 46, 14, 38, 4, 15, 48, 33, 22, 52, 24, 40, 18, 36, 54, 27, 9, 16, 51
16, 9, 27, 62, 25, 48, 51, 23, 2, 38, 42, 13, 55, 15, 8, 21, 50, 30, 59, 4, 36, 61, 58, 43, 17, 47, 63, 3, 34, 18, 10, 40, 12, 11, 26, 39, 32, 45, 35, 31, 7, 57, 60, 28, 54, 44, 14, 5, 53, 49, 56, 41, 29, 46, 6, 37, 64, 65, 19, 52, 24, 22, 33, 1, 20
9, 16, 50, 61, 58, 19, 52, 24, 22, 27, 8, 21, 43, 37, 4, 59, 30, 39, 26, 11, 38, 42, 33, 1, 20, 25, 62, 36, 54, 6, 46, 29, 7, 64, 65, 63, 28, 60, 57, 48, 32, 47, 13, 55, 15, 31, 45, 17, 51, 2, 23, 18, 34, 3, 44, 14, 5, 53, 49, 56, 41, 40, 10, 12, 35
32, 9, 27, 28, 36, 29, 41, 35, 18, 4, 31, 1, 44, 26, 39, 21, 61, 55, 13, 52, 56, 62, 25, 6, 37, 43, 17, 15, 11, 60, 22, 47, 45, 58, 19, 30, 49, 53, 5, 23, 2, 10, 24, 48, 57, 54, 8, 12, 59, 42, 40, 7, 38, 20, 64, 51, 65, 33, 16, 50, 63, 46, 14, 3, 34
3, 28, 45, 14, 12, 38, 54, 62, 25, 4, 32, 60, 50, 18, 42, 40, 33, 65, 30, 31, 11, 43, 9, 51, 64, 58, 61, 59, 29, 41, 56, 27, 36, 37, 7, 8, 19, 52, 24, 13, 10, 5, 53, 49, 6, 23, 26, 20, 2, 22, 57, 48, 55, 15, 35, 44, 63, 46, 16, 47, 17, 21, 39, 1, 34
45, 28, 3, 14, 12, 38, 54, 62, 25, 4, 32, 60, 50, 18, 42, 40, 33, 65, 30, 31, 11, 43, 56, 41, 29, 59, 61, 58, 64, 51, 9, 27, 36, 37, 7, 8, 19, 52, 24, 6, 49, 53, 5, 10, 13, 23, 26, 20, 22, 2, 57, 48, 55, 15, 35, 44, 63, 46, 16, 47, 17, 21, 39, 1, 34
39, 26, 11, 12, 35, 45, 32, 36, 4, 59, 30, 50, 16, 9, 27, 37, 6, 46, 29, 63, 65, 20, 1, 33, 22, 24, 52, 19, 58, 61, 21, 2, 43, 38, 42, 13, 55, 15, 8, 31, 64, 62, 25, 17, 47, 7, 40, 10, 18, 34, 3, 41, 56, 49, 53, 5, 14, 44, 54, 28, 60, 57, 48, 51, 23
19, 58, 36, 3, 18, 34, 52, 59, 30, 24, 47, 42, 15, 27, 44, 38, 64, 5, 40, 62, 2, 23, 54, 26, 17, 43, 31, 63, 55, 56, 57, 22, 53, 14, 46, 50, 49, 4, 11, 35, 60, 29, 41, 21, 61, 25, 16, 7, 8, 28, 9, 10, 12, 45, 32, 13, 37, 6, 39, 48, 65, 33, 1, 20, 51
13, 27, 59, 42, 44, 1, 31, 4, 18, 56, 35, 41, 29, 62, 25, 6, 19, 58, 45, 52, 5, 30, 7, 26, 32, 39, 21, 61, 8, 36, 49, 53, 28, 12, 47, 9, 2, 23, 10, 37, 43, 17, 40, 55, 15, 60, 11, 54, 57, 48, 24, 22, 38, 20, 64, 51, 65, 33, 16, 50, 63, 46, 14, 3, 34
16, 15, 43, 20, 28, 60, 6, 30, 57, 49, 53, 31, 25, 62, 5, 2, 39, 36, 54, 38, 23, 51, 64, 1, 17, 37, 42, 40, 59, 65, 41, 14, 46, 63, 11, 4, 10, 12, 45, 32, 26, 29, 50, 58, 61, 21, 7, 47, 19, 8, 18, 48, 34, 3, 9, 27, 55, 13, 52, 24, 22, 56, 33, 35, 44
28, 60, 57, 62, 25, 48, 51, 23, 2, 38, 42, 13, 55, 49, 56, 41, 29, 46, 6, 37, 64, 52, 19, 58, 61, 21, 8, 15, 65, 45, 35, 12, 11, 26, 39, 31, 43, 17, 47, 7, 40, 10, 3, 34, 18, 4, 59, 30, 50, 53, 16, 9, 27, 5, 14, 44, 54, 63, 36, 32, 20, 1, 33, 22, 24
8, 21, 61, 58, 65, 24, 52, 27, 56, 41, 29, 46, 6, 17, 47, 7, 40, 10, 12, 45, 57, 64, 44, 14, 35, 3, 34, 9, 16, 50, 30, 33, 1, 28, 53, 19, 38, 42, 13, 39, 31, 43, 23, 2, 51, 48, 49, 32, 36, 5, 11, 26, 15, 22, 59, 4, 18, 60, 37, 54, 55, 63, 62, 25, 20
31, 60, 28, 64, 44, 38, 42, 13, 4, 59, 30, 50, 52, 24, 22, 35, 3, 34, 53, 5, 14, 43, 23, 2, 51, 48, 27, 37, 6, 49, 32, 45, 36, 18, 12, 56, 15, 10, 40, 7, 19, 58, 61, 21, 8, 11, 26, 39, 65, 33, 1, 20, 25, 62, 47, 17, 41, 29, 46, 63, 57, 9, 16, 55, 54
12, 28, 6, 19, 58, 45, 32, 9, 27, 59, 4, 18, 47, 15, 55, 11, 53, 49, 40, 42, 10, 37, 43, 17, 7, 54, 57, 48, 24, 22, 36, 29, 41, 35, 56, 60, 52, 5, 8, 61, 21, 39, 26, 44, 1, 31, 25, 62, 13, 30, 23, 2, 38, 20, 64, 51, 65, 33, 16, 50, 63, 46, 14, 3, 34
2, 23, 57, 60, 28, 64, 44, 14, 5, 53, 34, 22, 35, 3, 36, 26, 11, 45, 12, 10, 40, 7, 47, 43, 31, 39, 65, 33, 1, 20, 25, 24, 48, 51, 62, 52, 19, 58, 61, 13, 15, 8, 21, 50, 30, 59, 4, 17, 38, 42, 16, 9, 27, 37, 6, 46, 29, 63, 56, 41, 18, 49, 32, 55, 54
25, 61, 33, 1, 20, 10, 56, 57, 42, 60, 65, 6, 52, 34, 3, 12, 23, 48, 38, 44, 50, 16, 45, 5, 8, 62, 2, 43, 17, 47, 15, 41, 29, 18, 31, 53, 54, 37, 59, 32, 36, 58, 19, 64, 11, 4, 49, 28, 39, 21, 30, 35, 7, 14, 46, 63, 40, 55, 13, 26, 9, 27, 24, 22, 51
3, 28, 45, 14, 12, 38, 54, 62, 25, 4, 32, 60, 50, 18, 42, 40, 33, 65, 30, 31, 11, 43, 56, 41, 29, 59, 61, 58, 64, 51, 9, 27, 36, 37, 6, 24, 52, 19, 8, 7, 49, 53, 5, 10, 13, 23, 26, 20, 2, 22, 57, 48, 55, 15, 35, 44, 63, 46, 16, 47, 17, 21, 39, 1, 34
30, 6, 37, 35, 18, 40, 50, 16, 63, 46, 47, 52, 24, 22, 57, 17, 27, 53, 54, 34, 3, 43, 56, 41, 29, 55, 13, 26, 11, 14, 59, 42, 36, 15, 9, 44, 38, 7, 21, 10, 31, 62, 25, 20, 1, 33, 65, 60, 32, 5, 45, 12, 61, 58, 48, 39, 2, 23, 19, 64, 4, 49, 28, 8, 51
38, 42, 13, 4, 59, 30, 50, 52, 24, 22, 35, 3, 34, 53, 5, 14, 43, 23, 37, 6, 49, 32, 45, 36, 18, 12, 56, 15, 47, 17, 8, 21, 61, 58, 19, 7, 40, 10, 44, 64, 28, 60, 31, 2, 51, 48, 27, 62, 25, 20, 1, 33, 65, 39, 26, 11, 41, 29, 46, 63, 57, 9, 16, 55, 54
8, 59, 30, 58, 61, 21, 4, 25, 18, 40, 2, 10, 12, 14, 43, 42, 44, 6, 29, 26, 39, 38, 17, 47, 3, 48, 57, 54, 37, 36, 51, 64, 7, 53, 13, 55, 15, 27, 9, 63, 46, 16, 50, 28, 24, 22, 33, 1, 60, 11, 35, 41, 20, 49, 31, 34, 5, 45, 19, 52, 32, 56, 65, 62, 23
33, 45, 11, 63, 44, 64, 28, 60, 57, 2, 29, 46, 6, 37, 27, 9, 16, 50, 30, 59, 4, 62, 25, 51, 48, 49, 32, 36, 65, 39, 31, 26, 23, 1, 20, 47, 17, 38, 42, 13, 18, 40, 10, 12, 14, 5, 53, 7, 41, 56, 15, 8, 43, 34, 3, 35, 22, 24, 52, 19, 58, 61, 21, 55, 54
2, 10, 37, 43, 21, 39, 26, 44, 1, 31, 61, 8, 5, 52, 60, 11, 54, 57, 48, 24, 22, 36, 29, 41, 35, 56, 55, 15, 47, 40, 42, 4, 18, 25, 62, 23, 13, 53, 49, 30, 7, 17, 59, 27, 9, 32, 45, 58, 19, 6, 28, 12, 38, 20, 64, 51, 65, 33, 16, 50, 63, 46, 14, 3, 34
19, 36, 55, 30, 6, 49, 31, 25, 62, 40, 51, 64, 33, 53, 18, 4, 17, 47, 16, 58, 61, 21, 44, 38, 50, 60, 32, 39, 26, 13, 59, 42, 52, 45, 7, 35, 29, 41, 57, 54, 1, 20, 37, 27, 15, 56, 63, 46, 14, 23, 65, 9, 2, 5, 8, 12, 10, 48, 22, 24, 11, 34, 3, 43, 28
14, 44, 54, 49, 9, 27, 62, 25, 48, 51, 23, 2, 38, 16, 5, 53, 50, 30, 28, 60, 57, 39, 31, 43, 17, 47, 7, 40, 10, 3, 34, 18, 4, 59, 15, 8, 21, 61, 58, 19, 52, 64, 37, 35, 12, 11, 26, 56, 41, 29, 46, 6, 55, 65, 45, 13, 42, 63, 36, 32, 20, 1, 33, 22, 24
