11, 5, 37, 9, 23, 31, 3, 30, 16, 25, 14, 19, 15, 8, 29, 36, 27, 20, 4, 32, 26, 33, 39, 28, 24, 7, 34, 1, 21, 35, 6, 17, 2, 38, 22, 18, 40, 12, 13, 10
11, 38, 2, 17, 6, 35, 36, 3, 20, 4, 32, 19, 15, 29, 14, 25, 16, 30, 8, 31, 27, 5, 37, 9, 23, 28, 24, 7, 12, 40, 18, 22, 26, 33, 39, 21, 1, 34, 13, 10
9, 6, 2, 17, 31, 3, 38, 1, 22, 23, 32, 30, 33, 12, 37, 15, 35, 20, 10, 39, 13, 4, 14, 5, 40, 36, 11, 18, 7, 34, 25, 27, 29, 28, 16, 21, 26, 19, 8, 24
32, 16, 31, 19, 39, 29, 14, 40, 13, 11, 36, 25, 7, 22, 30, 35, 20, 4, 15, 37, 34, 21, 9, 23, 3, 2, 10, 6, 28, 24, 18, 8, 26, 33, 5, 12, 27, 1, 38, 17
28, 24, 18, 8, 23, 9, 21, 34, 37, 15, 4, 20, 35, 30, 22, 7, 25, 36, 11, 13, 40, 14, 29, 39, 19, 31, 16, 32, 6, 2, 10, 3, 26, 33, 5, 12, 27, 1, 38, 17
32, 16, 31, 19, 39, 29, 14, 40, 13, 11, 36, 25, 7, 22, 30, 35, 20, 4, 15, 37, 34, 21, 9, 23, 10, 3, 8, 18, 24, 28, 6, 2, 26, 33, 5, 12, 27, 1, 38, 17
32, 16, 31, 19, 39, 29, 14, 40, 13, 11, 36, 25, 7, 22, 4, 20, 35, 30, 15, 37, 34, 21, 9, 23, 3, 2, 10, 6, 28, 24, 18, 8, 26, 33, 5, 12, 27, 1, 38, 17
28, 24, 18, 8, 23, 9, 21, 34, 37, 15, 30, 35, 20, 4, 22, 7, 25, 36, 11, 13, 40, 14, 29, 39, 19, 31, 16, 32, 6, 10, 2, 3, 26, 33, 5, 12, 27, 1, 38, 17
21, 35, 6, 17, 2, 38, 22, 18, 29, 40, 12, 7, 20, 27, 36, 8, 31, 3, 30, 16, 25, 1, 34, 33, 26, 14, 32, 4, 39, 15, 19, 11, 5, 37, 9, 23, 28, 24, 13, 10
2, 6, 25, 16, 30, 8, 35, 21, 31, 27, 36, 3, 20, 7, 12, 40, 29, 18, 22, 38, 17, 1, 34, 33, 26, 14, 32, 4, 39, 15, 19, 11, 5, 37, 9, 23, 28, 24, 13, 10
6, 17, 2, 38, 22, 18, 10, 39, 25, 14, 29, 36, 27, 20, 7, 13, 12, 40, 24, 28, 23, 9, 37, 5, 11, 19, 15, 8, 31, 16, 30, 3, 4, 32, 26, 33, 34, 1, 21, 35
14, 8, 31, 25, 16, 30, 36, 20, 35, 21, 13, 18, 22, 17, 5, 7, 4, 2, 6, 39, 24, 32, 40, 34, 19, 33, 37, 9, 23, 28, 26, 3, 38, 1, 27, 12, 11, 15, 29, 10
22, 34, 40, 14, 37, 9, 23, 32, 24, 39, 6, 2, 17, 3, 4, 28, 11, 36, 30, 16, 25, 21, 27, 1, 38, 8, 31, 35, 20, 7, 5, 26, 18, 13, 19, 33, 12, 15, 29, 10
32, 16, 31, 19, 39, 29, 14, 40, 13, 11, 36, 25, 7, 22, 30, 35, 20, 4, 15, 37, 34, 21, 9, 23, 2, 3, 10, 6, 28, 24, 18, 8, 26, 33, 5, 12, 27, 1, 38, 17
11, 38, 2, 17, 6, 35, 36, 3, 20, 4, 32, 19, 15, 29, 14, 25, 22, 18, 40, 12, 7, 24, 28, 23, 9, 37, 5, 27, 31, 8, 30, 16, 26, 33, 39, 21, 1, 34, 13, 10
11, 2, 6, 39, 24, 13, 18, 32, 40, 34, 19, 36, 30, 16, 25, 9, 37, 26, 14, 33, 12, 27, 3, 4, 28, 23, 21, 35, 20, 7, 5, 1, 38, 8, 31, 22, 17, 15, 29, 10
24, 7, 19, 34, 16, 30, 35, 32, 28, 25, 11, 14, 21, 36, 23, 8, 39, 29, 22, 17, 38, 1, 40, 13, 18, 10, 9, 37, 31, 6, 3, 2, 26, 33, 5, 12, 27, 15, 4, 20
22, 1, 38, 3, 31, 33, 12, 37, 15, 35, 20, 4, 13, 39, 10, 30, 32, 23, 9, 6, 2, 17, 14, 18, 11, 36, 40, 5, 7, 34, 25, 27, 29, 28, 16, 21, 26, 19, 8, 24
22, 1, 38, 3, 31, 4, 13, 39, 10, 20, 35, 15, 37, 12, 33, 30, 32, 23, 9, 6, 2, 17, 14, 5, 40, 36, 11, 18, 7, 34, 25, 27, 29, 28, 16, 21, 26, 19, 8, 24
32, 16, 31, 19, 39, 29, 14, 40, 13, 11, 36, 25, 7, 22, 4, 20, 35, 30, 15, 37, 34, 21, 9, 23, 3, 10, 2, 6, 28, 24, 18, 8, 26, 33, 5, 12, 27, 1, 38, 17
11, 2, 6, 39, 24, 13, 18, 32, 40, 34, 19, 36, 30, 16, 25, 9, 37, 26, 14, 33, 12, 27, 8, 4, 28, 23, 5, 7, 20, 35, 21, 1, 38, 3, 31, 22, 17, 15, 29, 10
16, 25, 2, 6, 35, 21, 31, 27, 36, 3, 20, 7, 12, 40, 29, 18, 30, 8, 22, 38, 17, 1, 34, 33, 26, 14, 32, 4, 39, 15, 19, 11, 5, 37, 9, 23, 28, 24, 13, 10
35, 6, 17, 2, 38, 22, 18, 40, 12, 7, 24, 28, 39, 4, 32, 26, 33, 20, 27, 36, 29, 8, 15, 19, 14, 25, 16, 30, 3, 31, 23, 9, 37, 5, 11, 21, 1, 34, 13, 10
32, 4, 20, 3, 36, 35, 6, 17, 2, 38, 27, 31, 8, 30, 16, 25, 14, 29, 15, 19, 11, 5, 37, 9, 23, 28, 24, 7, 12, 40, 18, 22, 26, 33, 39, 21, 1, 34, 13, 10
25, 16, 30, 3, 31, 29, 40, 12, 7, 20, 27, 36, 8, 18, 22, 38, 2, 17, 6, 35, 21, 1, 34, 33, 26, 14, 32, 4, 39, 15, 19, 11, 5, 37, 9, 23, 28, 24, 13, 10
27, 20, 7, 13, 12, 40, 33, 26, 32, 4, 39, 25, 22, 18, 24, 28, 23, 9, 37, 5, 11, 19, 15, 8, 31, 3, 30, 36, 29, 14, 16, 38, 2, 17, 6, 35, 21, 1, 34, 10
9, 6, 2, 17, 31, 3, 38, 1, 22, 23, 32, 30, 10, 39, 13, 4, 20, 35, 15, 37, 12, 33, 14, 18, 11, 36, 40, 5, 7, 34, 25, 27, 29, 28, 16, 21, 26, 19, 8, 24
34, 40, 14, 37, 9, 23, 32, 24, 39, 6, 2, 17, 3, 4, 28, 11, 36, 30, 13, 18, 26, 5, 7, 20, 35, 31, 16, 25, 21, 22, 27, 1, 38, 8, 19, 33, 12, 15, 29, 10
11, 2, 6, 39, 24, 13, 18, 32, 40, 34, 19, 36, 30, 16, 25, 9, 37, 26, 14, 33, 12, 27, 8, 4, 28, 23, 21, 35, 20, 7, 5, 1, 38, 3, 31, 22, 17, 15, 29, 10
22, 1, 38, 3, 31, 33, 12, 37, 15, 35, 20, 4, 13, 39, 10, 30, 32, 23, 9, 6, 17, 2, 14, 18, 11, 36, 40, 5, 7, 34, 25, 27, 29, 28, 16, 21, 26, 19, 8, 24
7, 20, 27, 36, 8, 31, 3, 12, 30, 16, 25, 14, 40, 29, 18, 22, 38, 2, 17, 6, 35, 21, 1, 34, 4, 32, 26, 33, 39, 15, 19, 11, 5, 37, 9, 23, 28, 24, 13, 10
